1034	<color=#b4a797>${1}</color>
1035	Edit Name
1036	Tap to enter a name
1037	Function Details
1038	Notice
1039	Rating
1040	Filter
1041	Already at the maximum value
1042	Already at the minimum value
1043	<color=#DD563F>%s</color>/%s
1044	<color=#DD563F>%s</color>
1045	Function locked
1046	Do not remind again
1047	Back
1048	${1}m ${2}s
1049	Obtained ${1} X ${2}
1050	Protocol mismatch. Please use the corresponding server version, or update both the client and server to the latest version!\nClient protocol:${1} \nServer protocol:${2}\n\n Click Go to continue playing
1051	Monday
1052	Tuesday
1053	Wednesday
1054	Thursday
1055	Friday
1056	Saturday
1057	Sunday
1058	In ${1}d ${2}h
1059	In ${1}d
1060	In ${1}h ${2}m
1061	In ${1}h
1062	In ${1}m
1063	In ${1}s
1064	${1}s
1065	：
1066	${1}m
1067	${1}h
1068	${1}d
1069	Failed to retrieve information.
1070	<sprite name="common_arrow_07_03">
1071	X${1}
1072	-
1073	Complete
11380000000	Wildlands
11380000001	Natural Land
11380000002	Dark Land
11380000003	Savage Hinterlands
11380000004	Forbidden Wilds
11380000005	Dark Domain
11380000006	Hidden Realm
11380000007	Normal
11380000008	Hard
11380000009	Final Trial
67000	Event
67001	Feature Preview
67002	Growth Support
16320001	Hunting Challenge
16320002	Skills refresh in ${1} seconds
16320003	Ranks 4-10
16320004	Ranks 11-20
16320005	Hunting Challenge - Preparation Phase
16320006	Closes automatically in ${1} seconds
16320007	Rewards
16320008	Group Rewards
16320009	Hunting Challenge
16320010	Speed Rankings
16320011	Deals DMG:
16320012	Battlefield Skill
16320013	Drag to select a target
16320014	Boss Appeared
16320015	Event Over
16320016	Event rewards have been sent to your mailbox.
16320017	Speedrun Report
16320018	Group Report
16320019	Entire Server Report
16320020	Last Battle Report
16320021	Rank
16320022	Guild
16320023	Deals DMG
16320024	Command Skill Kill
16320025	Commander Rating
16320026	Force Field Pull
16320027	Partywide Immobilize
16320028	Partywide Silence
16320029	Screen Obscuration
16320030	Baphomet PDEF Enhance
16320031	Baphomet Attack Enhance
16320032	Partywide Slow
16320033	Multiple Knockbacks
16320034	Partywide Endure
11210000000	Fruit Peel Hat
11210000001	Bread Bag Hat
11210000002	Egg Shell
11210000003	Army Cap
11210000004	Mage's Hat
11210000005	Student's Cap
11210000006	Afternoon Stroll · Warm Sunshine
11210000007	Sage's Stone Helm
11210000008	Black Cat Ears
11210000009	Urgent Treatment Needed
11210000010	Grand Peco Hair Accessory
11210000011	Bunny Hair Band
11210000012	Feather Bonnet
11210000013	Goggles
11210000014	Playful Lace Kitty Headband
11210000015	Drooping Cat
11210000016	Nurse Cap
11210000017	Deviruchi Hat
11210000018	Apple Headwear
11210000019	Theater Hat
11210000020	Banana Hat
11210000021	Sweetheart Tea Party · Soufflé
11210000022	Silverwing Covenant · Order
11210000023	Angel Wing
11210000024	Golden Headwear
11210000025	Evil Wing
11210000026	Helmet of Orc Hero
11210000027	Tiara
11210000028	Grand Circlet
11210000029	Pirate Captain's Hat
11210000030	Golden Coronet
11210000031	Crown
11210000032	Sphinx Hat
11210000033	Pointed Horn Headband
11210000034	Jewel Crown
11210000035	Majestic Goat
11210000036	Moonlight Flower Hat
11210000037	Vampire Hairpin
11210000038	Starfish Hairpin
11210000039	Night Thorn
11210000040	Rune Crown
11210000041	Sun God Helmet
11210000042	Poo Poo Hat
11210000043	Fox Mask
11210000044	World-Scorching Feather · Golden Crow
11210000045	Nine-Hued Sacred Melody · Apsara
11210000046	Sunglasses
11210000047	Blinker
11210000048	Night Judgment·Mask
11210000049	Banquet Invitation · Light
11210000050	Eye Patch
11210000051	Spinning Eyes
11210000052	Smiling Mask
11210000053	Blush
11210000054	Small Ribbons
11210000055	Lovely Sleep Mask
11210000056	Silverwing Covenant: Discipline
11210000057	Prank Mask
11210000058	Goblin Leader Mask
11210000059	Evil Wing Ears
11210000060	Angel Wing Earrings
11210000061	Worldscorch Feather·Brilliant Gold
11210000062	Nine-Tone Mantra · Elegance
11210000063	White Beard
11210000064	Chicken Beak
11210000065	Academy Journal: Recess
11210000066	Clown Nose
11210000067	Sweet Candy
11210000068	Romantic Leaf
11210000069	Lucky Clover
11210000070	Toast
11210000071	Baby Pacifier
11210000072	Flame Scarf
11210000073	Angry Snarl
11210000074	Pipe
11210000075	Fish In Mouth
11210000076	Master of the Game
11210000077	Kitty's Charge
11210000078	Night Judgment
11210000079	Dinner Date
11210000080	Afternoon Stroll
11210000081	Academy Journal
11210000082	Sweetheart Tea Party
11210000083	Silverwing Covenant
11210000084	Nine-Tone Mantra
11210000085	Worldscorch Feather
11210000086	Fluffy Tail
11210000087	Old Television
11210000088	Grand Voyage
11210000089	Student Backpack
11210000090	Bonnie's Afternoon
11210000091	Silverwing Covenant: Truth
11210000092	Blossom Sprite
11210000093	Wheel of Time
11210000094	Reaper's Scythe
11210000095	Crazy Baby Bunny
11210000096	Crazy Bunny Family Balloon
11210000097	Giant Bow Scarf
11210000098	Kitty Tail
11210000099	Worldscorch Feather: Burning Wings
11210000100	Big Poring
11210000101	Lion
11210000102	Alpaca
11210000103	Hyena
11210000104	Fox
11210000105	Ostrich
11210000106	Savage
11210000107	Fluffy Bunny
11210000108	Pompadour
11210000109	Goblin Balloon
11210000110	Crab You Very Much
11210000111	Kitty Cart
11210000112	Flying Goblin Balloon
11210000113	Baby Kun
11210000114	Wind-Up Rocking Chair
11210000115	Eggshell Chubby Chick
11210000116	Dream Steed
11210000117	Magic Carpet
11210000118	Solar Chariot
11210000119	Orchid Waterside Pavilion
11210000120	Fish of the Northern Deep
11210000121	Lord of the Starry Firmament
11210000122	Hairstyle@{1}
11210000123	Strawberry Macaron
11210000124	Worldscorch Feather: Ashen Embers
11210000125	Sweet Waltz
11210000126	Silverwing Covenant: Prayer
11210000127	Nine-Tone Mantra: Rainbow Raiment
11210000128	Worldscorch Feather · Featherstep
12860000001	Vocal
12860000002	Wild Rose
12860000003	Bobo
12860000004	Rainbow Ferus
12860000005	Bongun
12860000006	Lava Lizard
12860000007	Nepenthes
12860000008	Forest Fairy
12860000009	Squidgitte
12860000010	Alice the Maid
12860000011	Fox Immortal
12860000012	Baphomet Jr.
12860000013	Garm Baby
12860000014	Ancient Tree
12860000015	Marionette
12860000016	Goat
12860000017	Clock
12860000018	Scout Basilisk
12860000019	Fruit Tree Turtle
12860000020	Zherlthsh
12860000021	Cat o' Nine-Tail
12860000022	Silver Moon Witch
12860000023	Baron
12860000024	Ancient Mummy
12860000025	High Orc
12860000026	Miguel
12860000027	Sarah Irene
12860000028	Alicel
12860000029	Goddess of Hope
12860000030	Aliot
12860000031	Angeling
12860000032	Bloody Butterfly
12860000033	Incubus
12860000034	Daedre
12860000035	Nightmare
12860000036	Little Isis
12860000037	Piamette
12860000038	Corrupted Wander Man
12860000039	Watcher
12860000040	Darkheart Hunter Eve
12860000041	Female Warrior Lola
12860000042	Dullahan
12860000043	Bokba
12860000044	Medusa
12860000045	Hardened Rainbow Nightmare
12860000046	Retribution
12860000047	Fairy
12860000048	Raging Shinobi
12860000049	Succubus
12860000050	Hodremlin Sword
12860000051	Death Witch
12860000052	One-Horned Radiant Chimera
12860000053	Miyabi Doll
12860000054	Wildcat Knight
12860000055	Sohee
11040000000	Rarity
11040000001	Type
11040000002	Number of Affixes
11040000003	Stunt
2061	Stage reward does not exist
2062	Stage reward claimed
2063	Insufficient Power
2064	To-Do
2067	Current server time: ${1}
2068	Enter your account
2069	Enter password
2070	BASE
2071	JOB
2072	HP
2073	SP
2074	K
2075	M
2076	B
2077	Auto
2078	Lv.
2079	MVP
2080	s
2081	None
2082	S
2083	STR
2084	AGI
2085	VIT
2086	INT
2087	DEX
2088	LUK
2089	Base EXP Increase
2090	Job EXP Increase
2091	EXP
2092	New
2093	Network request timed out
2094	${1}!!
2095	UTC+${1}
2096	${1}FPS
2097	BASE:${1}%
2098	${1}%:JOB
2099	Tap to close (${1})
12400200000	Every @{1} seconds, Live Coals will appear in the territory. Gather them and add them to the Bonfire to earn rewards.
12400200001	Every @{1} seconds, Monsters will cause trouble. Defeat them to earn rewards. Draw Third Prize during the final @{2} minutes.
12400200002	Every @{1} seconds, Monsters will cause trouble. Defeat them to earn rewards. Draw Second Prize during the final @{2} minutes.
12400200003	Every @{1} seconds, Monsters will cause trouble. Defeat them to earn rewards. Draw First Prize during the final @{2} minutes.
12400200004	The Bonfire Party has come to a wonderful close. Thank You all for spending the evening with us!
68000	This event is Not Available yet. Stay tuned!
68001	Every day from 10:00-22:00, Rift Gates randomly appear on various maps every two hours. Watch for Eden Group System announcements
68002	Your Reward Count has been used up. You will not receive Additional rewards from this challenge
68003	Hidden Trove 68003
68004	Hidden Trove 68004
68005	Hidden Trove 68005
68006	Eden Group: Commendation Vault
68007	Additional rewards
68008	Statistics
68009	Reward Count Used Up
68010	Difficulty
68011	Clear Time
68012	Level Req
68013	Server Level
68014	Format
68015	Reward Count
68016	[Rift Crisis] Special Commendation
68017	[Rift Crisis] Commendation Gift Box
68018	Reward Preview for This Week
68019	Standard Compensation Chest
68020	Acquisition Progress This Week
68021	Event Time Remaining
68022	Wave Refresh Time
68023	Next Event Opening
68024	Unavailable
68025	${1} monsters remaining
68026	Space is stable. No rifts have appeared
68027	Rift successfully repaired
68028	Rift Stone
68029	Reward Count
68030	Hidden Trove 68030
68031	<size=24><color=#97E553>${1}</color></size>/${2}
68032	<size=24><color=#F3865E>${1}</color></size>/${2}
68033	<size=26>${1}</size><color=#C3BAA8>/${2}</color>
68034	[Rift Crisis] Special Commendation has reached This Week's Limit
68035	[Rift Crisis] Commendation Gift Box has reached This Week's Limit
68036	Space has stabilized, and this rift has been quelled.
68037	Seconds Until Berserk
68038	New Record
68039	Tap to close
68040	Show less
12520000000	Call all Guild Members to assemble!
12520000001	Head to the center of the territory, Collect Live Coals, and add them to the bonfire
12520000002	Enjoy the Bonfire EXP blessing while waiting for the raffle to begin
12520000003	Drive off the mysterious enemies disrupting the party!
12350000000	Defense Build
12350000001	Defense Boost
12350000002	Defense Fortification
3000	Identical buffs stack
3001	Lv.${1}
3002	K
3003	M
3004	G
3005	T
3006	HOT
3007	OK
3008	Simplified Chinese
3009	Traditional Chinese
3010	English
3011	Korean
3012	Thai
3013	Indonesian
3014	Unlock New Function
3015	Changing the language requires a restart. Continue?
3016	Notification
3017	Clear
3018	Go
3019	No more Notifications
3020	Vietnamese
3021	Failed to switch scenes. Please log in again!
3022	Attack
3023	Mobility
3024	Healing
3025	Support
3026	Control
3027	Survival
3028	Knight
3029	Crusader
3030	Hundred Million
3031	Ten Thousand
3032	Owned:
3033	BASE <color=#FFEF95>${1}</color>
3034	JOB <color=#FFEF95>${1}</color>
3035	Job Advance requirements not met. Base Lv. ${1} and Job Lv. ${2} required.
3036	Rare Items
3037	Redeem
3038	Redemption Rate
10470100000	@{1}
10470100001	Head Above the Sea of Clouds
10470100002	Head to the Chaos Ruins
10470100003	Dialogue Test
10470100004	Supply Escort
10470100005	Otherworldly Invasion
10530000000	Poring
10530000001	Lunatic
10530000002	Fabre
10530000003	Picky
10530000004	Chonchon
10530000005	Super Picky
10530000006	Willow
10530000007	Condor
10530000008	Savage Babe
10530000009	Rocker
10530000010	Roda Frog
10530000011	Worm Tail
10530000012	Ambernite
10530000013	Spore
10530000014	Thief Bug
10530000015	Creamy
10530000016	Drops
10530000017	Tarou
10530000018	Familiar
10530000019	Baby Desert Wolf
10530000020	Yoyo
10530000021	Scorpion
10530000022	Poporing
10530000023	Thief Bug Female
10530000024	Mandragora
10530000025	Thief Bug Male
10530000026	Smokie
10530000027	Boa
10530000028	Poison Spore
10530000029	Horn
10530000030	Bigfoot
10530000031	Coco
10530000032	Peco Peco Egg
10530000033	Thief Bug Egg
10530000034	Pupa
10530000035	Rotar Zairo
10530000036	Wraith
10530000037	Dustiness
10530000038	Eggyra
10530000039	Muka
10530000040	Savage Babe - Placeholder
10530000041	Soldier Skeleton
10530000042	Mummy
10530000043	Zombie
10530000044	Deniro
10530000045	Piere
10530000046	Andre
10530000047	Hydra
10530000048	Vitata
10530000049	Martin
10530000050	Giearth
10530000051	Skeleton Worker
10530000052	Drainliar
10530000053	Pirate Skeleton
10530000054	Choco
10530000055	Archer Skeleton
10530000056	Verit
10530000057	Obeaune
10530000058	Magnolia
10530000059	Greatest General
10530000060	Mimic
10530000061	Frilldora
10530000062	Baphomet Jr.
10530000063	Matyr
10530000064	Minorous
10530000065	Flora
10530000066	Savage
10530000067	Isis
10530000068	Bongun
10530000069	Sasquatch
10530000070	Ladybug
10530000071	Hedgehog Bug
10530000072	Peco Peco
10530000073	Skeleton
10530000074	Ant Egg
10530000075	Furious Poporing
10530000076	Elder Willow
10530000077	Marin
10530000078	Plankton
10530000079	Marina
10530000080	Kukre
10530000081	Goblin (Axe)
10530000082	Goblin (Flail)
10530000083	Vadon
10530000084	Wolf
10530000085	Thara Frog
10530000086	Orc Baby
10530000087	Orc Warrior
10530000088	Orc Lady
10530000089	Whisper
10530000090	Megalodon
10530000091	Marse
10530000092	Argos
10530000093	Steel Chonchon
10530000094	Goblin (Dagger)
10530000095	Myst
10530000096	Marine Sphere
10530000097	Phen
10530000098	Zenorc
10530000099	Beetle King
10530000100	Goblin Archer
10530000101	Metaller
10530000102	Marc
10530000103	Goblin (Mace)
10530000104	Sword Fish
10530000105	Orc Skeleton
10530000106	Goblin (Hammer)
10530000107	Orc Zombie
10530000108	Munak
10530000109	Merman
10530000110	Deviace
10530000111	Ghoul
10530000112	Sandman
10530000113	Golem
10530000114	Hunter Fly
10530000115	Hode
10530000116	Sohee
10530000117	Mantis
10530000118	Driller
10530000119	Goblin Steamrider
10530000120	Horong
10530000121	Dokebi
10530000122	Nightmare
10530000123	Side Winder
10530000124	Zerom
10530000125	Requiem
10530000126	Nine Tails
10530000127	Argiope
10530000128	Orc Archer
10530000129	Penomena
10530000130	Crab
10530000131	Raggler
10530000132	Shellfish
10530000133	Starfish
10530000134	Grove
10530000135	Alligator
10530000136	Strouf
10530000137	Jakk
10530000138	Wild Rose
10530000139	Marduk
10530000140	Sky Petite
10530000141	Pasana
10530000142	Wind Ghost
10530000143	Cramp
10530000144	Stem Worm
10530000145	Petite
10530000146	Marionette
10530000147	Deviruchi
10530000148	Mace Kobold
10530000149	Hammer Kobold
10530000150	Desert Wolf
10530000151	Anubis
10530000152	Axe Kobold
10530000153	Kobold Archer
10530000154	Squidgitte
10530000155	Sropho
10530000156	Ancient Mummy
10530000157	Pot Dofle
10530000158	King Dramoh
10530000159	Creamy Fear
10530000160	Leib Olmai
10530000161	Killer Mantis
200001	Starshard Dragon Unseal
200002	Ritual
200003	${1}% Complete
200004	Ritual Acceleration
200005	Ritual Time Remaining: ${1}
200006	Ritual Acceleration
200007	Current Unseal Progress: ${1}%
200008	Spend ${1} to complete the Unseal?
200009	Ritual Time Remaining: ${1}
200010	Dragon's Descent
200011	Head to the Scene
200012	Click an empty area to cheer.
200013	Unseal for Free
200014	Normal Unseal
200015	Advanced Unseal
200016	Ultimate Unseal
200017	Ritual Funding
200018	Assist
200019	Send
200020	Go
200021	I'm summoning a giant dragon! Come help me!${1}
200022	I helped with the boss's Dragon Summon Quests!
200023	You've got this, Boss!
200024	Longlong, hurry over here!
200025	I can't wait to see what a 1,000,000 dragon looks like!
200026	Thanks, Boss!
200027	Too many actions. Please try again later.
200028	${1} has begun the Starshatter Dragon summoning ritual. Adventurers, go lend a hand!${2}
200029	${1} has completed the Summon Ritual! The Starshatter Dragon will descend upon the main city in 30 seconds. Adventurers, come witness its arrival!${2}
200030	The Assist Quest has ended.
200031	Begin Unsealing
200032	The ritual has ended, and the link is no longer active.
200033	Fund the Unsealing Ritual
200034	The ritual can take up to 5 hours. Invite fellow Adventurers to participate and speed up the summoning process.
200035	Confirm Ritual
200036	Ritual Affiliation
200037	Help Present the Gift
200038	Press and Hold to Charge Support
200039	Ritual Acceleration
200040	Cheer
200041	Head to the Scene
200042	Celebrate the arrival of the Starshatter Dragon!
200043	Leaving the area or dismounting will immediately end ${1}. Are you sure you want to end the skill?
200044	${1}(${2},${3})
200045	${1} is about to forge a covenant with the Lord of the Starry Sky! Hurry and watch the performance!
200046	Watch
200047	Close
200048	Exit
200049	Get <sprite name="${3}">${4} with help from other players
200050	Assistance request sent to the <color=#F4F2E9>${1}</color> Channel
69000	Novice Challenge
69001	Discipline
69002	Happiness
69003	Renown
69004	Free Spirit
69005	Charm
69006	Not enough ${1}
69007	Event Period: ${1}-${2}
69008	Zeny Shop
69009	Purchase Period: ${1}-${2}
69010	End the Day
69011	You haven't finished today's journey. End the day early?
69012	Clear ${1} Misc (${2}/${3})
69013	Reversi
69014	Cargo Placement
69015	Go challenge
69016	Clear the Boss Challenge
69017	Claim
69018	Beautiful sights always lie ahead. On to the next stop!
69019	Go
69020	Welcome back! Let's continue the adventure.
69021	Continue Journey
69022	This chapter's journey is complete. Chapter ${1} unlocks at ${2}05:00.
69023	This chapter's journey is complete. Head to the next chapter to continue your adventure~
69024	You passed through a lush forest.|You passed through a lush forest.|You passed through a lush forest.|You passed through a lush forest.|You passed through a lush forest.|You passed through a lush forest.|You passed through a lush forest.
69025	Every journey has an end, but yours has only just begun.
69026	Review Journey
69027	Tap anywhere to leave.
69028	Are you sure you want to Leave the dungeon?
69029	Try Again
69030	My Journey
69031	Title Acquired
69032	Share to Guild Channel
69033	Share to World Channel
69034	You're sharing too frequently. Please try again later.
69035	Adventurers whose <color=#987f53>${1}</color> attribute exceeds <color=#63a22b>50%</color>
69036	Today
69037	Tomorrow
69038	Day ${1}
69039	Rewards
69040	Complete the current node to preview areas in other chapters.
69041	Complete the current node to preview rewards from other nodes.
69042	Deep in the forest lived a girl named Ella, who wove winter nests for small animals from fallen leaves each day. One snowy night, she rescued a frozen bluebird. When the bird awoke, it repaid her by spitting out a glowing seed. Ella buried the seed in the moss, and by the next day, it had grown into a Crystal tree. Silver fruit hung among its branches like dewdrops, each reflecting what people desired most in their hearts.
69043	When the greedy lord heard about it, he stormed into the forest with an axe. But as he struck the trunk, all the fruit suddenly shattered at once, reflecting thousands of disappointed eyes—the eyes of every impoverished person in his domain. The Crystal tree dissolved into mist, leaving only the plainest fruit to roll into Ella's hand. Within it was a vision of the entire forest flourishing.
69044	Ella finally understood. She gently buried the fruit beside the stream. In the morning light, glowing flowers bloomed all along the bank. They bore no fruit, but allowed everyone who passed to see their heart's true desire. From then on, no one in the forest fought over treasure, because everyone Discovered that the most precious magic had already quietly taken root within their hearts.
69045	Adventurers whose <color=#987f53>${1}</color> attribute is below 50%
69046	I completed the Beginner Challenge ${1}
69047	View My Journey
69048	Shared to World Channel and Guild Channel
69049	Shared to World Channel
69050	There are no matching points available, so placement is not possible.
69051	Clear all items from the board?
69052	Trophy Showcase
69053	Leave the dungeon in ${1} sec.
69054	Stage ${1}/${2}
69055	You haven't cleared this round yet. Are you sure you want to quit?
69057	Reset
69058	Placement Objective
69059	Challenge the Next Stage
69060	Challenge Success
69061	All stages cleared
10360000000	Guild Master
10360000001	Leader
10360000002	Vice Guild Master
10360000003	Commander
10360000004	Management
10360000005	Charisma Baby
10360000006	Elder
10360000007	Member
10360000008	Temporary Member
10010300000	STR
10010300001	AGI
10010300002	VIT
10010300003	INT
10010300004	DEX
10010300005	LUK
10010300006	Totem Life
10010300007	Totem Physical ATK
10010300008	Totem Magic ATK
10010300009	PATK/MATK
10010300010	PDEF/MDEF
10010300011	Other Elemental Damage Reduction%
10010300012	Crowd Control Resistance
10010300013	HP
10010300014	SP
10010300015	PATK
10010300016	MATK
10010300017	PDEF
10010300018	MDEF
10010300019	HP recover
10010300020	SP Recovery
10010300021	HIT
10010300022	FLEE
10010300023	CRIT
10010300024	Crit Resistance
10010300025	MSPD
10010300026	ASPD
10010300027	Cast Speed
10010300028	Out-of-Combat HP recover
10010300029	Out-of-Combat MP Recovery
10010300030	Job EXP
10010300031	Base EXP
10010300032	Crit Bonus
10010300033	Variable CT
10010300034	Variable CT
10010300035	Fixed CT
10010300036	Fixed CT
10010300037	Skill CD%
10010300038	Global CD%
10010300039	Healing Done
10010300040	Healing Taken
10010300041	Crit Damage%
10010300042	Crit Damage Reduction%
10010300043	Physical Damage Bonus%
10010300044	Physical Damage Reduction%
10010300045	Magic Damage Bonus%
10010300046	Magic Damage Reduction%
10010300047	Damage Increase%
10010300048	Damage Reduction%
10010300049	Physical Penetration
10010300050	Physical Penetration%
10010300051	Magic Penetration
10010300052	Magic Penetration%
10010300053	Bonus ATK
10010300054	Bonus MATK
10010300055	Bonus DEF
10010300056	Bonus MDEF
10010300057	Skill Damage Increase%
10010300058	Skill Damage Reduction%
10010300059	Melee Physical Damage Increase%
10010300060	Melee PDMG Reduction
10010300061	Ranged Physical Damage Increase%
10010300062	Ranged PDMG.R
10010300063	Hunting Mastery
10010300064	Hunting Protection
10010300065	DMG vs All Job
10010300066	DMG Reduction vs All Job
10010300067	Elemental Counter Ignore
10010300068	Elemental Counter Resistance
10010300069	Crit Chance%
10010300070	Crit Resistance%
10010300071	Item Healing Effect%
10010300072	Item Healing Received%
10010300073	Global Healing Effect%
10010300074	Global Healing Received%
10010300075	MP Recovery Effect%
10010300076	MP Recovery Received%
10010300077	Item MP Recovery Effect%
10010300078	Item MP Recovery Received%
10010300079	Global MP Recovery Effect%
10010300080	Global MP Recovery Received%
10010300081	Melee Magic Damage Increase%
10010300082	Melee Magic Damage Reduction%
10010300083	Ranged Magic Damage Increase%
10010300084	Ranged Magic Damage Reduction%
10010300085	Double Crit Chance
10010300086	Mount Move Speed
10010300087	Neutral Damage%
10010300088	Wind Damage%
10010300089	Earth Damage%
10010300090	Fire Damage%
10010300091	Water Damage%
10010300092	Poison Damage%
10010300093	Holy Damage%
10010300094	Shadow Damage%
10010300095	Ghost Damage%
10010300096	Undead Damage%
10010300097	Neutral Damage Reduction%
10010300098	Wind Damage Reduction%
10010300099	Earth Damage Reduction%
10010300100	Fire Damage Reduction%
10010300101	Water Damage Reduction%
10010300102	Poison Damage Reduction%
10010300103	Holy Damage Reduction%
10010300104	Shadow Damage Reduction%
10010300105	Ghost Damage Reduction%
10010300106	Undead Damage Reduction%
10010300107	Damage to Neutral Monsters%
10010300108	Damage to Wind Monsters%
10010300109	Damage to Earth Monsters%
10010300110	Damage to Fire Monsters%
10010300111	Damage to Water Monsters %
10010300112	Damage to Poison Monsters %
10010300113	Damage to Holy Monsters %
10010300114	Damage to Shadow Monsters %
10010300115	Damage to Ghost Monsters %
10010300116	Damage to Undead Monsters %
10010300117	Damage Reduction from Neutral Monsters %
10010300118	Damage Reduction from Wind Monsters %
10010300119	Damage Reduction from Earth Monsters %
10010300120	Damage Reduction from Fire Monsters %
10010300121	Damage Reduction from Water Monsters %
10010300122	Damage Reduction from Poison Monsters %
10010300123	Damage Reduction from Holy Monsters %
10010300124	Damage Reduction from Shadow Monsters %
10010300125	Damage Reduction from Ghost Monsters %
10010300126	Damage Reduction from Undead Monsters %
10010300127	Damage to Brute Race %
10010300128	Damage to Demi-Human Race %
10010300129	Damage to Demon Race %
10010300130	Damage to Plant Race %
10010300131	Damage to Undead Race %
10010300132	Damage to Formless Race %
10010300133	Damage to Fish Race %
10010300134	Damage to Angel Race %
10010300135	Damage to Insect Race %
10010300136	Damage to Dragon Race %
10010300137	Damage Reduction from Brute Race %
10010300138	Damage Reduction from Demi-Human Race %
10010300139	Damage Reduction from Demon Race %
10010300140	Damage Reduction from Plant Race %
10010300141	Damage Reduction from Undead Race %
10010300142	Damage Reduction from Formless Race %
10010300143	Damage Reduction from Fish Race %
10010300144	Damage Reduction from Angel Race %
10010300145	Damage Reduction from Insect Race %
10010300146	Damage Reduction from Dragon Race %
10010300147	DMG vs Small Enemies %
10010300148	Damage Reduction from Small Size Monsters %
10010300149	DMG vs Medium Enemies %
10010300150	Damage Reduction from Medium Size Monsters %
10010300151	DMG vs Large Enemies %
10010300152	Damage Reduction from Large Size Monsters %
10010300153	Damage to BOSS Monsters %
10010300154	Damage Reduction from BOSS Monsters %
10010300155	Damage to Non-BOSS Monsters %
10010300156	Damage Reduction from Non-BOSS Monsters %
10010300157	Silent Attack
10010300158	Silence Resistance
10010300159	Freeze Attack
10010300160	Freeze Resistance
10010300161	Petrify Attack
10010300162	Petrify Resistance
10010300163	Stun Enhance
10010300164	Stun Resistance
10010300165	Burn Enhance
10010300166	Burn Resistance
10010300167	Poisoned Enhance
10010300168	Poison Resistance
10010300169	Immobilize Attack
10010300170	Immobilize Resistance
10010300171	Fear Attack
10010300172	Fear Resistance
10010300173	Cursed Attack
10010300174	Curse Resistance
10010300175	Blind Attack
10010300176	Dark Resistance
10010300177	Bleed Enhance
10010300178	Bleed Resistance
10010300179	Paralyze Enhance
10010300180	Paralyze Resistance
10010300181	Sleep Enhance
10010300182	Sleep Resistance
10010300183	Slow Enhance
10010300184	Slow Resistance
10010300185	Life%
10010300186	MP%
10010300187	PATK%
10010300188	MATK%
10010300189	PDEF%
10010300190	MDEF%
10010300191	HP recover%
10010300192	MP Recovery%
10010300193	HIT%
10010300194	FLEE%
10010300195	CRIT%
10010300196	CRIT Resistance%
10010300197	MSPD
10010300198	ASPD
10010300199	Shield Bonus Effect%
10010300200	Shield Bonus Received%
10010300201	MP Cost
10010300202	Additional Physical ATK
10010300203	Additional Physical DEF
10010300204	Skill Energy
10010300205	Max Skill Energy
10010300206	Energy Recovery Time
10010300207	Energy Recovery Time%
10010300208	Life
10010300209	Magic
10010300210	Level
10010300211	Shield
