text:12980100000	Consumed when gathering and crafting with a Life Skill. Obtain it from Recommend-Activity Chests. You can accumulate up to 11 points.	生活スキルでの採取や製作時に消費される。おすすめアクティビティ宝箱から入手可能。最大11ポイントまで累積できる。
text:57083	Monsters Unlocked: 11/22	解放モンスター：11/22
text:11420000003	Dedicated Scholar-11	熱心な学者-11
text:11530400005	Take on a Party Challenge against the Realm of the Gods BOSS with 11 players to earn tons of rewards.	11人で神域BOSSに挑むパーティチャレンジに参加し、大量の報酬を獲得しましょう。
text:11530400006	Take on a squad Challenge against the Phantom Realm BOSS with 11 players to earn tons of rewards.	11人でファントムレルムBOSSに挑むチームチャレンジに参加し、大量の報酬を獲得しましょう。
text:11530500000	Join the Caravan: 11/22	キャラバンに参加：11/22
text:11530500001	Kill MVPs: 11/22	MVP討伐数: 11/22
text:11530500002	High-Reward Auto Mode: 11/22	高報酬オートモード: 11/22
text:11530500003	Consume Vigor: 11/22	活力消費：11/22
text:11530500004	Complete the Commission: 11/22	依頼を完了：11/22
text:10400400001	Clear any Phantom Realm dungeon with 11 Guild Members.	11人のギルドメンバーと任意のファントムレルムダンジョンをクリア。
text:10400400002	Clear any Realm of the Gods Dungeon with 11 Guild Members from your guild.	ギルドの11人のメンバーと任意の神々の領域ダンジョンをクリア。
text:10400400003	Complete one Kafra: Battle of the Survivors with 11 Guild Members.	ギルドメンバー11人と一緒に「カプラ：サバイバーの戦い」を1回クリアします。
text:10050100004	Fresh mushrooms skewered and charcoal-grilled until browned outside and plump within. Increases Life by 11~22 for 33 hours.	外はこんがり、中はふっくらとなるよう炭火で串焼きにした新鮮なキノコ。33時間、HPが11〜22増加する。
text:10080000003	Prontera	プロンテラ
text:40101	S-Class Pet guaranteed after 11 Hatches	11回孵化するとSランクペット確定
text:40310	Guaranteed to obtain an <color=#FF993F>S-Class</color> Pet within the next <color=#FF993F>11 Hatches</color>	次の<color=#FF993F>11回の孵化</color>以内に<color=#FF993F>S級</color>ペットを必ず獲得
text:190001	Current Floors: <color=#CC762A>11</color>	現在のフロア：<color=#CC762A>11</color>
text:190003	Active MVPs: <color=#63A22B>11</color>	出現中MVP：<color=#63A22B>11</color>
text:190004	Ranking Reward Count: <color=#CC762A>11/22</color>\nParticipation Rewards Reward Count: <color=#CC762A>33/44</color>	ランキング報酬受取可能回数：<color=#CC762A>11/22</color>\n参加報酬受取可能回数：<color=#CC762A>33/44</color>
text:190005	Remaining Bonus Time: <color=#63A22B>11</color>	残りボーナスタイム：<color=#63A22B>11</color>
text:190006	<color=#CC762A>60 minutes</color> of Bonus Time is restored daily at midnight	<color=#CC762A>60分</color>のボーナスタイムが毎日0時に回復
text:10600100000	Reach Floor 11 with a pet	ペットを連れて11階に到達
text:56177	Clear Reward Count: 11	クリア報酬回数：11
text:56227	Clear Reward Count: 11	クリア報酬回数：11
text:56197	Raid Members: <color=#CC762A>6—10</color>	レイドメンバー：<color=#CC762A>6—10</color>
text:56198	Reward Count resets every Monday at <color=#CC762A>5</color> AM	報酬回数は毎週月曜<color=#CC762A>5</color>時にリセット
text:56199	Party Members: <color=#CC762A>3—5</color>	パーティメンバー：<color=#CC762A>3—5</color>
text:56200	Reward Count resets every Monday at <color=#CC762A>5</color> AM	報酬回数は毎週月曜<color=#CC762A>5</color>時にリセット
text:10320000354	Kafra Battlefield Manager\nReceive the Blessing of Odin, King of the Gods, reducing skill Cooldown by 11% for 22 minutes.	カプラ戦場管理人\n主神オーディンの祝福を受け、22分間、スキルのクールダウンが11%短縮されます。
text:24002	Create Team	チーム作成
text:24021	Call Mio!!	パーティから外す
text:24036	Are you sure you want to Call Mio!! this party member?	このパーティメンバーをパーティから外しますか？
text:12110100025	Mistress summons Hornets that charge horizontally and vertically, damaging players. Players must evade them.	ミストレスが横方向と縦方向に突進するホーネットを召喚し、プレイヤーにダメージを与える。プレイヤーは回避する必要がある。
text:10320000544	11 used the Dragon Sanctuary, causing numerous Red Envelopes to appear in 22. Adventurers are invited to claim them.	11がドラゴンサンクチュアリを使用し、22に多数の紅包が出現しました。冒険者の皆様はぜひお受け取りください。
text:250048	11 completes Overture I, increasing music energy for the Entire Server	11が「序曲I」を完成させ、全サーバーの音楽エネルギーが増加しました。
text:44049	Gloom Over Dragon Sarcophagus Isle - 11 Challenge is now open! Come join the fight against the dragon!	「ドラゴンコフィン島を覆う暗雲」- 11チャレンジが開放されました！ドラゴン討伐に参加しましょう！
text:10680100010	Payon	フェイヨン
text:12010000000	Prontera	プロンテラ
text:13620000000	Prontera	プロンテラ
text:32106	Payon Cave	フェイヨン洞窟
text:25163	Last Week's Activity: 11	先週の活動：11
text:25164	Last Week's Active rating: 11	先週の活動評価: 11
text:25165	No data	データなし
text:25166	Very Active	とてもアクティブ
text:25167	Moderately Active	やや活発
text:25168	Active	アクティブ
text:25169	Very Inactive	非常に非アクティブ
text:25170	Weekly Activity: Guild Members earn Guild Activity by completing guild content. Weekly Guild Activity is the sum of all Guild Members' activity each week	週間活躍度：ギルドメンバーがギルドコンテンツを完了することでギルド活躍度を獲得します。週間ギルド活躍度は全ギルドメンバーの各週の活躍度の合計です
text:25171	Weekly Active rating: There are 4 Active rating tiers based on Weekly Activity:	週間アクティブ評価：週間活動に応じて4段階の評価があります：
text:25172	Very Active: <color=#7E7361>Weekly Activity ≥ 11</color>	非常に活発：<color=#7E7361>週間活動度 ≥ 11</color>
text:25173	Moderately Active: <color=#7E7361>11 ≤ Weekly Activity ≤ 22</color>	やや活発：<color=#7E7361>11 ≤ 週間活躍度 ≤ 22</color>
text:25174	Active: <color=#7E7361>11 ≤ Weekly Activity ≤ 22</color>	活発：<color=#7E7361>11 ≤ 週間活動度 ≤ 22</color>
text:25175	Very Inactive: <color=#7E7361>Weekly Activity ＜ 11</color>	非常に非活発：<color=#7E7361>週間活動度 ＜ 11</color>
text:25176	Disbandment Rules: If the guild's Weekly Active rating remains Very Inactive for 11 consecutive weeks, the guild will automatically disband at 5 o'clock on Monday of week 22 (the first 2 weeks after the guild is created do not count toward the inactivity period)	解散ルール：ギルドの週間アクティブ評価が11週連続で「非常に非活発」の場合、22週目の月曜日5時にギルドは自動解散します（ギルド作成後最初の2週間は非活発期間に数えません）
text:50058	Guild membership reaches 11	ギルドメンバー数が11に到達
text:50059	Your guild's Active rating reached 11 last week.	先週、ギルド活動評価が11に到達しました。
text:21035	Price (Descending Order)	価格（高い順）
text:21036	Price (Ascending Order)	価格（昇順）
text:23287	Price - Ascending	価格 - 昇順
text:23288	Price - Descending	価格 - 降順
text:23289	Listing Time - Ascending	出品時間 - 昇順
text:23290	Listing Time - Descending	出品時間 - 降順
text:34075	Tap to Join Party	タップしてパーティ参加
text:34076	11[Members: 22/33]\n44	11[メンバー: 22/33]\n44
text:35031	<color=#99FF9F>Current Server Level Cap: Lv. 11\n22: Server Level Cap increases to Lv. 33</color>	<color=#99FF9F>現在のサーバーレベル上限：Lv.11\n22：サーバーレベル上限がLv.33に上昇</color>
OBSERVED_UI_ZH_ALIASES:0	排行榜	ランキング
OBSERVED_UI_ZH_ALIASES:1	筛选当前道具列表	現在のアイテム一覧を絞り込む
OBSERVED_UI_ZH_ALIASES:2	篩選當前道具列表	現在のアイテム一覧を絞り込む
OBSERVED_UI_ZH_ALIASES:3	客服	サポート
OBSERVED_UI_ZH_ALIASES:4	新建	作成
OBSERVED_UI_ZH_ALIASES:5	排名	順位
OBSERVED_UI_ZH_ALIASES:6	职务	役職
OBSERVED_UI_ZH_ALIASES:7	職務	役職
OBSERVED_UI_ZH_ALIASES:8	捐赠额度	寄付額
OBSERVED_UI_ZH_ALIASES:9	捐贈額度	寄付額
OBSERVED_UI_ZH_ALIASES:10	右键清除	右クリックで解除
OBSERVED_UI_ZH_ALIASES:11	右鍵清除	右クリックで解除
OBSERVED_STALL_TITLE_ALIASES:0	沉睡的攤位	休眠中の露店
OBSERVED_STALL_TITLE_ALIASES:1	沉睡的摊位	休眠中の露店
OBSERVED_STALL_TITLE_ALIASES:2	沈睡的攤位	休眠中の露店
OBSERVED_STALL_TITLE_ALIASES:3	沈睡的摊位	休眠中の露店
OBSERVED_STALL_ITEM_ALIASES:0	卓越綠色藥水	上級グリーンポーション
OBSERVED_STALL_ITEM_ALIASES:1	卓越绿色药水	上級グリーンポーション
OBSERVED_CALENDAR_ZH_ALIASES:0	开始时间	開始時間
OBSERVED_CALENDAR_ZH_ALIASES:1	模拟对抗战	模擬戦
OBSERVED_CALENDAR_ZH_ALIASES:2	盛典邀约	祭典招待
OBSERVED_CALENDAR_ZH_ALIASES:3	篝火晚会	焚き火パーティ
OBSERVED_CALENDAR_ZH_ALIASES:4	公会联赛-初赛	ギルドリーグ - 予選
OBSERVED_CALENDAR_ZH_ALIASES:5	公会联赛-复赛	ギルドリーグ - 準決勝
OBSERVED_CALENDAR_ZH_ALIASES:6	自然之神伊尔玛塔	自然神イルマタ
OBSERVED_CALENDAR_ZH_ALIASES:7	王城战	王都戦
OBSERVED_CALENDAR_ZH_ALIASES:8	狩猎挑战	ハンティングチャレンジ
OBSERVED_HATCHERY_ZH_ALIASES:0	已达最大等级	最大レベルに到達しました
OBSERVED_HATCHERY_ZH_ALIASES:1	孵化结果概率	孵化結果確率
OBSERVED_HATCHERY_ZH_ALIASES:2	孵化技艺	孵化熟練度
OBSERVED_HATCHERY_ZH_ALIASES:3	孵化时长	孵化時間
OBSERVED_HATCHERY_QUALITY_ALIASES:0	Blue	青
OBSERVED_HATCHERY_QUALITY_ALIASES:1	Purple	紫
OBSERVED_HATCHERY_QUALITY_ALIASES:2	Orange	オレンジ
id:26015	Report	戦績
id:44013	Report	戦績
id:44026	Report	戦績
id:50047	Report	戦績
id:61041	Report	戦績
id:61065	Report	戦績
id:11530000011	Royal City War	王都戦
id:11530000047	Festival Invitation	祭典招待
id:25368	Tips	支援
split-kafra:0	Kafra Battlefield Manager	カプラ戦場管理人
split-kafra:1	Receive the Blessing of Odin, King of the Gods, reducing skill Cooldown by 11% for 22 minutes.	主神オーディンの祝福を受け、22分間、スキルのクールダウンが11%短縮されます。
latest-trophy-level	Reach Wardrobe Fashion Rating Lv. 3	ワードローブのファッション評価をLv.3にする
latest-trophy-level-varied	Reach Wardrobe Fashion Rating Lv. 12	ワードローブのファッション評価をLv.12にする
latest-trophy-appearance	Appearance 1	外見 1
latest-trophy-appearance-unknown	外观TestPlayer	外观TestPlayer
latest-trophy-appearance-suffix	外观11人	外观11人
latest-live-echo-name	珠泪螺壳	パールティアコンチ
latest-live-echo-rating	Rating 3875	評価 3875
latest-live-buff-stack	Admonitory Song of Suffering: Low Drone x1	苦難の諫歌：ローハム x1
latest-live-buff-stack-rich	<color=#cc762a>Admonitory Song of Suffering: Low Drone</color> x12	<color=#cc762a>苦難の諫歌：ローハム</color> x12
latest-live-buff-unknown	Unlisted Buff x1	Unlisted Buff x1
latest-trophy-counter	Trophies Achieved: <#c27b47>1</color>/11	達成トロフィー：<#c27b47>1</color>/11
latest-trophy-counter-plain	Trophies Achieved: 2/15	達成トロフィー：2/15
latest-trophy-claim	一键领取	一括受取
latest-trophy-claim-traditional	一鍵領取	一括受取
latest-mail-storage-literal	邮件存储上限：${1}/${2}	メール保存上限：${1}/${2}
latest-mail-storage-expanded	邮件存储上限：42/80	メール保存上限：42/80
latest-mail-storage-rich	信件儲存上限：<color=#FA983A>42</color>/80	メール保存上限：<color=#FA983A>42</color>/80
latest-profile-rank	ランク:无	ランク:なし
latest-profile-rank-english	Rank: None	ランク: なし
latest-profile-rank-rich	ランク:<color=#7e7361>無</color>	ランク:<color=#7e7361>なし</color>
latest-profile-unknown	ランク:无題	ランク:无題
latest-profile-player-name	无	无
latest-trade-listed	上架中	出品中
latest-trade-review	公示中	審査中
latest-party-platform	组队平台	パーティ検索
latest-party-platform-traditional	組隊平台	パーティ検索
latest-party-recruiting	TestPlayer's party is recruiting	TestPlayerのパーティがメンバー募集中
latest-party-recruiting-mixed	TestPlayerのparty is recruiting	TestPlayerのパーティがメンバー募集中
latest-party-recruiting-rich	<color=#7e7361>Milk</color>のparty is recruiting	<color=#7e7361>Milk</color>のパーティがメンバー募集中
latest-party-free-text	TestPlayer:party is recruiting	TestPlayer:party is recruiting
latest-guild-funds	资金榜	資金ランキング
latest-guild-funds-traditional	資金榜	資金ランキング
latest-guild-rank	排名	順位
latest-guild-player	玩家名称	プレイヤー名
latest-guild-position	职务	役職
latest-guild-donation	捐赠额度	寄付額
latest-soul-core	无主灵魂核心	主なきソウルコア
latest-soul-core-traditional	無主靈魂核心	主なきソウルコア
latest-guild-members	公会人数达到60	ギルドメンバー数が60に到達
latest-guild-members-unit	公会人数达到80人	ギルドメンバー数が80に到達
latest-guild-members-rich	公會人數達到<color=#ffffff>60</color>人	ギルドメンバー数が<color=#ffffff>60</color>に到達
latest-guild-activity	上周公会活跃评级达到比较活跃段	先週、ギルド活動評価がやや活発に到達しました。
latest-guild-activity-traditional	上週公會活躍評級達到比較活躍段	先週、ギルド活動評価がやや活発に到達しました。
latest-guild-time	每赛程首周周一 6:00	各日程の第1週・月曜日 6:00
latest-guild-time-compact	每赛程首周周一6:00	各日程の第1週・月曜日 6:00
latest-guild-time-varied	每賽程首週週一 07:30	各日程の第1週・月曜日 07:30
latest-guild-free-text	TestPlayer:公会人数达到60 is my message	TestPlayer:公会人数达到60 is my message
extra-job-fullwidth	Job Restriction：Mage、Mage Class、Priest Class	ジョブ制限：マジシャン、マジシャン系、プリースト系
extra-job-fullwidth-wrapped	Level Req： 50\nJob Restriction：Mage, Mage\nClass, Priest Class	必要レベル: 50\nジョブ制限：マジシャン、マジシャン系、プリースト系
extra-job-compact	JobRestriction: Mage、MageClass、PriestClass	ジョブ制限：マジシャン、マジシャン系、プリースト系
extra-quest-chapter	[Main Quest]Chapter 8:  Time to Explore Freely	[メインクエスト]第8章:  自由探索の時間
extra-quest-chapter-rich	<color=#cc762a>[Main Quest]</color>Chapter 8: Time to Explore Freely	<color=#cc762a>[メインクエスト]</color>第8章: 自由探索の時間
extra-quest-chapter-mixed	[メインクエスト]Chapter 8: 自由探索の時間	[メインクエスト]第8章: 自由探索の時間
extra-quest-unknown	[Main Quest]Chapter 8: My Custom Title	[Main Quest]Chapter 8: My Custom Title
extra-quest-chat	TestPlayer:[Main Quest]Chapter 8: Time to Explore Freely	TestPlayer:[Main Quest]Chapter 8: Time to Explore Freely
live-quest-body-english	You've reached the end of the current main Quests. Check out the events and enjoy your adventures in this world!\nCurrent Server Level Cap: Lv. 69\n09/24/2026 05:00:00: Server Level Cap increases to Lv. 79	現在のメインクエストはここまでです。イベントもチェックして、この世界での冒険を楽しみましょう！\n現在のサーバーレベル上限：Lv.69\n09/24/2026 05:00:00：サーバーレベル上限がLv.79に上昇
live-quest-body-mixed	You've reached the end of the current main Quests. Check out the events and enjoy your adventures in this world!\n現在のサーバーレベル上限：Lv.69\n09/24/2026 05:00:00：サーバーレベル上限がLv.79に上昇	現在のメインクエストはここまでです。イベントもチェックして、この世界での冒険を楽しみましょう！\n現在のサーバーレベル上限：Lv.69\n09/24/2026 05:00:00：サーバーレベル上限がLv.79に上昇
extra-quest-wrapped-prose	You've reached the end of the current main Quests. Check out the events\n and enjoy your adventures in this world!	現在のメインクエストはここまでです。イベントもチェックして、この世界での冒険を楽しみましょう！
extra-pet-buff	Increases the targetのPhysical DEF and Magic DEF by <color=#cc762a>10%</color>.	ターゲットの物理防御力と魔法防御力が<color=#cc762a>10%</color>増加します。
extra-card-counter	Standard Cards Collected: <color=#cc762a>78/202</color>	通常カード収集：<color=#cc762a>78/202</color>
extra-card-counter-separated	Standard Cards Collected: <color=#cc762a>79</color>/203	通常カード収集：<color=#cc762a>79</color>/203
extra-sale-count	For Sale: <color=#cc762a>3</color>	販売中: <color=#cc762a>3</color>
live-auction-countdown	20:45 Ends	20:45 終了
extra-auction-countdown-rich	<color=#fdab5b>01:20:45</color> Ends	<color=#fdab5b>01:20:45</color> 終了
extra-auction-free-text	Test Player Ends	Test Player Ends
live-login-prefab-support	客服	サポート
live-character-prefab-create	新建	作成
live-map-chat-tail	<#d5b376><nlink=openplayerInfo/123>TestPlayer</nlink>:</color><color=#FDAB5B><u><link="findpath/10220/281/0/323/1">斐扬树林(281,323)</link></u></color>  50%	<#d5b376><nlink=openplayerInfo/123>TestPlayer</nlink>:</color><color=#FDAB5B><u><link="findpath/10220/281/0/323/1">フェイヨンの森(281,323)</link></u></color>  50%
extra-map-chat-custom	Mage: <link="findpath/10220/281/0/323/1">斐扬树林(281,323)</link> My Free Text 斐扬树林	Mage: <link="findpath/10220/281/0/323/1">フェイヨンの森(281,323)</link> My Free Text 斐扬树林
extra-map-other-link	<link="openplayerInfo/123">斐扬树林(281,323)</link> my message	<link="openplayerInfo/123">斐扬树林(281,323)</link> my message
extra-map-unknown-route	<link="findpath/custom">斐扬树林(281,323)</link> my message	<link="findpath/custom">斐扬树林(281,323)</link> my message
live-map-notice-mixed	Eddga has spawned on the 斐扬树林 map.	エドガがフェイヨンの森マップに出現しました。
live-map-notice-partly-translated	Eddgaが斐扬树林マップに出現しました。	エドガがフェイヨンの森マップに出現しました。
extra-map-notice-colored	<color=#fdab5b>Eddga</color> has spawned on the <color=#fdab5b>斐扬树林</color> map.	<color=#fdab5b>エドガ</color>が<color=#fdab5b>フェイヨンの森</color>マップに出現しました。
live-rare-reward-japanese	プレイヤー【TestPlayer】が【Eddga】を撃破し、レア報酬を獲得しました！	プレイヤー【TestPlayer】が【エドガ】を撃破し、レア報酬を獲得しました！
live-defeat-notice-japanese	Moonlight FlowerはTestPlayerに倒されました。	月夜花はTestPlayerに倒されました。
extra-defeat-notice-english	Moonlight Flower was defeated by TestPlayer.	月夜花はTestPlayerに倒されました。
extra-defeat-notice-player-name	UnlistedBossはEddgaに倒されました。	UnlistedBossはEddgaに倒されました。
extra-rare-reward-english	Congratulations to player 【TestPlayer】 for defeating 【Baphomet】 and earning a Rare reward!	プレイヤー【TestPlayer】が【バフォメット】を撃破し、レア報酬を獲得しました！
extra-rare-reward-player-name	プレイヤー【Eddga】が【UnlistedBoss】を撃破し、レア報酬を獲得しました！	プレイヤー【Eddga】が【UnlistedBoss】を撃破し、レア報酬を獲得しました！
live-map-treasure-notice	<color=#fdab5b>TestPlayer</color> disturbed a terrifying BOSS while treasure hunting in <color=#fdab5b>[<color=#FDAB5B><u><link="findpath/10314/67.6/4.25/316.3/1">吉芬北门(67,316)</link></u></color>]</color>! Help Defeat it to receive a <color=#fdab5b>Support Chest</color>!	<color=#fdab5b>TestPlayer</color>が<color=#fdab5b>[<color=#FDAB5B><u><link="findpath/10314/67.6/4.25/316.3/1">ゲフェン北門(67,316)</link></u></color>]</color>で宝探し中に恐ろしいBOSSを刺激してしまいました！ 討伐に協力して<color=#fdab5b>支援宝箱</color>を手に入れましょう！
extra-event-coal	During the event, each player can Collect Live Coal up to 10 times.	イベント期間中、各プレイヤーは生きた石炭を最大10回集められます。
extra-event-coal-colored	During the event, each player can Collect Live Coal up to <color=#cc762a>15</color> times.	イベント期間中、各プレイヤーは生きた石炭を最大<color=#cc762a>15</color>回集められます。
pickup	Milk X 7	ミルク X 7
prerequisite	Prerequisite Skill <color=#cc762a>Heal</color>	前提スキル <color=#cc762a>ヒール</color>
live-heal-skill-cn	治愈术	ヒール
live-heal-skill-tw	治癒術	ヒール
live-heal-prerequisite-cn	Prerequisite Skill <color=#cc762a>治愈术 Lv.5 </color>	前提スキル <color=#cc762a>ヒール Lv.5 </color>
live-heal-prerequisite-tw	前提スキル <color=#cc762a>治癒術 Lv.7 </color>	前提スキル <color=#cc762a>ヒール Lv.7 </color>
screenshot-prerequisite-levels	Prerequisite Skill <color=#cc762a>Mana Recharge Lv.10＋十字驅魔攻擊 Lv.10</color>	前提スキル <color=#cc762a>マナリチャージ Lv.10＋マグヌスエクソシズム Lv.10</color>
screenshot-prerequisite-plain	前提スキル Mana Recharge Lv.10 + 十字驱魔攻击 Lv.10	前提スキル マナリチャージ Lv.10 + マグヌスエクソシズム Lv.10
screenshot-prerequisite-unknown	Prerequisite Skill UnlistedSkill Lv.10	前提スキル UnlistedSkill Lv.10
screenshot-countdown	04 Minute 52 sec後に回復	04分52秒後に回復
screenshot-countdown-unknown	04 Minute 52 sec by TestPlayer	04 Minute 52 sec by TestPlayer
unknown-pickup	PlayerUnlisted X 7	PlayerUnlisted X 7
unknown-skill	Prerequisite Skill <color=#cc762a>UnlistedSkill</color>	前提スキル <color=#cc762a>UnlistedSkill</color>
generic-report	Report	通報
generic-tips	Tips	ヒント
screen-price	价格排序	価格順
screen-serpent-title	灵蛇守护Lv.1	蛇霊の加護Lv.1
screen-sphinx1	Sphinx Dungeon Floor 1	スフィンクスダンジョン 1F
screen-sphinx2	Sphinx Dungeon Floor 2	スフィンクスダンジョン 2F
screen-map-link	TestPlayer:Culvert Floor 2(40,109)	TestPlayer:地下水路 2階(40,109)
screen-map-link2	TestPlayer:Payon Forest(202,263)	TestPlayer:フェイヨンの森(202,263)
screen-map-link3	TestPlayer:Abandoned Village(219,195)	TestPlayer:廃村(219,195)
screen-map-unknown	TestPlayer:Unlisted Map(1,2)	TestPlayer:Unlisted Map(1,2)
screen-free-chat	TestPlayer:I like Payon Forest	TestPlayer:I like Payon Forest
screen-medals	This WeekのCompetition Medals: 20000/20000	今週の競技メダル：20000/20000
screen-equipment-type	Off-Hand - Shield	盾/サブ武器 - シールド
screen-wand-type	1H - Wand	1H - ワンド
screen-jobs	JobRestriction: Swordsman、KnightClass、CrusaderBranch、Mage、MageClass、Priest Class、Merchant、BlacksmithClass	ジョブ制限：ソードマン、ナイト系、クルセイダー系統、マジシャン、マジシャン系、プリースト系、マーチャント、ブラックスミスクラス
screen-wand-req	Level Req: 50\nJob Restriction: Mage, Mage Class, Priest Class	必要レベル: 50\nジョブ制限：マジシャン、マジシャン系、プリースト系
screen-job-unknown	Job Restriction: UnlistedJob	ジョブ制限：UnlistedJob
screen-jobs-wrapped	Job Restriction: Mage, Mage\nClass, Priest Class	ジョブ制限：マジシャン、マジシャン系、プリースト系
screen-medals-varied	This Week's Competition Medals: 37/20000	今週の競技メダル：37/20000
screen-medals-colored	This WeekのCompetition Medals: <color=#ff993f>37/20000</color>	今週の競技メダル：<color=#ff993f>37/20000</color>
screen-map-west	Western Morroc	モロック西部
screen:10960000042	1.Each Equipment Refine Level has a fixed Success Rate.\n2.Refining has a Chance to fail, and Refinement Failed may reduce the Refine Level by 1.\n3.Refinement Failed or a Refine Level reduction grants a certain amount of LUK. The more consecutive level reductions, the more Extra LUK is granted.\n4.At safe Refine Levels, Refinement Failed will not reduce the Refine Level. Safe Refine Levels: 3/6/9/12/15. There are 18 Refine Levels in total.\n5.When using Blessed Ore, Refinement Failed will not reduce the Refine Level. Legend Ore increases the Refinement Success Rate and also prevents Refine Level reduction upon failure.	1.各装備の精錬Lv.には固定の成功率があります。\n2.精錬は失敗する場合があり、失敗すると精錬Lv.が1低下することがあります。\n3.精錬失敗または精錬Lv.低下時に一定量のLUKを獲得します。連続してレベルが低下するほど、追加LUKが多く付与されます。\n4.安全精錬Lv.では、精錬失敗時に精錬Lv.が低下しません。安全精錬Lv.：3/6/9/12/15。精錬Lv.は合計18段階あります。\n5.祝福鉱石を使用すると、精錬失敗時に精錬Lv.が低下しません。伝説鉱石は精錬成功率を上げ、失敗時の精錬Lv.低下も防ぎます。
screen:10110300484	Is restores Adaptive ATK*180% Life to self and up to 5 allies within 15 meters, and applies [Serpent's Protection] for 5 seconds.	イズが自身と15m以内の最大5人の味方に、適応攻撃力*180%に相当するHPを回復し、5秒間[サーペントプロテクション]を付与します。
screen-pet-mixed	Is restores Adaptive ATK*180% Life to self and up to 5 allies within 15 meters, and applies [SerpentのProtection] for 5 seconds.	イズが自身と15m以内の最大5人の味方に、適応攻撃力*180%に相当するHPを回復し、5秒間[サーペントプロテクション]を付与します。
screen-pet-styled	Is restores <u>Adaptive ATK</u>*<color=#77ab22>180%</color> <color=#77ab22>Life</color> to self and up to 5 allies within 15 meters, and applies <color=#cc762a>[SerpentのProtection]</color> for 5 seconds.	イズが自身と15m以内の最大5人の味方に、<u>適応攻撃力</u>*<color=#77ab22>180%</color>に相当する<color=#77ab22>HP</color>を回復し、5秒間<color=#cc762a>[サーペントプロテクション]</color>を付与します。
screen-refine-safe	After reaching Refinement +6, failure will not reduce it below +6	精錬値+6到達後は、失敗しても+6未満には下がりません。
new-price-desc	价格降序	価格（高い順）
new-price-asc	價格升序	価格（安い順）
new-lineup	首发	初期編成
new-substitute	替补	控え
new-stats-title	属性总览	ステータス一覧
new-sold-out	已售罄	売り切れ
new-egg-count	Pet Egg x5	ペットの卵 x5
new-egg-count-varied	Pet Egg ×12	ペットの卵 ×12
new-unknown-item	Unlisted Item x5	Unlisted Item x5
new-players	Recommended Players:40	推奨人数：40
new-players-wrap	Recommended\nPlayers: 80	推奨人数：80
new-schedule-Monday0	Opens Monday20:00-21:00	月曜日 20:00-21:00 開催
new-schedule-Monday1	Opens Monday 20:00-21:00	月曜日 20:00-21:00 開催
new-schedule-Tuesday0	Opens Tuesday20:00-21:00	火曜日 20:00-21:00 開催
new-schedule-Tuesday1	Opens Tuesday 20:00-21:00	火曜日 20:00-21:00 開催
new-schedule-Wednesday0	Opens Wednesday20:00-21:00	水曜日 20:00-21:00 開催
new-schedule-Wednesday1	Opens Wednesday 20:00-21:00	水曜日 20:00-21:00 開催
new-schedule-Thursday0	Opens Thursday20:00-21:00	木曜日 20:00-21:00 開催
