Index	English	Japanese_Translation
17099	Season Treasure Hunt Event Tier 5 Reward	シーズン宝探しイベント Tier 5報酬
17100	Your guild has qualified to participate.	あなたのギルドは参加資格を獲得しました。
17101	Have ${1} Enchant slots on equipped gear	装備中の装備に${1}個のエンチャントスロットを付与
17102	Collect a ${1}-quality card ${1} time(s)	${1}品質のカードを${1}回収集
17103	You can only enter through the Safe Zone	セーフゾーンからのみ入場できます
17104	Today's faction quest has been completed	本日の陣営クエストは完了済みです
17105	Please enter a recruitment message first	先に募集メッセージを入力してください
17106	Response canceled. Guild creation failed	応答がキャンセルされ、ギルド作成に失敗しました
17107	Get Help request sent to the Help screen	支援要請をヘルプ画面に送信しました
17108	Load ${1} or more items before departing	出発前に${1}個以上積み込んでください
17109	Pet Protection Effect Triggered - Debuff	ペット保護効果発動 - デバフ
17110	No Adventurer has defeated this MVP yet!	このMVPを倒した冒険者はまだいません！
17111	This equipment is not currently equipped	この装備は現在装備されていません
17112	Insufficient Guild Bonfire participation	ギルド焚き火参加回数が不足しています
17113	Agility -${1} and Movement Speed -${2}%.	AGI -${1}、移動速度 -${2}%。
17114	Releases energy when the countdown ends.	カウントダウン終了時にエネルギーを放出。
17115	Gain 【Charge Up】 when the countdown ends	カウントダウン終了時に【チャージアップ】を獲得
17116	Cannot attack and takes increased damage	攻撃不能になり、被ダメージが増加
17117	This will reset all shortcuts. Continue?	すべてのショートカットをリセットします。続行しますか？
17118	Nearby Targets with Both High Priorities	両方の優先度が高い周辺対象
17119	Skill@{1} Musical Instrument Performance	スキル@{1} 楽器演奏
17120	Send Stage Message to Change Kun's State	ステージメッセージを送信してクンの状態を変更
17121	Wavechaser Captain Normal Attack-Eternal	ウェーブチェイサー隊長通常攻撃-永続
17122	Preparing to load the game. Please wait.	ゲーム読み込み準備中です。お待ちください。
17123	Initialization failed. Please try again.	初期化に失敗しました。もう一度お試しください。
17124	Skill@{1}_Flash Bomb (Variant) Targeting	スキル@{1}_フラッシュボム（派生）ターゲティング
17125	When the event starts, create Stand @{1}	イベント開始時にスタンド@{1}を生成
17126	Select a card to replace (click or drag)	置換するカードを選択（クリックまたはドラッグ）
17127	Select a Bond to replace (click or drag)	置換する絆を選択（クリックまたはドラッグ）
17128	This area is full. Please wait a moment.	このエリアは満員です。しばらくお待ちください。
17129	Skills cannot be replaced during combat.	戦闘中はスキルを入れ替えられません。
17130	Builds cannot be switched during combat.	戦闘中はビルドを切り替えられません。
17131	Drag skills from the left to the Lineup.	左側のスキルを編成へドラッグ。
17132	Night Judgment · Matching Theme Facewear	夜の審判・テーマ対応フェイスウェア
17133	The bonus chest for the current cycle is	現在サイクルのボーナス宝箱：
17134	Welcome to my shop! Feel free to browse!	いらっしゃい！ゆっくり見ていって！
17135	The seller has hidden their information.	出品者は情報を非公開にしています。
17136	Eliminate the Threat at Desert Crossroad	砂漠の交差点の脅威を排除
17137	Withdraw your application to this guild?	このギルドへの申請を取り下げますか？
17138	Adventurers, welcome to our big family~~	冒険者のみんな、私たちの大家族へようこそ～
17139	Guild Members: <color=#F4F2E9>80</color>	ギルドメンバー：<color=#F4F2E9>80</color>
17140	Venture Deeper into the Ant Queen's Nest	女王アリの巣のさらに奥へ進む
17141	Up to ${1} ${2} can be deployed at once.	一度に配置できる${2}は最大${1}個です。
17142	Cannot exceed the main character's level	メインキャラクターのレベルを超えられません
17143	You've reached today's incubation limit.	本日の孵化上限に達しました。
17144	Trust me—just add all your best potions!	信じて、最高のポーションを全部入れて！
17145	Help the fallen Professor to their feet.	倒れた教授を起こす。
17146	This is also in speech-bubble format@{1}	これも吹き出し形式です@{1}
17147	Exactly. That's why we have to find him.	そう。だから彼を探さないと。
17148	She's too far away now. I can't see her.	もう遠すぎて見えない。
17149	Her last letter said she was doing well.	最後の手紙には元気だと書いてあった。
17150	Are you the Adventurer who came to help?	助けに来てくれた冒険者ですか？
17151	It's our duty to help residents in need.	困っている住民を助けるのが私たちの務めです。
17152	It's time he tried out my new washboard!	そろそろ新しい洗濯板を試してもらおう！
17153	How can you understand a dog's Language?	どうして犬の言葉が分かるの？
17154	${1} is the first to reach @{1} assists!	${1}が最初に@{1}アシスト達成！
17155	${1} is the first to Revive @{1} allies!	${1}が最初に味方を@{1}人復活！
17156	Guild League has begun. Participate Now?	ギルドリーグが始まりました。参加しますか？
17157	${1} removed you from the ${2} position.	${1}があなたを${2}役職から解除しました。
17158	Successfully gave player ${1} ${2} ${3}.	プレイヤー${1}に${2} ${3}を渡しました。
17159	The northern portal is becoming unstable	北側ポータルが不安定になっています
17160	${1} joined the guild. Welcome, welcome!	${1}がギルドに加入しました。ようこそ！
17161	Member ${1} accepted your rally request.	メンバー${1}が集結要請を承認しました。
17162	Member ${1} Declined your rally request.	メンバー${1}が集結要請を拒否しました。
17163	Everyone successfully repelled the BOSS!	みんなでBOSSを撃退しました！
17164	${1} has claimed an Elite Treasure Cart!	${1}がエリート宝物カートを獲得！
17165	Bobo\nUgh, I'm so dizzy... Where are we?	ボボ\nうぅ、目が回る…ここはどこ？
17166	Bobo\nWe almost beat it! Let's try again	ボボ\nあと少しだった！もう一度やろう
17167	There seems to be a huge pit up ahead...	前方に大きな穴があるみたい…
17168	Brave Adventurer, please save us~[g@{1}]	勇敢な冒険者よ、助けて～[g@{1}]
17169	Meow, meow! Let the hide-and-seek begin!	ニャー、ニャー！かくれんぼ開始！
17170	Bobo\nFervor ran off! Hurry, follow him!	ボボ\nファーヴァーが逃げた！急いで追いかけよう！
17171	Monsters are about to appear. Get ready!	モンスターがまもなく出現します。準備して！
17172	The Hunting Challenge has begun. Go now?	ハンティングチャレンジが始まりました。今すぐ行きますか？
17173	Your current bid is already the highest.	現在の入札額がすでに最高です。
17174	Fafnir - Fire Wall Mechanic Jump to Edge	ファフニール - 火壁ギミック・端へジャンプ
17175	Fire Dragon - Check for Surviving Whelps	ファイアドラゴン - 生存している幼竜を確認
17176	Auto-Accept Adventure Group Applications	冒険グループ申請を自動承認
17177	Second Movement · Voice of the Mountains	第二楽章・山々の声
17178	Reach Lv. @{1} to Unlock New Main Quests	Lv. @{1}到達で新メインクエスト解放
17179	Participate in @{1} Guild League matches	ギルドリーグに@{1}回参加
17180	Craft @{1} pieces of Tier @{2} equipment	Tier @{2}装備を@{1}個製作
17181	Craft @{1} Tier @{2} Purple Quality tops	Tier @{2}紫品質の上衣を@{1}個製作
17182	Description of the World's Greatest Lute	世界最高のリュートの説明
17183	Permanently unlocks the Crown appearance	クラウン外見を永久解放
17184	Permanently unlocks the Tiara appearance	ティアラ外見を永久解放
17185	Permanently unlocks the Toast appearance	トースト外見を永久解放
17186	Permanently unlocks the Blush appearance	ブラッシュ外見を永久解放
17187	Mount · Savage can be unlocked upon use.	使用するとマウント・サベージを解放。
17188	Mount · Alpaca can be unlocked upon use.	使用するとマウント・アルパカを解放。
17189	Open to receive Dig Boss Assist Rewards.	開くと発掘ボス支援報酬を獲得。
17190	Open to select and obtain one Blue Card.	開くと青カードを1枚選択して獲得。
17191	Restores @{1} Life Skill Vigor upon use.	使用すると生活スキル活力を@{1}回復。
17192	Reset Materials for a Divine Arts Totem.	神術トーテムのリセット素材。
17193	Prelude III · Vigil of the Eternal Night	プレリュードIII・永夜の見張り
17194	A katar designed to allow easy movement.	動きやすさを重視したカタール。
17195	A club with iron chains hanging from it.	鉄鎖が垂れ下がったメイス。
17196	A sword forged to Function like a knife.	ナイフのように扱えるよう鍛えられた剣。
17197	A greatsword that only a Boss may wield.	ボスだけが扱える大剣。
17198	The Wind Gazing Toward the High Branches	高い枝を見上げる風
17199	Top Ten Heroes (@{1} Hours) Discontinued	トップ10英雄（@{1}時間）廃止
17200	Deluxe Pack-Test Cross-Season Expiration	デラックスパック-クロスシーズン期限切れテスト
17201	No Enchant items are currently available	現在利用可能なエンチャントアイテムはありません
17202	You have left the treasure-digging area.	宝探しエリアから退出しました。
17203	Not enough cards of the required quality	必要品質のカードが不足しています
17204	Not enough Guild Blessing participations	ギルド祝福参加回数が不足しています
17205	Not enough Tavern daily quests completed	酒場デイリークエスト完了数が不足しています
17206	Have not idled together for ${1} minutes	${1}分以上一緒に放置していません
17207	Deployed pet lineup requirements not met	配置ペット編成条件を満たしていません
17208	Monster Kill participation count too low	モンスター討伐参加回数が不足しています
17209	And you are the one chosen by the light.	そして、あなたこそ光に選ばれし者。
17210	Complete^{1}all of Ilmo's objectives^{2}	^{1}イルモの目標をすべて完了^{2}
17211	Complete^{1}all of Isti's objectives^{2}	^{1}イスティの目標をすべて完了^{2}
17212	Glast Heim Underground Prison Floor @{1}	グラストヘイム地下監獄 @{1}F
17213	S@{1} Large Card Pool @{2} - New Version	S@{1} 大型カードプール @{2} - 新バージョン
17214	S@{1} Small Card Pool @{2} - New Version	S@{1} 小型カードプール @{2} - 新バージョン
17215	Event Period: Daily, @{1}:@{2}~@{3}:@{4}	開催期間：毎日 @{1}:@{2}～@{3}:@{4}
17216	Rapid Smiting Resets Shield Boomerang CD	ラピッドスマイティングでシールドブーメランCDをリセット
17217	Martyr's Reckoning - Enhances Holy Cross	マーターレコニング - ホーリークロス強化
17218	BDDictionary_enum@{1}_Tag_PerTenThousand	BDDictionary_enum@{1}_Tag_PerTenThousand
17219	Scrolling Game Notification Display Area	スクロール型ゲーム通知表示エリア
17220	Interactive Gameplay Button Display Area	インタラクティブゲームプレイボタン表示エリア
17221	Knockback Immunity for Immobile Monsters	移動不能モンスターのノックバック無効
17222	Invincible and Untargetable (Deprecated)	無敵・ターゲット不可（廃止予定）
17223	Active MVPs: <color=#63A22B>${1}</color>	出現中MVP：<color=#63A22B>${1}</color>
17224	Obtain MVP Individual Rewards ${1} times	MVP個人報酬を${1}回獲得
17225	Participate in Guild Blessing ${1} times	ギルド祝福に${1}回参加
17226	Damn you, Baphomet! You'll pay for this!	バフォメットめ！ただじゃおかないぞ！
17227	Trophy category reward level not reached	トロフィーカテゴリー報酬レベルが不足しています
17228	Cannot ride a System Mount during combat	戦闘中はシステムマウントに乗れません
17229	Not enough items to perform a Pet Search	ペット検索に必要なアイテムが不足しています
17230	This monster was not found in Favorites.	このモンスターはお気に入りにありません。
17231	Only premium items can be Pre-purchased.	プレミアムアイテムのみ事前購入できます。
17232	You cannot modify another player's item.	他プレイヤーのアイテムは変更できません。
17233	Failed to retrieve platform information.	プラットフォーム情報の取得に失敗しました。
17234	No application is required in Free Mode.	フリーモードでは申請不要です。
17235	Please select a sapling first (Manager).	先に苗木を選択してください（管理者）。
17236	Group Leader transfers are too frequent.	グループリーダーの譲渡頻度が高すぎます。
17237	Search text exceeds the character limit.	検索文字列が文字数上限を超えています。
17238	Select a Soul Echo on the left to deploy	左側のソウルエコーを選択して配置
17239	Card draw error. Please try again later.	カード抽選エラー。後でもう一度お試しください。
17240	Treasure-digging location does not exist	宝探し地点が存在しません
17241	Season refinement slot data is not empty	シーズン精錬スロットデータが空ではありません
17242	The auction is not in the Bidding phase.	オークションは入札フェーズではありません。
17243	Invalid guild or stronghold not occupied	ギルドが無効、または拠点を占領していません
17244	Cannot pick up an enemy target's ID tag.	敵対象のIDタグは拾えません。
17245	Currently Queuing. Cannot Enter Dungeon.	待機列に参加中です。ダンジョンに入れません。
17246	Styles cannot be selected at this stage.	この段階ではスタイルを選択できません。
17247	Guild Siege score must reach ${1} points	ギルド攻城スコアが${1}ポイント必要
17248	Cannot perform this action during combat	戦闘中はこの操作を行えません
17249	The instance teleport skill has expired.	インスタンステレポートスキルの有効期限が切れました。
17250	The skill cannot be added to the Lineup.	このスキルは編成に追加できません。
17251	Siege War - Battle for the Royal Capital	攻城戦 - 王都争奪戦
17252	<color=#897560>${1}</color>/${2} Players	<color=#897560>${1}</color>/${2}人
17253	Defeat the Knight Guardian    +${1} sec.	ナイトガーディアンを倒す    +${1}秒
17254	Cannot be used during the current phase.	現在のフェーズでは使用できません。
17255	Cannot equip this Job item: wrong level.	レベルが合わないため、この職業アイテムは装備できません。
17256	Another faction is currently using this.	現在ほかの陣営が使用中です。
17257	Maximum number of slots already unlocked	スロットはすでに最大数まで解放されています
17258	Cannot find the locked Enchant attribute	ロックされたエンチャント属性が見つかりません
17259	Not enough Equipment Appraisal Materials	装備鑑定素材が不足しています
17260	The guild is not in the response period.	ギルドは応答期間中ではありません。
17261	You can only select one mission per week	週に選択できるミッションは1つだけです
17262	${1}/${2}<color=#7EA92B> (Limit)</color>	${1}/${2}<color=#7EA92B>（上限）</color>
17263	Let's go find the headgear merchant too!	頭装備商人も探しに行こう！
17264	${1} declined your invitation to follow.	${1}が追従招待を拒否しました。
17265	Evil Eye Emissary & Blessing of the Gods	邪眼の使者＆神々の祝福
17266	Defensive buff: Damage reduction +@{1}%.	防御バフ：ダメージ軽減 +@{1}%。
17267	Presets cannot be switched during combat	戦闘中はプリセットを切り替えられません
17268	P.ATK and M.ATK reduced by ^{1}${1}%^{2}	物理ATKと魔法ATK -^{1}${1}%^{2}
17269	Physical and Magic DEF reduced by ${1}%.	物理DEFと魔法DEFが${1}%減少。
17270	Shield duration is extended by ${1} sec.	シールド持続時間が${1}秒延長。
17271	Increases damage dealt by ^{1}${1}%^{2}.	与ダメージが^{1}${1}%^{2}増加。
17272	Waterspouts appear at random locations [	ランダムな位置に水柱が出現［
17273	Ranged Arrow Monster Normal Attack-Earth	遠距離弓モンスター通常攻撃-地属性
17274	Idle actions cannot be added to favorites	待機アクションはお気に入りに追加できません
17275	Too many actions. Please try again later.	操作回数が多すぎます。後でもう一度お試しください。
17276	Shared to World Channel and Guild Channel	ワールドチャンネルとギルドチャンネルに共有
17277	Damage Reduction from Non-BOSS Monsters %	非BOSSモンスターからのダメージ軽減 %
17278	Opens in <color=#97E553>${1}</color> days	<color=#97E553>${1}</color>日後に開放
17279	Ends in <color=#97E553>${1}</color> hours	<color=#97E553>${1}</color>時間後に終了
17280	Deploy a Totem with @{1} maxed attributes	最大属性のトーテムを@{1}個配置
17281	Say hello to the Gift Merchant for Dumby.	ダンビーの代わりにギフト商人へ挨拶する。
17282	[Reserved] Participate in @{1} GVE events	［予約］GvEイベントに@{1}回参加
17283	Obtain Soft Fur and report back to Rhine.	柔らかな毛を入手してラインに報告する。
17284	Kill the restless monsters along the way.	道中の落ち着かないモンスターを倒す。
17285	The innkeeper invites you inside to rest.	宿屋の主人に中で休むよう勧められる。
17286	Territory War-Weekly Trap Hunter Attempts	領地戦-週間トラップハンター挑戦回数
17287	Participate in a battle royale as a party	パーティでバトルロイヤルに参加
17288	Form a party and defeat Mistress (Normal)	パーティを組んでミストレス（ノーマル）を倒す
17289	Defeat Normal Moonlight Flower in a party	パーティでノーマル月夜花を倒す
17290	Form a party and defeat Orc Hero on Hard.	パーティを組んでハード・オークヒーローを倒す。
17291	Team up to defeat Ilmo in the Final Trial	パーティで最終試練イルモを倒す
17292	Defeat @{1} Fabres to prove your strength	ファブルを@{1}体倒して実力を示す
17293	Search for traces of Eddga along the road	道沿いでエドガの痕跡を探す
17294	Talk to the attendant to officially board	係員と話して正式に搭乗する
17295	Clear out the excess monsters in Ant Hell	蟻地獄の余分なモンスターを一掃
17296	Converted to the character's Physical ATK	キャラクターの物理ATKに変換
17297	Increases the character's Critical Chance	キャラクターのクリティカル率を増加
17298	Increases magic recovery received by ${1}	受ける魔法回復量が${1}増加
17299	Affects your damage against Wind monsters	風属性モンスターへのダメージに影響
17300	Affects your damage against Fire monsters	火属性モンスターへのダメージに影響
17301	Affects your damage against Holy monsters	聖属性モンスターへのダメージに影響
17302	Affects your damage against Small enemies	小型の敵へのダメージに影響
17303	Affects your damage against Boss monsters	BOSSモンスターへのダメージに影響
17304	Affects your Chance to inflict Immobilize	移動不能を付与する確率に影響
17305	Affects the duration of Bleed you inflict	付与する出血の持続時間に影響
17306	Affects the duration of Sleep you inflict	付与する睡眠の持続時間に影響
17307	Defeat three waves of attacking monsters.	襲来するモンスターを3ウェーブ撃破。
17308	Guild League: No Auction Rewards Reminder	ギルドリーグ：オークション報酬なし通知
17309	Character Restricted from Opening a Stall	このキャラクターは露店を開けません
17310	Symphony of Creation Event Reward Reissue	創世交響曲イベント報酬再配布
17311	Territory War Supply Transport has begun.	領地戦物資輸送が始まりました。
17312	Escort the supply cart to its destination	補給カートを目的地まで護衛
17313	There are no outposts on the current map.	現在のマップに前哨基地はありません。
17314	Main Battlefield Revive Point Area Effect	メイン戦場復活ポイント範囲効果
17315	Redemption failed. This code has expired.	交換に失敗しました。このコードは期限切れです。
17316	Each restoration has a ${1}-day cooldown.	復元ごとに${1}日のクールダウンがあります。
17317	Ranking Reward Settlement after ${1} Ends	${1}終了後にランキング報酬を精算
17318	Talk to the familiar-looking Woman Nearby	見覚えのある近くの女性と話す
17319	Give the recovered parts to the Professor	回収した部品を教授に渡す
17320	Stat allocation unlocks after Job Advance	転職後にステータス振り分けを解放
17321	AoE Protection with exceptional Survival.	優れた生存力を持つ範囲防護。
17322	This Function is temporarily unavailable.	この機能は一時的に利用できません。
17323	Gift RO Pass to a Friend Information Text	フレンドへのROパスギフト案内文
17324	You cannot purchase your own listed item.	自分が出品したアイテムは購入できません。
17325	You've joined Group Chat ${1}. Say hello~	グループチャット${1}に参加しました。挨拶しよう～
17326	${1} appointed ${2} as Deputy Raid Leader	${1}が${2}を副レイドリーダーに任命しました
17327	Show invitations in the invitation pop-up	招待ポップアップに招待を表示
17328	Enabling Auto-Battle will Pause following	オートバトルを有効にすると追従を一時停止
17329	Royal Capital War - Qualification Bidding	王都戦 - 参加資格入札
17330	Already participating in the ${1} auction	すでに${1}オークションに参加中です
17331	Stronghold War Qualification Announcement	拠点戦参加資格告知
17332	Participate in ${1} Expedition Challenges	${1}回遠征チャレンジに参加
17333	Some Members have not watered the sapling	苗木に水やりしていないメンバーがいます
17334	Only outgoing management can be dismissed	退任予定の管理者のみ解任できます
17335	There are currently no items to purchase.	現在購入できるアイテムはありません。
17336	${1}~ ${2} players placed the correct bet	${1}～${2}人が正しい予想をしました
17337	Current Season start requirements not met	今シーズンの開始条件を満たしていません
17338	Adventure Group declaration not displayed	冒険グループ宣言は表示されません
17339	Reach Friendship Lv. ${1} with any friend	任意のフレンドとの親密度Lv. ${1}に到達
17340	Become briefly Invincible and restore MP.	短時間無敵になり、MPを回復。
17341	Increases Movement Speed and Attack Speed	移動速度と攻撃速度が増加
17342	Items cannot be used while in this state.	この状態ではアイテムを使用できません。
17343	You are continuously being pulled inward!	継続的に内側へ引き寄せられています！
17344	Cannot move while affected by Chain Bind.	チェインバインド中は移動できません。
17345	Continuously restores HP to nearby allies	周囲の味方のHPを継続回復
17346	Shift + Right-click to control the camera	Shift + 右クリックでカメラ操作
17347	Skill@{1} Sequential Circular Sonic Blast	スキル@{1} 連続円形ソニックブラスト
17348	Focused Arrow Strike (Unlimited Shooting)	集中アローストライク（無限射撃）
17349	Update complete. Please restart the game.	更新完了。ゲームを再起動してください。
17350	Heavy Shield Defense - Raise Shield Start	ヘビーシールドディフェンス - シールド構え開始
17351	Moonlight Flower Bell Charge Hard Shuffle	月夜花ベルチャージ・ハードシャッフル
17352	Create @{1} Different-Color Cross Bubbles	異色クロスバブルを@{1}個生成
17353	Skill@{1}_Play VFX When Dancing NPC Exits	スキル@{1}_ダンスNPC退出時VFX再生
17354	Current Rank: <color=#63A22B>${1}</color>	現在ランク：<color=#63A22B>${1}</color>
17355	Current Rank: <color=#B05142>${1}</color>	現在ランク：<color=#B05142>${1}</color>
17356	Notification Phase @{1}-BOSS Phase Starts	通知フェーズ@{1}-BOSSフェーズ開始
17357	At the start of phase @{1}, play cheering	フェーズ@{1}開始時に歓声を再生
17358	No equipment available for card insertion	カード装着可能な装備がありません
17359	In-Match Build Item Description Test Text	対戦中ビルドアイテム説明テスト文
17360	Auto-pathing is unavailable in this area.	このエリアでは自動移動できません。
17361	Deals AoE damage to enemies within range.	範囲内の敵に範囲ダメージ。
17362	【Physical Damage Reduction】Greedy Bigfoot	【物理ダメージ軽減】貪欲なビッグフット
17363	Oh no! Monsters have invaded the airship!	しまった！モンスターが飛行船に侵入した！
17364	A headband modeled after a demon's wings.	悪魔の翼を模したカチューシャ。
17365	Please do not switch maps too frequently.	頻繁にマップを切り替えないでください。
17366	Enhanced cards are unavailable for Trade.	強化済みカードは取引できません。
17367	Damage Reduction from Small Size Monsters	小型モンスターからのダメージ軽減
17368	Damage Reduction from Large Size Monsters	大型モンスターからのダメージ軽減
