Index	English	Japanese_Translation
2123	Base Stats	基本統計
2124	Dreamscape	夢の風景
2125	Note Drops	ノートドロップス
2126	Donor Shop	ドナーショップ
2127	Add Friend	友達を追加
2128	Buff Build	バフビルド
2129	Guild Hall	ギルドホール
2130	Build ${1}	ビルド ${1}
2131	Protection	保護
2132	Rune Sword	ルーンソード
2133	Rune Spear	ルーンスピア
2134	Rune Eagle	ルーンイーグル
2135	Papal Wolf	教皇ウルフ
2136	Show Party	パーティ表示
2137	Best Squad	ベストチーム
2138	Loading...	読み込み中...
2139	Next Level	次のレベル
2140	Armor Slot	アーマースロット
2141	Cloak Slot	マントスロット
2142	Life Skill	生活スキル
2143	Class Role	クラスの役割
2144	Collection	コレクション
2145	Footprints	足跡
2146	Guild Mail	ギルドメール
2147	Point Mall	ポイントモール
2148	Tower Shop	タワーショップ
2149	Background	背景
2150	Duo Action	デュオアクション
2151	Adv. Guild	高級ギルド
2152	Delete All	すべて削除
2153	Archbishop	大司教
2154	Blacksmith	ブラックスミス
2155	Unit Price	単価
2156	Help Title	ヘルプのタイトル
2157	Reputation	評判
2158	Consumable	消耗品
2159	Bookmarked	ブックマーク済み
2160	All Grades	全グレード
2161	All Skills	すべてのスキル
2162	Class Item	クラスアイテム
2163	Cancel Add	キャンセル 追加
2164	Group Chat	グループチャット
2165	Group Name	グループ名
2166	Group Host	グループホスト
2167	My Friends	私の友達
2168	Ignore all	すべて無視
2169	Edit Group	グループの編集
2170	Mount Info	マウント情報
2171	Same Class	同じクラス
2172	Claim Gift	ギフトを受け取る
2173	Gift: ${1}	ギフト: ${1}
2174	Call Mio!!	パーティから外す
2175	Clear List	リストをクリア
2176	Recruiting	人材募集
2177	Level: N/A	レベル: N/A
2178	Unoccupied	空いています
2179	Stronghold	要塞
2180	Siege Camp	包囲キャンプ
2181	List Order	リストの順序
2182	Edit Order	注文の編集
2183	Aggressive	アグレッシブ
2184	Guild Name	ギルド名
2185	Responses:	回答:
2186	Guild News	ギルドニュース
2187	Kicked out	追い出された
2188	Group Mail	グループメール
2189	Event Name	イベント名
2190	Reject All	すべて拒否する
2191	Save edits	編集を保存する
2192	Countdown:	カウントダウン:
2193	Select All	すべて選択
2194	Sell: ${1}	販売: ${1}
2195	Final blow	最後の一撃
2196	Final Blow	最後の一撃
2197	No Records	記録がありません
2198	Card: Isis	カード：イシス
2199	Card: Hode	カード：ホード
2200	Card: Myst	カード：ミスト
2201	Card: Jakk	カード: ジャック
2202	Card: Coco	カード：ココ
2203	Card: Horn	カード: ホルン
2204	Card: Marc	カード: マルク
2205	Card: Toad	カード: トード
2206	Card: Phen	カード：フェン
2207	Card: Maya	カード：マヤー
2208	Bash Sword	バッシュソード
2209	Yalt Sword	ヤルトの剣
2210	Greatsword	大剣
2211	FLEE +@{1}	FLEE +@{1}
2212	DEX +${1}.	DEX +${1}。
2213	LUK +${1}.	LUK +${1}。
2214	Holy Light	ホーリーライト
2215	Magnificat	マニフィカト
2216	Lex Divina	レックス・ディヴィナ
2217	Suffragium	サフラギウム
2218	Overcharge	オーバーチャージ
2219	Cart Boost	カートブースト
2220	Cart Clash	カートクラッシュ
2221	Arm Cannon	アームキャノン
2222	Vulcan Arm	バルカンアーム
2223	Dark Orbit	闇のリング
2224	Auto Guard	オートガード
2225	Holy Cross	ホーリークロス
2226	Providence	プロビデンス
2227	Move right	右に移動
2228	Voice Pack	ボイスパック
2229	Reset Keys	リセットキー
2230	Enemy Team	敵チーム
2231	Dark Green	ダークグリーン
2232	Style ${1}	スタイル ${1}
2233	Frame Rate	フレームレート
2234	Item bar 1	アイテムバー1
2235	Item bar 2	アイテムバー2
2236	Item bar 3	アイテムバー3
2237	Item bar 4	アイテムバー4
2238	Item Bar 5	アイテムバー5
2239	Item Bar 6	アイテムバー6
2240	Mouse Move	マウスの移動
2241	Acid Spray	酸スプレー
2242	Meteorfall	メテオフォール
2243	CRIT Boost	クリティカルブースト
2244	Chain Bind	チェーンバインド
2245	Revive Kun	復活くん
2246	Earthquake	地震
2247	Invincible	無敵
2248	Blitz Beat	ブリッツビート
2249	Steel Crow	スチールクロウ
2250	True Sight	トゥルーサイト
2251	Swift Warg	スウィフトウォーグ
2252	Sonic Blow	ソニックブロー
2253	Fierce Boa	激しいボア
2254	Salamander	サンショウウオ
2255	Dark Pulse	ダークパルス
2256	Storm Gust	ストームガスト
2257	Match Data	試合データ
2258	Killstreak	キルストリーク
2259	Near Death	臨死
2260	Storm Fang	ストームファング
2261	Root Burst	ルートバースト
2262	Gale Slash	ゲイルスラッシュ
2263	Flame Fist	フレイムフィスト
2264	Concussion	脳震盪
2265	Repair Now	今すぐ修理する
2266	Agreements	協定
2267	New Server	新しいサーバー
2268	Last Login	最終ログイン
2269	Start Game	ゲームスタート
2270	Dance Move	ダンスムーブ
2271	Boss Right	ボス右
2272	Fatal Blow	致命的な一撃
2273	Spear Stab	スピア・スタブ
2274	Heavy Blow	ヘビーブロー
2275	Aura Blade	オーラブレード
2276	Head Crush	ヘッドクラッシュ
2277	Joint Beat	ジョイントビート
2278	Sonic Wave	ソニックウェーブ
2279	Mind Blast	マインドブラスト
2280	Frost Nova	フロストノヴァ
2281	Soul Drain	ソウルドレイン
2282	Ganbantein	ガンバンテイン
2283	Ember Zone	エンバーゾーン
2284	Hodgepodge	ごった煮
2285	To-Do List	やることリスト
2286	Spawn Boss	スポーンボス
2287	Activation	アクティベーション
2288	Use Preset	プリセットを使用する
2289	Enjoy Life	生活を楽しむ
2290	Base Level	基本レベル
2291	Use (${1})	(${1}) を使用します
2292	Time Left:	残り時間:
2293	Valid For:	有効期限:
2294	Crafted by	によって作られました
2295	Add Marker	マーカーを追加
2296	View Event	イベントを見る
2297	Hide Event	イベントを非表示にする
2298	Teleporter	テレポーター
2299	Payon Cave	フェイヨン洞窟
2300	Second Job	セカンドジョブ
2301	Fourth Job	4次職
2302	Cost: ${1}	費用: ${1}
2303	Activating	アクティブ化中
2304	Boss skill	ボススキル
2305	Mentorship	メンターシップ
2306	Clear Chat	チャットをクリアする
2307	Unmute All	すべてのミュートを解除
2308	Quest Area	クエストエリア
2309	Party Host	パーティリーダー
2310	Poring@{1}	ポリン@{1}
2311	Cotton@{1}	コットン@{1}
2312	Frost Mage	フロストメイジ
2313	Ammo Crate	弾薬箱
2314	Rest Giant	レストジャイアント
2315	Statue@{1}	像@{1}
2316	Steam Tank	スチームタンク
2317	City Guard	シティガード
2318	Wander Man	ワンダーマン
2319	Jazz Boy﹌‖	ジャズボーイ﹌‖
2320	Dark Frame	ダークフレーム
2321	Evil Druid	邪悪なドルイド
2322	Boss Dummy	ボスダミー
2323	Wind Dummy	風ダミー
2324	Fire Dummy	ファイアーダミー
2325	Holy Dummy	ホーリーダミー
2326	Dragon Fly	ドラゴンフライ
2327	Empty Boss	空のボス
2328	Miss Smile	ミス・スマイル
2329	Sloppy Man	ずさんな男
2330	Sebuyalian	セブヤリアン
2331	An Old Man	老人
2332	Adventurer	冒険者
2333	Map Vendor	マップ露店
2334	Floor @{1}	フロア @{1}
2335	Gatekeeper	門番
2336	Test Death	テストデス
2337	Red Bubble	赤い泡
2338	Blast Mine	ブラストマイン
2339	Guide Line	ガイドライン
2340	Maya-Final	マヤー-ファイナル
2341	Drake-Easy	ドレイク・イージー
2342	Drake-Hard	ドレイクハード
2343	Floor ${1}	フロア ${1}
2344	Basic Info	基本情報
2345	Substitute	代理
2346	On Standby	スタンバイ中
2347	Next Floor	次の階
2348	Black Iron	黒鉄
2349	Acquainted	知り合い
2350	Bonus Time	ボーナスタイム
2351	${1}m${2}s	${1}m${2}s
2352	EXP Gained	獲得経験値
2353	Item Drops	アイテムドロップ
2354	HP Enhance	HP強化
2355	Kafra Warp	カプラワープ
2356	Open Stall	オープンストール
2357	Go Support	サポートに行く
2358	Form Party	パーティを編成する
2359	Guild Home	ギルドホーム
2360	Enter text	テキストを入力してください
2361	Merge into	にマージします
2362	Cancel All	すべてキャンセル
2363	All Events	すべてのイベント
2364	Change Job	転職
2365	Bob's Yard	ボブズ・ヤード
2366	Card Guide	カードガイド
2367	New Skills	新しいスキル
2368	Supporting	サポートする
2369	Leveled up	レベルアップしました
2370	Pet Search	ペット検索
2371	Hatch Once	一度孵化する
2372	Prize Pool	賞金総額
2373	Accelerate	加速する
2374	(Inactive)	(非アクティブ)
2375	Never Play	決してプレイしないでください
2376	Slot: ${1}	スロット: ${1}
2377	Grand Peco	グランペコ
2378	Good luck!	頑張ってください！
2379	Peak Power	ピークパワー
2380	Which one?	どれ？
2381	No, thanks	いいえ、ありがとう
2382	Take that!	それを取ってください！
2383	Good idea.	良いアイデアですね。
2384	Outer Area	外側エリア
2385	Inner Area	内側エリア
2386	Final Wave	最終ウェーブ
2387	Remove All	すべて削除
2388	Blood Pact	血の協定
2389	Total Cost	総コスト
2390	Skip Stage	スキップステージ
2391	Stage Name	ステージ名
2392	Clear ${1}	${1}をクリアします
2393	Game Start	ゲームスタート
2394	Round ${1}	ラウンド ${1}
2395	Cooking...	料理中...
2396	Follow me~	フォローしてください~
2397	Kiss Right	正しくキスしてください
2398	Speechless	無言
2399	Novice@{1}	初心者@{1}
2400	Next Stage	次のステージ
2401	Evil Orbit	邪悪な軌道
2402	Bid Placed	入札が行われました
2403	Preset Bid	プリセット入札額
2404	Bid Status	入札状況
2405	Page: ${1}	ページ: ${1}
2406	Change bid	入札額を変更する
2407	Rookie III	ルーキーⅢ
2408	Warrior IV	戦士IV
2409	Warrior II	戦士Ⅱ
2410	Main Field	メインフィールド
2411	My Points:	私のポイント:
2412	Group ${1}	グループ ${1}
2413	More Honor	もっと名誉を
2414	Protecting	守る
2415	Semifinals	準決勝
2416	Group Rank	グループランク
2417	Demi-Human	亜人
2418	Wing Items	ウイングアイテム
2419	Accelerant	促進剤
2420	Mage Class	マジシャン系
2421	Home Theme	ホームテーマ
2422	Item Share	アイテムシェア
2423	Identified	特定された
2424	Night Owls	夜型フクロウ
2425	Give Water	水を与える
2426	Jack Frost	ジャックフロスト
2427	Anklesnare	アンクルスネア
2428	AoE Endure	範囲耐久
2429	Back Slide	バックスライド
2430	Group Warp	グループワープ
2431	Dark Curse	闇の呪い
2432	Flame Wave	炎の波
2433	Last Death	最後の死
2434	Reset Data	データのリセット
2435	Percentage	パーセンテージ
2436	Total Data	総データ
2437	Strawberry	イチゴ
2438	Sacred Sap	聖なる樹液
2439	Linen Roll	リネンロール
2440	Water Star	ウォータースター
2441	Into Peril	危険へ
2442	Settlement	集計
2443	Spectating	観戦中
2444	Immobilize	移動不能
2445	Apprentice	見習い
2446	Journeyman	ジャーニーマン
2447	BTN_IGNORE	BTN_IGNORE
2448	BTN_CANCEL	BTN_CANCEL
2449	Growth@{1}	成長@{1}
2450	Basic @{1}	基本 @{1}
2451	Server@{1}	サーバー@{1}
2452	Go Perform	パフォーマンスに行く
2453	Play Music	音楽を再生する
2454	Runic Fang	ルーンの牙
2455	Reveal All	すべてを明らかにする
2456	Class Tier	クラスティア
2457	Totem List	トーテムリスト
2458	Holy Guard	ホーリーガード
2459	Magic Mark	マジックマーク
2460	Card Album	カードアルバム
2461	Red Potion	レッドポーション
2462	Grape Wine	ぶどうワイン
2463	${1} times	${1} 回
2464	Azure Fish	蒼い魚
2465	Beast Meat	獣の肉
2466	Cocoa Bean	カカオ豆
2467	Green Herb	グリーンハーブ
2468	White Herb	ホワイトハーブ
2469	Coal Chunk	石炭塊
2470	Iron Ingot	鉄のインゴット
2471	Star Crumb	スタークラム
2472	Blue Cards	ブルーカード
2473	Tiger Pelt	タイガーの毛皮
2474	Hero Token	ヒーロートークン
2475	Glass Bead	ガラスビーズ
2476	Silver Fur	シルバーファー
2477	Craft Brew	クラフトビール
2478	Arcane Ore	秘術の鉱石
2479	Eddga Hide	エッドガ・ハイド
2480	Small Horn	スモールホーン
2481	Fire Arrow	ファイアアロー
2482	Star Chain	スターチェーン
2483	Iron Armor	アイアンアーマー
2484	Evil Katar	邪悪なカタル
2485	Eblere Bow	エブレレボウ
2486	Ixion Wing	イクシオンウィング
2487	Hunter Bow	ハンターボウ
2488	Novice Bow	ノービスボウ
2489	Soul Staff	ソウルスタッフ
2490	Rune Staff	ルーンスタッフ
2491	Wing Staff	ウイングスタッフ
2492	Sword Mace	ソードメイス
2493	Guillotine	ギロチン
2494	Bloody Axe	ブラッディアックス
2495	Battle Axe	バトルアックス
2496	Hill's Axe	ヒルの斧
2497	Orcish Axe	オークの斧
2498	Haedonggum	海東琴
2499	Mining EXP	採掘経験値
2500	Card: Crab	カード：クラブ
2501	Card: Wolf	カード：ウルフ
2502	Card: Muka	カード：ムカ
2503	Card: Yoyo	カード：ヨーヨー
2504	Card: Pupa	カード：プパ
2505	Rank Rules	ランクルール
2506	Stat Build	ステータスビルド
2507	Pet Preset	ペットプリセット
2508	Leave Town	町を出る
2509	//Previous	//前へ
2510	Off-Season	オフシーズン
2511	Ghost Ship	幽霊船
2512	Bell Smash	ベルスマッシュ
2513	Homing Ray	ホーミングレイ
2514	Fin Prison	フィン刑務所
2515	Kill Score	キルスコア
2516	Top Killer	トップキラー
2517	Most Kills	最多キル数
2518	Blade Soul	ブレイドソウル
2519	High Burst	ハイバースト
2520	CHAPTER IV	第 4 章
2521	CHAPTER II	第 2 章
2522	Cart Smash	カートスマッシュ
2523	Blade Mark	ブレードマーク
2524	Over Brand	オーバーブランド
2525	Skill Mode	スキルモード
2526	Cast Skill	スキル詠唱
2527	Slow Down!	ゆっくりしてください！
2528	Iron Slash	アイアンスラッシュ
2529	Recover HP	HPを回復する
2530	Classic PC	クラシック PC
2531	Delete Tab	タブの削除
2532	Party/Raid	パーティ/レイド
2533	Event Menu	イベントメニュー
2534	Kill Alert	キルアラート
2535	Merge Tabs	タブの結合
2536	Ionization	イオン化
2537	Spell Lock	スペルロック
2538	Tidal Hymn	潮の賛歌
2539	Drake Buff	ドレイクバフ
2540	Focus Zoom	フォーカスズーム
2541	On Removal	削除時
2542	AOE Marker	範囲マーカー
2543	Laser Link	レーザーリンク
2544	AOE Effect	範囲効果
2545	Green Note	グリーンノート
2546	Voice Part	ボイスパート
2547	Leave Room	部屋を退出
2548	Gift sent!	ギフトが送られてきました！
2549	Pet Basics	ペットの基本
2550	Invalid ID	無効なID
2551	Gift error	ギフトエラー
2552	Wrong Job.	職業が違います。
2553	Accept All	すべてを受け入れる
2554	All Echoes	すべてのエコー
2555	Data Error	データエラー
2556	Holy Spear	ホーリースピア
2557	Battle Cry	雄叫び
2558	Basic Life	基本的な生活
2559	Basic FLEE	基本FLEE
2560	Mind Boost	マインドブースト
2561	Total Wins	合計勝利数
2562	This Month	今月
2563	Successful	成功しました
2564	Gains ATK.	攻撃力が増加します。
2565	MVP Hunter	MVPハンター
2566	Pet Expert	ペット専門家
2567	Try a Card	カードを試してみる
2568	First Card	最初のカード
2569	A Keen Eye	鋭い目
2570	Amatsu Boy	アマツボーイ
2571	Kunlun Boy	崑崙少年
2572	Dewata Man	デワタマン
2573	Malaya Man	マラヤ人
2574	Shop Clerk	ショップ店員
2575	Strong Man	強い男
2576	Skill Book	スキルブック
2577	Party Mode	パーティモード
2578	Solo Queue	ソロキュー
2579	Skill Type	スキルタイプ
2580	{1}'s Shop	{1} のショップ
2581	Going Well	順調に進んでいます
2582	My Records	私の記録
2583	No problem	問題ありません
2584	Enter Text	テキストを入力してください
2585	Of course!	もちろんです！
2586	Heart Rend	ハートレンド
2587	Mount Buff	マウントバフ
2588	Idle Speed	アイドル速度
2589	Ride Mount	ライドマウント
2590	Deprecated	廃止予定
2591	Great Leap	大躍進
2592	Fairy Ward	フェアリーウォード
2593	Vile Drain	ヴァイル・ドレイン
2594	Angel Halo	エンジェルヘイロー
2595	Magic Ward	マジックワード
2596	Bet Placed	ベットが行われました
2597	Daily Login	毎日のログイン
2598	Placeholder	プレースホルダー
2599	Right Heart	右心
2600	${1} X ${2}	${1} X ${2}
2601	Rating ${1}	評価 ${1}
2602	${1}h ${2}m	${1}h ${2}m
2603	${1}m ${2}s	${1}m ${2}s
2604	Dark Domain	ダークドメイン
2605	Final Trial	最終試練
2606	Ranks 11-20	ランク11～20
2607	Theater Hat	シアターハット
2608	Jewel Crown	ジュエルクラウン
2609	Night Thorn	ナイトソーン
2610	Poo Poo Hat	プープーハット
2611	White Beard	白ひげ
2612	Sweet Candy	スイートキャンディ
2613	Flame Scarf	炎のスカーフ
2614	Angry Snarl	怒ったうなり声
2615	Dinner Date	ディナーデート
2616	Fluffy Tail	ふわふわしっぽ
2617	Dream Steed	ドリームスティード
2618	Sweet Waltz	スイートワルツ
2619	Lava Lizard	溶岩トカゲ
2620	Sarah Irene	サラ・アイリーン
2621	Little Isis	リトル・イシス
2622	Retribution	報復
2623	Death Witch	死の魔女
2624	Miyabi Doll	みやび人形
2625	Unavailable	利用不可
2626	Super Picky	すごいピッキ
2627	Savage Babe	サベージベイブ
2628	Rotar Zairo	ローターザイロ
2629	Orc Warrior	オーク戦士
2630	Beetle King	ビートルキング
2631	Side Winder	サイドワインダー
2632	Mace Kobold	メイス・コボルト
2633	Desert Wolf	デザートウルフ
2634	King Dramoh	キングドラモー
2635	Creamy Fear	クリーミーフィアー
2636	Free Spirit	自由な精神
2637	End the Day	一日を終えて
2638	SP Recovery	SP回復
2639	Variable CT	可変CT
2640	Fear Attack	恐怖の攻撃
2641	HP recover%	HP回復%
2642	Investigate	調査する
2643	Rescue Bobo	ボボを救出する
2644	Season Rank	シーズンランク
2645	In progress	進行中
2646	My Ranking:	私のランキング：
2647	MVP-Pharaoh	MVP-ファラオ
2648	Tower Trial	タワートライアル
2649	To Prontera	プロンテラへ
2650	Star Points	スターポイント
2651	Energy Riot	エネルギー暴動
2652	Group Name:	グループ名:
2653	Grand Prize	大賞
2654	System Hint	システムヒント
2655	Delist Item	出品を取り下げる
2656	Dig Rewards	発掘報酬
2657	Merge Guild	ギルド統合
2658	Leave Queue	キューを離れる
2659	Chapter One	第一章
2660	Novice Shop	ノービスショップ
2661	Season Shop	シーズンショップ
2662	Recommended	おすすめ
2663	Supply Shop	サプライショップ
2664	openID：${1}	openID：${1}
2665	Mock Battle	模擬戦
2666	Guild Store	ギルドストア
2667	Red Quality	赤品質
2668	Dreamweaver	ドリームウィーバー
2669	Gold Emblem	ゴールドエンブレム
2670	Auto-Battle	オートバトル
2671	Use Potions	ポーションを使用する
2672	Patrol Mode	パトロールモード
2673	Look Around	周りを見回す
2674	Defeat Maya	マヤーを倒す
2675	Rift Stone*	リフトストーン*
2676	Scout ahead	先を偵察する
2677	Quasi-Stats	準統計
2678	Auto-Assign	自動割り当て
2679	Power Bonus	パワーボーナス
2680	Holy Knight	ホーリーナイト
2681	Wind Walker	ウィンドウォーカー
2682	Warg Hunter	ウォーグハンター
2683	Soul Buster	ソウルバスター
2684	Season Data	シーズンデータ
2685	${1} Revive	${1} 復活させる
2686	Producer YU	プロデューサー YU
2687	Select Item	項目の選択
2688	Player Card	プレイヤーカード
2689	Job Advance	ジョブアドバンス
2690	Launch Fest	ローンチフェスト
2691	Life Skills	生活スキル
2692	Competition	競争
2693	Auto-Potion	オートポーション
2694	Share Stall	シェアストール
2695	Guild Rally	ギルド集結
2696	Guild Bonus	ギルドボーナス
2697	Tree Hollow	ツリーホロウ
2698	Reset Stats	ステータスリセット
2699	Class Title	クラスタイトル
2700	Friend Chat	フレンドチャット
2701	System Mail	システムメール
2702	Profile Tab	プロフィールタブ
2703	Emblem Wall	エンブレムウォール
2704	System Shop	システムショップ
2705	Rift Crisis	亀裂の危機
2706	[Mail ${1}]	[メール ${1}]
2707	Lord Knight	ロードナイト
2708	Rune Knight	ルーンナイト
2709	Royal Guard	ロイヤルガード
2710	High Wizard	ハイウィザード
2711	High Priest	ハイプリースト
2712	Mastersmith	マスタースミス
2713	A Good Book	良い本
2714	Total Price	合計価格
2715	Close Stall	ストールを閉じる
2716	Affix Stats	アフィックス統計
2717	All Classes	全クラス
2718	Record ${1}	${1} を記録する
2719	Elena Bokba	エレナ・ボクバ
2720	Confirm Add	追加の確認
2721	Novice Pool	ノービスプール
2722	Search Shop	ショップを探す
2723	Owned: ${1}	所持：${1}
2724	Extra Bonus	追加ボーナス
2725	Add to Cart	カートに追加
2726	Mini Window	ミニウィンドウ
2727	All Friends	友達全員
2728	Style Level	スタイルレベル
2729	Trait +${1}	特性+${1}
2730	Mount Stats	マウント統計
2731	Level Bonus	レベルボーナス
2732	Current Cap	現在の上限
2733	Coming Soon	近日公開予定
2734	Create Team	チーム作成
2735	Recruitment	パーティ募集
2736	Auto-Accept	自動承認
2737	On cooldown	クールダウン中
2738	Level: ${1}	レベル: ${1}
2739	Not Learned	未習得
2740	Leave Party	パーティ脱退
2741	Party Voice	パーティボイス
2742	Participate	参加する
2743	Sale Orders	販売注文
2744	Go to Trade	取引に行く
2745	Slots: ${1}	スロット: ${1}
2746	Initial Bid	初回入札額
2747	Highest Bid	最高入札額
2748	Defeat ${1}	${1}を倒す
2749	Request All	すべてリクエスト
2750	Guild Name:	ギルド名：
2751	Very Active	とてもアクティブ
2752	Member Info	メンバー情報
2753	Leave Guild	ギルド脱退
2754	Opens Daily	毎日営業
2755	Stock: ${1}	在庫: ${1}
2756	Stall Count	ストール数
2757	Dragon Hunt	ドラゴンハント
2758	Chaos Court	カオスコート
2759	Orc Village	オークの村
2760	Silent Ship	サイレント・シップ
2761	Mt. Mjolnir	ミョルニール山脈
2762	Dark Priest	ダークプリースト
2763	Main - Buff	メイン - バフ
2764	Card: Fabre	カード：ファブル
2765	Card: Drops	カード：ドロップス
2766	Card: Mummy	カード：マミー
2767	Card: Marse	カード：マルス
2768	Card: Choco	カード：チョコ
2769	Card: Sohee	カード：ソヒー
2770	Card: Mimic	カード：ミミック
2771	Card: Zerom	カード：ゼロム
2772	Card: Marin	カード：マリン
2773	Card: Kukre	カード：ククレ
2774	Card: Grove	カード: グローブ
2775	Card: Ghoul	カード：グール
2776	Card: Cramp	カード：クランプ
2777	Card: Hydra	カード: ヒドラ
2778	Card: Vocal	カード：ボーカル
2779	Card: Verit	カード：ベリット
2780	Card: Matyr	カード：マーター
2781	Card: Argos	カード：アルゴス
2782	Card: Drake	カード：ドレイク
2783	Card: Eddga	カード：エドガ
2784	Minted Coin	鋳造されたコイン
2785	Trial Coins	トライアルコイン
2786	Byeollungum	別陵音
2787	Invincible.	無敵。
2788	Reduces DEF	DEFを低下させる
2789	Cannot move	移動できません
2790	Double Lope	ダブル跳躍
2791	Lex Aeterna	レックス・エテルナ
2792	Turn Undead	ターンアンデッド
2793	Safety Wall	セイフティウォール
2794	Sacred Lily	セイクリッドリリー
2795	Holy Stigma	ホーリースティグマ
2796	Money Throw	お金を投げる
2797	Hammer Fall	ハンマーフォール
2798	Earth Spike	アーススパイク
2799	Axe Mastery	アックスマスタリー
2800	Axe Tornado	アックストルネード
2801	Pile Bunker	パイルバンカー
2802	Fast Travel	ファストトラベル
2803	Angel Sweep	エンジェルスイープ
2804	Marin Split	マリンスプリット
2805	Grand Cross	グランドクロス
2806	Cross Blast	クロスブラスト
2807	Auto Skills	オートスキル
2808	Skill bar 1	スキルバー1
2809	Skill bar 2	スキルバー2
2810	Skill bar 3	スキルバー3
2811	Skill bar 4	スキルバー4
2812	Skill bar 5	スキルバー5
2813	Skill bar 6	スキルバー6
2814	Skill Bar 7	スキルバー7
2815	Skill Bar 8	スキルバー8
2816	Skill Bar 9	スキルバー9
2817	Modern Mode	モダンモード
2818	Stop Moving	動きを止めてください
2819	Show Cursor	カーソルを表示
2820	Move Method	移動メソッド
2821	Indigestion	消化不良
2822	Spawn Skill	スポーンスキル
2823	Soul Reaper	ソウルリーパー
2824	HP Recovery	HP回復
2825	Hunter Spin	ハンタースピン
2826	Wave Splash	ウェーブスプラッシュ
2827	Thunderfall	サンダーフォール
