Index	English	Japanese_Translation
12465	Universal Magic Circle@{1}	汎用魔法陣@{1}
12466	【Split】Greedy Magma Poring	【分裂】貪欲なマグマポリン
12467	Toward a Certain Direction	特定方向へ
12468	Experimental Puppet Σ-Type	実験用パペットΣ型
12469	Vine Puppet Type A - Guard	ヴァインパペットA型 - ガード
12470	Evil Forces Member Warrior	邪悪勢力のウォリアー
12471	Trap Hunter Boss Tombstone	トラップハンターボス墓石
12472	Phreeoni Charge Projectile	フリオニ突進弾
12473	Knight Order Administrator	騎士団管理人
12474	Crystal Donation Informant	クリスタル寄付案内人
12475	Water Tornado (Projectile)	ウォータートルネード（飛翔体）
12476	Yellow Tracking Bubble NPC	イエロー追尾バブルNPC
12477	P@{1} Green Bubble NPC@{2}	P@{1} グリーンバブルNPC@{2}
12478	Moonlight Flower-Very Hard	月夜花-ベリーハード
12479	Moonlight Flower-Nightmare	月夜花-ナイトメア
12480	Reward Configuration Error	報酬設定エラー
12481	No Sweep Rewards Available	掃討報酬がありません
12482	No items have been listed.	出品されたアイテムはありません。
