Index	English	Japanese_Translation
6135	Auction Details	オークション詳細
6136	Lucky Star Quiz	ラッキースタークイズ
6137	Soul Echo Setup	ソウルエコー設定
6138	Enter Challenge	チャレンジに入る
6139	Countdown: ${1}	カウントダウン: ${1}
6140	Item forfeited.	アイテムは没収されました。
6141	Light of Bonds:	絆の光:
6142	Divine Blessing	神聖な祝福
6143	Continue (${1})	続ける (${1})
6144	Rapid Gathering	高速採集
6145	Lucky Gathering	幸運の採集
6146	Nature's Bounty	自然の恵み
6147	Map Exploration	マップ探索
6148	Guild Resonance	ギルド共鳴
6149	Hellfire Pillar	ヘルファイアピラー
6150	Sincerely, Ryan	敬具、ライアン
6151	Nowhere to Hide	逃げ場なし
6152	Quicksand Storm	流砂の嵐
6153	Whaleback Slide	ホエールバック・スライド
6154	Tidal Resonance	潮流共鳴
6155	Producer's Lair	プロデューサーの隠れ家
6156	Fearless Charge	恐れなき突撃
6157	@{1} Killstreak	@{1} キルストリーク
6158	Unrivaled Score	比類なきスコア
6159	Contested Point	争奪ポイント
6160	Powerful Assist	強力なアシスト
6161	Double Takedown	ダブルテイクダウン
6162	Tier 5 Pushcart	ティア5プッシュカート
6163	Reading Rewards	読書報酬
6164	Progress Reward	進捗報酬
6165	Survivor's Coat	サバイバーコート
6166	Cooldown Potion	クールダウンポーション
6167	Rhythm of Music	音楽のリズム
6168	Gunpowder Smash	火薬スマッシュ
6169	Rousing Support	奮起のサポート
6170	Self-Motivation	自己鼓舞
6171	Speed Is Weight	速さは重さ
6172	Terminate Blast	ターミネイトブラスト
6173	Critical Strike	クリティカルストライク
6174	Firepower Ready	火力準備完了
6175	Red Thread Item	赤い糸アイテム
6176	Osiris (Orange)	オシリス（オレンジ）
6177	Extra Skill HIT	追加スキルHIT
6178	Attack Immunity	攻撃無効
6179	Invincible Zone	無敵ゾーン
6180	Class Resonance	クラス共鳴
6181	Guardian's Will	守護者の意志
6182	Physical Immune	物理無効
6183	Blood Pool Pull	血の池プル
6184	Gain CRIT Boost	CRITブースト獲得
6185	Go to Selection	選択画面へ
6186	Gameplay Rating	ゲームプレイ評価
6187	Recent Contacts	最近の連絡先
6188	Expanded Skills	拡張スキル
6189	Spellbook Reset	スペルブックリセット
6190	Frost Spell SFX	フロストスペルSFX
6191	Arcane Training	秘術トレーニング
6192	Gravity Enhance	重力強化
6193	Phantom Barrier	ファントムバリア
6194	Sinister Scythe	シニスターサイズ
6195	Sinister Chains	シニスターチェイン
6196	Adaptive Attack	適応攻撃
6197	Adaptive Damage	適応ダメージ
6198	Demon's Whisper	悪魔の囁き
6199	Vanguard Shield	ヴァンガードシールド
6200	Wildcat Passive	ワイルドキャットパッシブ
6201	Celestial Dance	セレスティアルダンス
6202	Butterfly Dance	バタフライダンス
6203	Serpent Sorcery	サーペントソーサリー
6204	Eye of Scrutiny	鑑識の眼
6205	Spreading Frost	広がる霜
6206	Full-screen AOE	全画面AOE
6207	Waterspout Buff	ウォータースパウトバフ
6208	Ghost Ship Buff	幽霊船バフ
6209	New Player Link	新規プレイヤーリンク
6210	White Line Link	ホワイトラインリンク
6211	Ultimate Marker	アルティメットマーカー
6212	Bubble Movement	バブル移動
6213	Immune Monolith	無敵モノリス
6214	Psalm Self Buff	詩篇セルフバフ
6215	System Buff@{1}	システムバフ@{1}
6216	Orbit Test Buff	オービットテストバフ
6217	Phase Four Plan	フェーズ4計画
6218	General Tactics	一般戦術
6219	Trophy & Quests	トロフィー＆クエスト
6220	Tavern Settings	酒場設定
6221	Invitation sent	招待を送信しました
6222	^{1}[Quest]^{2}	^{1}【クエスト】^{2}
6223	^{1}[Plane]^{2}	^{1}【プレーン】^{2}
6224	Control Rules 2	制御ルール2
6225	Control Rules 1	制御ルール1
6226	Morale Overview	士気概要
6227	Enhance Details	強化詳細
6228	Party not found	パーティが見つかりません
6229	ID not entered.	IDが入力されていません。
6230	Not in a guild.	ギルドに所属していません。
6231	Duplicate name.	名前が重複しています。
6232	Affix Selection	アフィックス選択
6233	Material Refund	素材返却
6234	Recharge failed	チャージに失敗しました
6235	Already claimed	受取済みです
6236	Area not found.	エリアが見つかりません。
6237	Not in a queue.	キューに参加していません。
6238	Codex unlocked.	図鑑を解放しました。
6239	Ricochet Shield	リコシェシールド
6240	Critical Attack	クリティカルアタック
6241	Explosive Spear	エクスプローシブスピア
6242	Cavalry's Might	騎兵の力
6243	Rage Conversion	怒り変換
6244	Battle Instinct	戦闘本能
6245	Already Queuing	すでにキュー待機中です
6246	Gender mismatch	性別が一致しません
6247	Boss not found.	ボスが見つかりません。
6248	Creating scene.	シーンを作成中。
6249	Buff not found.	バフが見つかりません。
6250	Offline Players	オフラインプレイヤー
6251	My Battle Merit	自分の戦闘功績
6252	Gameplay Marker	ゲームプレイマーカー
6253	Inside the City	街の中
6254	Vehicles (${1})	車両 (${1})
6255	Place Live Coal	燃える石炭を置く
6256	Personal Record	個人記録
6257	Blade Mountain.	刃の山。
6258	Switch Template	テンプレートを切り替え
6259	Rename Template	テンプレート名を変更
6260	Select Template	テンプレートを選択
6261	BUFF not found.	バフが見つかりません。
6262	Chronicle Level	クロニクルレベル
6263	Purchase Levels	レベルを購入
6264	1st Job Advance	1次転職
6265	Accessory Adept	アクセサリの達人
6266	First Accessory	初めてのアクセサリ
6267	A Nose for Wine	ワインを嗅ぎ分ける鼻
6268	United We Stand	団結すれば強し
6269	50 Eggs Hatched	卵50個孵化
6270	First Hatch Egg	初めての孵化
6271	First Companion	初めての仲間
6272	Talent Training	タレント訓練
6273	Talent Awakened	タレント覚醒
6274	Crafting Basics	クラフトの基礎
6275	Purple Radiance	紫の輝き
6276	Merchant Mentor	マーチャントの指導者
6277	Assassin Mentor	アサシンの指導者
6278	Enemy Drop Zone	敵ドロップゾーン
6279	Confirm Discard	破棄を確認
6280	Rank: ${1}/${2}	ランク: ${1}/${2}
6281	Victory Points:	勝利ポイント:
6282	Drive them away	追い払う
6283	How can I help?	何か手伝える？
6284	Request to Join	参加申請
6285	Waterings: ${1}	水やり回数: ${1}
6286	Transfer Server	サーバー移転
6287	Mysterious Cube	謎のキューブ
6288	Pirate Treasure	海賊の宝
6289	Take the Device	装置を取る
6290	Brown Sun Orbit	ブラウンサンオービット
6291	Gray Star Orbit	グレースターオービット
6292	Dance Move Left	ダンスムーブ・左
6293	Applying Preset	プリセット適用中
6294	Playstyle Build	プレイスタイルビルド
6295	Level Req: ${1}	必要レベル: ${1}
6296	Crystal Request	クリスタル依頼
6297	Invincible Tank	無敵タンク
6298	Ability Enhance	能力強化
6299	Repairable Mark	修理可能マーク
6300	Accelerate Buff	加速バフ
6301	Revive Teammate	仲間を復活
6302	Mechanic Starts	メカニック開始
6303	Skill @{1}—Cone	スキル @{1}—コーン
6304	Turn Right @{1}	右折 @{1}
6305	Burrow and Hide	潜って隠れる
6306	Random Teleport	ランダムテレポート
6307	Infernal Prayer	地獄の祈り
6308	Swift Exorciser	迅速なエクソサイザー
6309	Grand Sanctuary	グランドサンクチュアリ
6310	Holy Protection	聖なる加護
6311	Divine Judgment	神聖な裁き
6312	Prayer of Mercy	慈悲の祈り
6313	Lightning Blitz	ライトニングブリッツ
6314	Sleep Dimension	スリープディメンション
6315	Test Skill@{1}*	テストスキル@{1}*
6316	[Hard-Mistress]	【ハード・ミストレス】
6317	[Normal-Osiris]	【ノーマル・オシリス】
6318	[Hard-Baphomet]	【ハード・バフォメット】
6319	[Hard-Orc Hero]	【ハード・オークヒーロー】
6320	Chance Rewards:	チャンス報酬:
6321	Below Rank ${1}	ランク${1}未満
6322	Prediction List	予測リスト
6323	Function Details	機能詳細
6324	Commander Rating	指揮官評価
6325	Force Field Pull	フォースフィールドプル
6326	Partywide Endure	パーティ全体インデュア
6327	Starfish Hairpin	ヒトデのヘアピン
6328	Afternoon Stroll	午後の散歩
6329	Nine-Tone Mantra	九音真言
6330	Student Backpack	学生バックパック
6331	Crazy Baby Bunny	クレイジーベビーバニー
6332	Cat o' Nine-Tail	九尾の猫
6333	Bloody Butterfly	ブラッディバタフライ
6334	Job EXP Increase	ジョブEXP増加
6335	Baby Desert Wolf	ベビーデザートウルフ
6336	Thief Bug Female	シーフバグ（メス）
6337	Soldier Skeleton	ソルジャースケルトン
6338	Greatest General	天下大将軍
6339	Furious Poporing	怒れるポポリン
6340	Dragon's Descent	ドラゴンズ・ディセント
6341	Novice Challenge	ノービスチャレンジ
6342	Continue Journey	旅を続ける
6343	Temporary Member	一時メンバー
6344	Damage Increase%	ダメージ増加%
6345	Crit Resistance%	クリティカル耐性%
6346	Mount Move Speed	マウント移動速度
6347	Poisoned Enhance	毒強化
6348	Curse Resistance	呪い耐性
6349	Bleed Resistance	出血耐性
6350	Paralyze Enhance	麻痺強化
6351	Sleep Resistance	睡眠耐性
6352	CRIT Resistance%	クリティカル耐性%
6353	Max Skill Energy	最大スキルエネルギー
6354	Mysterious Space	謎の空間
6355	Free the Ant Egg	アントエッグを解放
6356	MVP-Doppelganger	MVP-ドッペルゲンガー
6357	Go to the tavern	酒場へ行く
6358	Finish the race.	レースを完走する。
6359	Equip @{1} cards	カードを@{1}枚装備
6360	Obtain @{1} pets	ペットを@{1}体入手
6361	Deploy @{1} Pets	ペットを@{1}体配置
6362	Ultimate Defense	究極防御
6363	Become Commander	指揮官になる
6364	Guild Group Mail	ギルドグループメール
6365	Backpack is full	バックパックがいっぱいです
6366	Bid Funds Refund	入札資金返還
6367	Rank Reward Mail	ランク報酬メール
6368	Supply Transport	物資輸送
6369	Plunder Supplies	物資を略奪
6370	Wind Blade Slash	ウィンドブレードスラッシュ
6371	Turning Disabled	旋回無効
6372	Start ${1} Times	${1}回開始
6373	Competition Shop	競技ショップ
6374	Session ID: ${1}	セッションID: ${1}
6375	Go Give Feedback	フィードバックへ
6376	AFK in the Field	フィールドでAFK
6377	Time Until Start	開始までの時間
6378	Position Changes	ポジション変更
6379	Guild Technology	ギルド技術
6380	Additional Affix	追加アフィックス
6381	No Card Inserted	カード未装着
6382	Restoration Cost	復元コスト
6383	Filter Equipment	装備を絞り込み
6384	Current Job Only	現在のジョブのみ
6385	Holy Light Crown	ホーリーライトクラウン
6386	Crown of Midgard	ミッドガルドの王冠
6387	Exploration Shop	探索ショップ
6388	Genesis Movement	ジェネシス移動
6389	Auto-navigating…	自動移動中…
6390	5-Player Dungeon	5人ダンジョン
6391	Remove from Raid	レイドから外す
6392	Manage Positions	役職を管理
6393	Web Access Check	Webアクセス確認
6394	Earn an A Rating	A評価を獲得
6395	Defense No. @{1}	防御 No. @{1}
6396	Earn @{1} points	@{1}ポイント獲得
6397	Star Core Effect	スターコア効果
6398	Career Total DMG	累計総ダメージ
6399	Refine Ascension	精錬昇格
6400	Instance Auction	インスタンスオークション
6401	Respond to Guild	ギルドに応答
6402	Guild Facilities	ギルド施設
6403	Send Friend Gift	フレンドギフトを送る
6404	Pinnacle Top Ten	頂点トップ10
6405	No mail to view.	表示するメールがありません。
6406	Star of Rekenber	レケンベルの星
6407	Guillotine Cross	ギロチンクロス
6408	Genesis Canticle	ジェネシス・カンティクル
6409	Spirit Conqueror	スピリットコンカラー
6410	Purchase History	購入履歴
6411	Search Help Text	ヘルプテキストを検索
6412	Bookmark removed	ブックマークを解除しました
6413	${1}【Identified】	${1}【特定済み】
6414	My Credit Points	自分のクレジットポイント
6415	${1}【Collection】	${1}【コレクション】
6416	Card Dismantling	カード解体
6417	Dear Adventurer:	親愛なる冒険者へ:
6418	Corolla Emblem I	コロラエンブレム I
6419	Put in the Cart.	カートに入れる。
6420	No private chats	プライベートチャットはありません
6421	No friends found	フレンドが見つかりません
6422	Group Host: ${1}	グループホスト: ${1}
6423	Leave group chat	グループチャットを退出
6424	My Heart Points:	自分のハートポイント:
6425	Intimacy: Lv${1}	親密度: Lv${1}
6426	Mount Appearance	マウント外見
6427	${1} hr ${2} min	${1}時間 ${2}分
6428	Affection: +${1}	好感度: +${1}
6429	Anonymous Friend	匿名フレンド
6430	Player not found	プレイヤーが見つかりません
6431	Group Chat Name:	グループチャット名:
6432	Pet Not Deployed	ペット未配置
6433	Convert to Party	パーティに変換
6434	Joined the party	パーティに参加しました
6435	Following party…	パーティを追従中…
6436	Calling for help	救援要請中
6437	Purchase Message	購入メッセージ
6438	Request Purchase	購入リクエスト
6439	${1} minutes ago	${1}分前
6440	Trade Successful	取引成功
6441	Required Escorts	必要護衛数
6442	Activating: ${1}	有効化中: ${1}
6443	Disable Auto-Bid	自動入札を無効化
6444	Auto-Bid enabled	自動入札を有効化しました
6445	Not Participated	未参加
6446	Water Resistance	水耐性
6447	Other Guild News	その他のギルドニュース
6448	Posting Settings	投稿設定
6449	Application Time	申請時間
6450	Applicants: ${1}	申請者: ${1}
6451	Over ${1} months	${1}か月以上
6452	Invalid content.	無効な内容です。
6453	Edit permissions	権限を編集
6454	Level Up Preview	レベルアッププレビュー
6455	Max level Effect	最大レベル効果
6456	Cargo: ${1}/${2}	貨物: ${1}/${2}
6457	Not enough items	アイテムが不足しています
6458	Trade - Sold out	取引 - 売り切れ
6459	Geffen East Gate	ゲフェン東門
6460	Desert Crossroad	砂漠の交差路
6461	Treasure Chamber	宝物庫
6462	Giantbone Wastes	巨骨の荒野
6463	Moonlight Flower	月夜花
6464	Damage over Time	継続ダメージ
6465	Card: Marionette	カード: マリオネット
6466	Card: Orc Zombie	カード: オークゾンビ
6467	Card: Wind Ghost	カード: ウィンドゴースト
6468	Card: Squidgitte	カード: スキジッテ
6469	Card: Thara Frog	カード: タラ・フロッグ
6470	Card: Dragon Fly	カード: ドラゴンフライ
6471	Card: Orc Archer	カード: オークアーチャー
6472	Card: Leib Olmai	カード: リーブ・オルマイ
6473	Faction mismatch	派閥が一致しません
6474	Invalid identity	無効なIDです
6475	Two-Handed Sword	両手剣
6476	Dance Move Check	ダンスムーブ確認
6477	No derived skill	派生スキルがありません
6478	Transform: Drops	変身: ドロップス
6479	Ping-Pong Poring	ピンポンポリン
6480	Cannot use skill	スキルを使用できません
6481	Defense Increase	防御力増加
6482	Angel Protection	天使の加護
6483	Temporary Revive	一時復活
6484	Hymn of the Lamb	子羊の賛歌
6485	Hymn of Devotion	献身の賛歌
6486	Explosive Strike	爆裂攻撃
6487	Throw Accelerant	促進剤を投げる
6488	Shield Boomerang	シールドブーメラン
6489	Fountain of Life	生命の泉
6490	Banishing Thrust	バニシングスラスト
6491	Switch Character	キャラクター切替
6492	Casting Settings	キャスト設定
6493	Name Information	名前情報
6494	Devouring Tongue	貪食の舌
6495	Putrid Explosion	腐敗爆発
6496	Gatherable Skill	採集可能スキル
6497	Clone Mini Laser	クローンミニレーザー
6498	Skill@{1} Charge	スキル@{1} チャージ
6499	AoE Acceleration	AOE加速
6500	Soul Recall Ring	ソウルリコールリング
6501	Defend the Glory	栄光を守れ
6502	Funeral Beat@{1}	フューネラルビート@{1}
6503	Falconry Mastery	鷹匠マスタリー
6504	Ranger's Resolve	レンジャーの決意
6505	Dragon Sanctuary	ドラゴンサンクチュアリ
6506	Summoning Ritual	召喚の儀式
6507	Board the Cannon	大砲に乗る
6508	Blazing Familiar	燃え盛る使い魔
6509	Greedy Magmaring	貪欲なマグマリン
6510	Greedy Lava Toad	貪欲なラヴァトード
6511	Mastering Skills	マスタリングスキル
6512	Ghostring Skills	ゴーストリングスキル
6513	Poring Explosion	ポリン爆発
6514	Summon Thief Bug	シーフバグを召喚
6515	Ring of Darkness	闇のリング
6516	Boss Spear Throw	ボスの槍投げ
6517	Spinning Pyramid	回転ピラミッド
6518	Rockfall Barrage	落石連射
6519	Continue (${1}s)	続ける (${1}s)
6520	Excellent Player	優秀なプレイヤー
6521	Esen's Slaughter	エセンの虐殺
6522	Wander Man Slash	ワンダーマンスラッシュ
6523	Shadow Hoofprint	影の蹄跡
6524	Shadow Summoning	影の召喚
6525	Flames Rekindled	再燃する炎
6526	Lingering Breath	残り香
6527	Summon Lightning	雷を召喚
6528	Last Login: ${1}	最終ログイン: ${1}
6529	Select character	キャラクターを選択
6530	Create Character	キャラクター作成
6531	Delete Character	キャラクター削除
6532	Pending Deletion	削除待ち
6533	No announcements	お知らせはありません
6534	Blade Deflection	ブレードディフレクション
6535	Greatblade Slash	グレートブレードスラッシュ
6536	Link Placeholder	リンク用プレースホルダー
6537	Drake Waterspout	ドレイク・ウォータースパウト
6538	New Ultimate@{1}	新アルティメット@{1}
6539	Bandage Lash@{1}	包帯ラッシュ@{1}
6540	Horong Split@{1}	ホロンスプリット@{1}
6541	Shroud Detection	シュラウド検知
6542	Pharaoh Ultimate	ファラオ・アルティメット
6543	Cone-Shaped Wave	扇形ウェーブ
6544	Launch Water Jet	ウォータージェット発射
6545	P@{1} Red Bubble	P@{1} レッドバブル
6546	Water Jet Damage	ウォータージェットダメージ
6547	Up_Trigger Check	Up_Triggerチェック
6548	Obtain Blue Note	ブルーノートを入手
6549	Compose Movement	作曲ムーブメント
6550	Perform Movement	演奏ムーブメント
6551	Melody Hurricane	メロディハリケーン
6552	Golden Moon Ring	ゴールデンムーンリング
6553	Guardian's Might	守護者の力
6554	Absolute Defense	絶対防御
6555	Accented Assault	アクセントアサルト
6556	Coordinated Hunt	連携狩猟
6557	Precision Thrust	精密突き
6558	Half-Dragon Form	半竜形態
6559	Thousand Shadows	サウザンドシャドウ
6560	Graffiti Mastery	グラフィティマスタリー
6561	Prismatic Meteor	プリズマティックメテオ
6562	S@{1}Shadow Loop	S@{1}シャドウループ
6563	Osiris New Skill	オシリス新スキル
6564	Active Skill@{1}	アクティブスキル@{1}
6565	Fatal Claw Marks	致命的な爪痕
6566	Prey on the Weak	弱者を狙う
6567	Gain achievement	実績を獲得
6568	Tap the compass.	コンパスをタップ。
6569	Level-up Lv.${1}	Lv.${1}にレベルアップ
6570	Unseal Card Slot	カードスロットを封印解除
6571	No Bond deployed	ボンド未配置
6572	Already unlocked	解放済みです
6573	Base ${1} Unseal	ベース ${1} 封印解除
6574	Not enough cards	カードが不足しています
6575	Change Main Hand	メインハンドを変更
6576	Female Character	女性キャラクター
6577	Reward Selection	報酬選択
6578	Redeemable Items	交換可能アイテム
6579	Quick Allocation	クイック割り振り
6580	Secondary Skills	サブスキル
6581	Available Skills	使用可能スキル
6582	Clearing Rewards	クリア報酬
6583	Capital City Map	首都マップ
6584	Reported Player:	通報対象プレイヤー:
6585	Purple Light Orb	パープルライトオーブ
6586	Crystallized Ore	結晶化鉱石
6587	Melody Conch@{1}	メロディコンチ@{1}
6588	Note String-Test	ノート文字列テスト
6589	Iron Axe Artisan	鉄斧職人
6590	Stealth Assassin	ステルスアサシン
6591	Eagle Eye Hunter	イーグルアイハンター
6592	Golden Thief Bug	黄金蟲
6593	Greedy Thief Bug	貪欲なシーフバグ
6594	Shadow of Irmata	イルマタの影
6595	Hollow Jellyfish	ホロージェリーフィッシュ
6596	Thundercloud Pro	サンダークラウド・プロ
6597	Mithril Madogear	ミスリルマドギア
6598	Furious Minorous	怒れるミノタウロス
6599	Pharaoh's Coffin	ファラオの棺
6600	Eden Group Chief	楽園団長
6601	Enemy Rope Stake	敵のロープ杭
6602	Ghostly﹏Solitude	ゴースト﹏ソリチュード
6603	Elusive Pecopeco	逃げ足の速いペコペコ
6604	Happy Liangliang	ハッピー・リャンリャン
6605	Test Monster@{1}	テストモンスター@{1}
6606	ATK Dragon Blood	ATKドラゴンブラッド
6607	Research Scholar	研究学者
6608	Instructor Arlex	教官アーレックス
6609	Jewelry Merchant	宝石商人
6610	Foreign Merchant	外国商人
6611	Sighing Merchant	ため息をつく商人
6612	Resting Merchant	休憩中の商人
6613	Available Quests	受注可能クエスト
6614	Time Limit: ${1}	制限時間: ${1}
6615	Geffen West Gate	ゲフェン西門
6616	Geffen Outskirts	ゲフェン郊外
6617	Bridge of Desert	砂漠の橋
6618	Territory War-II	領土戦-II
6619	Territory War-IV	領土戦-IV
6620	Territory War-11	領土戦-11
6621	Territory War-22	領土戦-22
6622	Territory War-23	領土戦-23
6623	Territory War-25	領土戦-25
6624	Territory War-29	領土戦-29
6625	Territory War-30	領土戦-30
6626	Territory War-31	領土戦-31
6627	Rookie Swordsman	ルーキーソードマン
6628	William's Mother	ウィリアムの母
6629	Drake-Hard Dummy	ドレイク・ハードダミー
6630	P@{1} Bubble NPC	P@{1} バブルNPC
6631	Green Bubble NPC	グリーンバブルNPC
6632	Collect Red Note	レッドノートを集める
6633	Meteor Storm@{1}	メテオストーム@{1}
6634	Osiris-Very Hard	オシリス-ベリーハード
6635	Osiris-Nightmare	オシリス-ナイトメア
6636	Challenge Level:	チャレンジレベル:
6637	Lower-Level Info	低レベル情報
6638	Female Hairstyle	女性の髪型
6639	Start Expedition	遠征開始
6640	Auto-Battling...	オートバトル中...
6641	Guaranteed Drops	確定ドロップ
6642	Elite Adventurer	エリート冒険者
6643	Chief Adventurer	冒険者長
6644	Stall Settlement	露店精算
6645	Damage to Bosses	ボスへのダメージ
6646	Corrupted Ilmata	堕落したイルマタ
6647	Available Weekly	週間利用可能
6648	Airship Chitchat	飛行船でのおしゃべり
6649	Challenge Osiris	オシリスに挑戦
6650	Auction Dividend	オークション配当
6651	Guild Activities	ギルド活動
6652	Guild Management	ギルド管理
6653	Recommended List	おすすめリスト
6654	Current Strategy	現在の戦略
6655	[Guild Response]	【ギルド応答】
6656	Novice Swordsman	ノービスソードマン
6657	Mysterious Woman	謎の女性
6658	Unexpected Crash	突然の墜落
6659	Holy See Knights	教会騎士団
6660	To Goblin Forest	ゴブリンの森へ
6661	Panicked Soldier	慌てた兵士
6662	Moment of Crisis	危機の瞬間
6663	Space-Time Guide	時空ガイド
6664	Back to Prontera	プロンテラへ戻る
6665	To Payon Village	フェイヨン村へ
6666	Gather Materials	素材を集める
6667	Gift-Giving Plan	贈り物計画
6668	The Final Choice	最後の選択
6669	Research Results	研究結果
6670	A Grand Ambition	壮大な野望
6671	Nita's Testimony	ニタの証言
6672	Return the Sword	剣を返す
6673	Find the Contact	連絡相手を探す
6674	Explore the Area	周辺を探索
6675	After the Crisis	危機のあと
6676	Assignment ended	任務終了
6677	Mysterious Wings	謎の翼
6678	Training Results	訓練結果
6679	Explore the West	西を探索
6680	Helpful Stranger	親切な旅人
6681	Pet Not Unlocked	ペット未解放
