Index	English	Japanese_Translation
15048	Damage Reduction +^{1}${6}%^{2}.	ダメージ軽減 +^{1}${6}%^{2}。
15049	Damage Reduction +^{1}${5}%^{2}.	ダメージ軽減 +^{1}${5}%^{2}。
15050	Damage Reduction +^{1}${4}%^{2}.	ダメージ軽減 +^{1}${4}%^{2}。
15051	Damage Reduction +^{1}${3}%^{2}.	ダメージ軽減 +^{1}${3}%^{2}。
15052	Damage Reduction +^{1}${2}%^{2}.	ダメージ軽減 +^{1}${2}%^{2}。
15053	Damage Reduction +^{1}${1}%^{2}.	ダメージ軽減 +^{1}${1}%^{2}。
15054	Current Preset saved and applied	現在のプリセットを保存して適用しました
15055	Dummy Faction switched to Enemy.	ダミー陣営を敵に切り替えました。
15056	Tap to enter a build description	タップしてビルド説明を入力
15057	No suitable equipment available.	使用可能な装備がありません。
15058	Physical DEF decreases by ${1}%.	物理DEFが${1}%減少。
15059	Increases damage dealt by ${1}%.	与ダメージが${1}%増加。
15060	Locks HP at the fixed value @{1}	HPを固定値@{1}に固定
15061	Increases Magic DEF by ${1}~${2}	魔法DEFが${1}～${2}増加
15062	Increases Magic ATK by ${1}~${2}	魔法ATKが${1}～${2}増加
15063	Baphomet Jr. Reward Boost Lv@{1}	バフォメットJr.報酬ブースト Lv@{1}
15064	Fight for the glory that awaits!	待ち受ける栄光のために戦え！
15065	Please obtain a Soul Echo first.	先にソウルエコーを獲得してください。
15066	Recruitment posted successfully.	募集を掲載しました。
15067	Go to the Adventurer Group Tree?	冒険グループの木へ移動しますか？
15068	Worldscorch Feather: Ashen Embers	ワールドスコーチフェザー：灰燼
15069	Nine-Tone Mantra: Rainbow Raiment	九音真言：虹の衣
15070	Worldscorch Feather · Featherstep	ワールドスコーチフェザー・フェザーステップ
15071	Other Elemental Damage Reduction%	その他属性ダメージ軽減%
15072	Damage Reduction from Fish Race %	魚種族からのダメージ軽減 %
15073	^{1}Challenge Stage @{1}-@{2}^{2}	^{1}チャレンジステージ @{1}-@{2}^{2}
15074	Find a way to earn Deniro's Faith	デニーロの信頼を得る方法を探す
15075	Ultimately occupy a Regional City	最終的に地域都市を占領する
15076	Job Talents Points Assigned: @{1}	割り振り済み職業タレントポイント：@{1}
15077	Purchase from the Appearance Shop	外見ショップで購入
15078	Say hello to Baisulist for Dumby.	ダンビーの代わりにバイシュリストへ挨拶する。
15079	Clear Floor @{1} of the Pet Tower	ペットタワー@{1}階をクリア
15080	You got some new gear. Try it on!	新しい装備を手に入れたよ。装備してみよう！
15081	Continue to Search for the cargo.	貨物の捜索を続ける。
15082	Buy a sandwich for the professor.	教授にサンドイッチを買う。
15083	Rare Reward-Osiris-Illusion Limit	レア報酬-オシリス-幻影制限
15084	Rare Reward-Kraken-Illusion Limit	レア報酬-クラーケン-幻影制限
15085	Defeat MVP Producer Yu in a party	パーティでMVPプロデューサー・ユーを倒す
15086	Defeat Normal Orc Hero in a party	パーティでノーマルオークヒーローを倒す
15087	Show Hollgrehenn what you learned	ホルグレンに学んだ成果を見せる
15088	Bobo discovered an important Clue	ボボが重要な手がかりを見つけた
15089	The compass is reacting strangely	コンパスが妙な反応をしている
15090	Go to the Pyramid and investigate	ピラミッドへ行って調査する
15091	Witness the Prophecy in the Dream	夢の中で予言を目撃する
15092	Successfully activated ${1}: ${2}	${1}：${2}を有効化しました
15093	Converted to the character's Life	キャラクターのHPに変換
15094	Affects your Neutral skill damage	無属性スキルダメージに影響
15095	Affects Poison skill damage taken	受ける毒属性スキルダメージに影響
15096	Affects Shadow skill damage taken	受ける闇属性スキルダメージに影響
15097	Affects Undead skill damage taken	受ける不死属性スキルダメージに影響
15098	Reduces ranged magic damage taken	受ける遠距離魔法ダメージを軽減
15099	Increases damage dealt to players	プレイヤーへの与ダメージを増加
15100	Reduces damage taken from players	プレイヤーからの被ダメージを軽減
15101	Spirit Tower Compensation Rewards	精霊の塔補償報酬
15102	Stronghold War Auction Successful	拠点戦オークション成功
15103	Territory War Convoy Buyer Reward	領地戦キャラバン購入者報酬
15104	Unclaimed Guild Activity Dividend	未受取のギルド活動配当
15105	Appearance Gift Expiration Return	外見ギフト期限切れ返還
15106	Hunting Challenge Group Rank @{1}	ハンティングチャレンジ・グループ順位 @{1}
15107	Fly Wing Auto-Purchase successful	ハエの羽自動購入に成功
15108	Misc timed out. Please try again.	その他処理がタイムアウトしました。もう一度お試しください。
15109	Failed to retrieve character list	キャラクター一覧の取得に失敗しました
15110	Equip the Dagger in your Backpack	バックパック内のダガーを装備する
15111	Gather high-quality Sticky Mucus.	高品質な粘液を集める。
15112	Collect the Rare Balance Bristles	希少なバランス毛を集める
15113	Your chest suddenly feels warm...	胸元が急に暖かくなった…
15114	Defeat monsters in Sograt Desert*	ソグラト砂漠でモンスターを倒す*
15115	Ask Fervor about the new Discover	新しい発見についてファーヴァーに聞く
15116	Check the spot Fervor is sniffing	ファーヴァーが嗅いでいる場所を確認
15117	Extra World Level EXP bonus: ${1}	追加ワールドレベルEXPボーナス：${1}
15118	Reduces the DEF of nearby enemies	周囲の敵のDEFを低下
15119	Escort Mission End Waiting Period	護衛ミッション終了待機時間
15120	\nYou completed ${1} commissions.	\n依頼を${1}件完了しました。
15121	\nYou relaxed at home ${1} times.	\n自宅で${1}回くつろぎました。
15122	Appearance Shop - Direct Purchase	外見ショップ - 直接購入
15123	You are already on the last page!	すでに最後のページです！
15124	Gameplay Description—Yet to start	ゲームプレイ説明—未開始
15125	Victory in the Stronghold Defense	拠点防衛戦勝利
15126	Placeholder text placeholder text	プレースホルダーテキスト プレースホルダーテキスト
15127	Assist to earn Additional rewards	支援して追加報酬を獲得
15128	Purchase RO Pass Information Text	ROパス購入案内文
15129	Crafting speed increases by @{1}%	製作速度が@{1}%増加
15130	Quality of all other skills +@{1}	その他すべてのスキル品質 +@{1}
15131	This is already the lowest price.	すでに最低価格です。
15132	Insufficient Currency (Deprecated	通貨不足（廃止予定
15133	Monthly Purchase Limit: ${1}/${2}	月間購入上限：${1}/${2}
15134	No Adventurers made the rankings.	ランキング入りした冒険者はいません。
15135	No valid information found yet...	有効な情報はまだ見つかっていません…
15136	The invitee is already in a party	招待相手はすでにパーティ参加中です
15137	No longer on the application list	申請リストから外れています
15138	Start Raid Placement confirmation	レイド配置確認を開始
15139	Qualification Bidding in Progress	参加資格入札進行中
15140	Auto-Bid failed. Increase Bid now	自動入札に失敗しました。今すぐ入札額を上げる
15141	Use ${1} sec. of boosted AFK time	ブーストAFK時間を${1}秒使用
15142	Like personal profiles ${1} times	個人プロフィールに${1}回いいねする
15143	Unlocks after opening ${1} chests	宝箱を${1}個開けると解放
15144	Instance not successfully cleared	インスタンスをクリアできませんでした
15145	Reach ${1} areas for ${2} rewards	${1}エリア到達で${2}報酬
15146	Please enter ${1}-${2} characters	${1}～${2}文字で入力してください
15147	Please enter text to share first.	先に共有テキストを入力してください。
15148	Adventure Party Creation Instance	冒険パーティ作成インスタンス
15149	S@{1}10-Player Raid No. @{2}-@{3}	S@{1}10人レイド No. @{2}-@{3}
15150	Available after the ${1} scenario	${1}シナリオ後に利用可能
15151	Royal City qualification required	王都参加資格が必要です
15152	Movement Speed increases by ${1}%	移動速度が${1}%増加
15153	Changes armor property to Poison.	防具属性を毒属性に変更。
15154	Damage against Kara Crabs +@{1}%.	カラクラブへのダメージ +@{1}%。
15155	MP Cost -@{1}%, Magic DMG +@{2}%.	MP消費 -@{1}%、魔法ダメージ +@{2}%。
15156	Increases Movement Speed by @{1}%	移動速度が@{1}%増加
15157	Instantly recovers @{1}% Max Life	最大HPの@{1}%を即時回復
15158	Movement Speed +@{1}%, FLEE +@{2}	移動速度 +@{1}%、FLEE +@{2}
15159	Reduces skill cooldowns by @{1}%.	スキルクールダウンを@{1}%短縮。
15160	Dispels Lv. @{1} control effects.	Lv. @{1}の行動妨害効果を解除。
15161	Blessing Angel Surrounding Effect	祝福の天使・周囲エフェクト
15162	Inner-Arena Player-Exclusive Buff	アリーナ内プレイヤー専用バフ
15163	Increases PATK and MATK by @{1}%.	物理ATKと魔法ATKが@{1}%増加。
15164	Are you sure you want to log out?	ログアウトしますか？
15165	Skill@{1} Kun Water Vortex - Easy	スキル@{1} クン・ウォーターボルテックス - イージー
15166	Fallen Poring Normal Attack-Earth	堕落ポリン通常攻撃-地属性
15167	Corrupted Wander Man Core Passive	堕落したワンダーマン・コアパッシブ
15168	Allow Downloads Using Mobile Data	モバイルデータ通信でのダウンロードを許可
15169	Blade Deflection Mechanic Warning	ブレードディフレクションギミック警告
15170	Falling Cannonball (No Animation)	落下砲弾（アニメーションなし）
15171	Moonlight Flower Four-Corner Bell	月夜花・四隅ベル
15172	Moonlight Flower Bell Deathrattle	月夜花ベル・断末魔
15173	Moonlight Flower Circle Underfoot	月夜花・足元サークル
15174	Moonlight Flower Five-Corner Bell	月夜花・五角ベル
15175	Moonlight Flower Knockback Ambush	月夜花・ノックバック奇襲
15176	Skill@{1}Super Multihit Charge Up	スキル@{1}スーパー・マルチヒットチャージ
15177	One-Hit KO Targeting-No Logic Yet	一撃KOターゲティング（ロジック未実装）
15178	Battle Chant Harmony - Consonance	バトルチャント・ハーモニー - コンソナンス
15179	Stranger Private Message Settings	見知らぬ相手からの個人メッセージ設定
15180	Maximum number of windows reached	ウィンドウ数が上限に達しました
15181	Note Pillar@{1}-Geffen North Gate	ノートピラー@{1}-ゲフェン北門
15182	【Area Healing】Greedy Fallen Angel	【範囲回復】貪欲な堕天使
15183	Sand Puppet Type A - Dust Storm -	サンドパペットA型 - ダストストーム -
15184	Complete the following objectives	以下の目標を達成
15185	Magic Circle_Angeling Damage Area	魔法陣_エンジェリングダメージエリア
15186	Magic Circle_Maya Petrifying Mist	魔法陣_マヤー石化ミスト
15187	Moonlight Flower Large Projectile	月夜花・大型飛翔体
15188	Five-Player Dungeon Sandstorm@{1}	5人ダンジョン砂嵐@{1}
15189	Headwear topped with sharp horns.	鋭い角の付いた頭装備。
15190	Damage Reduction from Undead Race	不死種族からのダメージ軽減
15191	Damage Reduction from Insect Race	昆虫種族からのダメージ軽減
15192	Damage Reduction from Dragon Race	竜種族からのダメージ軽減
15193	Eliminate the Threat Around Payon	フェイヨン周辺の脅威を排除
15194	Collect the fluorescent substance	蛍光物質を集める
15195	Failed to send guild application.	ギルド申請の送信に失敗しました。
15196	Guild Support Creation Successful	ギルド支援作成成功
15197	Drag Member info to edit the team	メンバー情報をドラッグしてチームを編集
15198	Battle of Survivors Activity Task	サバイバルバトル活動クエスト
15199	A Chance Encounter with a Caravan	キャラバンとの偶然の出会い
15200	Hear What the Members Have to Say	メンバーの話を聞く
15201	【Guild Co-op】Phantom Realm Quests	【ギルド協力】ファントムレルムクエスト
15202	Unlock pets to gain stat bonuses.	ペットを解放してステータスボーナスを獲得。
15203	Limited-Time Rate-Up Summon Rules	期間限定確率アップ召喚ルール
15204	All Possible Pet Hatching Results	ペット孵化結果一覧
15205	Not enough draws remaining today.	本日の残り抽選回数がありません。
15206	Complete @{1} Tavern Daily Quests	酒場デイリークエストを@{1}件完了
15207	Obtain @{1} Costume sets in total	コスチュームセットを合計@{1}個獲得
15208	Obtain a Mount for the first time	初めてマウントを獲得
15209	Click here to open the World Map!	ここをクリックしてワールドマップを開こう！
15210	Thank you for using our services!	ご利用ありがとうございます！
15211	All right, I'll ask someone else.	分かった、ほかの人に聞いてみる。
15212	I knew you were the best, Master!	さすが師匠！
15213	There you are! Are you both okay?	いた！二人とも大丈夫？
15214	You got it, you got it! Let's go!	よしよし、行こう！
15215	Well? Ready to face my Peco Peco?	どうだ？私のペコペコと勝負する準備はできた？
15216	Bring a gift to someone you love!	大切な人にプレゼントを贈ろう！
15217	Huh? What's going on? Where am I?	え？何が起きてる？ここはどこ？
15218	You've always got to be prepared!	いつでも準備しておかないと！
15219	You ran even faster than they do.	あいつらより速く走ったね。
15220	Think positive. Think positive...	前向きに、前向きに…
15221	Hello! Would you like to join us?	こんにちは！一緒にどう？
15222	I'm exhausted. I want to sleep...	疲れた…寝たい…
15223	Hey there! Good to see you again.	やあ！また会えたね。
15224	The Eternal Land event has ended.	永遠の地イベントは終了しました。
15225	A Revive Point has changed hands!	復活ポイントの所有権が変わりました！
15226	Move Away from the marked player!	マークされたプレイヤーから離れて！
15227	Assistant\nAssistant message test	アシスタント\nアシスタントメッセージテスト
15228	${1} has spawned on the ${2} map.	${1}が${2}マップに出現しました。
15229	${1} removed ${2} from the guild.	${1}が${2}をギルドから除名しました。
15230	Guild Supply Transport has begun!	ギルド物資輸送が始まりました！
15231	Bobo\nIs that... a tornado?! Run!	ボボ\nあれは…竜巻！？逃げろ！
15232	Bobo\nA coffin? What do You mean?	ボボ\n棺？どういうこと？
15233	Limited-Time Guild Event Now Open	期間限定ギルドイベント開催中
15234	You already permanently own ${1}.	${1}はすでに永久所持しています。
15235	Division Assignment Requirements:	グループ分け条件：
15236	Lightning Style - Rolling Thunder	雷遁 - ローリングサンダー
15237	Diving Fire Breath - Warning Zone	急降下ファイアブレス - 警告エリア
15238	Full-screen Fire Setup - Take Off	全画面炎展開 - 離陸
15239	Combat NPC Turret Cast Skill (ST)	戦闘NPCタレット・単体スキル詠唱
15240	Send Stage Message: Memory Damage	ステージメッセージ送信：メモリーダメージ
15241	Third Movement · Arcane Resonance	第三楽章・アーケインレゾナンス
15242	Equipment - Equipment Enchantment	装備 - エンチャント
15243	MINIENGINE_LESS_THAN_REMOTE_ERROR	MINIENGINE_LESS_THAN_REMOTE_ERROR
15244	Divine Totem Exclusive Skill Book	神術トーテム専用スキルブック
15245	Use to unlock Chapter 2 of a book	本の第2章を解放するために使用
15246	Use to unlock Chapter 1 of a book	本の第1章を解放するために使用
15247	Commemorative Medal E Description	記念メダルE説明
15248	Commemorative Medal D Description	記念メダルD説明
15249	Commemorative Medal C Description	記念メダルC説明
15250	Commemorative Medal B Description	記念メダルB説明
15251	Advanced Gathering - Horticulture	上級採集 - 園芸
15252	Commemorative Medal A Description	記念メダルA説明
15253	A colorful Tiger Pelt from Eddga.	エドガから採れた色鮮やかな虎皮。
15254	An item collected from a Beehive.	蜂の巣から採取したアイテム。
15255	Cannot claim before check-in time	チェックイン時刻前は受け取れません
15256	This movement has not started yet	この動作はまだ開始していません
15257	Not enough materials to level up.	レベルアップ素材が不足しています。
15258	Long boots made of sturdy fabric.	丈夫な布で作られたロングブーツ。
15259	A wand imbued with magical power.	魔力を宿したワンド。
15260	An axe imbued with demonic power.	悪魔の力を宿した斧。
15261	A sword commonly used by sailors.	船乗りがよく使う剣。
15262	Cracking Beneath the Stone Pillar	石柱の下から響くひび割れ
15263	Laughter Around the Wooden Tables	木のテーブルを囲む笑い声
15264	Beneath the Majestic Stone Statue	荘厳な石像の下で
15265	Low-Tier DMG Reduction vs All Job	全職業からのダメージ軽減（小）
15266	Pet Shard: Darkhearted Hunter Eve	ペットの欠片：ダークハートハンター・イヴ
15267	Basic Card Album@{1} (Deprecated)	基本カードアルバム@{1}（廃止予定）
15268	Nine-Tone Mantra Costume Gift Box	九音真言コスチュームギフトボックス
15269	Deluxe Pack-Test Cross-Season Use	デラックスパック-クロスシーズン使用テスト
15270	【Guild Joint Battle】Phantom Realm	【ギルド共闘】ファントムレルム
15271	Skill Reset Rod (No Function Yet)	スキルリセットロッド（未実装）
15272	Treasure Clue: Silver-Clad Shadow	宝の手がかり：銀装の影
15273	Life Percentage · Accessory-Green	HP割合・アクセサリー-緑
15274	Azure Realmguard Scroll·Armor-Red	アズール・レルムガードスクロール・防具-赤
15275	Hummingbird Scroll·Off-Hand-Green	ハチドリスクロール・サブ装備-緑
15276	Mountain Scroll·One-Handed-Orange	マウンテンスクロール・片手武器-オレンジ
15277	Mountain Scroll·One-Handed-Purple	マウンテンスクロール・片手武器-紫
15278	Eagle Eye Scroll·One-Handed-Green	イーグルアイスクロール・片手武器-緑
15279	Life Percentage·Dual-Wield-Orange	HP割合・二刀流-オレンジ
15280	Mountain Scroll·Dual-Wield-Orange	マウンテンスクロール・二刀流-オレンジ
15281	Life Percentage·Dual-Wield-Purple	HP割合・二刀流-紫
15282	Mountain Scroll·Dual-Wield-Purple	マウンテンスクロール・二刀流-紫
15283	Giant Scroll · Dual Wield - Green	ジャイアントスクロール・二刀流-緑
15284	Lv. @{1} Two-Handed Spear (No BD)	Lv. @{1} 両手槍（BDなし）
15285	Lv. @{1} One-Handed Spear (No BD)	Lv. @{1} 片手槍（BDなし）
15286	Lv. @{1} Two-Handed Sword (No BD)	Lv. @{1} 両手剣（BDなし）
15287	Lv. @{1} One-Handed Sword (No BD)	Lv. @{1} 片手剣（BDなし）
15288	Insufficient faction quest points	陣営クエストポイントが不足しています
15289	Only ${1} characters can use this	このアイテムを使用できるのは${1}キャラクターのみです
15290	Please select a main story branch	メインストーリーの分岐を選択してください
15291	Not Participated in Monster Kills	モンスター討伐に未参加
15292	Not enough treasure chests opened	開けた宝箱の数が不足しています
15293	Not enough Soul Echo Enhancements	ソウルエコー強化回数が不足しています
15294	Codex Points (Monsters - Mjolnir)	図鑑ポイント（モンスター - ミョルニール）
15295	${1} declined the dungeon summons	${1}がダンジョン召喚を拒否しました
15296	You've already given this a Like.	すでに「いいね」済みです。
15297	<color=#EC543A>(Inactive)</color>	<color=#EC543A>（非アクティブ）</color>
15298	Divine Blessing effect increased!	神聖な祝福の効果が増加！
15299	Adventure Handbook Reward Preview	冒険ハンドブック報酬プレビュー
15300	Tap to Search the Book Collection	タップしてブックコレクションを検索
15301	Participate Solo or with a party.	ソロまたはパーティで参加。
15302	Fair Competition for @{1} Players	@{1}人用公平競技
15303	Movement of the God of Nature · I	自然神の楽章・I
15304	Cross Exorciser [Triggered Skill]	クロスエクソシスト［発動スキル］
15305	Tree Spirit's Blessing Invincible	樹霊の祝福・無敵
15306	Maximize Power - Weapon Polishing	最大出力 - ウェポンポリッシング
15307	S@{1} Vulcan Cannon Counter Stack	S@{1} バルカンキャノン・カウンタースタック
15308	S@{1} High-Energy Impact Listener	S@{1} ハイエナジーインパクト・リスナー
15309	Reduce Enhance Shield Bash Floors	シールドバッシュ強化の階層を減少
15310	BDDictionary_enum@{1}_BigType_Set	BDDictionary_enum@{1}_BigType_Set
15311	Valkyrie's Blessing (Deprecated!)	ヴァルキリーの祝福（廃止予定！）
15312	Immune to damage while using Lope	跳躍使用中はダメージ無効
15313	Red Bubble Screen Tracking Effect	レッドバブル画面追尾エフェクト
15314	Move back Afterimage State Season	後退残像状態・シーズン
15315	Joint Beat Attack Speed Reduction	ジョイントビート・攻撃速度低下
15316	Joint Beat Physical DEF Reduction	ジョイントビート・物理DEF低下
15317	Aura Blade Max Stack Sound Effect	オーラブレード最大スタック効果音
15318	${1} invited you to join a tavern	${1}から酒場への招待が届きました
15319	Enhance all equipment to Lv. ${1}	すべての装備をLv. ${1}まで強化
15320	Go to the designated area in ${1}	${1}以内に指定エリアへ移動
15321	Speaking mode Setting successful.	発言モードの設定に成功しました。
15322	Clear Floor ${1} of the Pet Tower	ペットタワー${1}階をクリア
15323	Win ${1} times in the Tower Climb	タワークライムで${1}回勝利
15324	10-Player Dungeon Test Notes@{1}:	10人ダンジョン テストメモ@{1}：
15325	10-Player Raid Test Instructions:	10人レイド テスト説明：
15326	Together to the Ends of the Earth	世界の果てまで一緒に
15327	Cannot mount in the current state	現在の状態ではマウントに乗れません
15328	Someone already bought this item!	ほかのプレイヤーが先に購入しました！
15329	Group Chat creation limit reached	グループチャット作成上限に達しました
15330	Item cannot be added to Favorites	このアイテムはお気に入りに追加できません
15331	Gifts can only be sent to friends	ギフトはフレンドにのみ送れます
15332	You cannot send gifts to yourself	自分自身にはギフトできません
15333	Invalid Divine Arts Totem loadout	神術トーテム構成が無効です
15334	The Tavern room name is too long.	酒場の部屋名が長すぎます。
15335	Cannot Enable Bonus in a Dungeon.	ダンジョンではボーナスを有効化できません。
15336	Invalid skill wall-piercing level	スキルの壁貫通レベルが無効です
15337	The Guild Leader cannot be muted.	ギルドマスターはミュートできません。
15338	Already have Permission to speak.	すでに発言権限があります。
15339	Guild summon teleportation failed	ギルド召喚テレポートに失敗しました
15340	The response invite has timed out	応答招待がタイムアウトしました
15341	Response invite sent successfully	応答招待を送信しました
15342	Click a slot on the left to equip	左側のスロットをクリックして装備
15343	You do not have this Monthly Pass	この月間パスを所持していません
15344	The Siege Camp has been destroyed	攻城キャンプが破壊されました
15345	This slot has not been activated.	このスロットはまだ有効化されていません。
15346	This party mode is not supported.	このパーティモードはサポートされていません。
15347	^{1}Refinement-Affected Stats^{2}	^{1}精錬影響ステータス^{2}
15348	Hundredfold Tempering - Keen Edge	百錬成鋼 - 鋭刃
15349	Advanced DMG Reduction vs All Job	全職業からのダメージ軽減（大）
15350	Emerald Boundary-Breaking Remnant	エメラルドの境界突破の残滓
15351	Crimson Boundary-Breaking Remnant	クリムゾンの境界突破の残滓
15352	Character is not pending deletion	キャラクターは削除待ちではありません
15353	Quest [${1}] requirements not met	クエスト[${1}]の条件を満たしていません
15354	Quest [${1}] Repeat limit reached	クエスト[${1}]の繰り返し上限に達しました
15355	Item configuration does not exist	アイテム設定が存在しません
15356	Items cannot be used in this area	このエリアではアイテムを使用できません
15357	The preset has not been unlocked.	プリセットが未解放です。
15358	Skill selector validation failed.	スキル選択の検証に失敗しました。
15359	Stage 4\nDestroy the Ornate Metal	ステージ4\n華麗な金属を破壊
15360	Phase 3\nDefend the Control Point	フェーズ3\n制圧ポイントを守れ
15361	Jump into the Cave to Rescue Bobo	洞窟へ飛び込みボボを救出
15362	@{1} instances of circular damage	円形ダメージを@{1}回発生
15363	Lv. @{1} cards cannot be returned	Lv. @{1}のカードは返却できません
15364	No sweep attempts remaining today	本日の掃討回数が残っていません
15365	Too far away for NPC Interaction.	NPCとの距離が遠すぎます。
15366	Item is being processed (queued).	アイテムを処理中です（待機列）。
15367	Equipment Enhance Parameter error	装備強化パラメータエラー
15368	Cannot dismantle an equipped item	装備中のアイテムは分解できません
15369	The other player has blocked you.	相手のプレイヤーにブロックされています。
15370	Ah! Aaaaaah~! Aah!! Cough, cough!	あっ！ああああ～！あっ！！ゴホッ、ゴホッ！
15371	Broken watches and hair for sale~	壊れた時計と髪飾りはいかが～
15372	None of this is mere coincidence.	どれも単なる偶然じゃない。
15373	Increases Healing Volume by @{1}%	回復量が@{1}%増加
15374	【Bash】 damage increased by @{1}%.	【バッシュ】のダメージが@{1}%増加。
15375	AOE released when the shield ends	シールド終了時に範囲攻撃を発動
15376	Select a Replacement Build Preset	置換するビルドプリセットを選択
15377	Physical/Magic DEF -^{1}${1}%^{2}	物理/魔法DEF -^{1}${1}%^{2}
15378	Physical/Magic DEF +^{1}${1}%^{2}	物理/魔法DEF +^{1}${1}%^{2}
15379	Damage increased by ^{1}${1}%^{2}	ダメージ +^{1}${1}%^{2}
15380	Detects nearby invisible enemies.	周囲の透明な敵を検知。
15381	Physical and Magic DEF decreased.	物理DEFと魔法DEFが低下。
15382	Physical ATK and Magic ATK +${6}%	物理ATKと魔法ATK +${6}%
15383	Physical ATK and Magic ATK +${4}%	物理ATKと魔法ATK +${4}%
15384	Physical ATK and Magic ATK +${3}%	物理ATKと魔法ATK +${3}%
15385	Physical ATK and Magic ATK +${1}%	物理ATKと魔法ATK +${1}%
15386	Grants Call Thunder buff Lv. @{1}	コールサンダーバフ Lv. @{1}を付与
15387	Demonic Dragon Soul Vulnerability	魔竜の魂・脆弱化
15388	Musical Instrument Full-Field AOE	楽器・全フィールド範囲攻撃
15389	Launch a bubble of a random color	ランダムな色のバブルを発射
15390	Stone-Shaped Slash Targeting—Easy	石形斬撃ターゲティング—イージー
15391	Greatest General Targeting - Fire	天下大将軍ターゲティング - 火
15392	Glast Heim Aboveground Floor @{1}	グラストヘイム地上 @{1}F
15393	Unlocks when Growth reaches ${1}.	成長度${1}で解放。
15394	Worldscorch Feather·Brilliant Gold	ワールドスコーチフェザー・ブリリアントゴールド
15395	Worldscorch Feather: Burning Wings	ワールドスコーチフェザー：バーニングウィング
15396	[Rift Crisis] Special Commendation	［リフトクライシス］特別表彰
15397	Spend ${1} to complete the Unseal?	${1}を消費して封印解除を完了しますか？
15398	Damage Reduction from Brute Race %	動物種族からのダメージ軽減 %
15399	Damage Reduction from Demon Race %	悪魔種族からのダメージ軽減 %
15400	Damage Reduction from Plant Race %	植物種族からのダメージ軽減 %
15401	Damage Reduction from Angel Race %	天使種族からのダメージ軽減 %
15402	${1} modes have reached this tier.	${1}モードがこのランクに到達しました。
15403	This Function is not yet available	この機能はまだ利用できません
15404	Earn a C rating on the battlefield	戦場でC評価を獲得
15405	Earn a B rating on the battlefield	戦場でB評価を獲得
