Index	English	Japanese_Translation
7089	Challenge Success	チャレンジ成功
7090	Vice Guild Master	副ギルドマスター
7091	Damage Reduction%	ダメージ軽減率
7092	Magic Penetration	魔法貫通
7093	Freeze Resistance	凍結耐性
7094	Poison Resistance	毒耐性
7095	Immobilize Attack	移動不能攻撃
7096	Monster EXP Bonus	モンスターEXPボーナス
7097	Monster Challenge	モンスターチャレンジ
7098	^{1}Phase One^{2}	^{1}フェーズ1^{2}
7099	^{1}Phase Two^{2}	^{1}フェーズ2^{2}
7100	Next Tier Rewards	次ランク報酬
7101	Not yet available	現在利用不可
7102	Season Settlement	シーズン精算
7103	Conqueror Rewards	征服者報酬
7104	Season Shop\n${1}	シーズンショップ\n${1}
7105	Conqueror's Proof	征服者の証
7106	Estimated Rewards	予想報酬
7107	Defeat Wind Ghost	ウィンドゴーストを倒す
7108	MVP-Dracula Baron	MVP-ドラキュラ男爵
7109	MVP-Goblin Leader	MVP-ゴブリンリーダー
7110	Refine @{1} times	@{1}回精錬する
7111	Have @{1} friends	フレンドを@{1}人作る
7112	Equipment Forging	装備製造
7113	Kill @{1} Rockers	ロッカーを@{1}体倒す
7114	Fly Wing Tutorial	ハエの羽チュートリアル
7115	Current Encounter	現在の遭遇
7116	Talk to the woman	女性と話す
7117	Capture the Thief	盗賊を捕まえる
7118	Inspect the cargo	積み荷を調べる
7119	Ask the Professor	教授に尋ねる
7120	Permanently Owned	永久所持
7121	Second Job Change	二次転職
7122	Change Guild Name	ギルド名を変更
7123	Appoint as Leader	リーダーに任命
7124	Become an Officer	役員になる
7125	Alliance Ballista	同盟バリスタ
7126	World's Best Lute	世界最高のリュート
7127	Spirit Tower Shop	精霊の塔ショップ
7128	Realm of the Gods	神々の領域
7129	Building Level-up	建物レベルアップ
7130	Equipment Details	装備詳細
7131	After Restoration	修復後
7132	Black Iron Emblem	黒鉄の紋章
7133	Quick Use Potions	ポーションをクイック使用
7134	Chapter Objective	チャプター目標
7135	10-Player Dungeon	10人ダンジョン
7136	Remove from Party	パーティから外す
7137	Banish from Guild	ギルドから追放
7138	Board the Airship	飛行船に乗る
7139	Head to the Relic	遺物へ向かう
7140	Complete the race	レースを完走する
7141	Go to the Wildcat	ワイルドキャットへ向かう
7142	Use skill points*	スキルポイントを使う*
7143	Go to the Pyramid	ピラミッドへ向かう
7144	Equipment & Other	装備・その他
7145	Activation Effect	発動効果
7146	Path of Adventure	冒険の道
7147	Spinning Assassin	回転するアサシン
7148	Damage Reflection	ダメージ反射
7149	Battleground Info	バトルグラウンド情報
7150	Waiting to Revive	復活待ち
7151	Next Refresh Time	次回更新時間
7152	Refinement Failed	精錬失敗
7153	Equipment Upgrade	装備強化
7154	Refine Level ${1}	精錬レベル ${1}
7155	Season Refinement	シーズン精錬
7156	Mount Trait Entry	乗り物特性項目
7157	Appearance Preset	外見プリセット
7158	Character Effects	キャラクター効果
7159	Life Skill - Chef	生活スキル - 料理人
7160	Friend Group Chat	フレンドグループチャット
7161	Monster Hunt Shop	モンスターハントショップ
7162	No mail to claim.	受取可能なメールはありません。
7163	Recommended Price	推奨価格
7164	No search history	検索履歴なし
7165	Search Help Title	検索ヘルプ
7166	Today's Tax Rate:	本日の税率：
7167	Retrieval Overdue	受取期限超過
7168	Pre-purchase List	事前購入リスト
7169	Penalty Duration:	ペナルティ時間：
7170	Totem Development	トーテム育成
7171	Cooking Materials	料理素材
7172	Beginner Emblem I	初心者エンブレム I
7173	New Leaf Emblem I	若葉エンブレム I
7174	Rental Successful	レンタル成功
7175	Right Tap to Open	右タップで開く
7176	Search Point Mall	ポイントモールを検索
7177	Confirm exchange?	交換しますか？
7178	Price - Ascending	価格 - 昇順
7179	Tap to enter text	タップして入力
7180	Create Group Chat	グループチャットを作成
7181	Number of Members	メンバー数
7182	Popularity: +${1}	人気度：+${1}
7183	Enter player name	プレイヤー名を入力
7184	${1} went offline	${1}がオフラインになりました
7185	Objective Filter:	目標フィルター：
7186	Enter keywords...	キーワードを入力…
7187	Player is offline	プレイヤーはオフラインです
7188	Stronghold Battle	拠点戦
7189	Request Processed	リクエスト処理済み
7190	Preparation Phase	準備フェーズ
7191	Log in ${1} times	${1}回ログイン
7192	Kill ${1} Players	プレイヤーを${1}人倒す
7193	Shadow Resistance	闇耐性
7194	Benefits Overview	特典一覧
7195	Response canceled	回答をキャンセルしました
7196	Impeachment ended	弾劾が終了しました
7197	Edit Announcement	告知を編集
7198	Moderately Active	やや活発
7199	Current Position:	現在位置：
7200	No news available	ニュースはありません
7201	Facility Level-up	施設レベルアップ
7202	Departure Rewards	出発報酬
7203	Assistance Reward	支援報酬
7204	Event in Progress	イベント開催中
7205	Awaiting Response	回答待ち
7206	Wandering Caravan	流浪のキャラバン
7207	Guild Permissions	ギルド権限
7208	Job Advance Scene	転職シーン
7209	Sky Temple (Test)	天空神殿（テスト）
7210	Hope Beach (Test)	ホープビーチ（テスト）
7211	Temple of Cadence	律動の神殿
7212	Place Bet: Failed	ベット失敗
7213	Card: Savage Babe	カード：サベージベイブ
7214	Card: Beetle King	カード：ビートルキング
7215	Final Blow Reward	ファイナルブロー報酬
7216	Most Damage Taken	最多被ダメージ
7217	Show updated only	更新済みのみ表示
7218	Sketch Card: Maya	スケッチカード：マヤー
7219	Card: Rotar Zairo	カード：ローターザイロ
7220	Card: Side Winder	カード：サイドワインダー
7221	Card: Dark Priest	カード：ダークプリースト
7222	Card: Desert Wolf	カード：デザートウルフ
7223	Card: Creamy Fear	カード：クリーミーフィアー
7224	Card: Maya Purple	カード：マヤパープル
7225	Card: King Dramoh	カード：キングドラモー
7226	Shadow Card: Maya	シャドウカード：マヤー
7227	Competition Medal	競技メダル
7228	Novice Yalt Sword	ノービス・ヤルトソード
7229	Novice Greatsword	ノービス・グレートソード
7230	Immune to 【Slow】.	【減速】無効。
7231	Immune to 【Stun】.	【スタン】無効。
7232	Internal Cooldown	内部クールダウン
7233	Transform: Poring	変身：ポリン
7234	Immune to damage.	ダメージ無効。
7235	Damage Reduction.	ダメージ軽減。
7236	Magnus Exorcismus	マグヌスエクソシズム
7237	Radiant Sanctuary	輝けるサンクチュアリ
7238	Double Holy Light	ダブルホーリーライト
7239	Holy Spirit Surge	ホーリースピリットサージ
7240	Weaponry Research	武器研究
7241	High-Energy Pulse	高エネルギーパルス
7242	Divine Punishment	神罰
7243	Heavy Cannon Shot	ヘビーキャノンショット
7244	Keyboard Movement	キーボード移動
7245	You and Your Team	あなたとチーム
7246	Graphics Settings	グラフィック設定
7247	Build Shield Wall	シールドウォールを構築
7248	Summon Thief Bugs	盗蟲を召喚
7249	Mine Magic Circle	地雷魔法陣
7250	Berserk Injection	バーサーク注射
7251	Normal Attack@{1}	通常攻撃@{1}
7252	Sea Urchin Bullet	ウニ弾
7253	Hunter Charge@{1}	ハンターチャージ@{1}
7254	Skill@{1} Fin Mix	スキル@{1}フィンミックス
7255	Statue Laser @{1}	像レーザー @{1}
7256	Holy Light Strike	ホーリーライトストライク
7257	Massive Area Heal	広範囲大回復
7258	Blazing Formation	灼熱陣
7259	Protective Shield	プロテクトシールド
7260	End of ID Section	IDセクション終了
7261	Shadow Siphon@{1}	シャドウサイフォン@{1}
7262	Nether Pact Brand	冥界契約の刻印
7263	King of the Wargs	群れの王
7264	Enhance Warg Hunt	ウォーグハント強化
7265	Warg Hunt (Melee)	ウォーグハント（近接）
7266	Gluttonous Spider	暴食のスパイダー
7267	Greedy Black Kite	強欲なブラックカイト
7268	Dragon Fly Skills	ドラゴンフライスキル
7269	Realm of Darkness	闇の領域
7270	Stone Glyph Slash	ストーングリフスラッシュ
7271	Intimidating Roar	威圧の咆哮
7272	Inferno Explosion	インフェルノエクスプロージョン
7273	Dark Magnum Break	ダークマグナムブレイク
7274	Tribal Protection	部族の加護
7275	Goat's Protection	ヤギの加護
7276	Abomination Blade	忌まわしき刃
7277	Abominable Shriek	忌まわしき絶叫
7278	Soul's Protection	魂の加護
7279	Iron Ball Rampage	鉄球乱舞
7280	Forest's Blessing	森の祝福
7281	Tree Spirit Curse	木霊の呪い
7282	Resource Download	リソースダウンロード
7283	Missing Resources	不足リソース
7284	Service Agreement	サービス利用規約
7285	Activation failed	有効化に失敗しました
7286	Obtain Greatblade	グレートブレードを入手
7287	Drake Water Blade	ドレイク・ウォーターブレード
7288	Beehive Throw@{1}	ハチの巣投げ@{1}
7289	Swarming Bees@{1}	蜂群@{1}
7290	Summon Horong@{1}	ホロン召喚@{1}
7291	Grasp of the Dead	死者の掌握
7292	Laser Coffin Shot	レーザー棺桶ショット
7293	Mummy Cone Attack	マミー扇状攻撃
7294	Launch Red Bubble	赤バブル発射
7295	P@{1} Blue Bubble	P@{1} 青バブル
7296	Ground Red Bubble	地上赤バブル
7297	Skill@{1}Call@{2}	スキル@{1}コール@{2}
7298	Obtain Green Note	緑の音符を入手
7299	Lock-On Rectangle	ロックオン矩形
7300	Skill@{1} Variant	スキル@{1}バリエーション
7301	Crusader Note@{1}	クルセイダーノート@{1}
7302	Assassin Note@{1}	アサシンノート@{1}
7303	Merchant Note@{1}	マーチャントノート@{1}
7304	Melody Tidal Wave	メロディ・タイダルウェーブ
7305	Infinite Rhapsody	インフィニットラプソディ
7306	Destructive Flame	破滅の炎
7307	Jack Frost (Copy)	ジャックフロスト（コピー）
7308	Voice of the Soul	魂の声
7309	S@{1}Flamethrower	S@{1}火炎放射
7310	S@{1}Demonic Roar	S@{1}魔の咆哮
7311	S@{1}Shadow Guard	S@{1}シャドウガード
7312	Pharaoh New Skill	ファラオ新スキル
7313	Maya Purple Skill	マヤパープルスキル
7314	Dark Priest Skill	ダークプリーストスキル
7315	Passive Skill@{1}	パッシブスキル@{1}
7316	Pirate King Slash	海賊王斬り
7317	Elemental Pursuit	エレメンタルパースート
7318	Reading Spellbook	スペルブック読解
7319	Achievement Level	実績レベル
7320	Players Completed	クリア人数
7321	Life Regen +${1}%	HP自然回復 +${1}%
7322	No suitable cards	適合するカードなし
7323	Current Equipment	現在の装備
7324	Edit Active Bonds	有効な絆を編集
7325	Show less Compare	比較を簡略表示
7326	Title Description	称号説明
7327	Teammate's ID Tag	仲間のIDタグ
7328	Level Requirement	レベル条件
7329	Used for Exchange	交換用
7330	Midgard Continent	ミッドガルド大陸
7331	Max Level Preview	最大レベルプレビュー
7332	Recommended Build	おすすめビルド
7333	Edit Private Chat	個別チャットを編集
7334	Tap to Join Party	タップしてパーティ参加
7335	Research Notebook	研究ノート
7336	Military Supplies	軍需物資
7337	Musical Note Clue	音符の手がかり
7338	【Boss】Greedy Maya	【BOSS】強欲なマヤー
7339	Anti-Aircraft Gun	対空砲
7340	Lv. @{1} Ore Vein	Lv. @{1} 鉱脈
7341	Sanctified Ground	聖別された大地
7342	Toad Magic Circle	ヒキガエル魔法陣
7343	Wedding Assistant	結婚式アシスタント
7344	Airship Passenger	飛行船の乗客
7345	Middle-Aged Woman	中年女性
7346	Merchant for Hire	雇われ商人
7347	Life Skill Mentor	生活スキル教官
7348	Wedding Officiant	結婚式司式者
7349	Mysterious Person	謎の人物
7350	Geffen North Gate	ゲフェン北門
7351	Abandoned Village	廃村
7352	Papuchicha Forest	パプチカの森
7353	Pharos Lighthouse	ファロス灯台
7354	Territory War-III	領地戦-III
7355	Novice Instructor	ノービス教官
7356	Headwear Merchant	頭装備商人
7357	Guild Area Statue	ギルドエリア像
7358	Charge Projectile	チャージ弾
7359	Horong Projectile	ホロン弾
7360	Yellow Bubble NPC	黄バブルNPC
7361	Isti - Apocalypse	イスティ - アポカリプス
7362	Collect Blue Note	青の音符を集める
7363	Full-Arena Circle	全闘技場サークル
7364	Adeline von Crest	アデリン・フォン・クレスト
7365	Lord of Vermilion	ロードオブヴァーミリオン
7366	Gravitation Field	グラビテーションフィールド
7367	Enhance Land Mine	ランドマイン強化
7368	Blue-Haired Kafra	青髪のカプラ
7369	Minor Speed Boost	小移動速度アップ
7370	Major Speed Boost	大移動速度アップ
7371	Flame Trap Hunter	フレイムトラップハンター
7372	Pharaoh-Very Hard	ファラオ-ベリーハード
7373	Pharaoh-Nightmare	ファラオ-ナイトメア
7374	Rational Analysis	合理的分析
7375	Complete Stranger	まったくの他人
7376	Next Stage (${1})	次のステージ（${1}）
7377	Trade Tax Details	取引税詳細
7378	Close your Stall?	露店を閉じますか？
7379	Challenge Dracula	ドラキュラに挑戦
7380	Current Objective	現在の目標
7381	Approval Required	承認が必要
7382	Guild Information	ギルド情報
7383	Claimed This Week	今週受取済み
7384	Save Guild Emblem	ギルドエンブレムを保存
7385	Dungeon Adventure	ダンジョン冒険
7386	Activity Dividend	活躍度配当
7387	Emblem Background	エンブレム背景
7388	Guild Declaration	ギルド宣言
7389	Guild Recruitment	ギルド募集
7390	Receive an invite	招待を受け取る
7391	Member Adjustment	メンバー調整
7392	Honor Advancement	名誉昇格
7393	Go to Izlude Port	イズルード港へ向かう
7394	Recover the Cargo	積み荷を回収
7395	Deliver the Cargo	積み荷を届ける
7396	Compile the Intel	情報をまとめる
7397	Browse the Market	マーケットを見る
7398	The Missing Lunch	消えた昼食
7399	Unexpected Letter	思いがけない手紙
7400	Pet the Stray Cat	野良猫を撫でる
7401	The Second Letter	二通目の手紙
7402	Rusty Bell Hammer	錆びた鐘の槌
7403	Conquer the World	世界を征服する
7404	Boost to Lv. @{1}	Lv. @{1}までブースト
7405	The Greatest City	最高の都市
7406	Academy Sanctuary	アカデミー聖域
7407	The First Request	最初の依頼
7408	Submit Snake Gall	ヘビの胆を提出
7409	Deep in the Grass	草むらの奥へ
7410	Fly Wing, whoosh!	ハエの羽、ビューン！
7411	Prepare to Depart	出発準備
7412	Caravan in Crisis	危機のキャラバン
7413	Annoying Chonchon	うっとうしいチョンチョン
7414	Complete Training	訓練を完了
7415	Pet Level-up Info	ペットレベルアップ情報
7416	Pet has Respawned	ペットが復活しました
7417	Advancing Success	昇格成功
7418	Slot not unlocked	スロット未解放
7419	Total Power Bonus	総戦力ボーナス
7420	Beginner Benefits	初心者特典
7421	Chance Disclosure	確率表示
7422	Deployed Pet ${1}	配置ペット ${1}
7423	After Advancement	昇格後
7424	Enable Pet Follow	ペット追従を有効化
7425	Limited-Time Pool	期間限定プール
7426	Hatching Complete	孵化完了
7427	Total Codex Stats	図鑑総ステータス
7428	Limited-Time ${1}	期間限定 ${1}
7429	Select Wild Boar.	ワイルドボアを選択。
7430	Tap the Fly Wing.	ハエの羽をタップ。
7431	Class Unavailable	このクラスは利用できません
7432	Ms. Emma sent me.	エマさんに頼まれました。
7433	^{1}I'm ready^{2}	^{1}準備できた^{2}
7434	Pick Up the Notes	音符を拾う
7435	Weekly: ${1}/${2}	週間：${1}/${2}
7436	Growth Curriculum	成長カリキュラム
7437	Advanced to ${1}!	${1}に昇格しました！
7438	^{1}View Clue^{2}	^{1}手がかりを見る^{2}
7439	Ow, that hurts...	いてて、痛い…
7440	What did she say?	彼女は何て言った？
7441	Arrange the Cargo	積み荷を整理する
7442	Woof! Woof, woof!	ワン！ ワンワン！
7443	Leave the dungeon	ダンジョンを離れる
7444	Next Event Begins	次のイベント開始
7445	Enter Battlefield	戦場に入る
7446	Unlock Difficulty	難易度を解放
7447	Rally All Members	全メンバーを招集
7448	Abandon Challenge	チャレンジを放棄
7449	Title Skill Bonus	称号スキルボーナス
7450	Draw Second Prize	2等を引く
7451	The party is over	パーティは終わった
7452	Available Amount:	利用可能数：
7453	Capture the Flag!	旗を奪え！
7454	Star Traveler III	スタートラベラー III
7455	Woof, woof, woof!	ワン、ワン、ワン！
7456	Meow, meow! Meow!	ニャー、ニャー！ ニャー！
7457	Meow, meow~ Meow!	ニャー、ニャー～ ニャー！
7458	You lost, lackey!	負けだよ、子分！
7459	Meow, meow, meow!	ニャー、ニャー、ニャー！
7460	Ouch, that hurts!	いたっ、痛い！
7461	Advancement Quest	昇格クエスト
7462	Item Pre-purchase	アイテム事前購入
7463	Show Bidding Only	入札中のみ表示
7464	System Stall Name	システム露店名
7465	Save to This Plan	このプランに保存
7466	Preparation Time:	準備時間：
7467	Deliver the Flag:	旗を届ける：
7468	Battlefield Honor	戦場名誉
7469	Top Three Overall	総合トップ3
7470	Enter the League.	リーグに参加する。
7471	Echo Growth Quest	エコー成長クエスト
7472	Collection Points	収集ポイント
7473	Mount Unlock Item	乗り物解放アイテム
7474	Secret Cache Gift	秘密の宝箱ギフト
7475	Guild Leader Name	ギルドマスター名
7476	Damage per Second	秒間ダメージ
7477	Debuff Resistance	デバフ耐性
7478	Contributor Badge	貢献者バッジ
7479	DMG vs Demi-Human	対人型DMG
7480	Party Recruitment	パーティ募集
7481	Large Chat Emotes	大型チャットエモート
7482	Need a Sweet Girl	かわいい女の子募集
7483	Photo Enthusiasts	写真愛好家
7484	"Harmony at Dawn"	「暁の調和」
7485	Cross Bombardment	十字砲撃
7486	Deliver Fireworks	花火を届ける
7487	Blessing of Light	光の祝福
7488	Earthshaking Rift	大地を揺るがす裂け目
7489	Blessing of Water	水の祝福
7490	Generic - Suicide	汎用 - 自爆
7491	Pass the Dynamite	ダイナマイトを渡す
7492	Eddga-Placeholder	エドガ-プレースホルダー
7493	Horong Disappears	ホロン消滅
7494	Ironwood Wrapping	鉄木の包材
7495	Sacred Wood Chunk	聖木の欠片
7496	Sacred Wood Blank	聖木の素材
7497	Fluffy Fiber Tuft	ふわふわ繊維束
7498	Woolen Cloth Roll	毛織物ロール
7499	Sacred Cloth Roll	聖布ロール
7500	Pick Up the Cargo	積み荷を拾う
7501	Snake Gallbladder	ヘビの胆のう
7502	^{1}[Faction]^{2}	^{1}[陣営]^{2}
7503	The Relic's Power	遺物の力
7504	Anomalous Arrival	異変の到来
7505	Reunited with Her	彼女との再会
7506	Baphomet's Ambush	バフォメットの奇襲
7507	The Terrified Man	怯えた男
7508	Find the Entrance	入口を探す
7509	Alchemy Materials	錬金素材
7510	Item Use Disabled	アイテム使用不可
7511	Movement Disabled	移動不可
7512	DOWNLOADING_TITLE	ダウンロード中
7513	Focused Gathering	集中採集
7514	Material Recovery	素材回収
7515	Lossless Crafting	無損失製作
7516	Vivify Multiplier	活性倍率
7517	Life Skill Expert	生活スキルエキスパート
7518	Peak Productivity	最高生産効率
7519	A fine Soul Echo.	上質なソウルエコー。
7520	Collection failed	収集に失敗しました
7521	Invalid operation	無効な操作
7522	Oracle Star Chain	オラクルスター・チェイン
7523	A Traveler's Rest	旅人の休息
7524	War God's Raiment	戦神の装束
7525	Select Skill Book	スキルブックを選択
7526	Continuous Shield	持続シールド
7527	Desperate Defense	決死の防御
7528	Fortitude Defense	不屈の防御
7529	Abundant Strength	満ちる力
7530	Vengeful Strength	復讐の力
7531	Nature's Blessing	自然の祝福
7532	Pet Shard: Poring	ペットの欠片：ポリン
7533	Pet Shard: Bongun	ペットの欠片：ボンゴン
7534	Pet Shard: Alicel	ペットの欠片：アリセル
7535	Pet Shard: Miguel	ペットの欠片：ミゲル
7536	Pet Shard: Deadre	ペットの欠片：デッドレ
7537	Death Witch Shard	デスウィッチの欠片
7538	Dig - Co-op Chest	発掘 - 協力宝箱
7539	Random Card Album	ランダムカード帖
7540	Chili Beast Steak	激辛ビーストステーキ
7541	Vanilla Hot Cocoa	バニラホットココア
7542	Colorful Lollipop	カラフルロリポップ
7543	Mixed Fruit Juice	ミックスフルーツジュース
7544	Woody Grape Drink	ウッディグレープドリンク
7545	Whale Potion Pack	ホエールポーションパック
7546	Enchant Materials	エンチャント素材
7547	Slot Not Unlocked	スロット未解放
7548	Crusader Portrait	クルセイダーの肖像
7549	Assassin Portrait	アサシンの肖像
7550	Merchant Portrait	マーチャントの肖像
7551	Mechanic Portrait	メカニックの肖像
7552	Shiitake Mushroom	シイタケ
7553	Radiant Gold Grip	輝く黄金の柄
7554	Luminous Gold Ore	発光する金鉱石
7555	Sobbing Starlight	すすり泣く星明かり
7556	Embers of Insight	洞察の残り火
7557	Discarded Uniform	捨てられた制服
7558	Shimmering Liquid	きらめく液体
7559	Super Solid Shell	超堅固な殻
7560	Hard Insect Shell	硬い昆虫の殻
7561	Little Red Flower	小さな赤い花
7562	Three-Leaf Clover	三つ葉のクローバー
7563	Equipment Crystal	装備クリスタル
7564	Red Card Fragment	赤カードの欠片
7565	Starlight Silk IX	星光の絹 IX
7566	Starlight Silk VI	星光の絹 VI
7567	Starlight Silk IV	星光の絹 IV
7568	Starlight Silk II	星光の絹 II
7569	Star Diamond VIII	スターダイヤ VIII
7570	Blessed Armor Ore	祝福された防具鉱石
7571	Enriched Oridecon	濃縮オリデオコン
7572	Rare Treasure Map	希少な宝の地図
7573	Box of the Future	未来の箱
7574	Crystal of Regret	後悔のクリスタル
7575	Professor's Notes	教授のノート
7576	Expired Flatbread	期限切れのフラットブレッド
7577	Whispering Flower	ささやく花
7578	Sparkling Balloon	きらめく風船
7579	Magic DEF Crystal	魔法DEFクリスタル
7580	Lv. @{1} @{2} Bow	Lv. @{1} @{2} ボウ
7581	Super Arena Katar	スーパーアリーナカタール
7582	Armored Pauldrons	装甲ショルダーガード
7583	Adventurer's Suit	冒険者のスーツ
7584	Valkyrja's Shield	ヴァルキュリアシールド
7585	Wind Spirit Katar	ウィンドスピリットカタール
7586	Hypnotist's Staff	ヒプノティストスタッフ
7587	Lich's Bone Staff	リッチのボーンスタッフ
7588	Novice Battle Axe	ノービスバトルアックス
7589	Bloody Battle Axe	ブラッディバトルアックス
7590	Double-Bladed Axe	ダブルブレードアックス
7591	Wind Spirit Spear	ウィンドスピリットスピア
7592	Wind Spirit Sword	ウィンドスピリットソード
7593	Final Vow Chalice	最後の誓いの聖杯
7594	Not yet completed	未完了
7595	Subjugation Medal	討伐メダル
7596	Card: Orc Warrior	カード：オーク戦士
7597	Card: Super Picky	カード：すごいピッキ
7598	Unlock Appearance	外見を解放
7599	Tavern Room Rules	酒場ルーム規則
7600	Card Advancement:	カード昇格：
7601	Collection Cards:	コレクションカード：
7602	Equipment Loadout	装備ロードアウト
7603	First Clear Party	初回クリアパーティ
7604	Reward Count:${1}	報酬回数：${1}
7605	Auction Countdown	オークションカウントダウン
7606	${1} won the item	${1}がアイテムを落札しました
7607	Ready check sent.	準備確認を送信しました。
7608	Recommended Setup	おすすめ設定
7609	Advanced Crafting	上級製作
7610	Enhance Gathering	採集強化
7611	Quicksand Tornado	流砂トルネード
7612	Advancing Hornets	突進ホーネット
7613	Giant-Blade Kunai	大刃クナイ
7614	Jellyfish Requiem	クラゲのレクイエム
7615	Ultra Shield Bash	ウルトラシールドバッシュ
7616	First Death Bonus	初回死亡ボーナス
7617	Kill Streak: @{1}	連続撃破：@{1}
7618	Damage Over @{1}M	ダメージ @{1}M以上
7619	Damage Over @{1}K	ダメージ @{1}K以上
7620	Most Cannon Shots	最多キャノン射撃
7621	Kind and Generous	親切で寛大
7622	Dominate the Game	ゲームを制圧
7623	Over @{1}m Damage	@{1}m以上のダメージ
7624	Over @{1}k Damage	@{1}k以上のダメージ
7625	Kill Streak X${1}	連続撃破 X${1}
7626	Most Damage Dealt	最多与ダメージ
7627	Promotion Preview	昇格プレビュー
7628	Obtain Book Pages	本のページを入手
7629	No Matching Cards	一致するカードなし
7630	No Matching Books	一致する本なし
7631	Increase Affinity	親密度を上げる
7632	Spirit Tower Race	精霊の塔レース
7633	Political Content	政治コンテンツ
7634	High Attack Speed	高攻撃速度
7635	Charging Momentum	チャージモメンタム
7636	Steel Fur Grizzly	鋼毛のグリズリー
7637	Card Magnum Break	カード・マグナムブレイク
7638	Charge Up Passive	チャージアップパッシブ
7639	Fake Damage Count	疑似ダメージカウント
7640	Spatial Dimension	空間次元
7641	Shadow Step Trail	シャドウステップ軌跡
7642	Lightning Release	ライトニングリリース
7643	Lope Start Marker	跳躍開始マーカー
7644	Spawn Effect @{1}	出現エフェクト @{1}
7645	Gain an ATK Boost	ATKブースト獲得
7646	Status Check Buff	状態確認バフ
7647	Lock Skill Hotbar	スキルホットバーをロック
7648	Combat Assistance	戦闘支援
7649	Buff Display Area	バフ表示エリア
7650	Interaction Skill	インタラクションスキル
7651	Mechanic Feedback	メカニックフィードバック
7652	Right-click to Go	右クリックで移動
7653	Custom Action Bar	カスタムアクションバー
