Index	English	Japanese_Translation
193	Slow	減速
194	Kill	討伐
195	Name	名前
196	Mute	ミュート
197	Home	ホーム
198	Mail	メール
199	Bond	絆
200	Mood	気分
201	Mage	マジシャン
202	Sage	セージ
203	Bard	バード
204	Monk	モンク
205	idle	待機
206	walk	歩行
207	Cost	費用
208	Free	無料
209	Rent	レンタル
210	Ride	騎乗
211	Open	開く
212	More	その他
213	Talk	会話
214	Away	離席
215	Post	投稿
216	Join	参加
217	Camp	キャンプ
218	View	確認
219	Info	情報
220	Tips	ヒント
221	Hour	時間
222	Item	アイテム
223	Maya	マヤ
224	Wind	風
225	Holy	聖
226	Buff	バフ
227	Team	チーム
228	Rare	レア
229	Zeny	ゼニー
230	Stun	スタン
231	Lope	跳躍
232	Heal	ヒール
233	Bash	バッシュ
234	Show	表示
235	Move	移動
236	High	高
237	Hide	非表示
238	Blue	青
239	Weak	弱
240	Feed	餌やり
241	Ally	味方
242	Data	データ
243	News	お知らせ
244	Good	良
245	Full	満タン
246	Wait	待機
247	Burn	火傷
248	Read	既読
249	Next	次へ
250	Copy	コピー
251	karl	カール
252	dara	ダラ
253	ivan	イヴァン
254	jana	ヤナ
255	kael	カエル
256	lira	リラ
257	nora	ノラ
258	rhea	レア
259	vera	ヴェラ
260	wren	レン
261	xara	ザラ
262	yuri	ユーリ
263	zara	ザラ
264	brie	ブリー
265	Paul	ポール
266	Luna	ルナ
267	Bell	ベル
268	Flag	旗
269	Rope	ロープ
270	Wule	ウール
271	Boya	ボヤ
272	Toad	トード
273	Tono	トノ
274	Yura	ユラ
275	Achi	アチ
276	Seth	セス
277	Reid	リード
278	Gein	ゲイン
279	Punk	パンク
280	Doga	ドガ
281	Jack	ジャック
282	Emma	エマ
283	Kiki	キキ
284	Gwen	グウェン
285	John	ジョン
286	Nita	ニタ
287	Dove	ハト
288	Gate	ゲート
289	Isti	イスティ
290	Wave	ウェーブ
291	Reno	レノ
292	Rumi	ルミ
293	Test	テスト
294	Easy	イージー
295	Skip	スキップ
296	Main	メイン
297	Jade	翡翠
298	Gold	ゴールド
299	Sent	送信済み
300	Chef	シェフ
301	Eek!	きゃっ！
302	！！！.	！！！.
303	Keep	保持
304	Cute	かわいい
305	Lick	なめる
306	Sigh	ため息
307	Yawn	あくび
308	Smug	ドヤ顔
309	Evil	悪だくみ
310	Bonk	ポカッ
311	Kiss	キス
312	Peek	チラッ
313	Weep	シクシク
314	Doge	ドージ
315	Plan	計画
316	Fish	魚
317	Mace	メイス
318	Wand	ワンド
319	Tank	タンク
320	Pack	パック
321	Ring	リング
322	Wood	木材
323	Mine	鉱山
324	Fine	良質
325	Myth	神話
326	Body	胴
327	Tail	尾
328	Clue	手がかり
329	Hang	吊るす
330	Boss	BOSS
331	Salt	塩
332	Idle	待機
333	Coal	石炭
334	Wish	祈願
335	Cure	治療
336	Tuna	マグロ
337	Carp	コイ
338	Grit	闘志
339	Opal	オパール
340	Ruby	ルビー
341	Stem	植物の茎
342	Milk	ミルク
343	FIRE	火
344	Clip	クリップ
345	Coat	コート
346	Club	クラブ
347	Pike	パイク
348	Dirk	ダーク
349	Ilmo	イルモ
350	Ryan	ライアン
351	Area	地域
352	Race	種族
353	Size	サイズ
354	Fair	公平
355	Fear	恐怖
356	Page	ページ
357	Link	リンク
358	Host	ホスト
359	BOSS	BOSS
360	？？？.	？？？.
361	Base	Base
362	Karu	カル
363	Girl	少女
364	Biko	ビコ
365	Keni	ケニ
366	Geho	ゲホ
367	Whip	鞭
368	Book	本
369	Left	左
370	Agree	同意
371	Close	閉じる
372	Saved	保存済み
373	Armor	鎧
374	${1}s	${1}秒
375	${1}m	${1}分
376	${1}h	${1}時間
377	${1}d	${1}日
378	X${1}	×${1}
379	Event	イベント
380	Guild	ギルド
381	Tiara	ティアラ
382	Crown	クラウン
383	Blush	赤面
384	Toast	トースト
385	Hyena	ハイエナ
386	Vocal	ボーカル
387	Clock	クロック
388	Baron	バロン
389	Aliot	アリオット
390	Bokba	ボクバ
391	Fairy	妖精
392	Sohee	ソヒー
393	Stunt	スタント
394	To-Do	やること
395	Clear	クリア
396	Fabre	ファブル
397	Picky	ピッキー
398	Spore	スポア
399	Drops	ドロップス
400	Tarou	タロウ
401	Mummy	マミー
402	Piere	ピエール
403	Andre	アンドレ
404	Hydra	ヒドラ
405	Choco	チョコ
406	Verit	ベリット
407	Mimic	ミミック
408	Matyr	マーター
409	Flora	フローラ
410	Marin	マリン
411	Kukre	ククレ
412	Vadon	バドン
413	Marse	マルス
414	Argos	アルゴス
415	Munak	ムナック
416	Ghoul	グール
417	Golem	ゴーレム
418	Zerom	ゼロム
419	Grove	グローブ
420	Cramp	クランプ
421	Cheer	応援
422	Watch	観戦
423	Charm	お守り
424	Claim	受取
425	Today	本日
426	Reset	リセット
427	Elder	エルダー
428	Life%	HP%
429	PATK%	物理攻撃%
430	MATK%	魔法攻撃%
431	PDEF%	物理防御%
432	MDEF%	魔法防御%
433	FLEE%	回避%
434	CRIT%	クリティカル%
435	Magic	魔法
436	Level	レベル
437	Ended	終了
438	Vigor	活力
439	Elite	精鋭
440	Chief	チーフ
441	Equip	装備
442	Title	称号
443	Items	アイテム
444	Craft	製作
445	Affix	接頭辞
446	Nomad	ノマド
447	Other	その他
448	Retry	再試行
449	Rank:	ランク:
450	Stats	ステータス
451	Raid:	レイド:
452	Power	戦闘力
453	Help!	救援！
454	Basic	基本
455	Cloak	肩にかける物
456	Shoes	靴
457	Trade	取引
458	Stall	露店
459	Party	パーティ
460	Mount	乗り物
461	Build	ビルド
462	World	ワールド
463	Train	修練
464	Codex	図鑑
465	Share	共有
466	Theme	テーマ
467	Thief	シーフ
468	Rogue	ローグ
469	Price	価格
470	Empty	空き
471	Kills	討伐数
472	Owned	所持中
473	Total	合計
474	Apply	申請
475	Leave	脱退
476	Rally	集結
477	Peace	平和
478	Buyer	購入者
479	Rules	ルール
480	Score	スコア
481	Funds	資金
482	Payon	フェイヨン
483	Eddga	エドガ
484	Earth	地
485	Water	水
486	Ghost	念
487	Burst	バースト
488	Orbit	オービット
489	Decay	腐敗
490	Death	デス
491	Judex	ジュデックス
492	Sight	サイト
493	Smite	スマイト
494	Faith	フェイス
495	Range	射程
496	Sound	効果音
497	Music	BGM
498	Mouse	マウス
499	Above	上
500	Below	下
501	Green	緑
502	White	白
503	Scale	スケール
504	Ultra	最高
505	30fps	30fps
506	60fps	60fps
507	80fps	80fps
508	Pilot	パイロット
509	Laser	レーザー
510	Blink	まばたき
511	Slash	スラッシュ
512	Color	カラー
513	Parry	パリィ
514	Steal	スティール
515	Reply	返信
516	grant	グラント
517	brynn	ブリン
518	eirik	エイリク
519	fiona	フィオナ
520	hilda	ヒルダ
521	orion	オリオン
522	petra	ペトラ
523	quinn	クイン
524	soren	ソレン
525	ulric	ウルリック
526	asher	アッシャー
527	Alpha	アルファ
528	Louie	ルイ
529	Katie	ケイティ
530	Stone	ストーン
531	Drake	ドレイク
532	Kafra	カプラ
533	Rybio	リビオ
534	Carat	カラット
535	Sting	スティング
536	Dotty	ドッティ
537	Sooty	スーティ
538	Snowy	スノーウィ
539	Cacao	カカオ
540	Tilpi	ティルピ
541	Child	子供
542	Woman	女性
543	Ariel	アリエル
544	Gutei	愚庭
545	Ayipu	アイプ
546	Benny	ベニー
547	Naren	ナレン
548	Chiri	チリ
549	Cetsu	セツ
550	Clown	クラウン
551	Marie	マリー
552	Rhine	ライン
553	Hawke	ホーク
554	Relic	レリック
555	Allen	アレン
556	Lemon	レモン
557	Buddy	バディ
558	Praxx	プラックス
559	Guard	ガード
560	Black	黒
561	Nasha	ナーシャ
562	Kunai	クナイ
563	Test?	テスト？
564	Start	開始
565	Swept	掃討
566	Floor	階
567	Brass	黄銅
568	Time:	時間：
569	Daily	デイリー
570	Frame	フレーム
571	${1}：	${1}：
572	Limit	上限
573	${1}★	${1}★
574	Hatch	孵化
575	Miner	炭鉱夫
576	Dear~	親愛なる～
577	Yeah.	うん。
578	Em...	ええと…
579	Learn	習得
580	Story	ストーリー
581	Angry	怒り
582	Happy	喜び
583	Smirk	ニヤリ
584	Sorry	ごめんね
585	Tears	涙
586	Smile	笑顔
587	Dizzy	クラクラ
588	Faint	気絶
589	Frown	不機嫌
590	Shush	しーっ
591	Heart	ハート
592	Tease	からかい
593	Spawn	出現
594	Guide	ガイド
595	Notes	ノート
596	Honor	名誉
597	Brute	動物
598	Demon	悪魔
599	Plant	植物
600	Angel	天使
601	Small	小型
602	Large	大型
603	Staff	ロッド
604	Katar	カタール
605	Arrow	矢
606	Owner	所有者
607	T@{1}	T@{1}
608	Order	注文
609	Sense	センス
610	Metal	金属
611	Wings	翼
612	Agile	俊敏
613	Enter	入場
614	Touch	タッチ
615	Relax	くつろぐ
616	Place	配置
617	Spray	スプレー
618	Comet	コメット
619	Split	分裂
620	Fire!	発射！
621	Count	回数
622	Field	フィールド
623	Glyph	グリフ
624	Mages	メイジ
625	Type:	タイプ：
626	Sleep	睡眠
627	Grade	等級
628	Extra	追加
629	Sugar	砂糖
630	Grape	ブドウ
631	Scell	セル
632	Honey	ハチミツ
633	Cyfar	サイファール
634	Topaz	トパーズ
635	Pearl	真珠
636	Trunk	木の心臓
637	Steel	鋼鉄
638	Boots	ブーツ
639	Spear	スピア
640	Saber	サーベル
641	Blade	ブレイド
642	Sword	ソード
643	Ready	準備完了
644	×${1}	×${1}
645	Mirko	ミルコ
646	Union	ユニオン
647	Piety	パイエティ
648	Thorn	トゲ
649	Blind	暗黒
650	Curse	呪い
651	Delay	ディレイ
652	Chain	チェイン
653	Haste	ヘイスト
654	Match	マッチ
655	x1050	x1050
656	x3000	x3000
657	x4050	x4050
658	¥${1}	¥${1}
659	Kates	ケイツ
660	Alien	エイリアン
661	Puppy	子犬
662	Zalab	ザラブ
663	Uses:	用途：
664	Pause	一時停止
665	Dummy	ダミー
666	Clone	分身
667	Meter	メーター
668	P${1}	P${1}
669	Reject	拒絶
670	Skills	スキル
671	Cancel	キャンセル
672	Delete	削除
673	Weapon	武器
674	Notice	お知らせ
675	Expand	拡張
676	Rating	評価
677	Filter	フィルター
678	Monday	月曜日
679	Friday	金曜日
680	Sunday	日曜日
681	Normal	ノーマル
682	Alpaca	アルパカ
683	Savage	サベージ
684	Bongun	ボングン
685	Miguel	ミゲル
686	Alicel	アリセル
687	Daedre	デイドル
688	Medusa	メデューサ
689	Rarity	レアリティ
690	Format	フォーマット
691	Korean	韓国語
692	Attack	攻撃
693	Knight	ナイト
694	Owned:	所持：
695	Redeem	交換
696	Poring	ポリン
697	Willow	ウィロー
698	Condor	コンドル
699	Rocker	ロッカー
700	Creamy	クリーミー
701	Smokie	スモーキー
702	Wraith	レイス
703	Eggyra	エギラ
704	Zombie	ゾンビ
705	Deniro	デニーロ
706	Vitata	ヴィタータ
707	Martin	マーティン
708	Marina	マリーナ
709	Zenorc	ゼノルク
710	Merman	マーマン
711	Mantis	マンティス
712	Horong	ホロン
713	Dokebi	ドケビ
714	Strouf	ストルフ
715	Marduk	マルドゥク
716	Pasana	パサーナ
717	Petite	プチ
718	Anubis	アヌビス
719	Sropho	スロフォ
720	Ritual	儀式
721	Assist	アシスト
722	Renown	名声
723	Leader	リーダー
724	Member	メンバー
725	Shield	シールド
726	Season	シーズン
727	Locked	ロック中
728	Relax.	リラックス。
729	Max HP	最大HP
730	Max SP	最大SP
731	Points	ポイント
732	Cleave	クリーブ
733	A Book	本
734	Survey	調査
735	Damage	ダメージ
736	Refine	精錬
737	Radius	範囲
738	Battle	バトル
739	Rookie	ルーキー
740	Novice	ノービス
741	${1}0K	${1}0K
742	Title:	称号：
743	Guild:	ギルド：
744	Unlock	解放
745	Party:	パーティ：
746	Switch	切替
747	PATRON	パトロン
748	Remove	解除
749	Insert	装着
750	Endure	インデュア
751	Undead	不死
752	Revive	復活
753	Result	結果
754	Ignore	無視
755	Accept	承諾
756	Active	アクティブ
757	Bubble	バブル
758	Growth	育成
759	Server	サーバー
760	Trophy	トロフィー
761	Status	ステータス
762	Quests	クエスト
763	Talent	才能
764	Nearby	付近
765	System	システム
766	Tavern	酒場
767	Deploy	出撃
768	Preset	プリセット
769	Others	その他
770	Top Up	チャージ
771	Blocks	ブロック
772	Wizard	ウィザード
773	Archer	アーチャー
774	Hunter	ハンター
775	Dancer	ダンサー
776	Sniper	スナイパー
777	Ranger	レンジャー
778	Priest	プリースト
779	Listed	出品中
780	Amount	数量
781	Search	検索
782	Shared	共有
783	Rented	レンタル中
784	Obtain	獲得
785	Pass I	パスI
786	Go Get	向かう
787	Total:	合計：
788	Recent	最近
789	Locate	位置確認
790	Invite	招待
791	Create	作成
792	Bonus:	ボーナス：
793	Player	プレイヤー
794	Unmute	ミュート解除
795	Listen	聞く
796	Finder	パーティ検索
797	Power:	戦闘力：
798	Follow	追尾
799	Seller	出品者
800	No Bid	入札なし
801	Steady	安定
802	Covert	潜入
803	Salary	給料
804	Repost	再出品
805	Online	オンライン
806	Copied	コピー完了
807	Loaded	装填完了
808	Depart	出発
809	Minute	分
810	Update	更新
811	Izlude	イズルード
812	Geffen	ゲフェン
813	Osiris	オシリス
814	Splash	スプラッシュ
815	Poison	毒
816	Shadow	シャドウ
817	Debuff	デバフ
818	Summon	召喚
819	Dispel	ディスペル
820	Report	通報
821	Ruwach	ルワッハ
822	Pneuma	プネウマ
823	Gloria	グロリア
824	Shrink	シュリンク
825	Riding	騎乗
826	Recoil	反動
827	Low HP	低HP
828	Master	マスター
829	Medium	中
830	HP Bar	HPバー
831	Target	目標
832	Yellow	黄
833	120fps	120fps
834	Purple	紫
835	Mining	採掘
836	Frenzy	フレンジー
837	Hiding	ハイディング
838	Failed	失敗
839	Defeat	敗北
840	Repair	修復
841	Banned	利用停止
842	Shroud	シュラウド
843	Encore	アンコール
844	Meteor	メテオ
845	Pierce	ピアス
846	Vivify	ビビファイ
847	Basics	基本
848	Bonded	帰属
849	Return	戻る
850	Unseal	封印解除
851	Refund	返金
852	In Use	使用中
853	Button	ボタン
854	Manual	手動
855	Lineup	編成
856	Submit	提出
857	Emotes	エモート
858	Record	記録
859	aldric	アルドリック
860	cedric	セドリック
861	gareth	ガレス
862	magnus	マグナス
863	thalia	タリア
864	Saipan	サイパン
865	Martha	マーサ
866	Fervor	熱意
867	Turret	砲台
868	Cannon	大砲
869	Bragis	ブラギ
870	Hornet	ホーネット
871	Kraken	クラーケン
872	Fafnir	ファフニール
873	Flower	フローラ
874	Astair	アステア
875	Netvia	ネットビア
876	Kuskel	クスケル
877	Ha-jin	ハジン
878	Daisha	ダイシャ
879	Reader	リーダー
880	Mother	母親
881	Worker	作業員
882	Morroc	モロック
883	Joanne	ジョアン
884	Huahua	ホワホワ
885	Puppet	パペット
886	Fallen	倒れた
887	Floors	階層
888	Silver	シルバー
889	Timing	タイミング
890	Paused	一時停止中
891	Open 1	1回開封
892	Finale	フィナーレ
893	Shorty	ちびっこ
894	Weekly	ウィークリー
895	Guides	攻略
896	Rebate	還元
897	Falcon	ファルコン
898	Meow~~	ニャ～
899	Launch	起動
900	Output	出力
901	Log In	ログイン
902	CHARGE	突撃
903	Crying	泣く
904	Giggle	くすくす
905	Please	お願い
906	Salute	敬礼
907	Orange	オレンジ
908	Rally!	集合！
909	Focus!	集中！
910	！！！！！.	！！！！！.
911	Finish	完了
912	Emblem	エンブレム
913	Pirate	海賊
914	Outbid	高値更新
915	Morale	士気
916	Demote	降格
917	Insect	昆虫
918	Dragon	竜
919	Dagger	短剣
920	Ranged	遠距離
921	Plants	植物
922	Helmet	兜
923	Chance	確率
924	Legend	レジェンド
925	Luxury	豪華
926	Effect	効果
927	Caress	撫でる
928	Charge	突撃
929	Ⅲ-@{1}	Ⅲ-@{1}
930	${1}/s	${1}/秒
931	damage	ダメージ
932	Potion	ポーション
933	Flying	飛行
934	Masked	仮面
935	Facing	向き
936	Frozen	氷結
937	Cotton	綿
938	Expert	達人
939	Niuniu	ニウニウ
940	BTN_OK	BTN_OK
941	Trunk.	原木。
942	Select	選択
943	Repeat	リピート
944	Innate	生来
945	Salmon	サーモン
946	Shrimp	エビ
947	Tomato	トマト
948	Grains	穀物
949	Citrin	シトリン
950	Zargon	ザーゴン
951	Garlet	ガーレット
952	Brigan	ブリガン
953	Zircon	ジルコン
954	Rosary	ロザリオ
955	Gloves	手袋
956	Amulet	アミュレット
957	Kronos	クロノス
958	Buster	バスター
959	Rapier	レイピア
960	Cutter	カッター
961	Unsold	未落札
962	Aikuni	アイクニ
963	Savior	救世主
964	Gospel	ゴスペル
965	Usable	使用可能
966	Weaken	衰弱
967	Flight	飛行
968	Freeze	凍結
969	Mobile	移動
970	Rename	名前変更
971	Prison	監獄
972	Detain	拘束
973	Agreed	同意済
974	Gossip	噂話
975	Liked.	いいね済。
976	Myself	自分
977	Vendor	露店
978	Ziqian	子銭
979	Singer	吟遊詩人
980	Double	ダブル
981	Sprint	スプリント
982	Amatsu	アマツ
983	Design	デザイン
984	Collect	収集
985	Confirm	確認
986	Tuesday	火曜日
987	Rewards	報酬
988	Goggles	ゴーグル
989	Blinker	目隠し
990	Ostrich	オーストリッチ
991	Incubus	インキュバス
992	Watcher	ウォッチャー
993	${1}FPS	${1}FPS
994	Lv.${1}	Lv.${1}
995	English	英語
996	Healing	回復
997	Support	支援
998	Control	妨害
999	Lunatic	ルナティック
1000	Bigfoot	ビッグフット
