Index	English	Japanese_Translation
16064	Mounts cannot be obtained repeatedly	同じマウントを重複取得できません
16065	You've reached the Add Friend limit.	フレンド追加上限に達しました。
16066	You cannot send messages to yourself	自分自身にメッセージは送れません
16067	Confirm transferring raid leadership	レイドリーダー権限の譲渡を確認
16068	Drag into the area to place a marker	エリア内へドラッグしてマーカーを設置
16069	Start a raid Placement confirmation?	レイド順位決定を開始しますか？
16070	Stronghold War bidding opens in ${1}	拠点戦入札開始まで ${1}
16071	Supply Transport - Preparation Phase	物資輸送 - 準備フェーズ
16072	There are currently no Trade orders.	現在、取引注文はありません。
16073	No bidding eligibility for this ${1}	この${1}への入札資格がありません
16074	Activate the pet Faction ${1} effect	ペット陣営${1}効果を有効化
16075	Points you can earn today: ${1}/${2}	本日獲得可能ポイント：${1}/${2}
16076	Not enough items to create the guild	ギルド作成に必要なアイテムが不足しています
16077	You have not responded to this guild	このギルドにまだ応答していません
16078	Do not post my content in Guild News	自分の投稿をギルドニュースに掲載しない
16079	Guild Member limit increased to ${1}	ギルドメンバー上限が${1}に増加
16080	Black Gold prices have soared today.	本日はブラックゴールド価格が高騰しています。
16081	Pet Protection Effect Trigger - Buff	ペット保護効果発動 - バフ
16082	Insufficient buff Floors^{1}${1}^{2}	バフ階層が不足しています^{1}${1}^{2}
16083	First Clear time requirement not met	初回クリア時間条件を満たしていません
16084	Insufficient Guild GvE participation	ギルドGvE参加回数が不足しています
16085	Not enough Guild Siege points earned	ギルド攻城ポイントが不足しています
16086	Requires the ${2} professional title	${2}の専門称号が必要です
16087	Interaction is currently unavailable	現在インタラクションできません
16088	This unit's Physical DEF is reduced.	このユニットの物理DEFが低下。
16089	Frozen in ice. Cannot move or attack	氷結中。移動・攻撃不可
16090	Dragon's Highest-Aggro Target Effect	ドラゴン最高ヘイト対象エフェクト
16091	Increases damage reduction by @{1}%.	ダメージ軽減が@{1}%増加。
16092	Drag UI elements to reposition them.	UI要素をドラッグして位置を変更できます。
16093	Skill@{1}Flying Goblet Row Slam-Easy	スキル@{1}フライングゴブレット列叩きつけ-イージー
16094	Please enter a valid invitation code	有効な招待コードを入力してください
16095	Heavy Shield Defense - Shield Raised	ヘビーシールドディフェンス - シールド展開
16096	Ghost Ship Grand Charge Vertical@{1}	ゴーストシップグランドチャージ縦@{1}
16097	Falling Cross Cannonballs (Vertical)	落下クロス砲弾（縦）
16098	Moonlight Flower Launches Light Wave	月夜花が光波を発射
16099	Moonlight Flower Bell Charge Shuffle	月夜花ベルチャージ・シャッフル
16100	Create @{1} Same-Color Cross Bubbles	同色クロスバブルを@{1}個生成
16101	Praiser Priest Hymn: Angel Incarnate	賛美プリースト賛歌：天使の化身
16102	When a Sword is equipped, STR +${1}.	剣装備時、STR +${1}。
16103	Changes armor to the Earth property.	防具を地属性に変更。
16104	Changes armor to the Water property.	防具を水属性に変更。
16105	Changes armor to the Ghost property.	防具を念属性に変更。
16106	Reduces Earth damage taken by ${1}%.	受ける地属性ダメージを${1}%軽減。
16107	Reduces Water damage taken by ${1}%.	受ける水属性ダメージを${1}%軽減。
16108	Reduces Ghost damage taken by ${1}%.	受ける念属性ダメージを${1}%軽減。
16109	Click to add cards to the Collection	クリックしてカードをコレクションに追加
16110	This area has not been unlocked yet.	このエリアはまだ解放されていません。
16111	You may enter up to ${1} characters.	最大${1}文字まで入力できます。
16112	Learn prerequisite skill ${1} first.	先に前提スキル${1}を習得してください。
16113	Open Friday from @{1}:@{2}~@{3}:@{4}	金曜日 @{1}:@{2}～@{3}:@{4} 開放
16114	Join a guild to chat in this channel	このチャンネルでチャットするにはギルド加入が必要です
16115	Failed to send message to the server	サーバーへのメッセージ送信に失敗しました
16116	You haven't joined a mentorship yet!	まだ師弟関係を結んでいません！
16117	Rock Puppet Type A - Chaotic Watcher	ロックパペットA型 - カオスウォッチャー
16118	Resource Management Department Staff	資源管理部スタッフ
16119	Same-Color Collision Bubble NPC Left	同色衝突バブルNPC・左
16120	Same-Color Collision Bubble NPC Down	同色衝突バブルNPC・下
16121	Show Only Monsters with Purple Cards	紫カードを持つモンスターのみ表示
16122	Unsold items have been sent by mail.	売れ残ったアイテムをメールで返送しました。
16123	This item cannot be sold at a Stall.	このアイテムは露店で販売できません。
16124	Damage Reduction from Earth Monsters	地属性モンスターからのダメージ軽減
16125	Damage Reduction from Water Monsters	水属性モンスターからのダメージ軽減
16126	Damage Reduction from Ghost Monsters	念属性モンスターからのダメージ軽減
16127	Shield Bonus Received (Basis Points)	受けるシールドボーナス（ベーシスポイント）
16128	Guild application sent successfully.	ギルド申請を送信しました。
16129	No items available for Purchase Item	購入可能なアイテムがありません
16130	Visit the Monsterologist (@{1}/@{2})	モンスター研究員を訪ねる（@{1}/@{2}）
16131	【Guild Co-op】Realm of the Gods Quest	【ギルド協力】神々の領域クエスト
16132	Guild Activities - Hunting Challenge	ギルド活動 - ハンティングチャレンジ
16133	[Adventure Party] Divine Realm Quest	[冒険パーティ] 神域クエスト
16134	No Pet Shards available to dismantle	解体可能なペットの欠片がありません
16135	Swipe Through the Grass to Find Pets	草むらをスワイプしてペットを探す
16136	You've reached today's search limit.	本日の検索上限に達しました。
16137	Unlock the Rapid Incubation Function	高速孵化機能を解放
16138	Craft high-Rarity equipment quickly.	高レア装備を素早く製作する。
16139	Obtain a Red Card for the first time	初めて赤カードを入手
16140	Clear Floor @{1} of the Spirit Tower	精霊の塔@{1}階をクリア
16141	Defeat Isti in the Realm of the Gods	神々の領域でイスティを倒す
16142	Defeat Ilmo in the Realm of the Gods	神々の領域でイルモを倒す
16143	Reach Favor Lv. @{1} with any friend	任意のフレンドとの好感度をLv.@{1}にする
16144	Free the Professor from the ant egg.	教授をアリの卵から救出する。
16145	Open the treasure collected by Maya.	マヤーが集めた宝を開ける。
16146	Tap to claim the title quest reward.	タップして称号クエスト報酬を受け取る。
16147	Tap here to view the detailed rules.	ここをタップして詳細ルールを確認。
16148	Defend the gate until time runs out.	時間切れまで門を守る。
16149	The time has come. Begin the ritual.	時は来た。儀式を始めよう。
16150	Guild name changed from ${1} to ${2}	ギルド名を${1}から${2}へ変更
16151	Safe travels, and return victorious!	道中気をつけて、勝利して戻ってきて！
16152	Appear! Please, hurry up and appear!	出てこい！早く、出てきて！
16153	But it's all worth it for Shilude...	でもシルードのためなら報われる…
16154	No idea how she's been doing Recent.	最近どうしているのか分からない。
16155	Hey, rookie! Here to take a request?	やあ、新人！依頼を受けに来たのか？
16156	I want to create an Adventurer Guild	冒険者ギルドを作りたい
16157	Would you like to leave the Academy?	学園を出ますか？
16158	These woods are perfect for hunting.	この森は狩りにぴったりだ。
16159	This mission is sure to go smoothly!	この任務ならきっとうまくいく！
16160	Take her hand (Click to dance again)	彼女の手を取る（クリックでもう一度踊る）
16161	Calm down and tell me what happened.	落ち着いて、何があったか話して。
16162	Purchase Standard + Premium Together	スタンダード＋プレミアムを同時購入
16163	Waiting for the Guild Leader to Open	ギルドリーダーが開放するのを待っています
16164	Select the class you want to replace	変更したい職業を選択
16165	The strings are beginning to vibrate	弦が震え始めている
16166	A stone monument has been activated!	石碑が起動した！
16167	The BOSS will spawn in ${1} seconds!	BOSS出現まで${1}秒！
16168	^{1}${2}^{2} eliminated ^{3}${4}^{4}	^{1}${2}^{2} が ^{3}${4}^{4} を撃破
16169	Bombard the puppets with cannon fire	大砲でパペットを砲撃する
16170	Mock Battle has begun. Go there now?	模擬戦が始まりました。今すぐ向かいますか？
16171	Bobo\nWhoa! Watch out for its claws!	ボボ\nうわっ！爪に気をつけて！
16172	Bobo\nQuick, hide behind the pillar!	ボボ\n早く、柱の後ろに隠れて！
16173	Bobo\nWe're rich! What a haul! Hehe!	ボボ\n大儲けだ！すごい戦利品！へへっ！
16174	Bobo\nGot it! Let's get out of here~	ボボ\nよし！ここから逃げよう～
16175	Tsk, tsk. It's only the first round.	ちぇっ、まだ第1ラウンドだ。
16176	Follow Me. See that door over there?	ついてきて。あの扉が見える？
16177	Quest not unlocked. Unable to claim.	クエスト未解放のため受取不可。
16178	Are you sure you want to spend ${1}?	${1}を消費しますか？
16179	Local Server League Screen Help Text	同一サーバーリーグ画面ヘルプ
16180	You are not on the Main Battlefield.	メイン戦場にいません。
16181	On cooldown. Please try again later.	クールダウン中です。しばらくしてからお試しください。
16182	Combat NPC Turret Cast Skill (Shell)	戦闘NPCタレット詠唱スキル（砲弾）
16183	Mass Territory War: Royal City Siege	大規模領地戦：王都攻城戦
16184	Open a total of @{1} treasure chests	宝箱を累計@{1}個開ける
16185	Description of the Alliance Ballista	連盟バリスタの説明
16186	A gemstone that emits a purple glow.	紫色の光を放つ宝石。
16187	Material used to Craft an Accessory.	アクセサリー製作に使う素材。
16188	Pet has not reached the maximum rank	ペットが最大ランクに達していません
16189	Pet Level too low. Requires Lv. @{1}	ペットレベル不足。Lv.@{1}が必要
16190	A luxurious ring set with a diamond.	ダイヤモンドをあしらった豪華な指輪。
16191	A ring imbued with mysterious magic.	不思議な魔力を宿した指輪。
16192	An extremely large and heavy shield.	非常に大きく重い盾。
16193	A one-handed Spear used by infantry.	歩兵が使う片手槍。
16194	TBD: A widely used one-handed Spear.	TBD：一般的に使われる片手槍。
16195	A dagger with a gently curved blade.	緩やかに湾曲した刃の短剣。
16196	Unlocks when Base Level reaches ${1}	Base Lv.${1}で解放
16197	Secret History of Prontera@{1}: @{2}	知られざるプロンテラ物語@{1}：@{2}
16198	Discover the Forgotten Treasure Room	忘れられた宝物庫を発見
16199	Obtain from the Growth Support event	成長サポートイベントで入手
16200	Regional Capital War (Auction Check)	地方首都戦（オークション確認）
16201	God of War Scroll · Accessory-Orange	軍神スクロール・アクセサリー-オレンジ
16202	God of War Scroll · Accessory-Purple	軍神スクロール・アクセサリー-紫
16203	Siegebreaker Scroll · Accessory-Blue	シージブレイカースクロール・アクセサリー-青
16204	Golden Realm Ward Scroll · Shoes-Red	黄金レルムガードスクロール・靴-赤
16205	Golden Realm Ward Scroll · Cloak-Red	黄金レルムガードスクロール・マント-赤
16206	Azure Realmguard Scroll·Off-Hand-Red	蒼天レルムガードスクロール・サブ装備-赤
16207	Hummingbird Scroll·One-Handed-Orange	ハミングバードスクロール・片手武器-オレンジ
16208	Hummingbird Scroll·One-Handed-Purple	ハミングバードスクロール・片手武器-紫
16209	Hummingbird Scroll·Dual-Wield-Orange	ハミングバードスクロール・二刀-オレンジ
16210	Hummingbird Scroll·Dual-Wield-Purple	ハミングバードスクロール・二刀-紫
16211	Eagle Eye Scroll · Dual Wield - Blue	イーグルアイスクロール・二刀-青
16212	Life Percentage · Dual Wield - Green	HP割合・二刀-緑
16213	Mountain Scroll · Dual Wield - Green	マウンテンスクロール・二刀-緑
16214	Must claim Tower Climb sweep rewards	塔登り掃討報酬の受取が必要です
16215	Not enough MINI event participations	MINIイベント参加回数が不足しています
16216	Not enough active days in the Tavern	酒場での活動日数が不足しています
16217	Play While Downloading not completed	プレイしながらダウンロードが完了していません
16218	Item consumption requirement not met	アイテム消費条件を満たしていません
16219	Not enough Guild Members on the team	チーム内のギルドメンバー数が不足しています
16220	Not enough Appearance types unlocked	解放済み外見種類数が不足しています
16221	Enter Dungeon once everyone is ready	全員の準備完了後にダンジョンへ入場
16222	Alberta Southern Capital - Base @{1}	アルベルタ南部首都 - 拠点@{1}
16223	Collector Cards Collected: ${1}/${2}	コレクターカード収集：${1}/${2}
16224	Divine Light/Sanctuary [Buff Effect]	ディバインライト/サンクチュアリ［バフ効果］
16225	Basilica [Cast Completion Detection]	バシリカ［詠唱完了検知］
16226	Crazy Uproar - Mind and Body Renewal	クレイジーアップロア - 心身リフレッシュ
16227	High Speed Cart Ram Replacement Mode	ハイスピードカートラム置換モード
16228	Season Vulcan Cannon CRIT Boost Buff	シーズンバルカンキャノンCRIT上昇バフ
16229	S@{1} Vulcan Cannon Mode Replacement	S@{1} バルカンキャノンモード置換
16230	S@{1} High-Energy Impact Mode Switch	S@{1} ハイエネルギーインパクトモード切替
16231	Spear Mastery Increased Physical ATK	スピアマスタリー・物理ATK増加
16232	Transform into a Blue Note underfoot	足元のブルーノートに変身
16233	Little Note Counterclockwise Skill 2	小音符反時計回りスキル2
16234	Little Note Counterclockwise Skill 3	小音符反時計回りスキル3
16235	Skill and Misc cast bar display area	スキル・その他詠唱バー表示エリア
16236	MVP Skill Reset After Leaving Combat	戦闘離脱後にMVPスキルをリセット
16237	Transform: Poring Cannot Be Attacked	変身：ポリンは攻撃不可
16238	Yellow Bubble Screen Tracking Effect	イエローバブル画面追尾エフェクト
16239	Advanced Hundred Spear Counter S@{1}	上級ハンドレッドスピアカウンターS@{1}
16240	Assassin Talent Placeholder@{1}-@{2}	アサシンタレントプレースホルダー@{1}-@{2}
16241	Complete Cat Hand Caravan ${1} times	猫の手キャラバンを${1}回完了
16242	Participate in GVE events ${1} times	GvEイベントに${1}回参加
16243	Participate in MVP events ${1} times	MVPイベントに${1}回参加
16244	Hunting Challenge - No Report Notice	ハンティングチャレンジ - 報告なし通知
16245	Dual-Front Offense and Defense Guide	二正面攻防ガイド
16246	Achievement reward has been received	実績報酬は受取済みです
16247	Muted. Unable to use the microphone.	ミュート中。マイクを使用できません。
16248	The Adventurer Group does not exist.	冒険グループが存在しません。
16249	Insufficient Guild Auction Supplies.	ギルドオークション物資が不足しています。
16250	The guild is not currently escorting	現在ギルドは護衛中ではありません
16251	A party member canceled matchmaking.	パーティメンバーがマッチングをキャンセルしました。
16252	You cannot Revive others while dead.	死亡中は他のプレイヤーを復活できません。
16253	This Function has not been unlocked.	この機能はまだ解放されていません。
16254	Hundredfold Tempering - Power Strike	百錬成鋼 - パワーストライク
16255	Clear Floor ${1} of the Spirit Tower	精霊の塔${1}階をクリア
16256	Challenge opens on ${1}/${2} at ${3}	チャレンジは${1}/${2} ${3}に開放
16257	This item is temporarily unavailable	このアイテムは一時的に利用できません
16258	Instance matchmaking Parameter error	インスタンスマッチングパラメータエラー
16259	The instance teleport skill is full.	インスタンステレポートスキルが上限です。
16260	Already collected by another player.	ほかのプレイヤーがすでに採集しました。
16261	Use to leap back onto the city wall.	城壁の上へ跳び戻るために使用。
16262	Use to leap down from the city wall.	城壁から飛び降りるために使用。
16263	Feed the Deniro Fluorescent Supplies	デニーロに蛍光物資を与える
16264	Locate Orc Lord and use Auto Counter	オークロードを探しオートカウンターを使用
16265	Immobilizes the target for @{1} sec.	対象を@{1}秒間移動不能にする。
16266	You have already provided assistance	すでに支援済みです
16267	Invalid number of pets for the tower	塔に配置するペット数が無効です
16268	Return Rate <size=#36>${1}</size>  %	還元率 <size=#36>${1}</size>  %
16269	Gift to: <color=#ff993f>${1}</color>	贈り先：<color=#ff993f>${1}</color>
16270	Repeat participation in impeachment.	弾劾への重複参加です。
16271	The guild is in the response period.	ギルドは応答期間中です。
16272	Mail title contains sensitive words.	メール件名に不適切な語句が含まれています。
16273	Drag outside the Backpack to discard	バックパックの外へドラッグして破棄
16274	The rescue target has been defeated.	救助対象が倒されました。
16275	Using an ID Tag to Revive a teammate	IDタグを使って仲間を復活
16276	Increases your damage dealt by @{1}%	与ダメージが@{1}%増加
16277	Transform: Poring cannot be attacked	変身：ポリンは攻撃不可
16278	<color=#97E553> ${1} </color>Expired	<color=#97E553> ${1} </color>期限切れ
16279	Popo's Bubble Shield for its master.	ポポのバブルシールドを主人に付与。
16280	Take damage once every @{1} seconds.	@{1}秒ごとに1回ダメージを受ける。
16281	Restores @{1} HP to self per second.	毎秒、自身のHPを@{1}回復。
16282	Increases Magic ATK by ^{1}${1}^{2}.	魔法ATKが^{1}${1}^{2}増加。
16283	Increases Wind damage taken by @{1}%	受ける風属性ダメージが@{1}%増加
16284	Increases Fire damage taken by @{1}%	受ける火属性ダメージが@{1}%増加
16285	Baby Desert Wolf Reward Boost Lv@{1}	ベビーデザートウルフ報酬ブースト Lv@{1}
16286	Archer Skeleton Normal Attack-Undead	アーチャースケルトン通常攻撃-不死属性
16287	Not enough items. Unable to refresh!	アイテム不足のため更新できません！
16288	Not enough Vivify. Unable to gather!	活力不足のため採集できません！
16289	The koi you bet on took first place!	賭けたコイが1位になりました！
16290	Hunting Challenge - Preparation Phase	ハンティングチャレンジ - 準備フェーズ
16291	World-Scorching Feather · Golden Crow	世界を焦がす羽・金烏
16292	Damage Reduction from Wind Monsters %	風属性モンスターからのダメージ軽減 %
16293	Damage Reduction from Fire Monsters %	火属性モンスターからのダメージ軽減 %
16294	Damage Reduction from Holy Monsters %	聖属性モンスターからのダメージ軽減 %
16295	Damage Reduction from Formless Race %	無形種族からのダメージ軽減 %
16296	Damage Reduction from BOSS Monsters %	BOSSモンスターからのダメージ軽減 %
16297	^{1}Tranquil Dragon Coffin Island^{2}	^{1}静穏なるドラゴンコフィン島^{2}
16298	Cannot exchange items during preview.	プレビュー中はアイテム交換できません。
16299	Activate @{1} Season Refinement slots	シーズン精錬スロットを@{1}個解放
16300	Socket @{2} Tier @{1} or higher cards	Tier @{1}以上のカードを@{2}枚装着
16301	Say hello to the Young Man for Dumby.	ダンビーの代わりに青年へ挨拶する
16302	Raise all equipped Echoes to Lv. @{1}	装備中の全エコーをLv.@{1}まで強化
16303	Kill Goblin (Flail) and Goblin Archer	ゴブリン（フレイル）とゴブリンアーチャーを倒す
16304	Carry out the rat-catching operation.	ネズミ捕り作戦を実行する。
16305	Go to the bulletin board in Prontera.	プロンテラの掲示板へ行く。
16306	Check the note around the cat's neck.	猫の首元のメモを確認する。
16307	Return the spellbook to Mage Cliffer.	魔法使いクリファーに魔法書を返す。
16308	Defeat Mistress on Normal in a party.	パーティでノーマル・ミストレスを倒す。
16309	Something unexpected suddenly happens	突然、予想外の出来事が起きる
16310	Ask around about the situation nearby	周囲の状況を聞き込みする
16311	Increases your magic recovery by ${1}	魔法回復量が${1}増加
16312	Affects your Chance of being Silenced	沈黙状態になる確率に影響
16313	Affects your Chance to inflict Freeze	凍結付与率に影響
16314	Join the Adventurers and defeat Eddga	冒険者たちと協力してエドガを倒す
16315	Rescue the Professor from the ant egg	教授をアリの卵から救出する
16316	Complete the opening dance with Luna.	ルナとオープニングダンスを踊る。
16317	Beginner Challenge Event End Reminder	初心者チャレンジ終了リマインダー
16318	Pre-Season Warm-Up Event Wish Rewards	プレシーズンウォームアップイベント願い報酬
16319	Festival Invitation Place Bet Rewards	祭典招待・賭け報酬
16320	Evil Boss Barrels Rolling Attack Buff	邪悪なボス・樽転がし攻撃バフ
16321	<color=#97e533>${1}</color> Remaining	<color=#97e533>${1}</color> 残り
16322	<color=#00FF2E>Leaving Combat</color>	<color=#00FF2E>戦闘離脱</color>
16323	Defeat Willows and collect Tree Bark*	ウィローを倒して木の樹皮を集める*
16324	Recover all the cargo from the Mukas*	ムカから貨物をすべて回収する*
16325	Move forward and assess the situation	前進して状況を確認する
16326	Talk to the familiar Woman before you	目の前の見覚えのある女性と話す
16327	Increases allies' MP recovery by @{1}	味方のMP回復量が@{1}増加
16328	I'm so happy I could spin in circles!	うれしくてぐるぐる回っちゃいそう！
16329	Weekly Rewards Claim Count: ${1}/${2}	週間報酬受取回数：${1}/${2}
16330	Tap the map to start auto-navigation.	マップをタップして自動移動開始。
16331	Do not remind again during this login	このログイン中は再表示しない
16332	Realm of the Gods · Flawless Speedrun	神々の領域・完全タイムアタック
16333	You received new mail. Check it soon.	新しいメールが届きました。確認してください。
16334	Today's data is updated daily at 5:00	本日のデータは毎日5:00に更新されます
16335	Season Exploration Event (Deprecated)	シーズン探索イベント（廃止予定）
16336	This item is temporarily unavailable.	このアイテムは一時的に利用できません。
16337	No friends available to receive gifts	ギフトを受け取れるフレンドがいません
16338	Maximum number of Group Chats reached	グループチャット数が上限に達しました
16339	You cannot view your own information.	自分自身の情報は閲覧できません。
16340	${1} marked ${3} with the number ${2}	${1}が${3}に番号${2}を付けました
16341	You have been removed from the party.	パーティから外されました。
16342	${1} has invited you to join a Party.	${1}からパーティ招待が届きました。
16343	The target is too far away to target.	対象が遠すぎます。
16344	Unable to retrieve player information	プレイヤー情報を取得できません
16345	${1} transferred Party Leader to ${2}	${1}がパーティリーダーを${2}に譲渡しました
16346	Use Play While Downloading ${1} times	プレイしながらダウンロードを${1}回使用
16347	Equip ${1} pieces of gear with Stunts	アクション付き装備を${1}個装備
16348	Unit Price: <sprite name="${1}"> ${2}	単価：<sprite name="${1}"> ${2}
16349	Pet Protection: Actual Effect Trigger	ペット保護：実際の効果発動
16350	Corresponding Appearance not unlocked	対応する外見が未解放です
16351	No Connect Bond with any party Member	パーティメンバーとのコネクト絆がありません
16352	This unit continuously restores Life.	このユニットはHPを継続回復します。
16353	Reduces Physical ATK and DEF by ${1}%	物理ATKとDEFが${1}%低下
16354	Changes your armor's element to Holy.	防具属性を聖属性に変更。
16355	Upon death, Splits into @{1} monsters	死亡時、@{1}体のモンスターに分裂
16356	Immune to crowd control and knockback	行動阻害とノックバックを無効化
16357	The Madogear Pilot is being repaired.	魔導ギアパイロットを修理中です。
16358	Damage Reduction and Damage Increase.	ダメージ軽減・ダメージ増加。
16359	Press 【BackSpace】 to clear a shortcut	【BackSpace】キーでショートカットを消去
16360	Golden Thief Bug Normal Attack - Fire	黄金蟲通常攻撃 - 火属性
16361	Skill@{1}Spinning Bagpipe Sound Blade	スキル@{1}スピニングバグパイプ音刃
16362	Skill@{1}Lute Rectangle Clone Monster	スキル@{1}リュート長方形クローンモンスター
16363	Skill@{1} Horizontal Square Formation	スキル@{1} 水平スクエアフォーメーション
16364	Ghost Ship Grand Charge Vertical Easy	ゴーストシップグランドチャージ縦・イージー
16365	Create @{1} Same-Color Homing Bubbles	同色追尾バブルを@{1}個生成
16366	Skill@{1}_Flash Bomb (Variant) Damage	スキル@{1}_フラッシュボム（派生）ダメージ
16367	Boss Creates Interaction Magic Circle	ボスがインタラクション魔法陣を生成
16368	Skill@{1}Drumbeat Cage_Area Knockback	スキル@{1}ドラムビートケージ_範囲ノックバック
16369	Skill@{1}Phase Transition Performance	スキル@{1}フェーズ遷移演奏
16370	S@{1}Axe Tornado Invincible Whirlwind	S@{1}アックストルネード無敵旋風
16371	Changes armor to the Poison property.	防具を毒属性に変更。
16372	Reduces Poison damage taken by ${1}%.	受ける毒属性ダメージを${1}%軽減。
16373	Reduces Shadow damage taken by ${1}%.	受ける闇属性ダメージを${1}%軽減。
16374	Reduces Undead damage taken by ${1}%.	受ける不死属性ダメージを${1}%軽減。
16375	Rewards for adding Advanced Live Coal	上級燃えさし追加報酬
16376	This channel is full. Unable to join.	このチャンネルは満員です。参加できません。
16377	Points cannot be reset during combat.	戦闘中はポイントをリセットできません。
16378	Drag skills into slots to equip them.	スキルをスロットへドラッグして装備。
16379	Reduces ${1} Resonance damage by ${2}	${1}共鳴ダメージを${2}軽減
16380	Open Tuesday from @{1}:@{2}~@{3}:@{4}	火曜日 @{1}:@{2}～@{3}:@{4} 開放
16381	Clue Treasure Map: Small Wooden Table	手がかり宝の地図：小さな木製テーブル
16382	Vessel Protector (Cannot Be Attacked)	器の守護者（攻撃不可）
16383	Sand Puppet Type A - Chaotic Wanderer	サンドパペットA型 - カオスワンダラー
16384	Moonlight Flower Spotlight Projectile	月夜花スポットライト弾
16385	A Hat modeled after Moonlight Flower.	月夜花を模した帽子。
16386	Dinner Date · Matching Theme Facewear	ディナーデート・テーマ連動フェイスウェア
16387	You cannot set up a Stall while dead.	死亡中は露店を開けません。
16388	Damage Reduction from Poison Monsters	毒属性モンスターからのダメージ軽減
16389	Damage Reduction from Shadow Monsters	闇属性モンスターからのダメージ軽減
