Index	English	Japanese_Translation
14152	Rock Puppet Type β - Destroyer	ロックパペットβ型 - デストロイヤー
14153	Wraith Storm Gust Magic Circle	レイス ストームガスト魔法陣
14154	Failed to accept quest [${1}].	クエスト[${1}]の受注に失敗しました。
14155	Failed to abandon quest [${1}]	クエスト[${1}]の放棄に失敗しました
14156	Failed to turn in quest [${1}]	クエスト[${1}]の報告に失敗しました
14157	Quest [${1}] progress updated.	クエスト[${1}]の進捗を更新しました。
14158	Teleport Station Administrator	テレポートステーション管理人
14159	Shipwreck Labyrinth Floor @{1}	難破船の迷宮 @{1}F
14160	Southeast Payon-Flying Trigger	フェイヨン南東部飛行トリガー
14161	Magic Circle_Maya Petrify Mist	魔法陣_マヤー石化ミスト
14162	Magic Circle_Maya Stone Pillar	魔法陣_マヤー石柱
14163	Level up to unlock more slots.	レベルアップでさらにスロットを解放。
14164	Field Combat Time in Progress…	フィールド戦闘時間進行中…
14165	"Megingjard" grants STR +@{1}.	「メギンギョルド」でSTR +@{1}。
14166	Melee Physical Damage Increase	近接物理ダメージ増加
14167	Work Together to Defeat Fafnir	協力してファフニールを倒す
14168	The Passage Beneath the Vortex	渦の下の通路
14169	A Greeting from a Group Member	グループメンバーからの挨拶
14170	Tower Climb Activity Task @{1}	塔登りアクティビティクエスト @{1}
14171	【Symphony of Creation】Epilogue	【創造のシンフォニー】エピローグ
14172	Faction Combination Attributes	陣営組み合わせステータス
14173	Accelerated! Open the Pet Egg!	加速完了！ペットの卵を開けよう！
14174	Obtain Card for the first time	初めてカードを入手
14175	Hatch a total of @{1} Pet Eggs	ペットの卵を合計@{1}個孵化
14176	Unlock the Solar Chariot Mount	ソーラーチャリオットマウントを解放
14177	Go open the Auto-Battle screen	オートバトル画面を開く
14178	Tap here to open the Pet menu.	ここをタップしてペットメニューを開く。
14179	Open Mining Star Treasure Hunt	採掘スター宝探しを開く
14180	The road to the ancient castle	古城へ続く道
14181	I'm here to collect the mount.	マウントを受け取りに来ました。
14182	What do you mean by “special”?	「特別」ってどういう意味？
14183	All right, I'll be there soon.	分かった、すぐ行くよ。
14184	Hey! Professor, are you okay?!	教授！大丈夫？！
14185	A distant cousin's apprentice?	遠い親戚の弟子？
14186	Hello! What can I get for you?	いらっしゃい！何にする？
14187	I won't sing for you. Go away.	歌ってあげない。あっち行って。
14188	Come on, let's Dance together!	さあ、一緒に踊ろう！
14189	Why does that seem familiar...	どうして見覚えがあるんだろう…
14190	Vehicles can be repaired here.	ここで乗り物を修理できます。
14191	I want to get stronger faster.	もっと早く強くなりたい。
14192	Who exactly is Professor Ryan?	ライアン教授って一体誰？
14193	Who commissioned this mission?	この任務を依頼したのは誰？
14194	I'm the Professor's assistant.	私は教授の助手です。
14195	Dragon Casket Isle Gloom Guide	ドラゴンコフィン島・暗雲ガイド
14196	Vivify is full. Unable to use!	活力が満タンです。使用できません！
14197	The party has officially begun	パーティが正式に始まりました
14198	No filter conditions selected.	フィルター条件が選択されていません。
14199	Phase II\nDefeat the Protector	フェーズII\n守護者を倒せ
14200	Phase II\nDefend the Protector	フェーズII\n守護者を守れ
14201	Our ^{1}${2}^{2} was destroyed	味方の^{1}${2}^{2}が破壊されました
14202	Note collection is on cooldown	ノート収集はクールダウン中です
14203	Your teammate ${1} rescued you	チームメイト${1}に救助されました
14204	Central supplies have Spawned!	中央物資が出現しました！
14205	Huh? What's Eddga doing here?!	えっ？どうしてエドガがここに？！
14206	Bobo\nGreat! Our bribe worked!	ボボ\nよし！賄賂が効いた！
14207	Captain\nDamn! Could it be...?	船長\nくそっ！まさか…？
14208	Bobo\nDon't worry! We're here!	ボボ\n心配しないで！僕たちがいる！
14209	Why are you walking so slowly—	なんでそんなにゆっくり歩いてるの—
14210	Place the part in the machine.	部品を機械に入れる。
14211	, and learn Luna's dance moves	、そしてルナのダンスを覚える
14212	Not enough crafting materials.	製作素材が不足しています。
14213	Time Until Eliminations Begin:	撃破開始まで:
14214	No Members on the Rankings Yet	ランキングにメンバーがまだいません
14215	Looking for a Social Butterfly	盛り上げ上手を募集中
14216	Secret History of Prontera@{1}	プロンテラ秘史@{1}
14217	Destructive Flame (Deprecated)	破壊の炎（廃止予定）
14218	Young Dragon Normal Attack@{1}	幼竜通常攻撃@{1}
14219	Fire Turret Sync Status Effect	ファイアタレット同期ステータス効果
14220	First Movement · Majestic Hymn	第1楽章・荘厳なる賛歌
14221	Learn About the Build Handbook	ビルドハンドブックについて学ぶ
14222	Learn About the Trade Exchange	取引所について学ぶ
14223	The Knight Order's Obstruction	騎士団の妨害
14224	Continue Exploring the Culvert	地下水路の探索を続ける
14225	The Mysterious Middle-Aged Man	謎の中年男性
14226	Equipment - Equipment Refining	装備 - 装備精錬
14227	Character Basics - Stat Points	キャラクター基礎 - ステータスポイント
14228	^{1}Horse Racing GM Window^{2}	^{1}競馬GMウィンドウ^{2}
14229	Defeat MVP Baphomet in a party	パーティでMVPバフォメットを倒す
14230	Defeat MVP Mistress in a party	パーティでMVPミストレスを倒す
14231	Defeat MVP Orc Lord in a party	パーティでMVPオークロードを倒す
14232	Say hello to Shansi for Dumby.	ダンビーの代わりにシャンシーへ挨拶
14233	Emerald · Realm-Breaking Power	エメラルド・境界突破の力
14234	Crimson · Realm-Breaking Power	クリムゾン・境界突破の力
14235	Power of the Mountains - Green	山の力 - 緑
14236	PATCH_CLIENT_FILE_MISSING_TIPS	PATCH_CLIENT_FILE_MISSING_TIPS
14237	PATCH_LOAD_REMOTE_CONFIG_ERROR	PATCH_LOAD_REMOTE_CONFIG_ERROR
14238	Open to receive Soul Echo EXP.	開くとソウルエコーEXPを獲得。
14239	Item used to Level-up a title.	称号のレベルアップに使用するアイテム。
14240	A sturdy-looking Insect shell.	丈夫そうな昆虫の殻。
14241	A clear, transparent gemstone.	透き通った透明な宝石。
14242	Used to unlock various Emotes.	各種エモートの解放に使用。
14243	Pet is not assigned as support	ペットは支援枠に設定されていません
14244	Armor woven from sturdy Metal.	丈夫な金属で編まれた鎧。
14245	Standard Monthly Pass Currency	スタンダード月間パス通貨
14246	Ore containing special energy.	特殊なエネルギーを含む鉱石。
14247	Job EXP used for Job Level-up.	ジョブレベルアップに使用するJOB EXP。
14248	The Scent of Fruit in the Tent	テントに漂う果実の香り
14249	No Divine Art Totems available	利用可能な神術トーテムがありません
14250	Requested ${1} from your guild	ギルドに${1}をリクエストしました
14251	Candle of Contemplation - Life	思索のキャンドル - HP
14252	Caravan Escort (Auction Check)	キャラバン護衛（オークション確認）
14253	Stronghold War (Auction Check)	拠点戦（オークション確認）
14254	Royal City War (Auction Check)	王都戦（オークション確認）
14255	【Adventure Party】Phantom Realm	【冒険パーティ】ファントムレルム
14256	High-Density Enriched Oridecon	高密度濃縮オリデコン
14257	Treasure Clue: Bookshelf Relic	宝の手がかり：本棚の遺物
14258	Treasure Clue: Courtyard Cache	宝の手がかり：中庭の隠し場所
14259	Arcane Scroll · Accessory-Blue	アーケインスクロール・アクセサリー-青
14260	Life Percentage · Shoes-Orange	HP割合・靴-オレンジ
14261	Life Percentage · Shoes-Purple	HP割合・靴-紫
14262	Magic Ward Scroll · Shoes-Blue	マジックワードスクロール・靴-青
14263	Life Percentage · Cloak-Orange	HP割合・マント-オレンジ
14264	Life Percentage · Cloak-Purple	HP割合・マント-紫
14265	Hummingbird Scroll·Armor-Green	ハミングバードスクロール・防具-緑
14266	Hawkeye Scroll·Off-Hand-Orange	ホークアイスクロール・サブ装備-オレンジ
14267	Hawkeye Scroll·Off-Hand-Purple	ホークアイスクロール・サブ装備-紫
14268	Eagle Eye Scroll·Off-Hand-Blue	イーグルアイスクロール・サブ装備-青
14269	Life Percentage·Off-Hand-Green	HP割合・サブ装備-緑
14270	Mountain Scroll·Off-Hand-Green	マウンテンスクロール・サブ装備-緑
14271	Giant Scroll·One-Handed-Orange	ジャイアントスクロール・片手武器-オレンジ
14272	Giant Scroll·One-Handed-Purple	ジャイアントスクロール・片手武器-紫
14273	Giant Scroll·Dual-Wield-Orange	ジャイアントスクロール・二刀流-オレンジ
14274	Giant Scroll·Dual-Wield-Purple	ジャイアントスクロール・二刀流-紫
14275	Lv. @{1} @{2} Two-Handed Spear	Lv. @{1} @{2} 両手槍
14276	Lv. @{1} @{2} One-Handed Spear	Lv. @{1} @{2} 片手槍
14277	Lv. @{1} @{2} Two-Handed Sword	Lv. @{1} @{2} 両手剣
14278	Lv. @{1} @{2} One-Handed Sword	Lv. @{1} @{2} 片手剣
14279	Super Arena Earth Spirit Spear	スーパーアリーナ・アーススピリットスピア
14280	Novice Secret Blade: Dark Howl	ノービス秘剣：ダークハウル
14281	Warrior's Staff of Destruction	ウォリアー・スタッフオブデストラクション
14282	Refine Resonance Level too low	精錬共鳴レベルが不足しています
14283	Item usage requirement not met	アイテム使用条件を満たしていません
14284	Rare Items remain Unidentified	レアアイテムが未鑑定のままです
14285	Guild Contribution Information	ギルド貢献情報
14286	Challenge unlocks in ${1} days	チャレンジ解放まで${1}日
14287	Kafra: Battle of the Survivors	カプラ：サバイバルバトル
14288	<color=#CC762A>LV.${1}</color>	<color=#CC762A>LV.${1}</color>
14289	, learn the Boss's dance moves	、ボスのダンスを覚える
14290	Please select a challenge role	チャレンジ役割を選択してください
14291	${1} declined to Enter Dungeon	${1}がダンジョン入場を拒否しました
14292	Combine Treasure Map Fragments	宝の地図の欠片を合成
14293	Most Guard Commanders Defeated	衛兵司令官最多討伐
14294	Chapter Reading Reward claimed	チャプター読書報酬を受取済み
14295	Soliciting Contact Information	連絡先を募集中
14296	@{1} VS @{2} Competition Match	@{1} VS @{2} 対戦
14297	Basic Attack [Triggered Skill]	通常攻撃［発動スキル］
14298	Divine Light [Triggered Skill]	ディバインライト［発動スキル］
14299	Tree Spirit's Blessing Trigger	ツリースピリットの祝福発動
14300	Crazy Uproar - Self-Motivation	クレイジーアップロア - 自己鼓舞
14301	High-Energy Impact Mode Switch	ハイエネルギーインパクト モード切替
14302	Advanced Live Coal - Live Coal	上級燃えさし - 燃えさし
14303	Holy Cross Triggers AoE Damage	ホーリークロスで範囲ダメージ発動
14304	Divine Suppression Triggers ST	ディバインサプレッションで単体攻撃発動
14305	Spear Mastery - Increased ASPD	スピアマスタリー - ASPD増加
14306	Increased Rapid Smiting Damage	ラピッドスマイティングのダメージ増加
14307	Reduce Shield Defense Cooldown	シールドディフェンスのクールダウン短縮
14308	Special Casting/Chanting State	特殊詠唱/チャント状態
14309	Gravitation Field Sound Effect	グラビテーションフィールド効果音
14310	Protection Orbit Effect (Full)	プロテクションオービット効果（完全版）
14311	Small Note Clockwise Skill@{1}	小ノート時計回りスキル@{1}
14312	Select at least 1 chat channel	チャットチャンネルを1つ以上選択してください
14313	Dungeon Matchmaking Penalty II	ダンジョンマッチングペナルティII
14314	BUFF While Protected by Shield	シールド保護中BUFF
14315	A Green Bubble Is Tracking You	グリーンバブルに追跡されています
14316	Launch Cross Compression Field	クロス圧縮フィールドを発射
14317	Damage Increase (Magnum Break)	ダメージ増加（マグナムブレイク）
14318	Friendship must reach Lv. ${1}	親密度Lv.${1}以上が必要
14319	Complete ${1} Cargo Placements	貨物配置を${1}回完了
14320	Pet Promotion and Breakthrough	ペット昇格・突破
14321	Cannot Job Advance to this Job	この職業には転職できません
14322	Job Advance quest not accepted	転職クエストを受注していません
14323	Daily Pet Search limit reached	本日のペット検索上限に達しました
14324	This shop does not allow gifts	このショップではギフトを送れません
14325	Bonus time has been activated.	ボーナスタイムを有効化しました。
14326	The item stack does not exist.	アイテムスタックが存在しません。
14327	Invalid Adventurer Group name.	冒険グループ名が無効です。
14328	Insufficient Guild Reputation.	ギルド名声が不足しています。
14329	Select a Soul Echo on the left	左側でソウルエコーを選択
14330	Player does not have this Clue	この手がかりを所持していません
14331	Incorrect Life Skill activated	有効化された生活スキルが正しくありません
14332	Insufficient Life Skill Vivify	生活スキルの活力が不足しています
14333	Life Skill Configuration Error	生活スキル設定エラー
14334	Life Skill title skill too low	生活スキル称号スキルレベルが不足しています
14335	Treasure chest is already open	宝箱はすでに開いています
14336	Too far from the Quartermaster	補給官から離れすぎています
14337	Maximum Trade quantity reached	取引数量が上限に達しました
14338	There is no rune in this slot.	このスロットにルーンがありません。
14339	You are not in the same party.	同じパーティにいません。
14340	Profile preset does not exist.	プロフィールプリセットが存在しません。
14341	Soul Echo is already deployed.	ソウルエコーはすでに配置済みです。
14342	^{1}Earthshattering Strike^{2}	^{1}アースシャッタリングストライク^{2}
14343	^{1}Unlimited Acceleration^{2}	^{1}無限加速^{2}
14344	^{1}Sustained Acceleration^{2}	^{1}持続加速^{2}
14345	Low-grade Magic-Breaking Curse	下級マジックブレイキングカース
14346	Minor DMG Reduction vs All Job	全職業からのダメージ軽減（小）
14347	Golden Boundary-Breaking Power	黄金の境界突破の力
14348	Golden Boundary-Guarding Power	黄金の境界守護の力
14349	^{1}Intermediate Mana Rune^{2}	^{1}中級マナルーン^{2}
14350	Must be in the designated area	指定エリア内にいる必要があります
14351	No player data found on server	サーバーにプレイヤーデータがありません
14352	Distance from NPC is too great	NPCから離れすぎています
14353	Single-exchange limit exceeded	1回の交換上限を超えています
14354	Player instance already exists	プレイヤーインスタンスはすでに存在します
14355	Instance requirements not met.	インスタンス条件を満たしていません。
14356	A skill is already being cast.	すでに別のスキルを詠唱中です。
14357	Incorrect equipped skill type.	装備中のスキルタイプが正しくありません。
14358	Insufficient casting Distance.	詠唱距離が不足しています。
14359	Skill configuration not found.	スキル設定が見つかりません。
14360	Artillery Used This Week: ${1}	今週の砲兵使用回数: ${1}
14361	Vehicles Used This Month: ${1}	今月の乗り物使用回数: ${1}
14362	Load the shell into the Turret	砲弾をタレットに装填
14363	Switch to launching ice shells	氷弾発射に切り替え
14364	Use Lope to clear the obstacle	跳躍を使って障害物を越える
14365	Click to enter a template name	クリックしてテンプレート名を入力
14366	Invalid Luxury Dragon location	高級ドラゴンの位置が無効です
14367	Not enough Refinement Material	精錬素材が不足しています
14368	The target is currently alive.	対象は現在生存しています。
14369	Guild Activity Reward claimed.	ギルド活動報酬を受取済みです。
14370	Unlock to Receive Immediately:	解放すると即時受取:
14371	The Caravan ship has departed.	キャラバン船は出発しました。
14372	The Caravan quest has expired.	キャラバンクエストの期限が切れました。
14373	Hey there, rookie. What is it?	やあ、新人。どうした？
14374	No Solo Mode information found	ソロモード情報が見つかりません
14375	<#6890d2>${1}</color> or lower	<#6890d2>${1}</color>以下
14376	<#9f74c4>${1}</color> or lower	<#9f74c4>${1}</color>以下
14377	<#ec8c2f>${1}</color> or lower	<#ec8c2f>${1}</color>以下
14378	Responding Members (${1}/${2})	応答メンバー（${1}/${2}）
14379	This item is already equipped.	このアイテムはすでに装備中です。
14380	Damage taken reduced by @{1}%.	受けるダメージ -@{1}%。
14381	Attack Speed reduced by @{1}%.	攻撃速度 -@{1}%。
14382	Shield equal to Max HP * @{1}%	最大HP * @{1}%分のシールド
14383	Dummy type switched to Player.	ダミータイプをプレイヤーに変更しました。
14384	Restores ${1} Life per second.	毎秒${1}HP回復。
14385	Crit Chance increases by ${1}.	クリティカル率が${1}増加。
14386	Triggers Call Thunder Lv. @{1}	コールサンダー Lv. @{1}を発動
14387	Applies Petrify at @{1} stacks	@{1}スタックで石化を付与
14388	Wind Element Damage Boost Buff	風属性ダメージ増加バフ
14389	Fire Element Damage Boost Buff	火属性ダメージ増加バフ
14390	Please obtain the shard first.	先に欠片を入手してください。
14391	Falcon Assault【Trigger Effect】	ファルコンアサルト【発動効果】
14392	Trap Hunter Skill【Buff Effect】	トラップハンタースキル【バフ効果】
14393	Solo Madogear Pilot Monitoring	ソロ魔導ギアパイロット監視
14394	Force-display targeted players	対象プレイヤーを強制表示
14395	Goblin Archer Rectangle-Poison	ゴブリンアーチャー長方形攻撃-毒属性
14396	Petrify Dimension (Unreleased)	石化ディメンション（未実装）
14397	Glast Heim Chivalry Floor @{1}	グラストヘイム騎士団 @{1}F
14398	Bonfire Lv. ${1} Unlock Effect	たき火Lv.${1}解放効果
14399	Abandon this crafting attempt?	このクラフトを放棄しますか？
14400	Question Timer: ${1}/${2} sec.	問題タイマー: ${1}/${2}秒
14401	Failed to retrieve information.	情報の取得に失敗しました。
14402	Silverwing Covenant: Discipline	シルバーウィングの盟約：規律
14403	JOB <color=#FFEF95>${1}</color>	JOB <color=#FFEF95>${1}</color>
14404	Clear all items from the board?	ボード上のアイテムをすべて消去しますか？
14405	Melee Physical Damage Increase%	近接物理ダメージ増加%
14406	The Battle temporarily subsides	戦闘が一時的に沈静化しました
14407	The Season has not started yet.	シーズンはまだ開始していません。
14408	Conqueror Slot Allocation Rules	征服者スロット割り振りルール
14409	Waiting for the battle to start	戦闘開始待ち
14410	Reach the title Wind's Voyage I	称号「風の旅立ちI」に到達
14411	Listen to the boy's prediction.	少年の予言を聞く。
14412	The Hunter Who Retrieves Mounts	マウント回収ハンター
14413	Claim the South Gate map reward	南門マップ報酬を受け取る
14414	Use the pheromones on yourself.	自分にフェロモンを使用する。
14415	Guild League Semifinals Mission	ギルドリーグ準決勝ミッション
14416	Rare Reward-Maya-Illusion Limit	レア報酬-マヤー幻影制限
14417	Participate in the Guild League	ギルドリーグに参加
14418	Participate in Wedding Crashers	結婚式乱入者に参加
14419	Team up to defeat Normal Osiris	パーティでノーマル・オシリスを倒す
14420	Defeat Hard Baphomet in a party	パーティでハード・バフォメットを倒す
14421	Give the collected bark to Boya	集めた樹皮をボヤに渡す
14422	Enter the depths of the Culvert	地下水路の奥へ入る
14423	Chivalry Members block your way	騎士団員が行く手を阻む
14424	Follow Bobo to Rent a Peco Peco	ボボについて行きペコペコをレンタル
14425	Affects your Earth skill damage	地属性スキルダメージに影響
14426	Affects your Water skill damage	水属性スキルダメージに影響
14427	Affects Wind skill damage taken	受ける風属性スキルダメージに影響
14428	Affects Fire skill damage taken	受ける火属性スキルダメージに影響
14429	Affects Holy skill damage taken	受ける聖属性スキルダメージに影響
