Index	English	Japanese_Translation
1299	Skeleton	スケルトン
1300	Plankton	プランクトン
1301	Orc Baby	オークベビー
1302	Orc Lady	オークレディ
1303	Metaller	メタラー
1304	Penomena	ペノメナ
1305	Starfish	ヒトデ
1306	Tomorrow	明日
1307	Day ${1}	${1}日目
1308	Base EXP	Base EXP
1309	Fixed CT	固定詠唱
1310	Max Rage	最大怒り
1311	Arrow ID	矢ID
1312	Sold out	完売
1313	No Guild	ギルド未加入
1314	MVP-Maya	MVP-マヤー
1315	Advanced	上級
1316	Superior	精鋭
1317	Material	素材
1318	Portrait	アイコン枠
1319	No Title	称号なし
1320	Players:	プレイヤー:
1321	Pet Shop	ペットショップ
1322	Overlord	オーバーロード
1323	Feedback	フィードバック
1324	Proceeds	収益
1325	Old Save	旧セーブ
1326	New Save	新セーブ
1327	No Affix	接頭辞なし
1328	No Stunt	スタントなし
1329	Equipped	装備中
1330	Identify	鑑定
1331	Discount	ディスカウント
1332	Map-wide	マップ全体
1333	Unfriend	フレンド解除
1334	Activate	有効化
1335	Level-up	レベルアップ
1336	Set Sail	出航
1337	Currency	通貨
1338	Reviving	蘇生中
1339	Deviling	デビルリング
1340	Achieved	達成
1341	Blessing	ブレス
1342	Inactive	非アクティブ
1343	Settings	設定
1344	Wardrobe	ワードローブ
1345	Spectate	観戦
1346	Fly Wing	ハエの羽
1347	My Build	マイビルド
1348	Headwear	頭装備
1349	Facewear	顔装備
1350	Backwear	背中装備
1351	Location	位置
1352	Stickers	スタンプ
1353	No mail.	メールはありません。
1354	Composer	作曲家
1355	Assassin	アサシン
1356	Merchant	マーチャント
1357	Mechanic	メカニック
1358	My Items	所持アイテム
1359	Withdraw	引き出し
1360	My Stand	マイ露店
1361	No price	価格未設定
1362	Highest:	最高:
1363	Average:	平均:
1364	Penalty:	ペナルティ:
1365	NPC Shop	NPC商店
1366	Obtained	獲得済み
1367	Redeemed	交換済み
1368	Priority	優先
1369	Subtotal	小計
1370	Stranger	見知らぬ人
1371	Lv. ${1}	Lv. ${1}
1372	Selected	選択中
1373	Benefits	特典
1374	Intimacy	親密度
1375	Unranked	ランク外
1376	Requests	申請一覧
1377	Parties:	パーティ:
1378	Declined	拒否済み
1379	War Zone	紛争地域
1380	My guild	所属ギルド
1381	Auto-Bid	自動入札
1382	Refunded	返金済み
1383	No.${1}+	No.${1}+
1384	CRIT DMG	Criダメージ
1385	CRIT RES	Cri耐性
1386	Activity	活躍度
1387	Position	役職
1388	Get Help	救援要請
1389	Ant Hell	蟻地獄
1390	Baphomet	バフォメット
1391	Orc Hero	オークヒーロー
1392	Immunity	行動妨害無効
1393	Movement	移動
1394	MVP Kill	MVP討伐
1395	MVP Coin	MVPコイン
1396	Claymore	クレイモア
1397	Enlarged	巨大化
1398	Recovery	回復
1399	Aspersio	アスペルシオ
1400	Basilica	バシリカ
1401	Cart Use	カート使用
1402	Disguise	変装
1403	Devotion	ディボーション
1404	Twilight	トワイライト
1405	Distance	距離
1406	AFK Mode	放置モード
1407	Function	機能
1408	Keyboard	キーボード
1409	Language	言語
1410	Hide All	全非表示
1411	Graphics	グラフィック
1412	UI Scale	UI倍率
1413	Very Low	最低
1414	Left Tap	左タップ
1415	Lope@{1}	跳躍@{1}
1416	Squirrel	リス
1417	Hellfire	ヘルファイア
1418	Overview	概要
1419	Like All	一括いいね
1420	Orc Roar	オークの咆哮
1421	Account:	アカウント:
1422	Required	必要
1423	Version:	バージョン:
1424	Download	ダウンロード
1425	Teleport	テレポート
1426	Darkness	暗黒
1427	Detoxify	解毒
1428	Poisoned	毒状態
1429	Antidote	解毒薬
1430	Quagmire	クァグマイア
1431	Continue	続ける
1432	Illusion	幻影
1433	Take off	外す
1434	No cards	カードなし
1435	No Bonds	絆なし
1436	Cooldown	クールダウン
1437	Disabled	無効
1438	Quantity	数量
1439	Ch. ${1}	Ch. ${1}
1440	No NPCs.	NPCはいません。
1441	Mini Map	ミニマップ
1442	Orc Cave	オーク洞窟
1443	Preset 1	プリセット1
1444	Preset 2	プリセット2
1445	Preset 3	プリセット3
1446	CT: ${1}	CT: ${1}
1447	Counters	対抗策
1448	Audience	謁見
1449	Fortress	要塞
1450	Workshop	工房
1451	Emperium	エンペリウム
1452	Obstacle	障害物
1453	Vanguard	ヴァンガード
1454	Mushroom	キノコ
1455	Bombring	ボムポリン
1456	Cornutus	コルヌス
1457	Arclouze	アクラウス
1458	Rideword	ライドワード
1459	Sageworm	セージワーム
1460	Gargoyle	ガーゴイル
1461	Phendark	フェンダーク
1462	Orc Lord	オークロード
1463	Mistress	ミストレス
1464	Phreeoni	フリオニ
1465	Trickery	策略
1466	Mandarin	北京語
1467	Bartende	バーテンダー
1468	Promoter	プロモーター
1469	Meowmeow	ニャンニャン
1470	Aorufeng	オルフェン
1471	Villager	村人
1472	Welshyun	ウェルシュン
1473	Bachelor	独身男性
1474	Prontera	プロンテラ
1475	Varmundt	バルムント
1476	Heinrich	ハインリヒ
1477	Sandwich	サンドイッチ
1478	Passerby	通りすがり
1479	Wormhole	ワームホール
1480	Item Box	アイテムボックス
1481	Monsters	モンスター
1482	Open All	一括開封
1483	${1}/min	${1}/分
1484	BASE EXP	Base EXP
1485	No Drops	ドロップなし
1486	No Kills	討伐数なし
1487	Treasure	宝箱
1488	Calendar	カレンダー
1489	Day @{1}	@{1}日目
1490	Initiate	開始
1491	Response	応答
1492	Building	建物
1493	Enter...	入力...
1494	Deselect	選択解除
1495	Argument	議論
1496	The Race	競走
1497	Defender	ディフェンダー
1498	Deployed	出撃中
1499	Unlocked	解放済み
1500	Hatchery	孵化場
1501	Gardener	庭師
1502	Option B	選択肢B
1503	My Power	我が力
1504	Too Weak	弱すぎる
1505	Power Up	パワーアップ
1506	Go Learn	習得する
1507	Bid List	入札リスト
1508	Dismayed	愕然
1509	Startled	びっくり
1510	Sweating	冷や汗
1511	Confused	困惑
1512	Head Pat	なでなで
1513	Troubled	困る
1514	【Gather】	【集合】
1515	Beginner	初級
1516	Bidding…	入札中…
1517	Current:	現在:
1518	No Plans	予定なし
1519	Dismount	降りる
1520	View Set	セット確認
1521	Rookie V	ルーキーV
1522	Rookie I	ルーキーI
1523	Elite IV	エリートIV
1524	Elite II	エリートII
1525	Schedule	日程
1526	Previous	前へ
1527	Mountain	山岳
1528	Peerless	無双
1529	Formless	無形
1530	Minerals	鉱石
1531	Physical	物理
1532	Off-Hand	盾/サブ武器
1533	Medicine	薬品
1534	Textiles	繊維
1535	Need DPS	DPS募集
1536	Watering	水やり
1537	Approach	接近
1538	Take Out	取り出す
1539	Struggle	もがく
1540	Kun Dive	クンダイブ
1541	@{1}% HP	@{1}% HP
1542	Prologue	プロローグ
1543	Option A	選択肢A
1544	Orc Fang	オークの牙
1545	New Clue	新しい手掛かり
1546	Rankings	ランキング
1547	Acolytes	アコライト
1548	Knock-Up	打ち上げ
1549	Iron Ore	鉄鉱石
1550	BTN_QUIT	終了
1551	Coin Bag	コイン袋
1552	Zeny Bag	ゼニー袋
1553	Meat Bun	肉まん
1554	Mackerel	サバ
1555	Red Herb	赤ハーブ
1556	Coal Ore	石炭
1557	Red Card	レッドカード
1558	Amethyst	アメジスト
1559	Fox Tail	キツネの尾
1560	Soft Fur	やわらかな毛
1561	Oridecon	オリデオコン
1562	Sparkler	花火
1563	Earrings	イヤリング
1564	Luna Bow	ルナボウ
1565	Arc Wand	アークワンド
1566	Bardiche	バルディッシュ
1567	Iron Axe	アイアンアックス
1568	Guisarme	ギザルム
1569	Damascus	ダマスカス
1570	Pass EXP	パス経験値
1571	Favorite	お気に入り
1572	My Party	マイパーティ
1573	Bid Item	入札品
1574	Queuing:	マッチング中:
1575	Alphonse	アルフォンス
1576	Top Heal	最大回復
1577	Lv.21-40	Lv.21-40
1578	Lv.41-60	Lv.41-60
1579	Lv.61-80	Lv.61-80
1580	Sluggish	鈍足
1581	Bleeding	出血
1582	Dynamite	ダイナマイト
1583	Cast Bar	詠唱バー
1584	Delusion	妄想
1585	Paralyze	麻痺
1586	Fox Fury	フォックスフューリー
1587	Red Note	赤い音符
1588	Syllable	音節
1589	Test@{1}	テスト@{1}
1590	Loading…	読み込み中…
1591	Chitchat	雑談
1592	Emotions	感情表現
1593	Discover	発見
1594	Venomous	毒属性
1595	All Jobs	全職業
1596	Map Name	マップ名
1597	Garrison	駐屯地
1598	Donation	寄付
1599	Can Mark	マーク可能
1600	No Books	本なし
1601	UID：${1}	UID：${1}
1602	Jati Man	ジャティ族の男
1603	Customer	客
1604	Mengmeng	モンモン
1605	Shanshan	シャンシャン
1606	Interact	インタラクト
1607	Bot ${1}	ボット ${1}
1608	No idea.	分かりません。
1609	Tier Two	ティア2
1610	Tier One	ティア1
1611	Knuckles	ナックル
1612	Drowning	溺水
1613	Falconry	ファルコナリー
1614	AoE Buff	範囲バフ
1615	Targeted	ターゲット中
1616	ATK Buff	攻撃力バフ
1617	Scouting	偵察
1618	Ayothaya	アヨタヤ
1619	Canceled	キャンセル済み
1620	Crafting	製作
1621	Captured	捕獲完了
1622	Join Now	今すぐ参加
1623	Look Back	振り返る
1624	Show less	折りたたむ
1625	Edit Name	名前変更
1626	Wednesday	水曜日
1627	Wildlands	荒野
1628	Dark Land	暗黒の大地
1629	Deals DMG	ダメージを与える
1630	Egg Shell	卵の殻
1631	Nurse Cap	ナースキャップ
1632	Evil Wing	悪魔の羽
1633	Eye Patch	眼帯
1634	Pompadour	リーゼント
1635	Wild Rose	ワイルドローズ
1636	Nepenthes	ネペンテス
1637	Garm Baby	ガルムベイビー
1638	Zherlthsh	ジールタス
1639	Nightmare	ナイトメア
1640	${1}%:JOB	${1}%:ジョブ
1641	Level Req	要求Lv
1642	Roda Frog	ロダフロッグ
1643	Worm Tail	ワームテール
1644	Ambernite	アンバーナイト
1645	Thief Bug	盗蟲
1646	Dustiness	ダスティネス
1647	Drainliar	ドレインリアー
1648	Frilldora	フリルドラ
1649	Sasquatch	サスカッチ
1650	Peco Peco	ペコペコ
1651	Megalodon	メガロドン
1652	Shellfish	お化け貝
1653	Alligator	アリゲーター
1654	Stem Worm	ステムワーム
1655	Deviruchi	デビルチ
1656	Pot Dofle	ポットドフレ
1657	Happiness	幸福度
1658	Zeny Shop	ゼニーショップ
1659	Try Again	再挑戦
1660	Commander	指揮官
1661	PATK/MATK	物理攻撃/魔法攻撃
1662	PDEF/MDEF	物理防御/魔法防御
1663	Skill CD%	スキルCD減少%
1664	Bonus ATK	追加物理攻撃
1665	Bonus DEF	追加物理防御
1666	Camera ID	カメラID
1667	Find Bobo	ボボを探す
1668	Conqueror	征服者
1669	Rank ${1}	ランク ${1}
1670	MVP-Drake	MVP-ドレイク
1671	MVP-Eddga	MVP-エドガ
1672	Login ROO	ROOログイン
1673	Kill Muka	ムカ討伐
1674	Adventure	冒険
1675	Titleless	称号なし
1676	Go to Map	マップへ移動
1677	Suggested	おすすめ
1678	Base ${1}	拠点 ${1}
1679	Countdown	カウントダウン
1680	Escorting	護衛中
1681	Safe Zone	安全地帯
1682	Chapter 2	第2章
1683	Gold Shop	ゴールドショップ
1684	Card Shop	カードショップ
1685	Tier @{1}	ティア @{1}
1686	DMG Taken	被ダメージ
1687	Time Left	残り時間
1688	Dismantle	分解
1689	Soul Echo	ソウルエコー
1690	Chapter 3	第3章
1691	Chapter 4	第4章
1692	Chapter 5	第5章
1693	Chapter 6	第6章
1694	Chapter 7	第7章
1695	Chapter 8	第8章
1696	Chapter 9	第9章
1697	Card Slot	カードスロット
1698	New Items	新アイテム
1699	Pass Gift	パスギフト
1700	@{1}V@{2}	@{1}対@{2}
1701	Reconnect	再接続
1702	Exit Game	ゲーム終了
1703	Institute	学院
1704	Exorciser	エクソサイザー
1705	${1}(Max)	${1}(最大)
1706	Equipment	装備
1707	Affection	好感度
1708	Challenge	挑戦
1709	Card List	カード一覧
1710	Mouthwear	口飾り
1711	Hairstyle	髪型
1712	Realm War	レルム戦
1713	MVP Party	MVPパーティ
1714	Blackhole	ブラックホール
1715	Coin Shop	コインショップ
1716	Character	キャラクター
1717	Claim All	一括受取
1718	Mail Info	メール情報
1719	Permanent	永久
1720	Swordsman	ソードマン
1721	All Slots	全スロット
1722	List Item	出品する
1723	Send Link	リンク送信
1724	Help Text	ヘルプ説明
1725	All Types	全種類
1726	FPS: ${1}	FPS: ${1}
1727	Owl Baron	オウルバロン
1728	Go unlock	解放へ進む
1729	Job Items	職業アイテム
1730	Accessory	アクセサリー
1731	Not owned	未所持
1732	Intimacy:	親密度:
1733	Ungrouped	未分類
1734	Give ${1}	${1}を贈る
1735	Use Mount	乗り物に乗る
1736	Yesterday	昨日
1737	View Info	詳細確認
1738	Gathering	採取
1739	Main Camp	メインキャンプ
1740	My Orders	マイ注文
1741	Activated	有効化済み
1742	Responses	返答一覧
1743	Responded	返答済み
1744	Selected:	選択中:
1745	Mail Sent	メール送信完了
1746	Help Load	積み込み手伝い
1747	Quick Buy	クイック購入
1748	Sky Realm	天空領域
1749	Ring Test	リングテスト
1750	Multi-hit	連続攻撃
1751	Transform	変身
1752	Pet Skill	ペットスキル
1753	Team Name	チーム名
1754	MVP Rules	MVPルール
1755	DMG Bonus	ダメージ増加
1756	Sanctuary	サンクチュアリ
1757	Assumptio	アサンプティオ
1758	Meditatio	メディタティオ
1759	Mammonite	メマーナイト
1760	Melt Down	メルトダウン
1761	Poring TP	ポリンTP
1762	Sacrifice	サクリファイス
1763	Move back	後退
1764	Move left	左移動
1765	Smart DPS	スマートDPS
1766	Only Self	自身のみ
1767	Hard Lock	固定ロック
1768	Right Tap	右タップ
1769	ATK Boost	攻撃力アップ
1770	DEF Boost	防御力アップ
1771	Whirlwind	ワーウィンド
1772	Owl's Eye	ふくろうの目
1773	Beastbane	ビーストベイン
1774	Warg Howl	ウォーグハウリング
1775	Warg Hunt	ウォーグハント
1776	Warg Bite	ウォーグバイト
1777	Fire Bolt	ファイアーボルト
1778	Cold Bolt	コールドボルト
1779	Pyroblast	パイロブラスト
1780	Sandstorm	サンドストーム
1781	Blade Fan	ブレードファン
1782	Victories	勝利数
1783	MVP Count	MVP討伐数
1784	Me Result	個人結果
1785	Orc Stomp	オークストンプ
1786	Time Lock	タイムロック
1787	Animation	アニメーション
1788	Password:	パスワード:
1789	Scenario:	シナリオ:
1790	Silk Spit	糸吐き
1791	Link Drag	リンクドラッグ
1792	Death Ray	デスレイ
1793	Boss Down	ボス討伐
1794	Boss Left	ボス残存
1795	Skill@{1}	スキル@{1}
1796	Gale Beat	ゲイルビート
1797	Rock Step	ロックステップ
1798	DJ Reverb	DJリバーブ
1799	Free Will	フリーウィル
1800	Sand Puff	サンドパフ
1801	Grimtooth	グリムトゥース
1802	Fire Wall	ファイアーウォール
1803	Fire Ball	ファイアーボール
1804	Ice Spike	アイススパイク
1805	Ice Blast	アイスブラスト
1806	AGI +${1}	AGI +${1}
1807	STR +${1}	STR +${1}
1808	VIT +${1}	VIT +${1}
1809	INT +${1}	INT +${1}
1810	DEX +${1}	DEX +${1}
1811	Edit Bond	絆の編集
1812	Next Rank	次ランク
1813	${1} Card	${1}カード
1814	Main City	主要都市
1815	Use ${1}?	${1}を使用しますか？
1816	Sell Item	アイテム売却
1817	Tradeable	取引可能
1818	World Map	ワールドマップ
1819	View Cave	洞窟を表示
1820	Hide Cave	洞窟を非表示
1821	Hide Info	情報を非表示
1822	Max Level	最大レベル
1823	First Job	1次職
1824	Third Job	3次職
1825	Skill Bar	スキルバー
1826	Core Pack	コアパック
1827	Field Map	フィールドマップ
1828	Broadcast	アナウンス
1829	Spotlight	スポットライト
1830	Live Coal	燃える石炭
1831	Fireworks	花火
1832	Magic Die	マジックダイス
1833	Land Mine	ランドマイン
1834	Anacondaq	アナコンダク
1835	Explosion	エクスプロージョン
1836	City Gate	城門
1837	Camp Gate	キャンプ門
1838	Protector	プロテクター
1839	Injustice	インジャスティス
1840	Bunny Sis	バニーシスター
1841	Evil Boss	悪の首魁
1842	Professor	プロフェッサー
1843	Mastering	マスターリング
1844	Ghostring	ゴーストリング
1845	Young Man	青年
1846	Librarian	司書
1847	Hachabura	ハチャブラ
1848	Baisulist	バイスリスト
1849	Shukabain	シュカバイン
1850	Ahn Gu-ho	アン・グホ
1851	Repairman	修理工
1852	Innkeeper	宿屋の主人
1853	Katherine	キャサリン
1854	Giant Ant	ジャイアントアント
1855	Blank NPC	空白NPC
1856	Blue Harp	ブルーハープ
1857	Barricade	バリケード
1858	Maya-Easy	マヤー（Easy）
1859	Maya-Hard	マヤー（Hard）
1860	Top ${1}%	上位${1}%
1861	Auto Mode	オートモード
1862	Item Drop	アイテムドロップ
1863	Trade Tax	取引税
1864	Edit Item	アイテム編集
1865	Global CD	全体クールダウン
1866	Initiator	発起人
1867	Withdrawn	取り下げ済み
1868	Next Lead	次期リーダー
1869	Formation	陣形
1870	In Effect	適用中
1871	Max Stars	最大星数
1872	Hatch Egg	卵を孵化
1873	Pool Type	ガチャ種類
1874	Pet Stats	ペットステータス
1875	Pet Codex	ペット図鑑
1876	Tap here!	ここをタップ！
1877	All right	了解
1878	I'm ready	準備完了
1879	And then?	それで？
1880	Open Shop	ショップを開く
1881	Dozens...	何十個も…
1882	Yo, yo...	よぉ、よぉ…
1883	Desperate	必死
1884	Start Now	今すぐ開始
1885	Next Wave	次のウェーブ
1886	Can Mark:	マーク可能:
1887	Gardening	園芸
1888	Hard Mode	ハードモード
1889	Qualified	資格あり
1890	Time's up	時間切れ
1891	@{1}v@{2}	@{1}対@{2}
1892	Delicious	美味しい
1893	Kiss Left	残キス数
1894	Thank You	ありがとう
1895	Surprised	驚き
1896	Shattered	粉砕
1897	Game Over	ゲームオーバー
1898	Mood @{1}	機嫌 @{1}
1899	${1} Ends	${1} 終了
1900	Engraving	刻印
1901	Rookie IV	ルーキーIV
1902	Rookie II	ルーキーII
1903	Warrior V	ウォリアーV
1904	Warrior I	ウォリアーI
1905	Elite III	エリートIII
1906	Dividends	配当
1907	Sub Field	サブフィールド
1908	Our Guild	我らのギルド
1909	Kill Boss	ボス討伐
1910	Terminate	終了
1911	Item Pack	アイテムパック
1912	Pet Shard	ペットの欠片
1913	Star Core	スターコア
1914	Main-Hand	メインハンド
1915	Has Stunt	特技あり
1916	Merchants	マーチャント
1917	Artillery	砲撃
1918	Timestamp	タイムスタンプ
1919	【Control】	【妨害】
1920	【Healing】	【回復】
1921	【Support】	【支援】
1922	【Stealth】	【ステルス】
1923	【Utility】	【汎用】
1924	Card View	カード確認
1925	Item View	アイテム確認
1926	Low-grade	低品質
1927	High Crit	高クリティカル
1928	Chapter 1	第1章
1929	Resonance	共鳴
1930	Detecting	探知中
1931	Flame Jet	火炎放射
1932	Music Box	オルゴール
1933	First Aid	応急手当
1934	Unlimited	無制限
1935	Bidder ID	入札者ID
1936	Total DMG	合計ダメージ
1937	Wolf Claw	狼の爪
1938	Flax Leaf	亜麻の葉
1939	Silk Roll	絹の反物
1940	Gold Star	ゴールドスター
1941	Wolf Star	ウルフスター
1942	Tree Bark	木の樹皮
1943	Guild GvE	ギルドGvE
1944	Swordsmen	ソードマン
1945	On Cannon	大砲操作中
1946	Knockback	ノックバック
1947	Mossgrass	苔草
1948	BTN_RETRY	再挑戦
1949	Max level	最大レベル
1950	Performed	実行済み
1951	Ouroboros	ウロボロス
1952	Appraise?	鑑定する？
1953	Gift sent	ギフト送信完了
1954	Sea Bream	タイ
1955	Snakehead	ライギョ
1956	Blue Crab	ワタリガニ
1957	STR Bonus	STRボーナス
1958	AGI Bonus	AGIボーナス
1959	VIT Bonus	VITボーナス
1960	INT Bonus	INTボーナス
1961	DEX Bonus	DEXボーナス
1962	Face Mask	フェイスマスク
1963	Big Scell	大きなセル
1964	Star Dust	星の粉
1965	Hot Cocoa	ホットココア
1966	Faction 3	陣営3
1967	Faction 4	陣営4
1968	Note · Ti	音符・シ
