Index	English	Japanese_Translation
8320	Already in a Party	すでにパーティに参加中です
8321	On the Blocks list	ブロックリスト登録済み
8322	Not a close friend	親しいフレンドではありません
8323	Invalid equip slot	無効な装備スロット
8324	Filter Soul Echoes	ソウルエコーを絞り込む
8325	Group Warp is full	グループワープが満員です
8326	Invalid stronghold	無効な拠点です
8327	Not enough points.	ポイントが足りません。
8328	^{1}Cart Clash^{2}	^{1}カートクラッシュ^{2}
8329	Swift Cross Strike	スウィフトクロスストライク
8330	Auto Guard Enhance	オートガード強化
8331	Enhanced Endurance	耐久力強化
8332	Aura Blade Enhance	オーラブレード強化
8333	Joint Beat Enhance	ジョイントビート強化
8334	^{1}Two Skills^{2}	^{1}2つのスキル^{2}
8335	Basic Magic Attack	基本魔法攻撃
8336	Deep Dagger Thrust	ディープダガースラスト
8337	^{1}Spell Lock^{2}	^{1}スペルロック^{2}
8338	^{1}Ember Zone^{2}	^{1}エンバーゾーン^{2}
8339	Incorrect Password	パスワードが違います
8340	Uses: Insufficient	使用回数が足りません
8341	Royal Capital Name	王都名
8342	Wrong top-up type.	チャージ種別が不正です。
8343	Enlarge the target	対象を巨大化
8344	Defense Successful	防衛成功
8345	Normal Attack @{1}	通常攻撃 @{1}
8346	Drake Basic Attack	ドレイク通常攻撃
8347	Applied: ${1}/${2}	適用済み：${1}/${2}
8348	Enter a book title	本のタイトルを入力
8349	Reset Confirmation	リセット確認
8350	Default Template 1	デフォルトテンプレート1
8351	Default Template 2	デフォルトテンプレート2
8352	Default Template 3	デフォルトテンプレート3
8353	My Book Collection	マイ書籍コレクション
8354	Immediately Obtain	即時獲得
8355	Event ends in ${1}	イベント終了まで ${1}
8356	Title is too long.	タイトルが長すぎます。
8357	Two Weeks Together	一緒に過ごして2週間
8358	Dressed to Impress	華麗なる装い
8359	Defeat Ilmo · Hard	イルモ・ハードを撃破
8360	Defeat Isti · Hard	イスティ・ハードを撃破
8361	Spirit Tower Adept	精霊の塔熟練者
8362	Spirit Tower Debut	精霊の塔デビュー
8363	A Home for 10 Pets	ペット10匹の住まい
8364	Max Stars Achieved	最大星数達成
8365	First Star Upgrade	初めてのランクアップ
8366	50-Card Collection	カード50枚収集
8367	Refine: Apprentice	精錬：見習い
8368	Eye of Discernment	鑑定眼
8369	Legendary Red Gear	伝説の赤装備
8370	Kill/Assist/Rescue	撃破/支援/救援
8371	High-Resource Area	高資源エリア
8372	Equipment Supplies	装備補給品
8373	This Week's Limit:	今週の上限：
8374	Why didn't you go?	どうして行かなかったの？
8375	Member Limit: ${1}	メンバー上限：${1}
8376	Cancel Recruitment	募集を取り消す
8377	Profile Card Style	プロフィールカードスタイル
8378	Now following ${1}	${1}をフォロー中
8379	${1} defeated ${2}	${1}が${2}を撃破
8380	${1} quietly left.	${1}は静かに立ち去った。
8381	Traveling Merchant	旅商人
8382	Dark Crystal Orbit	ダーククリスタル軌道
8383	Musical Instrument	楽器
8384	Purple Chance Buff	紫確率アップバフ
8385	Orange Chance Buff	オレンジ確率アップバフ
8386	Dance Move Forward	ダンス移動・前
8387	Pharaoh AoE marker	ファラオAoEマーカー
8388	Recommended Stunts	おすすめアクション
8389	Recommended Skills	推奨スキル
8390	Configuring Preset	プリセット設定中
8391	Select Soul Echoes	ソウルエコーを選択
8392	Challenge Complete	チャレンジ完了
8393	Generic Immobilize	汎用移動不能
8394	Vitality Resonance	VIT共鳴
8395	Strength Resonance	STR共鳴
8396	Settlement in ${1}	精算まで ${1}
8397	Cumulative Rewards	累積報酬
8398	Contribution: ${1}	貢献度：${1}
8399	Guard Domain Orbit	ガードドメイン範囲
8400	Inner Circular AOE	内側円形範囲
8401	Lava Heat Wave@{1}	溶岩熱波@{1}
8402	Test Transform@{1}	テスト変身@{1}
8403	Instinctive Thrill	本能的な高揚
8404	Flying Fish Impact	フライングフィッシュインパクト
8405	Cat Knight's Guard	キャットナイトの護り
8406	Fated Resurrection	運命の復活
8407	Holy Light Baptism	ホーリーライトバプティズム
8408	Holy Healing Light	ホーリーヒーリングライト
8409	Darkness Dimension	闇の次元
8410	Freezing Dimension	氷結の次元
8411	Ricochet Dimension	跳弾の次元
8412	[Final Trial-Isti]	[最終試練-イスティ]
8413	[Final Trial-Ilmo]	[最終試練-イルモ]
8414	Start recruitment?	募集を開始しますか？
8415	No related content	関連コンテンツがありません
8416	No skill selected!	スキルが選択されていません！
8417	RO Genius LUK Star	RO天才・LUKスター
8418	Exit Without Saving	保存せず終了
8419	Tap to enter a name	名前を入力
8420	Do not remind again	今後表示しない
8421	Multiple Knockbacks	複数回ノックバック
8422	Night Judgment·Mask	夜の審判・マスク
8423	Angel Wing Earrings	天使の羽イヤリング
8424	Silverwing Covenant	シルバーウィングの盟約
8425	Worldscorch Feather	ワールドスコーチフェザー
8426	Female Warrior Lola	女戦士ローラ
8427	Tap to close (${1})	タップして閉じる（${1}）
8428	Traditional Chinese	繁体字中国語
8429	Unlock New Function	新機能を解放
8430	Ritual Acceleration	儀式加速
8431	Placement Objective	順位目標
8432	Magic Damage Bonus%	魔法ダメージボーナス%
8433	MP Recovery Effect%	MP回復効果%
8434	Paralyze Resistance	麻痺耐性
8435	Magic Damage Shield	魔法ダメージシールド
8436	BOSS Enrage Display	BOSS激怒表示
8437	Detect Stealth @{1}	ステルス検知 @{1}
8438	Game Mode EXP Bonus	ゲームモードEXPボーナス
8439	^{1}Stand Ready^{2}	^{1}準備せよ^{2}
8440	^{1}Phase Three^{2}	^{1}第3フェーズ^{2}
8441	^{1}Final Phase^{2}	^{1}最終フェーズ^{2}
8442	Retrieve Instrument	楽器を回収
8443	^{1}Mock Battle^{2}	^{1}模擬戦^{2}
8444	Current Season Rank	現在のシーズンランク
8445	Opens in ${1} hours	${1}時間後に開放
8446	Shop closes in ${1}	ショップ終了まで ${1}
8447	Equipped: ${1}/${2}	装備中：${1}/${2}
8448	Guild Banner Emblem	ギルド旗エンブレム
8449	Defeat Doppelganger	ドッペルゲンガーを倒す
8450	Reach Base Lv. @{1}	Base Lv. @{1}に到達
8451	Kill @{1} Mushrooms	キノコを@{1}体倒す
8452	Kill @{1} Skeletons	スケルトンを@{1}体倒す
8453	Play hide-and-seek.	かくれんぼをする
8454	Ride the Lion mount	ライオンマウントに乗る
8455	Crawl into the hole	穴に入り込む
8456	Complete Trans. 2nd	転生2次職への転職完了
8457	Respond to a Crisis	危機に対処する
8458	Say hello to Bragis	ブラギスに挨拶する
8459	Refresh (${1}/${2})	更新（${1}/${2}）
8460	Appearance Settings	外見設定
8461	Chat Settings Saved	チャット設定を保存しました
8462	Intermediate Attack	中級攻撃
8463	Cover Boya and Wule	ボヤとウーレを援護
8464	Purchase Successful	購入しました
8465	Listed successfully	出品しました
8466	Guild League Emblem	ギルドリーグエンブレム
8467	Trade Penalty Ended	取引ペナルティ終了
8468	Bail Payment Issued	保釈金を支払いました
8469	Gifted Pass Mail ID	ギフトパスメールID
8470	Daily Activity Task	デイリー活動クエスト
8471	Like Activity Quest	いいね活動クエスト
8472	Portrait Frame Test	ポートレートフレームテスト
8473	Elite Treasure Cart	エリート宝物カート
8474	Supplies Remaining:	残り補給品：
8475	System Notification	システム通知
8476	Unlocks at Lv. @{1}	Lv. @{1}で解放
8477	Quiz Time Remaining	クイズ残り時間
8478	Smelting Attributes	精錬ステータス
8479	Crafting Successful	製作成功
8480	Smelting Successful	精錬成功
8481	No target available	対象がいません
8482	Enable Confirmation	確認を有効化
8483	Movement ${1} ${2}%	移動 ${1} ${2}%
8484	Divine Realm - Hard	神域 - ハード
8485	Set as Close Friend	親しいフレンドに設定
8486	Remove Close Friend	親しいフレンドから解除
8487	Remove from Recents	最近の履歴から削除
8488	Network Diagnostics	ネットワーク診断
8489	Network Delay Check	ネットワーク遅延チェック
8490	Gather Hard Shells.	硬い殻を集める。
8491	Keep moving forward	前へ進み続ける
8492	Go to the Professor	教授のもとへ行く
8493	Go to Eastern Payon	フェイヨン東部へ向かう
8494	Enter the Pet Tower	ペットタワーに入る
8495	Career Total Points	累計キャリアポイント
8496	Beginner's Handbook	初心者ハンドブック
8497	Reinforcement level	強化レベル
8498	Left Accessory Slot	左アクセサリースロット
8499	Guild Member Search	ギルドメンバー検索
8500	Invite Guild Member	ギルドメンバーを招待
8501	Banish Guild Member	ギルドメンバーを追放
8502	Manage Guild Elites	ギルド精鋭を管理
8503	Add Friend/Unfriend	フレンド追加/解除
8504	Gacha Master Toggle	ガチャマスター切替
8505	Nature God · Ilmata	自然神・イルマタ
8506	Festival Invitation	祭典招待
8507	Currency Redemption	通貨交換
8508	Expires in ${1} hr.	${1}時間後に期限切れ
8509	Default Chat Bubble	デフォルトチャット吹き出し
8510	Refinement Material	精錬素材
8511	Recent Transactions	最近の取引
8512	Equipment Blueprint	装備設計図
8513	BASE EXP: ${1} /MAX	BASE EXP：${1} /MAX
8514	JOB EXP: ${1} /${2}	JOB EXP：${1} /${2}
8515	You are the seller.	あなたが出品者です。
8516	No items available.	利用できるアイテムがありません。
8517	Ripe Fruit Emblem I	熟した果実のエンブレム I
8518	Battle for Prontera	プロンテラ攻防戦
8519	Novice Monthly Pass	ノービス月間パス
8520	${1} days remaining	残り${1}日
8521	${1} min. remaining	残り${1}分
8522	No matching results	一致する結果がありません
8523	New Season Arrivals	新シーズン新着
8524	Awaiting payment...	支払い待ち…
8525	Group chat settings	グループチャット設定
8526	Tap to edit members	タップしてメンバー編集
8527	Send Friend Request	フレンド申請を送る
8528	Popularity Rankings	人気ランキング
8529	No gift history yet	ギフト履歴はまだありません
8530	Recommended Friends	おすすめフレンド
8531	Daily Tavern Quests	酒場デイリークエスト
8532	Party request sent.	パーティ申請を送信しました。
8533	Transfer Leadership	リーダーを譲渡
8534	Gather Raid Members	レイドメンバーを集める
8535	Recommended Players	おすすめプレイヤー
8536	Party Notifications	パーティ通知
8537	Up to 20 characters	20文字まで
8538	Follow Raid Leader?	レイドリーダーに追従しますか？
8539	${1} left the party	${1}がパーティを離れました
8540	Voice Status Notice	ボイス状態通知
8541	Rookie Scholar-@{1}	新人学者-@{1}
8542	Already on the map.	すでにマップ上にあります。
8543	Destroy Supply Cart	補給カートを破壊
8544	Revive ${1} Players	プレイヤーを${1}人復活
8545	Clear Valhalla ${1}	ヴァルハラ ${1}をクリア
8546	Creation Successful	作成成功
8547	Impeachment Process	弾劾手続き
8548	Invalid share text.	共有テキストが無効です。
8549	Show Only My Events	自分のイベントのみ表示
8550	${1}: Level too low	${1}：レベルが低すぎます
8551	Confirm Appointment	任命を確認
8552	Position Permission	役職権限
8553	${1} helped load it	${1}が積み込みを手伝いました
8554	Cancel Help Request	支援依頼を取り消す
8555	This is a test note	これはテストノートです
8556	Prontera North Gate	プロンテラ北門
8557	Rainbow Koi Dungeon	虹色コイダンジョン
8558	Underground Kingdom	地下王国
8559	Seal Defense Battle	封印防衛戦
8560	Wailing Tidal Flats	嘆きの干潟
8561	Card: Thief Bug Egg	カード：盗蟲の卵
8562	First Strike Reward	先制攻撃報酬
8563	Respawns after ${1}	${1}後に再出現
8564	Card: Marine Sphere	カード：マリンスフィアー
8565	Sketch Card: Osiris	スケッチカード：オシリス
8566	Sketch Card: Kraken	スケッチカード：クラーケン
8567	Card: Goblin Archer	カード：ゴブリンアーチャー
8568	Card: Kobold Archer	カード：コボルドアーチャー
8569	Card: Kobold Leader	カード：コボルドリーダー
8570	Card: Killer Mantis	カード：キラーマンティス
8571	Card: Vagabond Wolf	カード：さすらい狼
8572	Portrait Card: Maya	ポートレートカード：マヤー
8573	Shadow Card: Kraken	シャドウカード：クラーケン
8574	Shadow Card: Osiris	シャドウカード：オシリス
8575	Card: Goblin Leader	カード：ゴブリンリーダー
8576	Event Not Available	イベントは開催されていません
8577	Appearance mismatch	外見が一致しません
8578	Holy damage +${1}%.	聖属性ダメージ +${1}%。
8579	Equipment Drop Test	装備ドロップテスト
8580	Transform: Poporing	変身：ポポリン
8581	Transform: Bombring	変身：ボムポリン
8582	Transform: Angeling	変身：エンジェリング
8583	Transform: Deviling	変身：デビルリング
8584	Teleportation Magic	テレポーテーション
8585	Attack Speed +@{1}%	攻撃速度 +@{1}%
8586	Physical ATK +${1}.	物理ATK +${1}。
8587	Holy Cross Judgment	ホーリークロスジャッジメント
8588	Divine Light Strike	ディバインライトストライク
8589	Holy Light Bludgeon	ホーリーライトブロウ
8590	Sacred Divine Light	セイクリッドディバインライト
8591	Prayer of Gratitude	感謝の祈り
8592	High Speed Cart Ram	ハイスピードカートラム
8593	Maximum Over Thrust	オーバートラストマックス
8594	Emergency Treatment	応急手当
8595	Recoil Auto Counter	リコイルオートカウンター
8596	Display Skill Range	スキル範囲を表示
8597	Attack While Moving	移動しながら攻撃
8598	Chase Locked Target	ロック対象を追尾
8599	Name Color Settings	名前色設定
8600	Mouse Left Tap Drag	マウス左ボタンドラッグ
8601	Viscous Machine Oil	粘性機械油
8602	Skill@{1}Horn Laser	スキル@{1}ホーンレーザー
8603	Clone Normal Attack	分身通常攻撃
8604	Water Ripple Bullet	水紋弾
8605	Melody Sprite Spawn	メロディースプライト出現
8606	Hunter Water Escape	ハンター水遁
8607	Skill@{1} Music Box	スキル@{1} ミュージックボックス
8608	Skill@{1} Fin Split	スキル@{1} フィン分裂
8609	Hunter Charged Spin	ハンターチャージスピン
8610	Bagpipe Sound Blade	バグパイプ音刃
8611	Tornado Incarnation	トルネードインカーネーション
8612	Meteor Arrow Shower	メテオアローシャワー
8613	@{1}-Pound Dynamite	@{1}ポンドダイナマイト
8614	Fabre Normal Attack	ファブル通常攻撃
8615	Greedy Fallen Angel	貪欲な堕天使
8616	Vocal Normal Attack	ボーカル通常攻撃
