Index	English	Japanese_Translation
13072	Fate Scroll·Off-Hand-Purple	フェイトスクロール・サブ装備-紫
13073	Ymir Scroll·Off-Hand-Purple	ユミルスクロール・サブ装備-紫
13074	Giant Scroll·Off-Hand-Green	ジャイアントスクロール・サブ装備-緑
13075	Fate Scroll·One-Handed-Blue	フェイトスクロール・片手武器-青
13076	Ymir Scroll·One-Handed-Blue	ユミルスクロール・片手武器-青
13077	Superior Earth Spirit Spear	上級アーススピリットスピア
13078	Advanced Earth Spirit Spear	高級アーススピリットスピア
13079	Requires Skill ^{1}${1}^{2}	スキル ^{1}${1}^{2} が必要
13080	Not enough auction attempts	オークション挑戦回数が不足しています
13081	Not enough Enhance attempts	強化回数が不足しています
13082	Movement completion too low	移動達成度が不足しています
13083	Required Rating not reached	必要評価に達していません
13084	Personal Guild Contribution	個人ギルド貢献度
13085	High-Reward Auto Mode Rules	高報酬オートモードルール
13086	Divine Totem Skill Learning	神術トーテムスキル習得
13087	You've used all your Likes.	本日の「いいね」を使い切りました。
13088	Enhanced Crafting - Carving	強化クラフト - 彫刻
13089	Enhanced Crafting - Forging	強化クラフト - 鍛造
13090	Help others complete events	他のプレイヤーのイベント完了を支援
13091	Western Prontera Prefecture	プロンテラ西部
13092	Eastern Prontera Prefecture	プロンテラ東部
13093	Sanctuary [Triggered Skill]	サンクチュアリ【発動スキル】
13094	Basilica [Triggered Effect]	バシリカ【発動効果】
13095	Emergency Treatment Healing	応急処置回復
13096	High-Energy Impact Listener	ハイエナジーインパクト監視
13097	Transform into Baphomet Jr.	バフォメットJr.に変身
13098	Battle Chant Orbit - Allies	バトルチャント軌道 - 味方
13099	Holy Cross Attack Frequency	ホーリークロス攻撃頻度
13100	Spear Mastery Increased ATK	スピアマスタリーATK増加
13101	Enhance Shield Bash Passive	シールドバッシュ強化パッシブ
13102	Blessing of Tyr, God of War	軍神テュールの祝福
13103	Battle Royale HP Drain Buff	バトルロワイヤルHP吸収バフ
13104	Escort Cart Lightly Damaged	護衛カート軽度損傷
13105	Escort Cart Heavily Damaged	護衛カート重度損傷
13106	Gameplay Alert display area	ゲームプレイ警告表示エリア
13107	Magic Cannon Energy Removal	マジックキャノンのエネルギー解除
13108	Summoned Unit Self-Destruct	召喚ユニット自爆
13109	Max Life Increase Buff Test	最大HP増加バフテスト
13110	Serpent Spirit's Protection	蛇霊の加護
13111	Lightning Strike HIT Marker	ライトニングストライクHITマーカー
13112	Move back Afterimage Status	後退残像状態
13113	Shield, Derived Interaction	シールド派生インタラクション
13114	Invincible and Untargetable	無敵・ターゲット不可
13115	Ghost Ship Second Wave Buff	ゴーストシップ第2ウェーブバフ
13116	Yellow Tracking Line Effect	イエロー追尾ラインエフェクト
13117	Highest-Aggro Target Effect	最高ヘイト対象エフェクト
13118	Battle Chant Harmony: Psalm	バトルチャントハーモニー：詩篇
13119	Sacrament Baptism Self Buff	サクラメントバプティズム自己バフ
13120	Voice Part Performance Buff	ボイスパート演奏バフ
13121	Lance Knight: Wind Mark@{1}	ランスナイト：風の印@{1}
13122	Lance Knight: Fire Mark@{1}	ランスナイト：火の印@{1}
13123	Increase Earth Drive Damage	アースドライブのダメージ増加
13124	Replace Intense Telekinesis	インテンス・テレキネシスを置換
13125	Sword Attack Speed Increase	剣攻撃速度増加
13126	Transform Wheel Replacement	変身ホイール置換
13127	Freezing Trap Hunter Effect	フリージングトラップハンター効果
13128	Cheval-de-Frise Area Effect	拒馬エリア効果
13129	^{1}Defeat Doppelganger^{2}	^{1}ドッペルゲンガーを倒す^{2}
13130	Battlefield Rating Overview	戦場評価概要
13131	Achievement is not finished	実績が未完了です
13132	Emotes are already unlocked	エモートはすでに解放済みです
13133	Mount has not been obtained	マウントを未入手です
13134	Job Lv. requirement not met	Job Lv.条件を満たしていません
13135	Pet Search is Not Available	ペット検索は利用できません
13136	Friend group does not exist	フレンドグループが存在しません
13137	Failed to create Group Chat	グループチャット作成に失敗しました
13138	Failed to update Group Chat	グループチャット更新に失敗しました
13139	Search name cannot be empty	検索名を空欄にはできません
13140	This Stall no longer exists	この露店は存在しません
13141	Item purchase limit reached	アイテム購入上限に達しました
13142	Not within range of the NPC	NPCの範囲外です
13143	Appearance already unlocked	外見はすでに解放済みです
13144	Invalid gift message length	ギフトメッセージが長すぎます
13145	Already in the Tavern room.	すでに酒場の部屋にいます。
13146	Skill has not been learned.	スキルを習得していません。
13147	Skill requirements not met.	スキル条件を満たしていません。
13148	Skill target is in darkness	スキル対象が暗闇状態です
13149	The item has been delisted.	アイテムは出品終了しました。
13150	Already in another channel.	すでに別チャンネルにいます。
13151	Not on the application list	申請リストにありません
13152	Not in an Adventurer Group.	冒険グループに所属していません。
13153	Guild summon is on cooldown	ギルド召集はクールダウン中です
13154	Soul Echo Resonance Preview	ソウルエコー共鳴プレビュー
13155	Not in the current scenario	現在のシナリオ内ではありません
13156	Pass event is not available	パスイベントは利用できません
13157	Journey event not completed	旅イベントが未完了です
13158	Action requirements not met	行動条件を満たしていません
13159	Current node Reward claimed	現在ノードの報酬は受取済みです
13160	Incorrect verification code	認証コードが正しくありません
13161	Modifier parameter mismatch	補正パラメータが一致しません
13162	Insufficient trigger Chance	発動確率が不足しています
13163	Season Refine Level too low	シーズン精錬レベルが不足しています
13164	Unlock Requirement not met.	解放条件を満たしていません。
13165	Invalid request parameters.	リクエストパラメータが無効です。
13166	Low-grade Penetration Curse	低級貫通の呪い
13167	Advanced Neutral Resistance	上級無属性耐性
13168	Advanced Hunting Protection	上級狩猟防御
13169	Status requirements not met	状態条件を満たしていません
13170	Online player limit reached	オンライン人数上限に達しました
13171	This feature is unavailable	この機能は利用できません
13172	Network latency is too high	ネットワーク遅延が大きすぎます
13173	Quest [${1}] does not exist	クエスト[${1}]が存在しません
13174	Quest [${1}] already exists	クエスト[${1}]はすでに存在します
13175	Invalid item use parameters	アイテム使用パラメータが無効です
13176	Failed to enter EnterScene.	EnterSceneへの入場に失敗しました。
13177	Failed to create the scene.	シーン作成に失敗しました。
13178	Use Command Skill-${1} now?	コマンドスキル-${1}を使用しますか？
13179	Cannot teleport while dead.	死亡中はテレポートできません。
13180	Press and Hold—Homing Shell	長押し—追尾弾
13181	Break Free from Maya's Bind	マヤーの拘束から脱出
13182	Couldn't find the card, lu!	カードが見つからなかったル！
13183	This action does not exist.	このアクションは存在しません。
13184	Failed to parse Trade data.	取引データの解析に失敗しました。
13185	Currently in Battle Status.	現在戦闘中です。
13186	Impeachment is on cooldown.	弾劾はクールダウン中です。
13187	Guild group already exists.	ギルドグループはすでに存在します。
13188	This Week's Tasks Completed	今週のタスク完了
13189	Safe Zone has not refreshed	セーフゾーンが更新されていません
13190	I'm fine. Hehe, I'm fine...	大丈夫。へへ、大丈夫…
13191	Looking for me? What is it?	私を探してた？どうしたの？
13192	Remove from Adventure Group	冒険グループから除外
13193	Recruitment Time Remaining:	募集残り時間：
13194	Adventure Group Established	冒険グループ設立
13195	Default guild emblem design	デフォルトギルドエンブレムデザイン
13196	Defensive buff: DEF +@{1}%.	防御バフ：DEF +@{1}%。
13197	Enter the Training Grounds?	訓練場に入りますか？
13198	Damage Taken -^{1}${1}%^{2}	被ダメージ -^{1}${1}%^{2}
13199	Reduces Attack Speed by XX%	攻撃速度をXX%低下
13200	Lunatic Reward Boost Lv@{1}	ルナティック報酬ブースト Lv@{1}
13201	Sniper's Aim【Invalid Shell】	スナイパーズエイム【無効な弾】
13202	General Effect【Buff Effect】	汎用効果【バフ効果】
13203	Sharp Shooting【Buff Effect】	シャープシューティング【バフ効果】
13204	Blade Mountain - False Fall	ブレードマウンテン - 偽落下
13205	Archer Skeleton Mark-Undead	アーチャースケルトンマーク-不死属性
13206	Passive Proximity Detection	パッシブ近接検知
13207	The One Using Spiral Pierce	スパイラルピアースを使う者
13208	Glast Heim the Ancient City	古都グラストヘイム
13209	No Saplings Being Cared For	手入れ中の苗木はありません
13210	Card Objective - Insert Card	カード目標 - カード装着
13211	Nine-Tone Mantra: Moon Dance	九音真言：月舞
13212	Nine-Tone Mantra: Moon Chase	九音真言：追月
13213	Already at the maximum value	すでに最大値です
13214	Already at the minimum value	すでに最小値です
13215	Lord of the Starry Firmament	星空の主
13216	Reward Preview for This Week	今週の報酬プレビュー
13217	Head Above the Sea of Clouds	雲海の上へ
13218	Elemental Counter Resistance	属性相性耐性
13219	Global MP Recovery Received%	受ける全体MP回復量%
13220	Melee Magic Damage Increase%	近接魔法ダメージ増加%
13221	^{1}Fortress Under Siege^{2}	^{1}包囲された要塞^{2}
13222	Explore the Ant Queen's Nest	女王アリの巣を探索
13223	Check the Captain's injuries	船長の傷を確認
13224	<color=#ec543a>Ended</color>	<color=#ec543a>終了</color>
13225	Territory Points Leaderboard	領地ポイントランキング
13226	Complete @{1} treasure hunts	宝探しを@{1}回完了
13227	Ask passersby what happened.	通行人に何が起きたか聞く。
13228	Rare Reward-Osiris-MVP Limit	レア報酬-オシリス-MVP制限
13229	Rare Reward-Kraken-MVP Limit	レア報酬-クラーケン-MVP制限
13230	Defeat MVP Kraken in a party	パーティでMVPクラーケンを倒す
13231	Defeat Hard Ishti in a party	パーティでハードイスティを倒す
13232	Defeat Hard Nesha in a party	パーティでハードネシャを倒す
13233	Defeat Hard Mirko in a party	パーティでハードミルコを倒す
13234	Report your findings to Hawk	調査結果をホークに報告
13235	Advance a Growth Emblem once	成長エンブレムを1回昇級
13236	Search for the missing cargo	行方不明の貨物を探す
13237	Follow Bobo to Rent a Falcon	ボボについて行きファルコンをレンタル
13238	Increases melee Magic damage	近接魔法ダメージが増加
13239	Bobo lies Weak on the ground	ボボが弱り地面に倒れている
13240	Help the Weak Professor walk	弱った教授の歩行を助ける
13241	Game Mode Auction Settlement	ゲームモードオークション精算
13242	Delisted Due to Server Merge	サーバー統合により出品終了
13243	Top-Up Unfrozen Successfully	チャージ凍結解除に成功しました
13244	Season Trophy Reward Reissue	シーズントロフィー報酬再配布
13245	Guild Bonfire Raffle Reissue	ギルド焚き火抽選報酬再配布
13246	Character-Restricted Auction	キャラクター限定オークション
13247	Guild Caravan Activity Quest	ギルドキャラバン活動クエスト
13248	Guild Bonfire Activity Quest	ギルド焚き火活動クエスト
13249	Treasure Hunt Activity Quest	宝探し活動クエスト
13250	Temporary AFK Activity Quest	一時AFK活動クエスト
13251	Battle Royale Activity Quest	バトルロワイヤル活動クエスト
13252	Plaza Dancing Activity Quest	広場ダンス活動クエスト
13253	Not enough Military Supplies	軍需物資が不足しています
13254	Member Left Adventurer Guild	メンバーが冒険者ギルドを脱退しました
13255	Not much useful information.	有力な情報はあまりありません。
13256	Drive Back the Troublemakers	トラブルメーカーを追い払う
13257	You have yet to Join a guild	まだギルドに加入していません
13258	Arrival Countdown: ${1} Days	到着まで：${1}日
13259	A cute girl is waving at you	かわいい女の子が手を振っている
13260	Equip gear in any @{1} slots	任意の@{1}スロットに装備を装着
13261	Turn in the request to Rhine	依頼をラインに提出
13262	Defeat the vicious Peco Peco	凶暴なペコペコを倒す
13263	Choose your Job Advance path	転職ルートを選択
13264	Current Base Level cap: ${1}	現在のBaseレベル上限：${1}
13265	Land of Lilies of the Valley	スズランの地
13266	Maximum Refine Level reached	精錬レベル上限に達しました
13267	Unlocks at Refine Level ${1}	精錬Lv.${1}で解放
13268	Guild Emblem and Declaration	ギルドエンブレムと宣言
13269	Class-Specific Item - Falcon	職業専用アイテム - ファルコン
13270	Pinnacle Top Ten - Swordsmen	頂点トップ10 - ソードマン
13271	Pinnacle Top Ten - Merchants	頂点トップ10 - マーチャント
13272	Territory War—Faction Quests	領地戦—勢力クエスト
13273	Current minimum review time:	現在の最短審査時間：
13274	Gameplay Started Description	ゲームプレイ開始時説明
13275	Combine using Material Cost:	素材消費：
13276	Guild Activities Event Quest	ギルド活動イベントクエスト
13277	Ilma Tower: Extreme Speedrun	イルマタワー：極限タイムアタック
13278	Please select an item first.	先にアイテムを選択してください。
13279	Enter your broadcast message	ブロードキャストメッセージを入力
13280	Appoint ${1} as Vice Leader?	${1}を副リーダーに任命しますか？
13281	${1}, Party Objective: ${2},	${1}、パーティ目標：${2}、
13282	Already on the request list.	すでに申請リストにあります。
13283	Already a Deputy Raid Leader	すでに副レイドリーダーです
13284	No current party invitations	現在パーティ招待はありません
13285	Tier 3 Daily Activity Reward	デイリー活動報酬 Tier 3
13286	Tier 5 Daily Activity Reward	デイリー活動報酬 Tier 5
13287	Awaiting Seller Confirmation	出品者の確認待ち
13288	No Reference Price Available	参考価格がありません
13289	Recommended Party Size: ${1}	推奨パーティ人数：${1}
13290	Bidding Eligibility Acquired	入札資格を獲得
13291	Final Bidding begins in ${1}	最終入札開始まで ${1}
13292	You have left the queue area	待機エリアから退出しました
13293	Please enter a guild name...	ギルド名を入力...
13294	The announcement is too long	告知文が長すぎます
13295	Change of member information	メンバー情報変更
13296	Level too low to participate	参加レベルが不足しています
13297	Eastern Geffen State Capital	ゲフェン東部州都
13298	Western Geffen State Capital	ゲフェン西部州都
13299	Southern Payon State Capital	フェイヨン南部州都
13300	Eastern Morroc State Capital	モロック東部州都
13301	Western Morroc State Capital	モロック西部州都
13302	Eastern Izlude State Capital	イズルード東部州都
13303	Western Izlude State Capital	イズルード西部州都
13304	Portrait Card: Goblin Leader	ポートレートカード：ゴブリンリーダー
13305	Requires the specified buff.	指定バフが必要です。
13306	Limited to the ${1} scenario	${1}シナリオ限定
13307	Not currently on this screen	現在この画面ではありません
13308	Neutral damage taken -@{1}%.	受ける無属性ダメージ -@{1}%。
13309	Immune to damage and debuffs	ダメージとデバフを無効化
13310	Increased Spear Attack Speed	槍攻撃速度増加
13311	Farthest Edge of Nearby Unit	近くのユニットの最外縁
13312	Shift+Mouse Left Tap to Drag	Shift+マウス左ドラッグ
13313	Skill@{1}Statue Goblet Throw	スキル@{1}像ゴブレット投擲
13314	Skill@{1}Goblet Arrival Spin	スキル@{1}ゴブレット到着スピン
13315	Skill@{1}Bagpipe Sound Blade	スキル@{1}バグパイプ音刃
13316	Resonant Shell Cluster Spawn	共鳴弾クラスター生成
13317	Skill@{1} Water Pillar Laser	スキル@{1} 水柱レーザー
13318	Eight Consecutive Shockwaves	8連続衝撃波
13319	@{1} Simultaneous Shockwaves	@{1}同時衝撃波
13320	Piccolo Targets @{1} Players	ピッコロが@{1}人を対象
13321	Warg Companion (Warg Strike)	ワーグコンパニオン（ワーグストライク）
13322	Orc Hero Normal Attack-Earth	オークヒーロー通常攻撃-地属性
13323	Orc Lord Normal Attack-Earth	オークロード通常攻撃-地属性
13324	Moonlight Flower-Placeholder	月夜花-プレースホルダー
13325	Download everything to claim	すべてダウンロードして受け取る
13326	Ring Blade Kunai - Boss Leap	リングブレードクナイ - ボスジャンプ
13327	Ringblade Kunai-Launch Blade	リングブレードクナイ-ブレード発射
13328	Petrifying Mist (Deprecated)	石化ミスト（廃止予定）
13329	Stone Pillar Tracking Target	石柱追尾対象
13330	Petrifying Cleave - Tracking	石化斬り - 追尾
13331	Boss Relative Position Check	ボス相対位置チェック
13332	Moonlight Flower Ground Slam	月夜花グラウンドスラム
13333	Same-Color Colliding Bubbles	同色バブル衝突
13334	Launch Stationary Red Bubble	固定レッドバブルを発射
13335	Battle Chant Harmony - Psalm	バトルチャントハーモニー - 詩篇
13336	Hundred Spears Stack Monitor	ハンドレッドスピアスタック監視
13337	Assassin Cross Normal Attack	アサシンクロス通常攻撃
13338	Magic ATK +【Your Level*@{1}】	魔法ATK +【自分のLv*@{1}】
13339	Magic ATK increases by ${1}.	魔法ATKが${1}増加。
13340	Grant Boss Final Blow Reward	BOSSとどめ報酬を付与
13341	Card is already at max level	カードはすでに最大レベルです
13342	Adjust Territory War Tactics	領地戦戦術を調整
13343	A Novice Adventurer Sets Out	ノービス冒険者、旅立つ
13344	This item has been disabled.	このアイテムは無効化されています。
13345	Prologue: Party Preparations	プロローグ：パーティ準備
13346	Opening: Third-Prize Drawing	開幕：3等抽選
13347	Opening: First-Prize Drawing	開幕：1等抽選
13348	One-Time Auto-Gathering Test	単発オート採集テスト
13349	Note Pillar@{1}-South Morroc	ノートピラー@{1}-南モロック
13350	Greedy Flameclaw Wolf's Fang	貪欲なフレイムクロウウルフの牙
13351	Rock Puppet Type A - Watcher	ロックパペットA型 - ウォッチャー
13352	Magic Circle_Assassin Shadow	魔法陣_アサシンシャドウ
13353	Person Practicing the Basics	基礎練習中の人
13354	Failed to reset quest [${1}]	クエスト[${1}]のリセットに失敗
13355	Failed to track quest [${1}]	クエスト[${1}]の追跡に失敗
13356	Eastern Payon-Flying Trigger	フェイヨン東部飛行トリガー
13357	Moonlight Flower Riddle Bell	月夜花なぞなぞベル
13358	Circle-Stepping Magic Circle	円周踏み魔法陣
13359	Edit Spirit Tower Pet Lineup	精霊の塔のペット編成を編集
13360	Who doesn't love bunny ears?	ウサ耳が嫌いな人なんている？
13361	Exclusive mount for Acolytes	アコライト専用マウント
13362	Exploration Expedition Rules	探索遠征ルール
13363	${1} removed from favorites.	${1}をお気に入りから削除しました。
13364	Teleport to the Royal Palace	王宮へテレポート
13365	Melee Magic Damage Reduction	近接魔法ダメージ軽減
13366	Ranged Magic Damage Increase	遠距離魔法ダメージ増加
13367	Damage Reduction from Bosses	BOSSからのダメージ軽減
13368	Maximum Guild Store Level: 3	ギルドショップ最大Lv.：3
13369	Guild Auction in progress...	ギルドオークション開催中...
13370	Updates every Monday at 5:00	毎週月曜5:00に更新
13371	Save changes to this Member?	このメンバーへの変更を保存しますか？
13372	<color=#97E553>Lv. 2</color>	<color=#97E553>Lv. 2</color>
13373	<color=#97E553>Lv. 3</color>	<color=#97E553>Lv. 3</color>
13374	Soul Echo Metric - Resonance	ソウルエコー指標 - 共鳴
13375	Divine Totem Metric - Deploy	神術トーテム指標 - 配置
13376	Visit Sebuyalian (@{1}/@{2})	セブヤリアンを訪ねる（@{1}/@{2}）
13377	Visit Miss Smile (@{1}/@{2})	ミス・スマイルを訪ねる（@{1}/@{2}）
13378	Go to the Grand Lecture Hall	大講堂へ向かう
13379	Retired Mysterious Craftsman	引退した謎の職人
13380	New Message from the Captain	船長からの新着メッセージ
13381	Breakthrough Plan: Round One	突破計画：第1ラウンド
13382	Breakthrough Plan: Round Two	突破計画：第2ラウンド
13383	Learn About Monster Conquest	モンスター討伐について学ぶ
13384	Complete the specified story	指定ストーリーを完了
13385	About the Second Job Advance	2次転職について
13386	Guild Event - Campfire Quest	ギルドイベント - 焚き火クエスト
13387	The Unconscious Party Leader	意識を失ったパーティリーダー
13388	Tap a blank area to continue	空白部分をタップして続行
13389	Obtain a total of @{1} Cards	カードを合計@{1}枚入手
13390	Clear the Savage Hinterlands	サベージ荒野をクリア
13391	Create a guild/Join a guild.	ギルドを作成/加入する。
13392	Tap to find your perfect pet	タップしてぴったりのペットを探す
13393	Tap here to add to Favorites	ここをタップしてお気に入りに追加
13394	Now show me what you've got!	さあ、実力を見せて！
13395	I can't wait to ride it, bo!	早く乗ってみたいボ！
13396	Fly Wing No. @{1}, activate!	ハエの羽No. @{1}、起動！
13397	Try riding the Deniro again.	もう一度デニーロに乗ってみる。
13398	Head to the fork in the road	分かれ道へ向かう
13399	Head deeper into Maya's lair	マヤーの巣の奥へ進む
13400	${1} has received your gift!	${1}があなたのギフトを受け取りました！
13401	How about @{1} copper coins?	銅貨@{1}枚ではどう？
13402	How did the book go missing?	どうして本がなくなったの？
13403	(Checks coin) One more flip.	（コインを確認）もう一度投げる。
13404	As long as she's doing well.	元気ならそれでいい。
13405	Hello there, new Adventurer.	こんにちは、新人冒険者さん。
13406	The Eden Group welcomes you.	楽園団へようこそ。
13407	These Clothes look familiar.	この服、見覚えがある。
13408	All right, go give it a try.	よし、試してみよう。
13409	This GvE challenge has ended	このGvEチャレンジは終了しました
13410	Not enough items to combine.	合成アイテムが不足しています。
13411	Items Available to Dismantle	解体可能アイテム
13412	Ability Acquired: Frost Ring	能力獲得：フロストリング
13413	Eastern Vehicle Point ready!	東部車両ポイント準備完了！
13414	Base vehicle point is ready!	中央車両ポイント準備完了！
13415	Stay away from each other!!!	互いに離れて！！！
13416	Don't... celebrate just yet.	まだ…喜ぶのは早い。
13417	Rumi\nAssistant Message Test	ルミ\nアシスタントメッセージテスト
13418	Outer supplies have Spawned!	外周補給品が出現しました！
13419	Professor\nOh my gosh, help!	教授\nうわっ、助けて！
13420	W-What are you going to do?!	な、何をするつもり？！
13421	Bidding Requirements Not Met	入札条件を満たしていません
13422	Spend ${1} to purchase ${2}?	${1}を消費して${2}を購入しますか？
13423	Buy ${1} at the Fixed price?	${1}を固定価格で購入しますか？
13424	Time Until Semifinals Begin:	準決勝開始まで：
13425	Distance Until Finals Begin:	決勝開始まで：
13426	The guild has been disbanded	ギルドは解散しました
13427	No battle history available.	戦闘履歴がありません。
13428	Auto-Register for Next Round	次ラウンドに自動登録
13429	Common Hidden Treasure Chest	一般隠し宝箱
13430	Number of 1st-Place Finishes	1位獲得回数
13431	DMG Reduction vs Medium Size	中型へのダメージ軽減
13432	Generic - Spawn HP Loss@{1}%	汎用 - 生成時HP減少@{1}%
13433	Memory Game-Circular Warning	メモリーゲーム・円形警告
13434	Four Simultaneous Shockwaves	4同時衝撃波
13435	Silverwing Covenant - Prayer	シルバーウィングの盟約 - 祈り
13436	Set Up a Stall at South Gate	南門で露店を開く
13437	Active in Stronghold Battles	拠点戦で有効
13438	This Issue's Suggested Items	今号のおすすめアイテム
13439	The Professor's Test Subject	教授の実験対象
13440	Return to Its Rightful Owner	本来の持ち主へ返す
13441	The Investigator's Discovery	調査員の発見
13442	Defeat MVP Osiris in a party	パーティでMVPオシリスを倒す
13443	Transform into Flame Tornado	フレイムトルネードに変身
13444	Magic-Breaking Power - Green	魔法破りの力 - 緑
13445	Siegebreaker's Power - Green	攻城破りの力 - 緑
13446	Magic-Warding Power - Orange	魔法防護の力 - オレンジ
13447	Magic-Warding Power - Purple	魔法防護の力 - 紫
13448	Golden · Realm-Warding Power	黄金・領域防護の力
13449	Azure · Realm-Breaking Power	蒼・領域破りの力
13450	Hummingbird's Power - Orange	ハチドリの力 - オレンジ
13451	Hummingbird's Power - Purple	ハチドリの力 - 紫
13452	PATCH_REPAIR_CLIENT_TIPS_IOS	PATCH_REPAIR_CLIENT_TIPS_IOS
13453	Test Name Card@{1}-Permanent	テストネームカード@{1}-永久
13454	Advanced Gathering - Logging	上級採集 - 伐採
13455	Grants a Job Advance Weapon.	転職武器を付与。
13456	Extremely tough Animal Skin.	非常に丈夫な獣皮。
13457	The hard shell of a monster.	モンスターの硬い殻。
13458	Prelude IV: Infinite Harmony	プレリュードIV：インフィニットハーモニー
13459	The Crossing Below the Steps	階段下の交差路
13460	Divine Arts Totem Appearance	神術トーテム外見
13461	No skills available to learn	習得可能なスキルがありません
13462	Repeat: Skill already exists	重複：スキルはすでに存在します
13463	Low-Level Hunting Protection	低級狩猟防御
13464	Pet Shard: Fruit Tree Turtle	ペットの欠片：フルーツツリータートル
13465	Starshatter Dragon - Limited	スターシャッタードラゴン - 期間限定
13466	Unclaimed Soul Crystal Chest	未受取ソウルクリスタルチェスト
13467	Class Weapon Selection Chest	職業武器選択チェスト
13468	Please add Enchant Materials	エンチャント素材を追加してください
13469	Treasure Hunt Reward Preview	宝探し報酬プレビュー
13470	Military Supplies (Advanced)	軍需物資（上級）
