Index	English	Japanese_Translation
10070	Low-Tier Multi Strike	初級マルチストライク
10071	Pet Shard: Earth Lord	ペットの欠片：アースロード
10072	Pet Shard: Water Lord	ペットの欠片：ウォーターロード
10073	Pet Shard: Squidgitte	ペットの欠片：スクイジット
10074	Pet Shard: Marionette	ペットの欠片：マリオネット
10075	Chapter One of a Book	本の第1章
10076	Dream Horse - Limited	ドリームホース - 期間限定
10077	Sun Chariot - Limited	サンチャリオット - 期間限定
10078	Dig - Exquisite Chest	発掘 - 極上宝箱
10079	Strawberry Hard Candy	ストロベリーハードキャンディ
10080	Refreshing Lemon Brew	爽やかレモンドリンク
10081	Grape Sparkling Water	グレープスパークリングウォーター
10082	Workhorse Potion Pack	働き者ポーションパック
10083	Commemorative Medal E	記念メダル E
10084	Commemorative Medal D	記念メダル D
10085	Commemorative Medal C	記念メダル C
10086	Commemorative Medal B	記念メダル B
10087	Commemorative Medal A	記念メダル A
10088	Blessed Armor Ore-Use	祝福された防具鉱石・使用
10089	Equipment Enchantment	装備エンチャント
10090	Total Treasure Hunts:	宝探し合計回数：
10091	Energized Honing Iron	活性化研磨鉄
10092	Dense Meteorite Chunk	高密度隕石の塊
10093	Coarse Grinding Wheel	粗い砥石
10094	Sourcefire of Insight	叡智の源火
10095	Tier @{1} Blue Weapon	Tier @{1} 青武器
10096	Colorful Worm Peeling	色鮮やかな虫の抜け殻
10097	Top-Tier Pet EXP Book	最上級ペットEXPブック
10098	Pet Training Diary II	ペット育成日記 II
10099	Symbol of the Sun God	太陽神の紋章
10100	Little Deviruchi Horn	小さなデビルチの角
10101	Guild Emblem - Castle	ギルドエンブレム - 城
10102	Guild Emblem - Shield	ギルドエンブレム - 盾
10103	Cross Star Core - Red	クロススターコア - 赤
10104	Moon Star Core - Blue	ムーンスターコア - 青
10105	Moon Star Core - Gray	ムーンスターコア - 灰
10106	Guild League - Finals	ギルドリーグ - 決勝
10107	Sun Star Core - Green	サンスターコア - 緑
10108	Prism Star Core - Red	プリズムスターコア - 赤
10109	Orange Cards Fragment	オレンジカードの欠片
10110	Blessed Accessory Ore	祝福されたアクセサリー鉱石
10111	Standard Treasure Map	標準宝の地図
10112	Oak Scroll·Cloak-Blue	オークスクロール・マント-青
10113	Superior Green Potion	上級グリーンポーション
10114	Condensed Blue Potion	濃縮ブルーポーション
10115	Lv. @{1} Wand (No BD)	Lv. @{1} ワンド（BDなし）
10116	Lv. @{1} Mace (No BD)	Lv. @{1} メイス（BDなし）
10117	Superior Knight Spear	上級ナイトスピア
10118	Advanced Knight Spear	高級ナイトスピア
10119	Mink Coat-STR/VIT-DEF	ミンクコート-STR/VIT-DEF
10120	Mink Coat-DEX/AGI-ATK	ミンクコート-DEX/AGI-ATK
10121	Mink Coat-INT/DEX-ATK	ミンクコート-INT/DEX-ATK
10122	Mink Coat-STR/VIT-ATK	ミンクコート-STR/VIT-ATK
10123	Mink Coat-STR/LUK-ATK	ミンクコート-STR/LUK-ATK
10124	Mink Coat-STR/AGI-ATK	ミンクコート-STR/AGI-ATK
10125	Novice Leather Jacket	ノービスレザージャケット
10126	Double-Bladed Halberd	ダブルブレードハルバード
10127	Two-Tone - Yellow/Red	ツートーン - 黄/赤
10128	Two-Tone - Green/Blue	ツートーン - 緑/青
10129	Snowy Night Music Box	雪夜のオルゴール
10130	Insufficient Activity	アクティビティが足りません
10131	Power must reach ${1}	戦力が${1}以上必要です
10132	Not enough challenges	挑戦回数が足りません
10133	Adventure Bond Points	冒険絆ポイント
10134	Shadow Card: Minorous	シャドウカード：ミノタウロス
10135	Divine Totem Overview	神術トーテム概要
10136	Divine Totem Level-up	神術トーテムレベルアップ
10137	Reading Level Details	読書レベル詳細
10138	Random Event Overview	ランダムイベント概要
10139	The instance is full.	インスタンスが満員です。
10140	${1} canceled Queuing	${1}が待機をキャンセルしました
10141	Powerful Auto Counter	強力オートカウンター
10142	Top Cannon Dismantler	トップキャノン解体者
10143	Help in Times of Need	困った時の助け
10144	Card Album Collection	カードアルバムコレクション
10145	Go to Monster Habitat	モンスター生息地へ
10146	Divine Realm Speedrun	神域タイムアタック
10147	Party Mode (Official)	パーティモード（公式）
10148	Event Period: All Day	イベント期間：終日
10149	Scroll of Bygone Days	過ぎ去りし日の巻物
10150	Mammonite Replacement	メマーナイト置換
10151	Mind and Body Renewal	心身リフレッシュ
10152	Enhanced Power Thrust	強化パワースラスト
10153	Self-Destruct HP Lock	自爆HP固定
10154	Energy Release Shield	エネルギー放出シールド
10155	Trigger Self-Destruct	自爆を発動
10156	Minimum Cast Distance	最小詠唱距離
10157	Maximum Cast Distance	最大詠唱距離
10158	BDTarget_MaxStack_Tag	BDTarget_MaxStack_Tag
10159	Blessing (Deprecated)	ブレッシング（廃止予定）
10160	Escort Cart Destroyed	護送カート破壊
10161	Protection Orbit Mark	保護軌道マーク
10162	Unstoppable Dragonkin	止められない竜族
10163	Tiamat Frontal Damage	ティアマト正面ダメージ
10164	Connect Function Menu	機能メニュー接続
10165	Mini Map Display Area	ミニマップ表示エリア
10166	Lord of Vermilion SFX	ロードオブヴァーミリオンSFX
10167	Elemental Preparation	属性準備
10168	Petrify Screen Effect	石化画面エフェクト
10169	Totem ZS (Deprecated)	トーテムZS（廃止予定）
10170	Blackhole Boss Shield	ブラックホールボスシールド
10171	Holy Light Descending	ホーリーライト降臨
10172	Ancient Mummy Passive	エンシェントマミーパッシブ
10173	Damage Taken Increase	被ダメージ増加
10174	DEF and MDEF Increase	DEF・MDEF増加
10175	Arcane Silver Serpent	アーケインシルバーサーペント
10176	Formless Entanglement	無形の束縛
10177	Deliberate Laceration	意図的裂傷
10178	Player-to-Player Link	プレイヤー間リンク
10179	Stationary Red Bubble	固定レッドバブル
10180	Skill @{1} Cast Check	スキル @{1} 詠唱チェック
10181	Blade Mark-Accelerate	ブレイドマーク-加速
10182	Switch Twilight Light	トワイライトライト切替
10183	Dragon Transformation	ドラゴン変身
10184	Normal Attack Counter	通常攻撃カウンター
10185	Switch White Imprison	ホワイトインプリズン切替
10186	Switch Gravity Impact	グラビティインパクト切替
10187	Phantom Thrust Stacks	ファントムスラストスタック
10188	Flowing Shadow Floors	フローイングシャドウ階層
10189	Psychic Astrolabe@{1}	サイキックアストロラーベ@{1}
10190	Phantom Thrust Target	ファントムスラスト対象
10191	Reduced Field of View	視野縮小
10192	Increase Dodge (Test)	回避増加（テスト）
10193	Ten Kills in One Step	一撃で10体撃破
10194	Politically Sensitive	政治的センシティブ
10195	Mic Requests Approved	マイク申請を承認
10196	Mic Requests Rejected	マイク申請を拒否
10197	Cargo Placement Rules	貨物配置ルール
10198	Sub-Battlefield Rules	サブ戦場ルール
10199	Guild Points Overview	ギルドポイント概要
10200	Event Calendar Rules:	イベントカレンダールール：
10201	Insufficient attempts	挑戦回数が足りません
10202	Invalid Group Chat ID	無効なグループチャットID
10203	Invalid name category	無効な名前カテゴリ
10204	Not enough gift items	ギフトアイテムが足りません
10205	Insufficient quantity	数量が足りません
10206	Order already exists.	注文はすでに存在します。
10207	The mic queue is full	マイク待機列が満員です
10208	Not in a Tavern room.	酒場ルームにいません。
10209	Skill does not exist.	スキルが存在しません。
10210	${1} is not equipped.	${1}を装備していません。
10211	Not owned: ${1} Card.	${1}カードを所持していません。
10212	Turn the Ship's Wheel	船の舵を回す
10213	Rally is on cooldown.	集結はクールダウン中です。
10214	Creation in progress.	作成中です。
10215	Level too low to join	参加レベルが足りません
10216	Action does not exist	アクションが存在しません
10217	Invalid prize pool ID	無効な賞品プールID
10218	Invalid Life Skill ID	無効な生活スキルID
10219	Initialization failed	初期化に失敗しました
10220	Modifier check failed	モディファイア確認に失敗しました
10221	Trigger type mismatch	トリガー種別が一致しません
10222	Mace Mastery Lv. @{1}	メイスマスタリー Lv. @{1}
10223	^{1}Rousing Cheer^{2}	^{1}奮い立つ歓声^{2}
10224	Gloria Domini Enhance	グロリア・ドミニ強化
10225	Rapid Smiting Enhance	ラピッドスマイティング強化
10226	Spiral Pierce Enhance	スパイラルピアース強化
10227	Spiral Pierce Mastery	スパイラルピアースマスタリー
10228	Valhalla's Protection	ヴァルハラの加護
10229	Basic Physical Attack	基本物理攻撃
10230	Minor Wind Resistance	風属性耐性・小
10231	Advanced Magic Attack	上級魔法攻撃
10232	Enhance Deadly Poison	エンチャントデッドリーポイズン
10233	^{1}Flame Enhance^{2}	^{1}フレイム強化^{2}
10234	^{1}Mana Infusion^{2}	^{1}マナ注入^{2}
10235	Account limit reached	アカウント上限に達しました
10236	RPC returned an error	RPCでエラーが発生しました
10237	Invalid Backpack type	無効なバックパック種別
10238	Hotbar slot is empty.	ホットバースロットが空です。
10239	Slot is out of range.	スロット範囲外です。
10240	Battle about to start	まもなく戦闘開始
10241	Defend the Outer Gate	外門を守れ
10242	Item is not equipped.	アイテムを装備していません。
10243	End Transform: Poring	変身終了：ポリン
10244	Monster Normal Attack	モンスター通常攻撃
10245	@{1}M warning circle.	@{1}M警告サークル。
10246	No actions to restore	復元するアクションがありません
10247	Incorrect Trade price	取引価格が不正です
10248	Purchase Premium Pass	プレミアムパスを購入
10249	Guild already exists.	ギルドはすでに存在します。
10250	League of Ten Friends	10人の仲間リーグ
10251	Spirit Tower Pinnacle	精霊の塔頂点
10252	Spirit Tower Champion	精霊の塔チャンピオン
10253	Eye of Wisdom: Skills	知恵の眼：スキル
10254	First Touch of Purple	初めての紫
10255	Arunafeltz's Follower	アルナフェルツの信徒
10256	Enter the Battlefield	戦場に入る
10257	Group Rank: ${1}/${2}	グループ順位：${1}/${2}
10258	Longest Survival Time	最長生存時間
10259	Could you... help me?	お願い…手伝ってくれる？
10260	Leave Adventure Group	冒険グループを退出
10261	Stopped following {1}	{1}の追従を停止しました
10262	${1} gave you a like.	${1}があなたにいいねしました。
10263	So, will you take it?	それで、受け取る？
10264	Life recovery +@{1}%.	HP回復 +@{1}%。
10265	Number of skill casts	スキル使用回数
10266	Plan [${1}] Activated	プラン[${1}]を有効化
10267	Get Help code Copied.	ヘルプコードをコピーしました。
10268	Tap to Preset Talents	タップして才能プリセット
10269	Popo's Bubble Shield.	ポポのバブルシールド。
10270	Cannot move or attack	移動・攻撃不可
10271	Clearing Rewards-${1}	クリア報酬-${1}
10272	Boss-Bound Projectile	ボス追尾弾
10273	Right Rectangular AOE	右側長方形AoE
10274	Front Rectangular AOE	前方長方形AoE
10275	Blade Mountain - Rise	刃の山 - 隆起
10276	Savage Charge - Earth	サベージチャージ - 地
10277	Verit Charge - Undead	ベリットチャージ - 不死
10278	Nightmare AOE - Ghost	ナイトメアAoE - 念
10279	Blood Butterfly Dance	ブラッドバタフライダンス
10280	Passive Trigger Skill	パッシブ発動スキル
10281	Normal Attack Mastery	通常攻撃マスタリー
10282	Grand Cross Exorciser	グランドクロスエクソシスト
10283	Enhanced Arrow Shower	アローシャワー強化
10284	Enhanced Sniper's Aim	スナイパーズエイム強化
10285	Payon Map Description	フェイヨンマップ説明
10286	Change Bonfire Effect	焚き火エフェクト変更
10287	Product ${1} unlocked	商品${1}を解放
10288	Event starts in: ${1}	イベント開始まで：${1}
10289	Interaction Invitation	インタラクション招待
10290	Waiting for Acceptance	承認待ち
10291	Please select a player	プレイヤーを選択してください
10292	You've got this, Boss!	ボス、頑張れ！
10293	Tap anywhere to leave.	どこでもタップして退出。
10294	Share to Guild Channel	ギルドチャンネルに共有
10295	Share to World Channel	ワールドチャンネルに共有
10296	Crit Damage Reduction%	クリティカルダメージ軽減%
10297	Physical Damage Bonus%	物理ダメージボーナス%
10298	Skill Damage Increase%	スキルダメージ増加%
10299	Item Healing Received%	アイテム回復被効果%
10300	Global Healing Effect%	全体回復効果%
10301	Wind Damage Reduction%	風属性ダメージ軽減%
10302	Fire Damage Reduction%	火属性ダメージ軽減%
10303	Holy Damage Reduction%	聖属性ダメージ軽減%
10304	Damage to Brute Race %	動物種族へのダメージ %
10305	Damage to Demon Race %	悪魔種族へのダメージ %
10306	Damage to Plant Race %	植物種族へのダメージ %
10307	Damage to Angel Race %	天使種族へのダメージ %
10308	DMG vs Small Enemies %	小型へのダメージ %
10309	DMG vs Large Enemies %	大型へのダメージ %
10310	Shield Bonus Received%	被シールドボーナス%
10311	Physical Damage Shield	物理ダメージシールド
10312	Material Parameter (%)	素材パラメータ（%）
10313	Modified Hit Effect ID	変更後ヒットエフェクトID
10314	Flame Projectile Count	炎弾数
10315	Frost Projectile Count	氷弾数
10316	^{1}Final Showdown^{2}	^{1}最終決戦^{2}
10317	Try to Ride the Deniro	デニーロに乗ってみる
10318	Maya's Secret Treasure	マヤーの秘宝
10319	Peco Peco Ancient Nest	ペコペコの古巣
10320	Time Until Season Ends	シーズン終了までの時間
10321	Distance to Season End	シーズン終了までの距離
10322	The airship starts up.	飛行船が起動する。
10323	Kill @{1} Orc Warriors	オークウォリアーを@{1}体倒す
10324	Claim @{1} map rewards	マップ報酬を@{1}個受け取る
10325	Talk to the professor.	教授と話す。
10326	Allocate Skill Points.	スキルポイントを割り振る。
10327	Obtain the Hyena mount	ハイエナマウントを入手
10328	Ride the Ostrich mount	ダチョウマウントに乗る
10329	Stronghold War Auction	拠点戦オークション
10330	North-South Brown King	南北ブラウンキング
10331	Reach 800 Total Points	合計800ポイント到達
10332	Eliminate all enemies.	敵をすべて倒す。
10333	Friend Recommendations	おすすめフレンド
10334	Successful Impeachment	弾劾成功
10335	Fashion Rating Ranking	ファッション評価ランキング
10336	Item Manually Delisted	アイテムを手動で出品取消
10337	Unusual Activity Alert	異常行動警告
10338	Guild Auction Dividend	ギルドオークション配当
10339	Reputation Score Alert	評判スコア警告
10340	Supply Transport Phase	補給輸送フェーズ
10341	Vehicles on the Field:	戦場の車両数：
10342	Evil Boss Chain Effect	邪悪ボス連鎖効果
10343	Kafra: Survivor Battle	カプラ：サバイバルバトル
10344	Appraisal Confirmation	鑑定確認
10345	Card Slot Not Unlocked	カードスロット未解放
10346	Vivify Cost: ${1}/${2}	活性化コスト：${1}/${2}
10347	Auto-Purchase Fly Wing	ハエの羽自動購入
10348	^{1}Top Ten Heroes^{2}	^{1}トップ10ヒーロー^{2}
10349	Unlocks in ${1}d ${2}h	解放まで${1}日${2}時間
10350	Monster Boom Boom Boom	モンスターブンブンブン
10351	Reconnecting to server	サーバーに再接続中
10352	Please select a server	サーバーを選択してください
10353	Use the Magic Fly Wing	マジックハエの羽を使用
10354	Defense Star Core @{1}	防御スターコア @{1}
10355	Go to the inn and rest	宿屋へ行って休む
10356	Talk to Captain Aikuni	アイクニ船長と話す
10357	Career Total DMG Taken	キャリア累計被ダメージ
10358	Cannot Enter as a team	チームでは入場できません
10359	Enhancement Successful	強化成功
10360	Novice Seven-Day Gifts	ノービス7日間ギフト
10361	Prelude of the Goddess	女神の前奏曲
10362	Post Guild Recruitment	ギルド募集を投稿
10363	Disband Inactive Guild	非アクティブギルドを解散
10364	Default Portrait Frame	デフォルトポートレートフレーム
10365	Minimum value reached!	最小値に達しました！
10366	Maximum value reached!	最大値に達しました！
10367	It can't go any lower!	これ以上下げられません！
10368	Equipment (Identified)	装備（鑑定済み）
10369	Pre-purchase Item List	事前購入アイテム一覧
10370	No Pre-purchased items	事前購入アイテムはありません
10371	Explain Reading Levels	読書レベル説明
10372	Client Parameter error	クライアントパラメータエラー
10373	My Watchlist ${1}/${2}	ウォッチリスト ${1}/${2}
10374	Greetings, PlayerName:	こんにちは、PlayerName：
10375	Monthly Purchase Limit	月間購入上限
10376	${1} minutes remaining	残り${1}分
10377	${1} seconds remaining	残り${1}秒
10378	Purchase limit reached	購入上限に達しました
10379	Discount Ends In: ${1}	割引終了まで：${1}
10380	Members Selected: ${1}	選択済みメンバー：${1}
10381	How to Gain Affection:	好感度の上げ方：
10382	Selected Friends: ${1}	選択済みフレンド：${1}
10383	Intimacy Bonus Effect:	親密度ボーナス効果：
10384	Leave this Group Chat?	このグループチャットを退出しますか？
10385	No recommended friends	おすすめフレンドがいません
10386	No new friend requests	新しいフレンド申請はありません
10387	Placement confirmation	配置確認
10388	Do not have Permission	権限がありません
10389	Already left the party	すでにパーティを退出しています
10390	Party is being created	パーティ作成中
10391	Dedicated Scholar-@{1}	熱心な学者-@{1}
10392	Stronghold War - Ended	拠点戦 - 終了
10393	Not enough Guild Funds	ギルド資金が足りません
10394	No Bidding Eligibility	入札資格がありません
10395	Insufficient resources	リソースが足りません
10396	Gather ${1} ${2} times	${1}を${2}回採集
10397	Please try again later	しばらくしてからもう一度お試しください
10398	Respond to Impeachment	弾劾に応答
10399	Gameplay Reward Earned	ゲームプレイ報酬を獲得
10400	Switch topics randomly	話題をランダム切替
10401	Congratulations, ${1}!	おめでとう、${1}！
10402	Less than 1 minute ago	1分以内
10403	Get Help limit reached	ヘルプ回数上限に達しました
10404	Guild Fund Description	ギルド資金説明
10405	Multilevel Pathfinding	多層経路探索
10406	Stronghold Battle-@{1}	拠点戦-@{1}
10407	MVP Role-Playing Party	MVPロールプレイパーティ
10408	Main Battle - Recovery	メイン戦場 - 回復
10409	Card: Thief Bug Female	カード：雌盗蟲
10410	Card: Greatest General	カード：天下大将軍
10411	Card: Soldier Skeleton	カード：ソルジャースケルトン
10412	Card: Cat o' Nine-Tail	カード：キャットナインテイル
10413	Portrait Card: Pharaoh	ポートレートカード：ファラオ
10414	Portrait Card: Dracula	ポートレートカード：ドラキュラ
10415	Card: Golden Thief Bug	カード：黄金蟲
10416	Card: Moonlight Flower	カード：月夜花
10417	MVP Season Rank Points	MVPシーズンランクポイント
10418	Requires the ${1} job.	${1}職が必要です。
10419	Function Not Available	この機能は利用できません
10420	Heavy Two-Handed Sword	ヘビーツーハンドソード
10421	Giant Two-Handed Sword	ジャイアントツーハンドソード
10422	LUK increases by ${1}.	LUKが${1}増加。
10423	Guild Battle Prep Buff	ギルド戦準備バフ
10424	Physical Damage +@{1}%	物理ダメージ +@{1}%
10425	STR increases by ${1}.	STRが${1}増加。
10426	VIT increases by ${1}.	VITが${1}増加。
10427	Stun Resistance +@{1}.	スタン耐性 +@{1}。
10428	Shield Triggers Damage	シールドがダメージを発動
10429	Reduces Movement Speed	移動速度低下
10430	Reduces field of view.	視野を狭める。
10431	Immune to all debuffs.	すべてのデバフを無効化。
10432	Greatly increases DEF.	DEFを大幅に増加。
10433	Wood Spirit's Blessing	ウッドスピリットの加護
10434	Shield Boomerang Combo	シールドブーメランコンボ
10435	Additional Skill Range	追加スキル範囲
10436	Display Character Info	キャラクター情報を表示
10437	Chase with Drag Skills	ドラッグスキルで追尾
10438	Nightmare Circular AOE	ナイトメア円形AoE
10439	Baphomet Normal Attack	バフォメット通常攻撃
10440	Concentrated Squid Ink	濃縮イカ墨
10441	Skill@{1} Kun Entrance	スキル@{1} クン登場
10442	Skill@{1} Kun Movement	スキル@{1} クン移動
10443	Jellyfish Mouth Bullet	クラゲ口弾
10444	Skill@{1} Fin Tracking	スキル@{1} フィン追尾
10445	Transform into Tornado	竜巻に変身
10446	Rock-Shattering Strike	ロックシャッター
10447	Powerful Drain Trigger	強力ドレイン発動
10448	Mistress Normal Attack	ミストレス通常攻撃
10449	Gift of the Underworld	冥界の贈り物
10450	Orc Lord Normal Attack	オークロード通常攻撃
10451	All Players: ${1}/${2}	全プレイヤー：${1}/${2}
10452	Gun-Smoke Severe Wound	銃煙・重傷
10453	Nightmare Entanglement	ナイトメア拘束
10454	Ninja Art: Chain Blast	忍術：チェインブラスト
10455	Traveling to ${1} ${2}	${1} ${2}へ移動中
10456	Four Drake Waterspouts	ドレイクの4本水柱
10457	Sandstorm (Deprecated)	サンドストーム（廃止予定）
10458	Pre-Astral Shift Split	アストラルシフト前分裂
10459	Send Stage Message@{1}	ステージメッセージ送信@{1}
10460	Unstable Yellow Bubble	不安定イエローバブル
10461	P@{1} Green Bubble@{2}	P@{1} グリーンバブル@{2}
10462	Skill@{1}Meteor Shower	スキル@{1}メテオシャワー
10463	Skill@{1}Drumbeat Cage	スキル@{1}ドラムビートケージ
10464	Ultimate Hundred Spear	アルティメットハンドレッドスピア
10465	White Imprison Trigger	ホワイトインプリズン発動
10466	Evil Spirit Possession	悪霊憑依
10467	S@{1}Vulcan Cannon@{2}	S@{1}バルカンキャノン@{2}
10468	S@{1}High-Energy Pulse	S@{1}ハイエナジーパルス
10469	Elemental Annihilation	エレメンタルアナイアレーション
10470	Cat o' Nine-Tail Skill	九尾狐のスキル
10471	Advanced Katar Mastery	上級カタールマスタリー
10472	Mystical Amplification	ミスティカルアンプリフィケーション
10473	Spellbook Page Passive	スペルブックページパッシブ
10474	Don't Show Again Today	今日は今後表示しない
10475	War Machine Management	戦闘兵器管理
10476	Build Engineering Camp	工兵キャンプを建設
10477	Weekly Uses Remaining:	今週の残り使用回数：
10478	Glast Heim Underground	グラストヘイム地下
10479	Apply Point Allocation	ポイント配分を適用
10480	Deals Physical damage.	物理ダメージを与える。
10481	Unaffected by Counters	カウンターの影響を受けない
10482	Channel window created	チャンネルウィンドウを作成しました
10483	You are not in a party	パーティに参加していません
10484	Party application sent	パーティ申請を送信しました
10485	Memory Particle Device	メモリーパーティクル装置
10486	Intermediate Live Coal	中級ライブコール
10487	Clue Treasure Map: Inn	手掛かり宝の地図：宿屋
10488	Clue Map: Knight Order	手掛かり地図：騎士団
10489	Music Orb@{1}-Prontera	ミュージックオーブ@{1}-プロンテラ
10490	Discarded Supply Crate	放棄された補給箱
10491	【Pursuit】Despair Demon	【追跡】絶望の悪魔
10492	God of Nature - Ilmata	自然神 - イルマタ
10493	Holy Anti-Aircraft Gun	聖なる対空砲
10494	Dark Anti-Aircraft Gun	闇の対空砲
10495	Mountain Puppet Type α	山岳パペット Type α
10496	Mountain Puppet Type β	山岳パペット Type β
10497	Mountain Puppet Type γ	山岳パペット Type γ
10498	︶Too Handsome to Sleep	︶イケメンすぎて眠れない
10499	Damage Reduction Dummy	ダメージ軽減ダミー
10500	Friendly Monster Dummy	味方モンスターダミー
10501	Vote for It Campaigner	投票応援団
10502	Lovey-Dovey Girlfriend	ラブラブな彼女
10503	Quest Complete: 【${1}】	クエスト完了：【${1}】
10504	Adventure Guild Mentor	冒険者ギルド教官
10505	Guild Supplies Manager	ギルド物資管理人
10506	Territory War - Twelve	領地戦 - 12
10507	Strange Stone Platform	奇妙な石台
10508	P@{1} Green Bubble NPC	P@{1} グリーンバブルNPC
10509	Test Homing Projectile	追尾弾テスト
10510	Magic Circle_Assumptio	魔法陣_アスムプティオ
10511	Moonlight Flower-Final	月夜花-ファイナル
10512	Invalid number of pets	ペット数が不正です
10513	Next-Day Sweep Rewards	翌日掃討報酬
10514	A bat-shaped headband.	コウモリ型のヘッドバンド。
10515	Surprise Mystery Chest	サプライズミステリーチェスト
10516	Tap to enter a message	タップしてメッセージを入力
10517	Magic Damage Reduction	魔法ダメージ軽減
10518	Skill Damage Reduction	スキルダメージ軽減
10519	Earth Damage Reduction	地属性ダメージ軽減
10520	Water Damage Reduction	水属性ダメージ軽減
10521	Ghost Damage Reduction	念属性ダメージ軽減
10522	DMG vs Neutral Enemies	無属性の敵へのダメージ
10523	Basic - Blue Nameplate	ベーシック - 青ネームプレート
10524	Defend the castle gate	城門を守る
10525	Challenge Doppelganger	ドッペルゲンガーに挑戦
10526	Recommended Activities	おすすめコンテンツ
10527	Visit Seth (@{1}/@{2})	セスを訪ねる（@{1}/@{2}）
10528	Gather Medicinal Herbs	薬草を採集
10529	Novice Trial Complete!	ノービス試練クリア！
10530	Enthusiastic Young Man	熱意ある青年
10531	Adventurer Advancement	冒険者ランクアップ
10532	First Airship Boarding	初めての飛行船搭乗
10533	The Professor's Safety	教授の安否
10534	Thoughtform Technology	思念体技術
10535	The Professor's Ordeal	教授の試練
10536	To Prontera North Gate	プロンテラ北門へ
10537	Clear the Culvert @{1}	地下水路 @{1}をクリア
10538	Clear Orc Village @{1}	オークの村 @{1}をクリア
10539	Rat-Catching Operation	ネズミ捕り作戦
10540	Return to Payon Forest	フェイヨンの森へ戻る
10541	The Professor's Letter	教授の手紙
10542	The Frenzied Giant Ant	狂暴化した巨大アリ
10543	Find the Wanted Poster	指名手配書を探す
10544	Stranded in the Desert	砂漠で立ち往生
10545	Open Full-screen Image	全画面画像を開く
10546	Find the Trial Officer	試練担当官を探す
10547	Tap anywhere to close.	どこでもタップして閉じる。
10548	Novice Pool Draw Rules	ノービスプール抽選ルール
