Index	English	Japanese_Translation
23020	After use, the Supply Cart gains a shield equal to ${1}% of its maximum Life for ${2} seconds.	使用すると、補給カートに最大HPの${1}%に相当するシールドを${2}秒間付与します。
23021	Maya summons a sandstorm, dealing minor damage to players throughout a large surrounding area.	マヤーが砂嵐を召喚し、周囲の広範囲にいるプレイヤーへ小ダメージを与えます。
23022	Angeling restores ^{1}${3}%^{2} ^{3}Life^{4} to self and up to ${2} allies within ${1} meters.	エンジェリングが自身および${1}m以内の味方最大${2}体の^{3}HP^{4}を^{1}${3}%^{2}回復します。
23023	After casting Soul Destroyer @{1} times, increases your damage dealt by @{2}% for @{3} seconds	ソウルデストロイヤーを@{1}回発動すると、@{3}秒間、与ダメージが@{2}%増加します。
23024	Complete <color=#c27b47>Echo Growth Quests</color> during the event to earn bountiful rewards!	イベント期間中に<color=#c27b47>エコー成長クエスト</color>を達成して、豪華報酬を獲得しましょう！
23025	Extends bandages from the Horong and lashes downward, creating @{1} rectangular AOEs around it	ホロンから包帯を伸ばして下方へ叩きつけ、周囲に長方形の範囲攻撃を@{1}個生成します。
23026	After a @{1}-second warning, damages players within @{2} meters and reduces their Attack Speed	@{1}秒の予兆後、@{2}m以内のプレイヤーにダメージを与え、攻撃速度を低下させます。
23027	Your Reward Count has been used up. You will not receive Additional rewards from this challenge	報酬獲得回数を使い切っています。この挑戦では追加報酬を受け取れません。
23028	Ji'ang is trying to express something. Bobo seems able to communicate with him at an Easy level	ジアンが何かを伝えようとしています。ボボなら簡単な意思疎通ができそうです。
23029	Joining 【${1}】 voice chat will automatically mute your mic in the current voice chat. Continue?	【${1}】のボイスチャットに参加すると、現在のボイスチャットでは自動的にマイクがミュートされます。続行しますか？
23030	When dealing damage, has a @{1}% Chance to absorb @{2}% of the damage dealt to the enemy as SP.	ダメージを与えた時、@{1}%の確率で敵に与えたダメージの@{2}%をSPとして吸収します。
23031	Become invisible, but taking damage @{1} times or dealing damage removes 【Enhanced Camouflage】.	透明になりますが、@{1}回ダメージを受けるか、ダメージを与えると【強化カモフラージュ】が解除されます。
23032	Blessed by the power of wind, increasing Attack Speed and Movement Speed by @{1}% for @{2} sec.	風の力の祝福を受け、@{2}秒間、攻撃速度と移動速度が@{1}%増加します。
23033	<color=#BFC8D5>If you exit, you will need to rejoin the queue. Please choose carefully.</color>	<color=#BFC8D5>退出すると再度待機列に並ぶ必要があります。慎重に選択してください。</color>
23034	When casting ^{1}^{2}[Bowling Bash]^{3}^{4}, there is a ${1}% Chance to cast it one Extra time.	^{1}^{2}[ボウリングバッシュ]^{3}^{4}発動時、${1}%の確率でもう1回追加発動します。
23035	When event phase @{1} begins, @{3} Live Coal will spawn every @{2} seconds, @{4} times in total	イベントフェーズ@{1}開始時、@{2}秒ごとに生きた石炭が@{3}体出現し、合計@{4}回発生します。
23036	At the start of Event Phase @{1}, spawn @{3} Advanced Live Coals every @{2} seconds, @{4} times	イベントフェーズ@{1}開始時、@{2}秒ごとに上級の生きた石炭が@{3}体出現し、合計@{4}回発生します。
23037	Players must ^{1}move into the glowing circle within @{1} seconds^{2} and follow Nysha's steps.	プレイヤーは^{1}@{1}秒以内に光る円へ移動^{2}し、ニーシャの動きに合わせる必要があります。
23038	Deal ATK * ^{1}@{4}%^{2} damage to up to @{3} enemies in a @{1}-meter by @{2}-meter area ahead.	前方の@{1}m×@{2}m範囲内の敵最大@{3}体に、攻撃力*^{1}@{4}%^{2}のダメージを与えます。
23039	You don't currently have a Stall open.\nGo to <color=#63a22b>【Prontera】</color> and set one up?	現在、露店を開いていません。\n<color=#63a22b>【プロンテラ】</color>へ移動して露店を開きますか？
23040	For your next task, defeat ^{1}Fabres^{2} and collect ^{3}@{1} pieces of 【Fluff】^{4} from them.	次の任務では^{1}ファブル^{2}を倒し、^{3}【綿毛】を@{1}個^{4}集めてください。
23041	All right. Please board before the departure horn sounds. We will not wait for late passengers.	では、出航の汽笛が鳴る前に乗船してください。遅れた方を待つことはできません。
23042	Congratulations on reaching the ${2} tier in ${1}! Please claim your tier reward from the mail!	${1}で${2}段位に到達、おめでとうございます！段位報酬をメールからお受け取りください！
23043	Here is the quest reward you left behind in Lost Treasure. Please claim it from the attachment.	「失われた財宝」で受け取っていなかったクエスト報酬です。添付ファイルからお受け取りください。
23044	Finished already? Young folks sure are quick on their feet. Come on, I'll take you to my house.	もう終わったのかい？若い者は足が速いねぇ。さあ、うちまで案内するよ。
23045	Hahaha! I may be getting on in years, but I'm an elder here. My word still carries some weight.	ハハハ！歳は取ったが、これでもここの長老だからな。まだ少しは発言力があるんだ。
23046	Ah, a sandwich! Thank you so much! I can't get delivery out here, and I'm practically starving.	ああ、サンドイッチ！本当にありがとう！こんな場所じゃ配達も頼めなくて、腹ペコだったんだよ。
23047	This is test dialogue for a Season quest. This is the first line of the third quest. Ahahahaha!	シーズンクエストのテスト会話です。第3クエストの1行目です。アハハハハ！
23048	Because I need to think, and I don't want to be disturbed by someone with nothing better to do.	考え事をしたいんだ。暇を持て余した人に邪魔されたくないからね。
23049	Hello. Lovely weather, isn't it? Um... If you don't mind, may I tell you a little about myself?	こんにちは。いいお天気ですね。えっと……よろしければ、少し私のことをお話ししてもいいですか？
23050	Ah, that's how it is with old houses. Fix one spot, and another crack appears right next to it.	ああ、古い家ってのはそういうものさ。一か所直せば、すぐ隣にまたひびが見つかる。
23051	Come one, come all! See the finest show in Prontera! No admission fee—just a fateful encounter!	さあさあ、寄ってらっしゃい！プロンテラ一の見世物だよ！入場料はいらない、必要なのは運命の出会いだけ！
23052	I still have to cook later. I hope that drunk at home hasn't made a complete mess of the place.	あとで料理もしなきゃ。家の酔っぱらいが部屋をめちゃくちゃにしてなきゃいいけど。
23053	When my family saw me off, my dad said, "Work hard out there, and don't embarrass our village."	家を出る時、父さんに言われたんだ。「向こうでもしっかり働け。村の恥になるんじゃないぞ」って。
23054	Eddga is extremely dangerous. If you find him, don't Approach. Wait for us to meet up with You.	エドガは非常に危険です。見つけても近づかず、私たちが合流するまで待ってください。
23055	Hurry up! My patience is wearing thin! Short us even one more ticket, and I'll break your legs!	早くしろ！もう我慢の限界だ！切符があと1枚でも足りなかったら、足をへし折るぞ！
23056	You know, the true core of your Second Job combat power lies in the new skills you've acquired.	いいか、2次職の戦闘力の真髄は、新しく習得したスキルにあるんだ。
23057	We're gathering Material again? Will this really work? Can the Professor hold out that long...?	また素材集め？本当にこれでうまくいくの？教授、そんなに長く持ちこたえられるかな……
23058	“The winds are calm—perfect weather for Flying. Thank You for your protection, Goddess Freyja.”	「風は穏やか――飛行には絶好の天気ね。守護に感謝します、フレイヤ女神様」
23059	Ilmata has begun composing a movement. Watch the order of the ground warnings! @{1} more to go!	イルマタが楽章の作曲を始めました。地面の予兆が出る順番を見てください！残り@{1}回！
23060	The lucky-star drawing is complete. All selected lucky stars, please enter as soon as possible!	ラッキースターの抽選が完了しました。選ばれたラッキースターの皆様は、できるだけ早く入場してください！
23061	^{1}${1}^{2} and ^{3}${2}^{4} are bound by the red thread of fate, their hearts beating as one!	^{1}${1}^{2}と^{3}${2}^{4}は運命の赤い糸で結ばれ、心をひとつにしました！
23062	Bobo\nThis Pharaoh is stronger than any monster we've faced before. Is it because of the Relic?	ボボ\nこのファラオ、今まで戦ったどのモンスターより強いよ。遺物のせいなのかな？
23063	The White Dove and I go way back. She may be steady now, but she once saved my Life in a storm.	白鳩号とは長い付き合いだ。今でこそ安定して飛ぶが、昔は嵐の中で俺の命を救ってくれたこともある。
23064	Boya\nSay that again! I'll kick your head around like a ball! I hate cheats more than anything!	ボヤ\nもう一度言ってみなさい！頭をボールみたいに蹴り飛ばしてやる！あたしは卑怯者が何より嫌いなの！
23065	Bobo\nHuh? Something's wrong up ahead! The Professor and the others are surrounded by Monsters!	ボボ\nえっ？前のほうで何か起きてる！教授たちがモンスターに囲まれてるよ！
23066	A semi-finished sacred cloth material for shoulder armor. Its blessed Orbit provides Extra DEF.	肩防具用の聖布を加工した半製品素材。祝福の力を宿した織りが追加の防御力をもたらします。
23067	Wrapping material made from Sacred Wood, used to craft advanced equipment with blessed effects.	神木から作られた包装材。祝福効果を持つ上級装備の製作に使用されます。
23068	Processed from Ironwood. Its hardness and resilience make it ideal for crafting fine equipment.	アイアンウッドを加工した素材。高い硬度と靭性を持ち、上質な装備の製作に最適です。
23069	A whetstone polished multiple times to greatly improve a weapon's cutting power and durability.	何度も研磨された砥石。武器の切れ味と耐久性を大幅に高めます。
23070	A knife-sharp scale that can be processed into many useful items. Available from the Collector.	ナイフのように鋭い鱗。様々な便利な品へ加工できます。コレクターから入手可能。
23071	Obtained from Mine Planet Treasure Hunt. Used to purchase appearances from the Appearance Shop.	マインプラネットの宝探しで獲得できます。外見ショップで外見アイテムを購入する際に使用します。
23072	A tuft of hair dropped by Muffin. It still has a bit of a smell. Can be exchanged for Headwear.	マフィンが落とした毛の束。まだ少し臭いが残っています。頭装備と交換できます。
23073	Distance until S1 Season officially begins: <color=#ede79d><size=72>${1}</size></color> minutes	S1シーズン正式開始まで：<color=#ede79d><size=72>${1}</size></color>分
23074	When both professions are gathering professions, reduces Vivify consumed when gathering by @{1}	両方の職業が採集系職業の場合、採集時に消費する活力が@{1}減少します。
23075	After leaving, you can reenter from the Event screen. Are you sure you want to leave this area?	退出後はイベント画面から再入場できます。本当にこのエリアから退出しますか？
23076	Deviling consecutively releases three rings of dark energy around itself, damaging players hit.	デビルリングが自身の周囲に暗黒エネルギーのリングを3回連続で放ち、命中したプレイヤーにダメージを与えます。
23077	After use, creates a talisman in the current Guild Battlefield, granting Endure to all players.	使用すると、現在のギルド戦場に護符を生成し、全プレイヤーにインデュアを付与します。
23078	Lock on to a player; lock on again after hitting, chaining up to three times. End if it misses.	プレイヤー1人をロックオンし、命中後に再度ロックオンして最大3回まで連鎖します。命中しなかった場合は終了します。
23079	Chance for Normal Attack to trigger AOE damage (internal CD: @{1}s), hitting up to @{2} targets	通常攻撃時、一定確率で範囲ダメージが発動します（内部クールダウン：@{1}秒）。最大@{2}体に命中します。
23080	Summons Sight around you, revealing hidden enemies within a ${2}-meter radius for ${1} seconds.	自身の周囲にサイトを展開し、${1}秒間、半径${2}m以内の隠れている敵を発見します。
23081	A faint hum produced by the Song of Suffering. Lasts @{1} seconds and stacks up to @{2} floors.	「苦痛の歌」から生まれたかすかな響き。@{1}秒間持続し、最大@{2}スタックまで累積します。
23082	The Bonfire Party has come to a wonderful close. Thank You all for spending the evening with us!	篝火パーティは素晴らしい締めくくりを迎えました。今夜を一緒に過ごしてくれた皆さん、ありがとうございました！
23083	Failed to save the file. There may not be enough storage space. Free up some space and Retry....	ファイルの保存に失敗しました。空き容量が不足している可能性があります。容量を確保してからもう一度お試しください。
23084	\n${1} is your favorite way to train. Training makes you stronger and earns you greater respect.	\n${1}はあなたが最も好んだ修行方法です。鍛錬はあなたを強くし、より大きな尊敬をもたらしました。
23085	Use Invincible to block key skills, Movement to evade attacks, and combos to finish off enemies.	無敵効果で重要スキルを防ぎ、移動で攻撃をかわし、コンボで敵にとどめを刺しましょう。
23086	A reality show hosted by the Kafra Corporation, with a grand prize awaiting the ultimate winner!	カプラコーポレーション主催のリアリティショー。最後の勝者には豪華な賞品が待っています！
23087	Enter 【Camouflage】, becoming invisible and untargetable. Revealed after taking damage @{1} times	【カモフラージュ】状態になり、姿が見えなくなってターゲットされなくなります。@{1}回ダメージを受けると解除されます。
23088	As more card slots are unsealed, the number of items required to unseal them will also increase.	カードスロットの封印を解除するほど、次の解除に必要なアイテム数も増加します。
23089	Baphomet summons a ^{1}spirit^{2} that deals damage in a circular area at the target's location.	バフォメットが^{1}死霊^{2}を召喚し、ターゲット位置の円形範囲にダメージを与えます。
23090	The long, pointed beak of a bird or other animal, ideal for catching insects or pecking at feed.	鳥などの動物に見られる細長く尖ったくちばし。虫を捕らえたり、餌をついばんだりするのに適しています。
23091	A High Priest's "Lex Aeterna" causes the target's next incoming damage to be multiplied by @{1}.	ハイプリーストの「レックスエーテルナ」は、対象が次に受けるダメージを@{1}倍にします。
23092	Bobo can finally make a grand entrance! Be sure to follow my instructions carefully from now on.	ついにボボの華麗な出番だよ！これからはボボの指示をしっかり聞いてね！
23093	(Lowers voice) Ahem! O lost lamb, meeting this great prophet is the blessing of eight lifetimes!	（声を潜めて）ゴホン！迷える子羊よ、この偉大なる予言者に出会えたのは八生分の幸運だぞ！
23094	Master, do you have another little pet when I'm not around? Boo-hoo... Bobo's being abandoned...	ご主人様、ボボがいない間に別のちっちゃいペットを飼ってるの？うえーん……ボボ、捨てられちゃうの……
23095	Thank You for participating in the Guild League event! Here are your rewards. Please claim them!	ギルドリーグイベントへのご参加ありがとうございました！こちらが報酬です。お受け取りください！
23096	Congratulations! You won item ${4} in ${3} with a bid of ${1}${2}. Please check the attachments.	おめでとうございます！${3}で${1}${2}を入札し、アイテム${4}を落札しました。添付ファイルをご確認ください。
23097	This is the reward you earned from the Event Period gift. Please collect it from the attachment.	イベント期間ギフトで獲得した報酬です。添付ファイルからお受け取りください。
23098	Your guild ranked No. @{1} in its group in the Hunting Challenge. Please claim the prizes below!	あなたのギルドはハンティングチャレンジのグループ内で第@{1}位に入りました。以下の報酬をお受け取りください！
23099	This is test dialogue for a Season quest. This is the second line of the third quest. Ahahahaha!	シーズンクエストのテスト会話です。第3クエストの2行目です。アハハハハ！
23100	This is Prontera, capital of the Rune-Midgarts Kingdom. Welcome! Would you like an introduction?	ここはルーンミッドガッツ王国の首都、プロンテラです。ようこそ！街についてご案内しましょうか？
23101	Don't worry. I've sold dozens of orders, and everyone was fine once they'd emptied their bowels.	心配するな。これまで何十件も売ってきたが、みんな腹の中を空っぽにしたら元気になったさ。
23102	It's still worth saying. They did a great job expanding it. It's much easier to come and go now.	それでも言う価値はあるよ。よくここまで拡張したもんだ。出入りがずっと楽になった。
23103	No idea how long this place will stay popular. I should start looking for Other opportunities...	ここがいつまで人気でいられるか分からないな。そろそろ別の商売も探しておくか……
23104	Next, I'll teach you how to Learn New Skills so you'll be prepared for more advanced Challenges.	次は、新しいスキルの習得方法を教えます。より高度な挑戦に備えましょう。
23105	Thank You so much, Adventurer. I've marked the Relic's approximate location for you. Be careful.	本当にありがとう、冒険者さん。遺物のおおよその位置を印しておきました。気をつけてください。
23106	You think back on everything you've experienced over the Recent few days. None of it feels real.	ここ数日で体験したことを振り返る。どれも現実だったとは思えない。
23107	The enemies have been successfully knocked back, and all the party performances are now complete	敵の撃退に成功し、パーティの演目もすべて終了しました。
23108	Guild Challenge: Eternal Land is now open. Guilds can enter the challenge from the Guild screen.	ギルドチャレンジ「エターナルランド」が開放されました。ギルド画面から挑戦に参加できます。
23109	“Remember, you can never let your guard down. The skies are every bit as dangerous as the land.”	「覚えておけ。決して油断するな。空は大地と同じくらい危険なんだ」
23110	Unfortunately, no one took first place in this Gala Invitation. Better luck next time, everyone~	残念ながら、今回の祝典の招待では1等賞の当選者はいませんでした。次回に期待しましょう～
23111	A shimmering star fragment from the intertidal zone. Legend says its tentacles absorb moonlight.	潮間帯で見つかるきらめく星の欠片。伝説では、その触手が月光を吸収するといわれています。
23112	High-quality silk thread made from fine silk fibers. Used to sew advanced clothing or equipment.	上質な絹繊維から作られた高品質の絹糸。上級の衣服や装備の縫製に使用します。
23113	A superb golden Yellow Healing Potion. Instantly restores @{1}+@{2}% HP. Cooldown: @{3} seconds.	黄金色に輝く最高級の回復ポーション。使用すると即座にHPを@{1}+@{2}%回復します。クールダウン：@{3}秒。
23114	A one-handed sword made exclusively for cavalry, though it is mostly used in cavalry ceremonies.	騎兵専用に作られた片手剣。主に騎兵隊の儀礼で使用されています。
23115	A singing conch shell found in parts unknown. Used during the Season: Symphony of Genesis event.	どこかで見つかった、歌うような音を奏でる巻貝。シーズン「創世の交響曲」イベントで使用します。
23116	You already have a war machine. Building another will destroy the current one.\nBuild it anyway?	すでに攻城兵器を所持しています。新たに建造すると現在の攻城兵器は破壊されます。\nそれでも建造しますか？
23117	Angeling consecutively releases three rings of light energy around itself, damaging players hit.	エンジェリングが自身の周囲に光のエネルギーリングを3回連続で放ち、命中したプレイヤーにダメージを与えます。
23118	Increases your damage against Undead property monsters and Demon Race monsters by ^{1}${1}%^{2}.	不死属性モンスターおよび悪魔種族モンスターへの与ダメージが^{1}${1}%^{2}増加します。
23119	Shield skill. Expand Auto Guard, increasing your PDEF and MDEF by ^{1}${2}^{2} for ${1} seconds.	盾スキル。オートガードを強化し、${1}秒間、物理防御力と魔法防御力が^{1}${2}^{2}増加します。
23120	Deals a total of ^{1}@{3}%^{2} damage to up to @{2} targets within a @{1}m radius over @{4} sec.	@{4}秒間、半径@{1}m以内の最大@{2}体の対象に合計^{1}@{3}%^{2}のダメージを与えます。
23121	Removes current control effects and grants immunity to control effects for the next @{1} seconds	現在受けている行動妨害効果を解除し、@{1}秒間、行動妨害効果を無効化します。
23122	Normal Attacks have a Chance to trigger an Extra ST Normal Attack (internal cooldown: @{1} sec.)	通常攻撃時、一定確率で単体への通常攻撃が1回追加発動します（内部クールダウン：@{1}秒）。
23123	Sandstorm meteors will strike in ${1} seconds! Get behind a stone pillar to avoid taking damage!	${1}秒後に砂嵐の隕石が落下します！石柱の後ろに隠れてダメージを回避してください！
23124	Sword familiarity increases HIT by @{1} and Attack Speed by @{2}% when using sword-type weapons.	剣系武器を使用時、剣修練によりHITが@{1}、攻撃速度が@{2}%増加します。
23125	Restores Life equal to Magic ATK *^{1}${3}%^{2} to up to ${2} allies within a ${1}-meter radius.	半径${1}m以内の味方最大${2}体のHPを、魔法攻撃力*^{1}${3}%^{2}分回復します。
23126	Deals minor damage to players within a circular @{1}-meter area and applies one stack of Petrify	半径@{1}mの円形範囲内のプレイヤーに小ダメージを与え、石化を1スタック付与します。
23127	【Challenge】 Clear any Realm of the Gods with at least @{1} other Members of your Adventure Party.	【チャレンジ】冒険パーティの他のメンバー@{1}人以上と一緒に、いずれかの神域をクリアする。
23128	Complete the Golden Thief Bug Dungeon*|Complete the Orc Hero Dungeon*|Complete the Drake Dungeon*	黄金蟲ダンジョンをクリア*|オークヒーローダンジョンをクリア*|ドレイクダンジョンをクリア*
23129	Supplies are obtained only after the supply cart is successfully escorted back to the stronghold.	補給カートを拠点まで無事に護衛した場合のみ、補給物資を獲得できます。
23130	The UI scale is too large for the current resolution and has been automatically adjusted to ${1}.	現在の解像度に対してUIスケールが大きすぎるため、自動的に${1}へ調整されました。
23131	Allocating points manually will cancel the selected build and disable automatic point allocation.	手動でポイントを割り振ると、選択中のビルドが解除され、自動ポイント配分も無効になります。
23132	A Helmet for true Orc heroes, proving that its wearer is the bravest and greatest among all Orcs.	真のオーク英雄のための兜。着用者がすべてのオークの中で最も勇敢で偉大な者であることを証明します。
23133	A Hat found in a distant land, symbolizing the sun's supreme power. It is sturdier than it looks.	遠い異国で見つかった帽子。太陽の至高の力を象徴しており、見た目以上に頑丈です。
23134	A doll Piamette uses to make attacking and defending easier?\nI could have sworn I saw it move...	ピアメットが攻撃や防御をしやすくするために使う人形？\n今、動いたような気がする……
23135	The Toy Factory's latest rocking horse, complete with a mysterious and slightly unsettling smile.	おもちゃ工場の最新型木馬。不思議で、どこか不気味な笑顔が特徴です。
23136	Assassin Cross's "Dark Claw" unconditionally multiplies the next damage the target takes by @{1}.	アサシンクロスの「ダーククロー」は、対象が次に受けるダメージを無条件で@{1}倍にします。
23137	Damaged equipment has reduced effects but can still be equipped and does not need to be repaired.	破損した装備は効果が低下しますが、そのまま装備でき、修理する必要はありません。
23138	That big cat isn't easy to find. Ask the old Hunter in the forest if he knows its exact location.	あの大きな猫はそう簡単には見つからない。森にいる老ハンターなら居場所を知っているかもしれないから聞いてみな。
23139	Wah... Stupid Master! You scared Bobo half to death! Bobo thought the crash had broken your head!	わあん……バカなご主人様！ボボ、心臓が止まるかと思ったよ！墜落で頭が壊れちゃったのかと思った！
23140	You didn't claim Yesterday's activity reward, so we've reissued it. Please check the attachments.	昨日の活躍度報酬を受け取っていなかったため、再配布しました。添付ファイルをご確認ください。
23141	You closed your Stall. The items from it have been sent by mail, so please check the attachments!	露店を閉じました。露店の商品はメールで送られましたので、添付ファイルをご確認ください！
23142	This is the reward you won from the guild campfire raffle. Please collect it from the attachment.	ギルド篝火の抽選で獲得した報酬です。添付ファイルからお受け取りください。
23143	This is the reward you earned from the midterm Settlement. Please collect it from the attachment.	中間集計で獲得した報酬です。添付ファイルからお受け取りください。
23144	Thank You for participating in War of Emperium! Here is your well-earned reward. Please claim it!	攻城戦へのご参加ありがとうございました！こちらが獲得した報酬です。お受け取りください！
23145	Thanks to everyone's efforts, ${1} did not fall during this event. Please claim the prizes below!	皆さんの努力により、このイベント中${1}は陥落しませんでした。以下の報酬をお受け取りください！
23146	This is a test dialogue for a Season quest. This is the first line of the first quest. Ahahahaha!	シーズンクエストのテスト会話です。第1クエストの1行目です。アハハハハ！
23147	This is test dialogue for a Season quest. This is the second line of the second quest. Ahahahaha!	シーズンクエストのテスト会話です。第2クエストの2行目です。アハハハハ！
23148	This is test dialogue for a Season quest. This is the second line of the fourth quest. Ahahahaha!	シーズンクエストのテスト会話です。第4クエストの2行目です。アハハハハ！
23149	People couldn't even afford burials for the dead, so some bodies were secretly left in the caves.	死者を埋葬する金すらなく、一部の遺体は密かに洞窟へ置き去りにされたんだ。
23150	Come, kindhearted Adventurer—^{1}PlayerName^{2}, are you Ready? Let's arrange the cargo together.	さあ、心優しき冒険者――^{1}PlayerName^{2}、準備はいい？一緒に積み荷を並べましょう。
23151	Do you want to go? It's your call. But if any ants bite Me, I'm setting the whole cave on fire...	行きたいなら好きにすれば。でもアリに噛まれたら、この洞窟ごと燃やすからね……
23152	Enough talk. Take it. Now, both of you, Return to Town. Stop standing around in this desert wind.	話はそこまでだ。これを持っていけ。二人とも、街へ戻れ。砂漠の風の中でいつまでも突っ立っているな。
23153	Oof... Theoretically, an impact of this intensity shouldn't cause anything more serious... right?	うう……理論上、この程度の衝撃なら、これ以上深刻なことにはならない……はず、だよね？
23154	Player, I need a little more time to launch the signal flare. Can you hold off Eddga for a while?	冒険者さん、信号弾を上げるまであと少し時間が必要です。しばらくエドガを食い止めてもらえますか？
23155	Captain\nBah! If blood truly had to be repaid in blood, you'd have died eight hundred times over!	船長\nふん！本当に血を血で償うなら、お前なんぞ八百回は死んでるぞ！
23156	Enjoy spectacular, immersive story quests and a smooth, polished introduction for new adventurers	壮大で没入感あふれるストーリークエストと、滑らかで洗練された初心者向け導入を楽しめます。
23157	A wooden rune engraved with mysterious symbols. It can add basic magical properties to equipment.	謎めいた記号が刻まれた木製ルーン。装備に基本的な魔法属性を付与できます。
23158	Your changes to the room settings haven't been saved. Are you sure you want to close this screen?	ルーム設定の変更が保存されていません。本当にこの画面を閉じますか？
23159	Your character is temporarily unable to purchase items from the World Auction. Unseal time: ${1}.	現在、このキャラクターはワールドオークションで一時的に購入できません。解除時間：${1}。
23160	Your character is temporarily unable to purchase items from the Guild Auction. Unseal time: ${1}.	現在、このキャラクターはギルドオークションで一時的に購入できません。解除時間：${1}。
23161	Fewer than three responding Members are Online. You cannot proceed to create an Adventurer Group.	回答したメンバーのうちオンライン人数が3人未満です。冒険者グループを作成できません。
23162	Detach the Supply Cart. While detached, it continuously restores HP to allies within @{1} meters.	補給カートを切り離します。切り離されている間、@{1}m以内の味方のHPを継続的に回復します。
23163	After use, creates Sticky Mucus in the selected Guild Battlefield. Reduces MSPD. for all players.	使用すると、選択したギルド戦場に粘着質の液体を生成し、全プレイヤーの移動速度を低下させます。
23164	Increases the Control duration of ^{1}Control-type^{2} Primary Battle Skills by ^{3}${1}^{4} sec.	^{1}妨害型^{2}のメイン戦闘スキルによる行動妨害の持続時間が^{3}${1}^{4}秒延長されます。
23165	Damn it! The Church won't let us near the stone pillar, but they'll let monsters steal our cargo?	くそっ！教会は石柱に近づかせないくせに、モンスターに積み荷を奪わせるのは構わないってのか？
23166	Leaving the area or dismounting will immediately end ${1}. Are you sure you want to end the skill?	エリアから離れるか乗り物から降りると、${1}は即座に終了します。スキルを終了しますか？
23167	<color=#fdab5b>Conqueror</color> Settlement takes place first, with slots allocated to each guild.	<color=#fdab5b>征服者</color>の集計が先に行われ、各ギルドに枠が割り当てられます。
23168	The guild has reached today's donor limit. Further donations will not increase Guild Contribution.	ギルドは本日の寄付上限に達しました。これ以上寄付してもギルド貢献度は増加しません。
23169	Attackers: Destroy the defenders' Emperium to win.\nDefenders: Hold out until time expires to win.	攻撃側：防衛側のエンペリウムを破壊すれば勝利。\n防衛側：制限時間終了まで守り抜けば勝利。
