# RO3 runtime Localization_en overrides
# Generated by _TranslationWorkspace/import_translations.py
# ID<TAB>English<TAB>Japanese; canonical source is split_1000 parts 01-27
10530000040	Savage Babe - Placeholder	サベージベベ - プレースホルダー
10530000041	Soldier Skeleton	ソルジャースケルトン
10530000042	Mummy	マミー
10530000043	Zombie	ゾンビ
10530000044	Deniro	デニーロ
10530000045	Piere	ピエール
10530000046	Andre	アンドレ
10530000047	Hydra	ヒドラ
10530000048	Vitata	ヴィタータ
10530000049	Martin	マーティン
10530000050	Giearth	ガイアス
10530000051	Skeleton Worker	スケルワーカー
10530000052	Drainliar	ドレインリアー
10530000053	Pirate Skeleton	パイレーツスケルトン
10530000054	Choco	チョコ
10530000055	Archer Skeleton	アーチャースケルトン
10530000056	Verit	ベリット
10530000057	Obeaune	オボンヌ
10530000058	Magnolia	マグノリア
10530000059	Greatest General	天下大将軍
10530000060	Mimic	ミミック
10530000061	Frilldora	フリルドラ
10530000062	Baphomet Jr.	バフォメットJr.
10530000063	Matyr	マーター
10530000064	Minorous	ミノタウロス
10530000065	Flora	フローラ
10530000066	Savage	サベージ
10530000067	Isis	イシス
10530000068	Bongun	ボングン
10530000069	Sasquatch	サスカッチ
10530000070	Ladybug	レディバグ
10530000071	Hedgehog Bug	ヘッジホッグバグ
10530000072	Peco Peco	ペコペコ
10530000073	Skeleton	スケルトン
10530000074	Ant Egg	アントの卵
10530000075	Furious Poporing	怒れるポポリン
10530000076	Elder Willow	エルダーウィロー
10530000077	Marin	マリン
10530000078	Plankton	プランクトン
10530000079	Marina	マリーナ
10530000080	Kukre	ククレ
10530000081	Goblin (Axe)	ゴブリン(斧)
10530000082	Goblin (Flail)	ゴブリン（フレイル）
10530000083	Vadon	バドン
10530000084	Wolf	ウルフ
10530000085	Thara Frog	タラ・フロッグ
10530000086	Orc Baby	オークベビー
10530000087	Orc Warrior	オーク戦士
10530000088	Orc Lady	オークレディ
10530000089	Whisper	ウィスパー
10530000090	Megalodon	メガロドン
10530000091	Marse	マルス
10530000092	Argos	アルゴス
10530000093	Steel Chonchon	スチールチョンチョン
10530000094	Goblin (Dagger)	ゴブリン（ダガー）
10530000095	Myst	ミスト
10530000096	Marine Sphere	マリンスフィア
10530000097	Phen	フェン
10530000098	Zenorc	ゼノルク
10530000099	Beetle King	ビートルキング
10530000100	Goblin Archer	ゴブリンアーチャー
10530000101	Metaller	メタラー
10530000102	Marc	マルク
10530000103	Goblin (Mace)	ゴブリン（メイス）
10530000104	Sword Fish	ソードフィッシュ
10530000105	Orc Skeleton	オークスケルトン
10530000106	Goblin (Hammer)	ゴブリン（ハンマー）
10530000107	Orc Zombie	オークゾンビ
10530000108	Munak	ムナック
10530000109	Merman	マーマン
10530000110	Deviace	デビアス
10530000111	Ghoul	グール
10530000112	Sandman	サンドマン
10530000113	Golem	ゴーレム
10530000114	Hunter Fly	ハンターフライ
10530000115	Hode	ホード
10530000116	Sohee	ソヒー
10530000117	Mantis	マンティス
10530000118	Driller	ドリラー
10530000119	Goblin Steamrider	ゴブリンスチームライダー
10530000120	Horong	ホロン
10530000121	Dokebi	ドケビ
10530000122	Nightmare	ナイトメア
10530000123	Side Winder	サイドワインダー
10530000124	Zerom	ゼロム
10530000125	Requiem	レクイエム
10530000126	Nine Tails	九尾
10530000127	Argiope	アルギオペ
10530000128	Orc Archer	オークアーチャー
10530000129	Penomena	ペノメナ
10530000130	Crab	クラブ
10530000131	Raggler	ラグラ
10530000132	Shellfish	お化け貝
10530000133	Starfish	ヒトデ
10530000134	Grove	グローブ
10530000135	Alligator	アリゲーター
10530000136	Strouf	ストルフ
10530000137	Jakk	ジャック
10530000138	Wild Rose	ワイルドローズ
10530000139	Marduk	マルドゥク
10530000140	Sky Petite	スカイプチ
10530000141	Pasana	パサーナ
10530000142	Wind Ghost	ウィンドゴースト
10530000143	Cramp	クランプ
10530000144	Stem Worm	ステムワーム
10530000145	Petite	プチ
10530000146	Marionette	マリオネット
10530000147	Deviruchi	デビルチ
10530000148	Mace Kobold	メイス・コボルト
10530000149	Hammer Kobold	ハンマーコボルト
10530000150	Desert Wolf	デザートウルフ
10530000151	Anubis	アヌビス
10530000152	Axe Kobold	アックス・コボルト
10530000153	Kobold Archer	コボルドアーチャー
10530000154	Squidgitte	スキジッテ
10530000155	Sropho	スロフォ
10530000156	Ancient Mummy	エンシェントマミー
10530000157	Pot Dofle	ポットドフレ
10530000158	King Dramoh	キングドラモー
10530000159	Creamy Fear	クリーミーフィアー
10530000160	Leib Olmai	リーブ・オルマイ
10530000161	Killer Mantis	キラーマンティス
10360000000	Guild Master	ギルドマスター
10360000001	Leader	リーダー
10360000002	Vice Guild Master	副ギルドマスター
10360000003	Commander	指揮官
10360000004	Management	管理
10360000005	Charisma Baby	カリスマベイビー
10360000006	Elder	エルダー
10360000007	Member	メンバー
10360000008	Temporary Member	一時メンバー
10010300006	Totem Life	トーテムライフ
10010300007	Totem Physical ATK	トーテム物理ATK
10010300008	Totem Magic ATK	トーテム魔法攻撃
10010300009	PATK/MATK	物理攻撃/魔法攻撃
10010300010	PDEF/MDEF	物理防御/魔法防御
10010300011	Other Elemental Damage Reduction%	その他属性ダメージ軽減%
10010300012	Crowd Control Resistance	行動妨害耐性
10010300015	PATK	物理攻撃
10010300016	MATK	魔法攻撃
10010300017	PDEF	物理防御
10010300018	MDEF	魔法防御
10010300019	HP recover	HP回復
10010300020	SP Recovery	SP回復
10010300022	FLEE	回避
10010300023	CRIT	クリティカル
10010300024	Crit Resistance	クリティカル耐性
10010300025	MSPD	移動速度
10010300026	ASPD	攻撃速度
10010300027	Cast Speed	詠唱速度
10010300028	Out-of-Combat HP recover	非戦闘時HP回復
10010300029	Out-of-Combat MP Recovery	非戦闘時MP回復
10010300032	Crit Bonus	クリティカルボーナス
10010300033	Variable CT	可変CT
10010300034	Variable CT	可変CT
10010300035	Fixed CT	固定詠唱
10010300036	Fixed CT	固定詠唱
10010300037	Skill CD%	スキルCD減少%
10010300038	Global CD%	グローバル CD%
10010300039	Healing Done	回復量
10010300040	Healing Taken	被回復量
10010300041	Crit Damage%	クリティカルダメージ%
10010300042	Crit Damage Reduction%	クリティカルダメージ軽減%
10010300043	Physical Damage Bonus%	物理ダメージボーナス%
10010300044	Physical Damage Reduction%	物理ダメージ軽減%
10010300045	Magic Damage Bonus%	魔法ダメージボーナス%
10010300046	Magic Damage Reduction%	魔法ダメージ軽減%
10010300047	Damage Increase%	ダメージ増加%
10010300048	Damage Reduction%	ダメージ軽減率
10010300049	Physical Penetration	物理貫通
10010300050	Physical Penetration%	物理貫通%
10010300051	Magic Penetration	魔法貫通
10010300052	Magic Penetration%	魔法貫通率
10010300053	Bonus ATK	追加物理攻撃
10010300054	Bonus MATK	ボーナスMATK
10010300055	Bonus DEF	追加物理防御
10010300056	Bonus MDEF	ボーナスMDEF
10010300057	Skill Damage Increase%	スキルダメージ増加%
10010300058	Skill Damage Reduction%	スキルダメージ軽減%
10010300059	Melee Physical Damage Increase%	近接物理ダメージ増加%
10010300060	Melee PDMG Reduction	近接物理ダメージ軽減
10010300061	Ranged Physical Damage Increase%	遠距離物理ダメージ増加%
10010300062	Ranged PDMG.R	遠距離PDMG.R
10010300063	Hunting Mastery	狩猟マスタリー
10010300064	Hunting Protection	ハンティング保護
10010300065	DMG vs All Job	ダメージ vs 全ジョブ
10010300066	DMG Reduction vs All Job	全職業から受けるダメージ軽減
10010300067	Elemental Counter Ignore	属性相性無視
10010300068	Elemental Counter Resistance	属性相性耐性
10010300069	Crit Chance%	クリティカル率%
10010300070	Crit Resistance%	クリティカル耐性%
10010300071	Item Healing Effect%	アイテム回復効果%
10010300072	Item Healing Received%	アイテム回復被効果%
10010300073	Global Healing Effect%	全体回復効果%
10010300074	Global Healing Received%	受ける回復量%
10010300075	MP Recovery Effect%	MP回復効果%
10010300076	MP Recovery Received%	受けるMP回復量%
10010300077	Item MP Recovery Effect%	アイテムMP回復効果%
10010300078	Item MP Recovery Received%	受けるアイテムMP回復量%
10010300079	Global MP Recovery Effect%	全体MP回復効果%
10010300080	Global MP Recovery Received%	受ける全体MP回復量%
10010300081	Melee Magic Damage Increase%	近接魔法ダメージ増加%
10010300082	Melee Magic Damage Reduction%	近接魔法ダメージ軽減%
10010300083	Ranged Magic Damage Increase%	遠距離魔法ダメージ増加%
10010300084	Ranged Magic Damage Reduction%	遠距離魔法ダメージ軽減%
10010300085	Double Crit Chance	ダブルCRIT確率
10010300086	Mount Move Speed	マウント移動速度
10010300087	Neutral Damage%	無属性ダメージ率%
10010300088	Wind Damage%	風属性ダメージ%
10010300089	Earth Damage%	地属性ダメージ%
10010300090	Fire Damage%	火属性ダメージ%
10010300091	Water Damage%	水属性ダメージ%
10010300092	Poison Damage%	毒属性ダメージ%
10010300093	Holy Damage%	聖属性ダメージ%
10010300094	Shadow Damage%	闇属性ダメージ%
10010300095	Ghost Damage%	念属性ダメージ%
10010300096	Undead Damage%	不死属性ダメージ%
10010300097	Neutral Damage Reduction%	無属性ダメージ軽減%
10010300098	Wind Damage Reduction%	風属性ダメージ軽減%
10010300099	Earth Damage Reduction%	地属性ダメージ軽減%
10010300100	Fire Damage Reduction%	火属性ダメージ軽減%
10010300101	Water Damage Reduction%	水属性ダメージ軽減%
10010300102	Poison Damage Reduction%	毒属性ダメージ軽減%
10010300103	Holy Damage Reduction%	聖属性ダメージ軽減%
10010300104	Shadow Damage Reduction%	闇属性ダメージ軽減%
10010300105	Ghost Damage Reduction%	念属性ダメージ軽減%
10010300106	Undead Damage Reduction%	不死属性ダメージ軽減%
10010300107	Damage to Neutral Monsters%	無属性モンスターへのダメージ%
10010300108	Damage to Wind Monsters%	風属性モンスターへのダメージ%
10010300109	Damage to Earth Monsters%	地属性モンスターへのダメージ%
10010300110	Damage to Fire Monsters%	火属性モンスターへのダメージ%
10010300111	Damage to Water Monsters %	水属性モンスターへのダメージ %
10010300112	Damage to Poison Monsters %	毒属性モンスターへのダメージ %
10010300113	Damage to Holy Monsters %	聖属性モンスターへのダメージ%
10010300114	Damage to Shadow Monsters %	闇属性モンスターへのダメージ %
10010300115	Damage to Ghost Monsters %	念属性モンスターへのダメージ %
10010300116	Damage to Undead Monsters %	不死属性モンスターへのダメージ %
10010300117	Damage Reduction from Neutral Monsters %	無属性モンスターからのダメージ軽減 %
10010300118	Damage Reduction from Wind Monsters %	風属性モンスターからのダメージ軽減 %
10010300119	Damage Reduction from Earth Monsters %	地属性モンスターからのダメージ軽減 %
10010300120	Damage Reduction from Fire Monsters %	火属性モンスターからのダメージ軽減 %
10010300121	Damage Reduction from Water Monsters %	水属性モンスターからのダメージ軽減 %
10010300122	Damage Reduction from Poison Monsters %	毒属性モンスターからのダメージ軽減 %
10010300123	Damage Reduction from Holy Monsters %	聖属性モンスターからのダメージ軽減 %
10010300124	Damage Reduction from Shadow Monsters %	闇属性モンスターからのダメージ軽減 %
10010300125	Damage Reduction from Ghost Monsters %	念属性モンスターからのダメージ軽減 %
10010300126	Damage Reduction from Undead Monsters %	不死属性モンスターからのダメージ軽減 %
10010300127	Damage to Brute Race %	動物種族へのダメージ %
10010300128	Damage to Demi-Human Race %	人間形へのダメージ %
10010300129	Damage to Demon Race %	悪魔種族へのダメージ %
10010300130	Damage to Plant Race %	植物種族へのダメージ %
10010300131	Damage to Undead Race %	不死種族へのダメージ %
10010300132	Damage to Formless Race %	無形種族へのダメージ%
10010300133	Damage to Fish Race %	魚種族へのダメージ %
10010300134	Damage to Angel Race %	天使種族へのダメージ %
10010300135	Damage to Insect Race %	昆虫種族へのダメージ %
10010300136	Damage to Dragon Race %	竜種族へのダメージ %
10010300137	Damage Reduction from Brute Race %	動物種族からのダメージ軽減 %
10010300138	Damage Reduction from Demi-Human Race %	人間形からのダメージ軽減 %
10010300139	Damage Reduction from Demon Race %	悪魔種族からのダメージ軽減 %
10010300140	Damage Reduction from Plant Race %	植物種族からのダメージ軽減 %
10010300141	Damage Reduction from Undead Race %	不死種族からのダメージ軽減 %
10010300142	Damage Reduction from Formless Race %	無形種族からのダメージ軽減 %
10010300143	Damage Reduction from Fish Race %	魚種族からのダメージ軽減 %
10010300144	Damage Reduction from Angel Race %	天使種族からのダメージ軽減 %
10010300145	Damage Reduction from Insect Race %	昆虫種族からのダメージ軽減 %
10010300146	Damage Reduction from Dragon Race %	竜種族からのダメージ軽減 %
10010300147	DMG vs Small Enemies %	小型へのダメージ %
10010300148	Damage Reduction from Small Size Monsters %	小型モンスターからのダメージ軽減 %
10010300149	DMG vs Medium Enemies %	中型へのダメージ %
10010300150	Damage Reduction from Medium Size Monsters %	中型モンスターからのダメージ軽減 %
10010300151	DMG vs Large Enemies %	大型へのダメージ %
10010300152	Damage Reduction from Large Size Monsters %	大型モンスターからのダメージ軽減 %
10010300153	Damage to BOSS Monsters %	BOSSモンスターへのダメージ%
10010300154	Damage Reduction from BOSS Monsters %	BOSSモンスターからのダメージ軽減 %
10010300155	Damage to Non-BOSS Monsters %	非BOSSモンスターへのダメージ %
10010300156	Damage Reduction from Non-BOSS Monsters %	非BOSSモンスターからのダメージ軽減 %
10010300157	Silent Attack	サイレントアタック
10010300158	Silence Resistance	沈黙耐性
10010300159	Freeze Attack	フリーズアタック
10010300160	Freeze Resistance	凍結耐性
10010300161	Petrify Attack	石化攻撃
10010300162	Petrify Resistance	石化耐性
10010300163	Stun Enhance	スタン強化
10010300164	Stun Resistance	スタン耐性
10010300165	Burn Enhance	火傷強化
10010300166	Burn Resistance	火傷耐性
10010300167	Poisoned Enhance	毒強化
10010300168	Poison Resistance	毒耐性
10010300169	Immobilize Attack	移動不能攻撃
10010300170	Immobilize Resistance	移動不能耐性
10010300171	Fear Attack	恐怖の攻撃
10010300172	Fear Resistance	恐怖耐性
10010300173	Cursed Attack	呪われた攻撃
10010300174	Curse Resistance	呪い耐性
10010300175	Blind Attack	ブラインドアタック
10010300176	Dark Resistance	闇耐性
10010300177	Bleed Enhance	出血強化
10010300178	Bleed Resistance	出血耐性
10010300179	Paralyze Enhance	麻痺強化
10010300180	Paralyze Resistance	麻痺耐性
10010300181	Sleep Enhance	睡眠強化
10010300182	Sleep Resistance	睡眠耐性
10010300183	Slow Enhance	スロー強化
10010300184	Slow Resistance	スロー耐性
10010300185	Life%	HP%
10010300187	PATK%	物理攻撃%
10010300188	MATK%	魔法攻撃%
10010300189	PDEF%	物理防御%
10010300190	MDEF%	魔法防御%
10010300191	HP recover%	HP回復%
10010300192	MP Recovery%	MP回復%
10010300194	FLEE%	回避%
10010300195	CRIT%	クリティカル%
10010300196	CRIT Resistance%	クリティカル耐性%
10010300197	MSPD	移動速度
10010300198	ASPD	攻撃速度
10010300199	Shield Bonus Effect%	シールドボーナス効果%
10010300200	Shield Bonus Received%	被シールドボーナス%
10010300201	MP Cost	消費SP
10010300202	Additional Physical ATK	追加物理ATK
10010300203	Additional Physical DEF	追加物理DEF
10010300204	Skill Energy	スキルエネルギー
10010300205	Max Skill Energy	最大スキルエネルギー
10010300206	Energy Recovery Time	エネルギー回復時間
10010300207	Energy Recovery Time%	エネルギー回復時間%
10010300208	Life	HP
10010300209	Magic	魔法
10010300210	Level	レベル
10010300211	Shield	シールド
10010300212	Fixed HP Lock	固定HPロック
10010300213	HP Lock Percentage	HPロック率
10010300214	Physical Damage Shield	物理ダメージシールド
10010300215	Magic Damage Shield	魔法ダメージシールド
10010300216	Universal Damage Shield	全属性ダメージシールド
10010300217	Extended Category @{1} Shield Value	拡張カテゴリ@{1}シールド値
10010300218	Shield Effect%	シールド効果%
10010300219	Shield Effect Received%	被シールド効果%
10010300220	Can Take Damage	ダメージを受ける
10010300221	Status Bitmap	ステータスビットマップ
10010300222	Prohibited Action Bitmap	禁止アクションビットマップ
10010300223	Monster Battle Status	モンスター戦闘状態
10010300224	Is in Darkness	暗闇の中にいる
10010300225	Darkness Radius	暗闇範囲
10010300226	Transform Flag	変換フラグ
10010300227	BOSS Enrage Display	BOSS激怒表示
10010300228	Start Universal Overhead Countdown Display	汎用頭上カウントダウン表示開始
10010300229	End Universal Overhead Countdown Display	汎用頭上カウントダウン表示終了
10010300230	Selection Range	選択範囲
10010300231	Attack Range	攻撃範囲
10010300232	Rage	怒り
10010300233	Max Rage	最大怒り
10010300234	Material Parameter (%)	素材パラメータ（%）
10010300235	BOSS Phase	ボスフェーズ
10010300236	Modified Hit Effect ID	変更後ヒットエフェクトID
10010300237	Flame Projectile Count	炎弾数
10010300238	Frost Projectile Count	氷弾数
10010300239	Special Target Lock Flag	特殊ターゲットロックフラグ
10010300240	Monster Selects Players Regardless of Line of Sight	視線判定を無視してモンスターがプレイヤーを選択
10010300241	Stealth	ステルス
10010300242	Detect Stealth @{1}	ステルス検知 @{1}
10010300243	Max Energy	最大エネルギー
10010300244	Current Energy	現在のエネルギー
10010300245	Energy Recovery Rate	エネルギー回復速度
10010300246	Arrow ID	矢ID
10010300247	HP Bar Display	HPバー表示
10010300248	Monster EXP Bonus	モンスターEXPボーナス
10010300249	Game Mode EXP Bonus	ゲームモードEXPボーナス
10010300250	All EXP Bonus	全EXPボーナス
10010300251	Camera ID	カメラID
10010300252	Field Auto-Battle EXP Bonus	フィールドオートバトルEXPボーナス
13150000000	The Party Leader selects a sapling and hangs the declaration	パーティリーダーが苗木を選び、宣言を掲示
13150000001	All Members of the party water the sapling	パーティメンバー全員が苗木に水やり
13150000002	Talk to the younger sister and enter the Adventure Group declaration	妹に話しかけて冒険者グループ宣言へ入る
13150000003	Waiting for the battle to start	戦闘開始待ち
13150000004	Get @{1} assists on the battlefield	戦場で@{1}回アシスト
13150000005	Earn @{1} points on the battlefield	戦場で@{1}ポイント獲得
13150000006	Earn a C rating on the battlefield	戦場でC評価を獲得
13150000007	Earn a B rating on the battlefield	戦場でB評価を獲得
13150000008	Earn an A rating on the battlefield	戦場でA評価を獲得
13150000009	^{1}Defeat Ilmata, God of Nature^{2}	^{1}自然神イルマタを倒す^{2}
13150000010	^{1}Attack Almakia with the Heavy Cannon until it becomes Weak^{2}	^{1}重砲でアルマギアを攻撃し、弱体化させる^{2}
13150000011	^{1}Defeat Ilmata, Primordial Chaos^{2}	^{1}原初の混沌イルマタを倒す^{2}
13150000012	^{1}Use the Grappling Hook to Restrain Almakia!^{2}	^{1}グラップリングフックでアルマキアを拘束せよ！^{2}
13150000013	^{1}Now's your chance! Reach Almakia's back and explore it^{2}	^{1}今だ！アルマキアの背中へ到達して探索しろ^{2}
13150000014	^{1}Escape to the finish line as quickly as possible^{2}	^{1}できるだけ早くゴールまで逃げ切れ^{2}
13150000015	^{1}Use Lope to dodge attacks and slide all the way to the end!^{2}	^{1}跳躍を使って攻撃をかわし、そのまま最後まで滑り抜けよう！^{2}
13150000016	^{1}Defeat Ilmata, the Parasitized Divine Vessel^{2}	^{1}寄生された神の器イルマタを倒す^{2}
13150000017	Move Forward and catch up with Dracula	前進してドラキュラに追いつく
13150000018	Defeat the Marionette	マリオネットを倒す
13150000019	Continue pursuing Dracula. Watch out for Dynamite on the ground.	ドラキュラを追い続ける。地面のダイナマイトに注意。
13150000020	Defeat Wraith.	レイスを倒す。
13150000021	Continue chasing Dracula, and watch out for falling rocks	ドラキュラを追い続け、落石に注意しよう
13150000022	Defeat Doppelganger	ドッペルゲンガーを倒す
13150000023	Continue chasing Dracula	ドラキュラを追い続ける
13150000024	Defeat Wind Ghost	ウィンドゴーストを倒す
13150000025	Defeat Dracula	ドラキュラを倒す
13150000026	Find the key in the bushes and rescue your companions	茂みで鍵を探し、仲間を救出する
13150000027	Reach @{1} Total Points	合計@{1}ポイントに到達
13150000028	Click Me to Start Now	ここをクリックして開始
13150000029	Allocate @{1} Free Stat Points	自由ステータスポイントを@{1}割り振る
13150000030	Job Talents Points Assigned: @{1}	割り振り済み職業タレントポイント：@{1}
13150000031	Equip @{2} pieces of Lv. @{1} or higher gear	Lv. @{1}以上の装備を@{2}個装備
13150000032	Equip @{1} pieces of Purple Quality gear or higher	紫品質以上の装備を@{1}個装備
13150000033	Equip @{1} pieces of Orange Quality or higher gear	オレンジ品質以上の装備を@{1}個装備
13150000034	Reach a total Refinement Lv. of @{1} across all equipment	全装備の精錬Lv.合計を@{1}にする
13150000035	Reach Refinement Resonance Lv. @{1}	精錬共鳴Lv. @{1}に到達
13150000036	Activate @{1} Season Refinement slots	シーズン精錬スロットを@{1}個解放
13150000037	Complete @{1} Equipment Enchantments	装備エンチャントを@{1}回行う
13150000038	Equipped Blue Quality gear has @{1} Enchants	装備中の青品質装備に@{1}個のエンチャント
13150000039	Have @{1} Enchants on equipped Purple Quality gear	装備中の紫品質装備にエンチャントを@{1}個付与
13150000040	Insert @{1} Blue Quality or higher cards	青品質以上のカードを@{1}枚装着
13150000041	Socket @{1} cards of Purple Quality or higher	紫品質以上のカードを@{1}枚装着
13150000042	Socket @{2} Tier @{1} or higher cards	Tier @{1}以上のカードを@{2}枚装着
13150000043	Collect Purple Quality Cards @{1} times	紫品質カードを@{1}枚集める
13150000044	Collect Orange Quality cards @{1} times	オレンジ品質カードを@{1}枚集める
13150000045	Activate @{1} Faction effects with deployed pets	配置ペットで陣営効果を@{1}個発動
13150000046	Deploy @{1} support pets	支援ペットを@{1}体配置
13150000047	Deploy @{1} pets of Purple Quality or higher	紫品質以上のペットを@{1}体配置
13150000048	Deploy @{1} pets of Orange Quality or higher	オレンジ品質以上のペットを@{1}体配置
13150000049	Deploy @{1} pets at Lv. @{2} or higher	Lv.@{2}以上のペットを@{1}体配置
13150000050	Deploy @{1} pets at @{2} stars or higher	@{2}星以上のペットを@{1}体配置
13150000051	Obtain @{1} activated attribute skills	有効化済み属性スキルを@{1}個獲得
13150000052	Deploy @{1} Echoes of Purple Quality or higher	紫品質以上のエコーを@{1}個配置
13150000053	Deploy @{1} Echoes of Orange Quality or higher	オレンジ品質以上のエコーを@{1}個配置
13150000054	Deploy @{1} Echoes at Lv. @{2} or higher	Lv. @{2}以上のエコーを@{1}個配置
13150000055	Activate @{1} Soul Resonances at Lv. @{2} or higher	Lv.@{2}以上のソウル共鳴を@{1}個有効化
13150000056	Deploy @{1} Totems of Blue Quality or higher	青品質以上のトーテムを@{1}個配置
13150000057	Deploy @{1} Totems of Purple Quality or higher	紫品質以上のトーテムを@{1}個配置
13150000058	Deploy @{1} Totem Skills of Blue Quality or higher	青品質以上のトーテムスキルを@{1}個配置
13150000059	Deploy @{1} Totem Skills of Purple Quality or higher	紫品質以上のトーテムスキルを@{1}個配置
13150000060	Deploy a Totem with @{1} maxed attributes	最大属性のトーテムを@{1}個配置
13150000061	Combine @{1} Purple Totems	紫トーテムを@{1}個合成
13150000062	Combine @{1} Orange Totems	オレンジトーテムを@{1}個合成
13150000063	Finish Downloading While Playing	プレイしながらダウンロードを完了
13150000085	Say hello to the Foreign Merchant for Dumby.	ダンビーの代わりに外国商人へ挨拶する。
13150000086	Say hello to Baisulist for Dumby.	ダンビーの代わりにバイシュリストへ挨拶する。
13150000087	Say hello to Aorufeng for Dumby.	ダンビーの代わりにアオルフェンへ挨拶
13150000088	Say hello to the Gift Merchant for Dumby.	ダンビーの代わりにギフト商人へ挨拶する。
13150000089	Say hello to Leiya Bulian for Dumby.	ダンビーの代わりにレイヤ・ブリアンへ挨拶する
13150000090	Say hello to the Pet Merchant for Dumby.	ダンビーの代わりにペット商人へ挨拶する。
13150000091	Say hello to the Butcher for Dumby.	ダンビーの代わりに肉屋へ挨拶する。
13150000092	Say hello to the Monsterologist for Dumby.	ダンビーの代わりにモンスター学者へ挨拶する。
13150000093	Say hello to the Young Man for Dumby.	ダンビーの代わりに青年へ挨拶する
13150000094	Login ROO	ROOログイン
13150000095	Reach Base Lv. @{1}	Base Lv. @{1}に到達
13150000096	Complete the Main Quest: Fight Porings Every Day	メインクエスト「毎日ポリン討伐」を完了
13150000097	Reach the title Wind's Voyage I	称号「風の旅立ちI」に到達
13150000098	Complete @{1} Trades at the Exchange	取引所で@{1}回取引する
13150000099	[Reserved] Participate in Guild Auction @{1} times	［予約］ギルドオークションに@{1}回参加
13150000100	Enhance the weapon slot to Lv. @{1}	武器スロットをLv. @{1}まで強化
13150000101	Refine @{1} times	@{1}回精錬する
13150000102	Craft @{1} pieces of equipment of Purple Quality or higher	紫品質以上の装備を@{1}個製作
13150000103	Equip @{1} cards of Purple Quality or higher	紫品質以上のカードを@{1}枚装備
13150000104	Own @{1} pets of Grade A or higher	Aランク以上のペットを@{1}体所持
13150000105	Own @{1} pets at Lv. @{2} or higher	Lv. @{2}以上のペットを@{1}体所持
13150000106	Participate in @{1} MVP events	MVPイベントに@{1}回参加
13150000107	[Reserved] Participate in @{1} MINI events	［予約］MINIイベントに@{1}回参加
13150000108	[Reserved] Participate in the Guild Bonfire event @{1} times	[予約] ギルド焚き火イベントに@{1}回参加
13150000109	[Reserved] Participate in @{1} GVE events	［予約］GvEイベントに@{1}回参加
13150000110	[Reserved] Participate in Guild League @{1} times	[予約]ギルドリーグに@{1}回参加
13150000111	[Reserved] Spend a total of @{1} minutes in field combat	[予約] フィールド戦闘を合計@{1}分行う
